,Scoring_Rating_RANK THIS WEEK,Scoring_Rating_RANK LAST WEEK,Scoring_Rating_PLAYER NAME,Scoring_Rating_EVENTS,Scoring_Rating_RATING
55,35,35,Carl Pettersson,21,8.2
56,35,35,Ian Poulter,9,8.2
57,35,35,Adam Scott,13,8.2
58,35,35,Heath Slocum,21,8.2
59,35,35,Brandt Snedeker,20,8.2
60,35,35,Kyle Thompson,1,8.2
61,35,35,David Toms,15,8.2
62,35,35,Omar Uresti,1,8.2
63,64,64,Cameron Beckman,18,8.1
64,64,64,Andrew Buckle,12,8.1
65,64,64,Tom Byrum,5,8.1
66,64,64,Daniel Chopra,20,8.1
67,64,64,John Cook,3,8.1
68,64,64,Ken Duke,22,8.1
69,64,64,Danny Ellis,1,8.1
70,64,64,Dan Forsman,4,8.1
71,64,64,Tom Gillis,1,8.1
72,64,64,Bill Haas,15,8.1
73,64,64,Anders Hansen,6,8.1
74,64,64,Padraig Harrington,11,8.1
75,64,64,J.P. Hayes,15,8.1
76,64,64,John Huston,6,8.1
77,64,64,Trevor Immelman,11,8.1
78,64,64,Kent Jones,17,8.1
79,64,64,Matt Kuchar,15,8.1
80,64,64,Bernhard Langer,9,8.1
81,64,64,Justin Leonard,17,8.1
82,64,64,Peter Lonard,14,8.1
83,64,64,Bill Lunde,1,8.1
84,64,64,Shaun Micheel,14,8.1
85,64,64,Ryan Moore,16,8.1
86,64,64,Kevin Na,16,8.1
87,64,64,Rod Pampling,18,8.1
88,64,64,Kenny Perry,16,8.1
89,64,64,Tim Petrovic,20,8.1
90,64,64,Justin Rose,10,8.1
91,64,64,John Senden,19,8.1
92,64,64,B.J. Staten,2,8.1
93,64,64,Vaughn Taylor,16,8.1
94,64,64,D.J. Trahan,18,8.1
95,64,64,Johnson Wagner,15,8.1
96,64,64,Boo Weekley,16,8.1
97,64,64,Mike Weir,15,8.1
98,64,64,Charlie Wi,18,8.1
99,64,64,Garrett Willis,6,8.1
100,64,64,Dean Wilson,16,8.1
101,102,102,Stephen Ames,14,8.0
102,102,102,Stuart Appleby,11,8.0
103,102,102,Rich Beem,15,8.0
104,102,102,Jason Bohn,11,8.0
105,102,102,Bart Bryant,17,8.0
106,102,102,Chris Couch,10,8.0
107,102,102,Ben Crane,5,8.0
108,102,102,John Daly,7,8.0
109,102,102,Robert Damron,1,8.0
110,102,102,Brian Davis,20,8.0
111,102,102,Jay Delsing,6,8.0
112,102,102,David Duval,4,8.0
113,102,102,Carlos Franco,5,8.0
114,102,102,Robert Gamez,12,8.0
115,102,102,Robert Garrigus,18,8.0
116,102,102,Mathew Goggin,18,8.0
117,102,102,Nathan Green,20,8.0
118,102,102,Mathias Grönberg,16,8.0
119,102,102,Dudley Hart,6,8.0
120,102,102,J.J. Henry,14,8.0
121,102,102,Charley Hoffman,17,8.0
122,102,102,Ryuji Imada,19,8.0
123,102,102,Jerry Kelly,17,8.0
124,102,102,Frank Lickliter II,17,8.0
125,102,102,Davis Love III,11,8.0
126,102,102,Hunter Mahan,15,8.0
127,102,102,Steve Marino,20,8.0
128,102,102,Troy Matteson,16,8.0
129,102,102,Nick O'Hern,11,8.0
130,102,102,Tom Pernice Jr.,18,8.0
131,102,102,Dicky Pride,9,8.0
132,102,102,Tag Ridings,8,8.0
133,102,102,Chris Riley,11,8.0
134,102,102,John Rollins,20,8.0
135,102,102,"Wes Short, Jr.",3,8.0
136,102,102,Michael Sim,9,8.0
137,102,102,Vance Veazey,3,8.0
138,102,102,Nick Watney,16,8.0
139,102,102,Brett Wetterich,14,8.0
140,102,102,Mark Wilson,17,8.0
141,142,142,Steve Allan,12,7.9
142,142,142,Tommy Armour III,15,7.9
143,142,142,Ryan Armour,20,7.9
144,142,142,Briny Baird,25,7.9
145,142,142,Craig Barlow,10,7.9
146,142,142,Shane Bertsch,2,7.9
147,142,142,Craig Bowden,13,7.9
148,142,142,Ángel Cabrera,5,7.9
149,142,142,Paul Casey,4,7.9
150,142,142,José Coceres,8,7.9
151,142,142,Kris Cox,1,7.9
152,142,142,Todd Demsey,1,7.9
153,142,142,Steve Flesch,18,7.9
154,142,142,Fred Funk,10,7.9
155,142,142,Brian Gay,20,7.9
156,142,142,Jason Gore,16,7.9
157,142,142,J.B. Holmes,12,7.9
158,142,142,Charles Howell III,14,7.9
159,142,142,Jarrod Lyle,13,7.9
160,142,142,Will MacKenzie,19,7.9
161,142,142,Shigeki Maruyama,13,7.9
162,142,142,John Merrick,15,7.9
163,142,142,Yusaku Miyazato,1,7.9
164,142,142,Greg Owen,11,7.9
165,142,142,Ted Purdy,18,7.9
166,142,142,Jeff Quinney,18,7.9
167,142,142,Jeff Sluman,6,7.9
168,142,142,Kevin Sutherland,15,7.9
169,142,142,Chris Tidland,7,7.9
170,142,142,Charles Warren,21,7.9
171,142,142,Lee Westwood,3,7.9
172,142,142,Kaname Yokoo,1,7.9
173,174,174,Billy Andrade,16,7.8
174,174,174,Woody Austin,19,7.8
175,174,174,Olin Browne,6,7.8
176,174,174,Gavin Coles,15,7.8
177,174,174,Marco Dawson,13,7.8
178,174,174,Brendon de Jonge,11,7.8
179,174,174,Jason Dufner,16,7.8
180,174,174,Joe Durant,15,7.8
181,174,174,Paul Goydos,11,7.8
182,174,174,Bob Heintz,14,7.8
183,174,174,Mark Hensby,16,7.8
184,174,174,Tim Herron,19,7.8
185,174,174,Lee Janzen,7,7.8
186,174,174,Cliff Kresge,23,7.8
187,174,174,Doug LaBelle II,17,7.8
188,174,174,Neal Lancaster,6,7.8
189,174,174,Jeff Maggert,15,7.8
190,174,174,John Mallinger,18,7.8
191,174,174,Parker McLachlin,12,7.8
192,174,174,Bryce Molder,7,7.8
193,174,174,Ryan Palmer,14,7.8
194,174,174,Henrik Stenson,8,7.8
195,174,174,Darron Stiles,7,7.8
196,174,174,Kirk Triplett,12,7.8
197,174,174,Jay Williamson,11,7.8
198,174,174,Lee Williams,1,7.8
199,200,200,Michael Allen,14,7.7
200,200,200,Ricky Barnes,1,7.7
201,200,200,Mark Brooks,6,7.7
202,200,200,Glen Day,15,7.7
203,200,200,Jeff Gove,20,7.7
204,200,200,Richard Johnson,15,7.7
205,200,200,Steve Jones,2,7.7
206,200,200,Craig Kanada,19,7.7
207,200,200,Robert Karlsson,7,7.7
208,200,200,Craig Lile,14,7.7
209,200,200,Steve Lowery,14,7.7
210,200,200,Daisuke Maruyama,14,7.7
211,200,200,Rocco Mediate,14,7.7
212,200,200,Mark O'Meara,1,7.7
213,200,200,Michael Putnam,17,7.7
214,200,200,Brett Quigley,13,7.7
215,200,200,Brady Schnell,1,7.7
216,200,200,Jason Schultz,8,7.7
217,200,200,Joey Sindelar,12,7.7
218,200,200,Kevin Stadler,14,7.7
219,200,200,Bob Tway,17,7.7
220,200,200,Duffy Waldorf,11,7.7
221,222,222,Eric Axley,16,7.6
222,222,222,Paul Azinger,7,7.6
223,222,222,"David Berganio, Jr.",1,7.6
224,222,222,D.J. Brigman,9,7.6
225,222,222,Chad Campbell,15,7.6
226,222,222,Bubba Dickerson,5,7.6
227,222,222,Chris DiMarco,13,7.6
228,222,222,Brad Faxon,5,7.6
229,222,222,Scott Gutschewski,10,7.6
230,222,222,Thongchai Jaidee,2,7.6
231,222,222,Colt Knost,3,7.6
232,222,222,Bob May,8,7.6
233,222,222,Paul McGinley,3,7.6
234,222,222,Corey Pavin,14,7.6
235,222,222,Kyle Reifers,9,7.6
236,222,222,Loren Roberts,1,7.6
237,222,222,Paul Sheehan,1,7.6
238,222,222,Azuma Yano,1,7.6
239,240,240,Rich Barcelo,13,7.5
240,240,240,Guy Boros,1,7.5
241,240,240,Michael Boyd,8,7.5
242,240,240,David Branshaw,10,7.5
243,240,240,Brent Geiberger,5,7.5
244,240,240,Retief Goosen,8,7.5
245,240,240,Paul Gow,8,7.5
246,240,240,Richard Green,2,7.5
247,240,240,Matt Hendrix,7,7.5
248,240,240,Tom Johnson,11,7.5
249,240,240,Skip Kendall,1,7.5
250,240,240,Jamie Lovemark,2,7.5
251,240,240,Kelly Mitchum,1,7.5
252,240,240,Chris Smith,3,7.5
253,240,240,Jerry Smith,5,7.5
254,240,240,Steve Wheatcroft,9,7.5
255,256,256,Brian Bateman,7,7.4
256,256,256,Jeff Brehaut,7,7.4
257,256,256,Darren Clarke,2,7.4
258,256,256,Ben Curtis,13,7.4
259,256,256,Johan Edfors,3,7.4
260,256,256,Tripp Isenhour,13,7.4
261,256,256,Colin Montgomerie,3,7.4
262,256,256,José María Olazábal,8,7.4
263,256,256,Andrew Ruthkoski,2,7.4
264,256,256,Jeev Milkha Singh,3,7.4
265,256,256,Oliver Thomson,1,7.4
266,267,267,Joe Daley,1,7.3
267,267,267,David Howell,4,7.3
268,267,267,Bronson La'Cassie,1,7.3
269,267,267,Jim McGovern,3,7.3
270,267,267,Larry Mize,2,7.3
271,267,267,Jim Rutledge,4,7.3
272,267,267,Charl Schwartzel,3,7.3
273,267,267,Jaco Van Zyl,4,7.3
274,267,267,Grant Waite,5,7.3
275,276,276,Notah Begay III,2,7.2
276,276,276,Michael Bradley,3,7.2
277,276,276,Mike Grob,1,7.2
278,276,276,Blaine McCallister,1,7.2
279,280,280,Chris Baryla,1,7.1
280,280,280,Paul Broadhurst,1,7.1
281,280,280,Martin Rominger,1,7.1
282,283,283,John Bickerton,1,7.0
283,283,283,"Jim Gallagher, Jr.",4,7.0
284,283,283,Anton Haig,2,7.0
285,283,283,Todd Hamilton,8,7.0
286,283,283,Paul Trittler,1,7.0
287,288,288,Bob Burns,2,6.9
288,288,288,Tony Finau,1,6.9
289,288,288,David Hearn,1,6.9
290,288,288,Louis Oosthuizen,1,6.9
291,288,288,Willie Wood,1,6.9
292,293,293,Graeme Storm,1,6.8
293,294,294,Ryan Blaum,1,6.7
294,294,294,Spike McRoy,2,6.7
295,294,294,Richard Sterne,1,6.7
296,297,297,Shingo Katayama,2,6.6
297,297,297,J.L. Lewis,1,6.6
298,299,299,Matt Every,1,6.5
299,299,299,Andres Gonzales,1,6.5
300,299,299,Brandt Jobe,1,6.5
301,299,299,Y.E. Yang,3,6.5
302,303,303,José Manuel Lara,1,6.4
303,303,303,Hennie Otto,1,6.4
304,305,305,Michael Campbell,2,6.3
305,305,305,WC Liang,1,6.3
306,307,307,Grégory Havret,1,6.2
307,308,308,Anthony Wall,1,6.0
308,309,309,Prom Meesawat,1,5.9
309,309,309,Hideto Tanihara,1,5.9
310,311,311,Alan Morin,1,5.8
311,312,312,Raphael Jacquelin,1,5.1
