,Last_15_Events_-_Short_Game_RANK THIS WEEK,Last_15_Events_-_Short_Game_RANK LAST WEEK,Last_15_Events_-_Short_Game_PLAYER NAME,Last_15_Events_-_Short_Game_EVENTS,Last_15_Events_-_Short_Game_RATING
0,T1,T1,Brian Henninger,1,9.3
1,T1,T1,Tom Watson,1,9.3
2,3,3,Scott Miller,1,8.1
3,4,4,Andres Romero,1,8.0
4,5,5,Paul Sheehan,1,7.9
5,T6,T6,Michael Bradley,4,7.7
6,T6,T6,Tim Clark,10,7.7
7,T6,T6,Nick Flanagan,2,7.7
8,T9,T9,Phil Mickelson,8,7.6
9,T9,T9,Mark O'Meara,3,7.6
10,T11,T11,Ben Crane,7,7.5
11,T11,T11,Mike Weir,9,7.5
12,T13,T13,Bill Lunde,1,7.4
13,T13,T13,Loren Roberts,3,7.4
14,T15,T15,Shigeki Maruyama,8,7.3
15,T15,T15,Len Mattiace,1,7.3
16,T15,T15,Alan Morin,1,7.3
17,T18,T18,K.J. Choi,9,7.2
18,T18,T18,Daniel Chopra,8,7.2
19,T18,T18,Kris Cox,4,7.2
20,T18,T18,Luke Donald,8,7.2
21,T18,T18,Dudley Hart,6,7.2
22,T18,T18,Bob Heintz,6,7.2
23,T18,T18,Justin Rose,8,7.2
24,T18,T33,Rory Sabbatini,9,7.2
25,T18,T18,Lee Williams,1,7.2
26,T27,T26,José Coceres,7,7.1
27,T27,T26,Brian Davis,12,7.1
28,T27,T26,Jarrod Lyle,9,7.1
29,T27,T26,Jim McGovern,2,7.1
30,T27,T26,Ian Poulter,7,7.1
31,T27,T26,Brandt Snedeker,10,7.1
32,T27,T26,Tiger Woods,7,7.1
33,T34,T33,Tom Byrum,1,7.0
34,T34,T33,Bob May,8,7.0
35,T34,T33,Billy Mayfair,10,7.0
36,T37,T37,Freddie Jacobson,12,6.9
37,T37,T37,Corey Pavin,10,6.9
38,T37,T37,Pat Perez,6,6.9
39,T37,T37,Tim Petrovic,10,6.9
40,T41,T41,Arjun Atwal,7,6.8
41,T41,T41,Thomas Bjørn,2,6.8
42,T41,T41,Craig Bowden,8,6.8
43,T41,T41,John Cook,3,6.8
44,T41,T41,Jay Delsing,6,6.8
45,T41,T41,David Duval,4,6.8
46,T41,T41,Ernie Els,10,6.8
47,T41,T41,Steve Flesch,11,6.8
48,T41,T41,Gabriel Hjertstedt,1,6.8
49,T41,T41,Tripp Isenhour,7,6.8
50,T41,T41,Franklin Langham,1,6.8
51,T41,T41,Yusaku Miyazato,1,6.8
52,T41,T41,Ryan Palmer,8,6.8
53,T41,T41,Chris Riley,10,6.8
54,T41,T41,Darron Stiles,2,6.8
55,T56,T56,Andy Bare,1,6.7
56,T56,T56,Alex Cejka,12,6.7
57,T56,T56,Marco Dawson,8,6.7
58,T56,T56,Jason Dufner,9,6.7
59,T56,T56,Harrison Frazar,3,6.7
60,T56,T56,Tadd Fujikawa,1,6.7
61,T56,T56,Brian Gay,8,6.7
62,T56,T56,Paul Gow,6,6.7
63,T56,T56,Paul Goydos,8,6.7
64,T56,T56,J.B. Holmes,8,6.7
65,T56,T56,Cliff Kresge,11,6.7
66,T56,T56,Paul McGinley,5,6.7
67,T56,T56,Kevin Na,9,6.7
68,T56,T56,Hennie Otto,1,6.7
69,T56,T56,Adam Scott,8,6.7
70,T56,T56,Kevin Stadler,7,6.7
71,T56,T56,D.J. Trahan,10,6.7
72,T56,T56,Duffy Waldorf,6,6.7
73,T56,T56,Charles Warren,12,6.7
74,T75,T76,Stuart Appleby,6,6.6
75,T75,T76,Paul Azinger,9,6.6
76,T75,T76,Sergio Garcia,10,6.6
77,T75,T76,Richard Green,2,6.6
78,T75,T76,Tim Herron,12,6.6
79,T75,T76,Tom Johnson,5,6.6
80,T75,T76,Matt Kuchar,9,6.6
81,T75,T76,Thomas Levet,1,6.6
82,T75,T76,George McNeill,8,6.6
83,T75,T76,Jeff Overton,8,6.6
84,T75,T76,Jeff Quinney,7,6.6
85,T75,T76,John Senden,6,6.6
86,T75,T76,Heath Slocum,10,6.6
87,T75,T76,Jeff Sluman,5,6.6
88,T75,T76,Jerry Smith,3,6.6
89,T75,T76,Steve Stricker,9,6.6
90,T75,T76,Bo Van Pelt,10,6.6
91,T75,T76,Scott Verplank,10,6.6
92,T75,T76,Charlie Wi,8,6.6
93,T75,T76,Mark Wilson,9,6.6
94,T95,T96,Tommy Armour III,8,6.5
95,T95,T96,Eric Axley,6,6.5
96,T95,T96,Briny Baird,14,6.5
97,T95,T96,Jonathan Byrd,7,6.5
98,T95,T96,Jim Furyk,9,6.5
99,T95,T96,Robert Gamez,7,6.5
100,T95,T96,Bill Haas,9,6.5
101,T95,T96,Peter Jacobsen,1,6.5
102,T95,T96,Thongchai Jaidee,2,6.5
103,T95,T96,Zach Johnson,6,6.5
104,T95,T96,Steve Jones,4,6.5
105,T95,T96,Jerry Kelly,9,6.5
106,T95,T96,Doug LaBelle II,6,6.5
107,T95,T96,Justin Leonard,10,6.5
108,T95,T96,Arron Oberholser,8,6.5
109,T95,T96,Michael Putnam,6,6.5
110,T95,T96,Phil Tataurangi,3,6.5
111,T112,T113,Michael Allen,10,6.4
112,T112,T113,Ryan Armour,7,6.4
113,T112,T113,Craig Barlow,10,6.4
114,T112,T113,Michael Boyd,6,6.4
115,T112,T113,Mark Brooks,5,6.4
116,T112,T113,John Daly,4,6.4
117,T112,T113,Ken Duke,11,6.4
118,T112,T113,Bob Estes,9,6.4
119,T112,T113,Jeff Gove,10,6.4
120,T112,T113,J.P. Hayes,8,6.4
121,T112,T113,Mark Hensby,9,6.4
