,Percentage_of_potential_money_won_RANK THIS WEEK,Percentage_of_potential_money_won_RANK LAST WEEK,Percentage_of_potential_money_won_PLAYER NAME,Percentage_of_potential_money_won_EVENTS,Percentage_of_potential_money_won_%,Percentage_of_potential_money_won_OFFICIAL MONEY WON,Percentage_of_potential_money_won_POTENTIAL MONEY
27,28,28,Steve Stricker,22,9.03,"$2,438,304","$27,006,875"
28,T29,T29,Stuart Appleby,23,8.89,"$2,484,630","$27,958,875"
29,T29,T29,Rob Grube,1,8.89,"$48,000","$540,000"
30,31,31,Ryan Blaum,1,8.61,"$54,250","$630,000"
31,32,32,Boo Weekley,24,8.51,"$2,398,750","$28,194,875"
32,33,33,Stephen Ames,24,8.26,"$2,285,707","$27,672,875"
33,34,34,Andres Romero,20,8.25,"$2,064,611","$25,024,875"
34,35,35,Darren Clarke,2,8.15,"$220,000","$2,700,000"
35,36,36,Carl Pettersson,29,7.99,"$2,512,538","$31,428,000"
36,37,37,Chad Campbell,28,7.86,"$2,404,770","$30,584,000"
37,38,38,Ian Poulter,15,7.69,"$1,488,214","$19,354,875"
38,39,39,D.J. Trahan,27,7.55,"$2,304,368","$30,528,000"
39,40,40,Sean O'Hair,25,7.45,"$2,089,856","$28,048,875"
40,41,41,Ryan Palmer,22,7.23,"$1,453,182","$20,088,000"
41,42,42,J.B. Holmes,26,7.21,"$2,166,130","$30,046,875"
42,43,43,Alastair Forsyth,2,7.2,"$194,416","$2,700,000"
43,44,44,Brian Gay,31,7.12,"$2,205,512","$30,978,000"
44,45,45,Hunter Mahan,27,6.89,"$2,208,854","$32,046,875"
45,46,46,Davis Love III,23,6.86,"$1,695,237","$24,700,875"
46,47,47,Bart Bryant,23,6.74,"$1,719,153","$25,492,875"
47,48,48,Mathew Goggin,27,6.7,"$1,969,962","$29,394,000"
48,49,49,Bradley Dredge,1,6.67,"$90,000","$1,350,000"
49,50,50,Briny Baird,30,6.58,"$2,039,807","$30,996,000"
50,T51,T51,Ken Duke,33,6.53,"$2,238,884","$34,290,000"
51,T51,T51,Jeff Quinney,28,6.53,"$1,999,371","$30,622,875"
52,53,53,Retief Goosen,18,6.5,"$1,431,965","$22,018,875"
53,54,54,Miguel Angel Jiménez,8,6.42,"$725,946","$11,308,875"
54,55,55,Woody Austin,30,6.41,"$2,146,430","$33,504,875"
55,56,56,Aaron Baddeley,22,6.37,"$1,665,587","$26,160,875"
56,57,57,Steve Marino,32,6.32,"$2,094,266","$33,156,000"
57,58,58,Paul Goydos,25,6.03,"$1,640,737","$27,222,875"
58,59,59,Greg Kraft,21,5.95,"$1,204,559","$20,232,000"
59,T60,T60,Pat Perez,27,5.89,"$1,756,038","$29,812,875"
60,T60,T60,Graeme Storm,3,5.89,"$231,600","$3,928,875"
61,62,62,Dustin Johnson,30,5.88,"$1,789,894","$30,438,000"
62,63,63,Rory Sabbatini,23,5.82,"$1,559,277","$26,772,875"
63,64,64,David Howell,3,5.81,"$226,243","$3,892,875"
64,65,65,Zach Johnson,25,5.77,"$1,615,123","$27,978,875"
65,66,66,Paul Casey,16,5.76,"$1,156,414","$20,092,875"
66,67,67,Freddie Jacobson,24,5.75,"$1,597,423","$27,778,875"
67,68,68,Tommy Armour III,25,5.72,"$1,501,255","$26,226,000"
68,69,69,Ben Crane,25,5.71,"$1,488,504","$26,046,000"
69,70,70,Grégory Havret,2,5.69,"$162,184","$2,848,875"
70,71,71,Billy Mayfair,29,5.65,"$1,750,682","$30,960,000"
71,72,72,Steve Lowery,25,5.64,"$1,524,275","$27,036,000"
72,73,73,Justin Rose,15,5.61,"$1,047,853","$18,670,875"
73,74,74,Tim Clark,27,5.51,"$1,722,029","$31,270,875"
74,75,75,Rod Pampling,28,5.43,"$1,702,952","$31,360,875"
75,76,76,Daniel Chopra,27,5.4,"$1,630,689","$30,206,000"
76,77,77,Mark Wilson,29,5.39,"$1,578,337","$29,306,000"
77,78,78,Jeev Milkha Singh,5,5.34,"$319,349","$5,976,000"
78,79,79,Charlie Wi,27,5.31,"$1,515,394","$28,512,000"
79,80,80,Jason Bohn,15,5.3,"$866,785","$16,362,000"
80,81,81,Nicholas Thompson,36,5.23,"$1,869,329","$35,766,000"
81,82,82,Matt Kuchar,27,5.15,"$1,447,637","$28,102,875"
82,T83,T83,Alex Noren,1,5.04,"$75,484","$1,498,875"
83,T83,T83,Jean Van de Velde,1,5.04,"$75,484","$1,498,875"
84,T83,T83,Simon Wakefield,1,5.04,"$75,484","$1,498,875"
85,T83,T83,Paul Waring,1,5.04,"$75,484","$1,498,875"
86,87,87,Brandt Snedeker,26,5.01,"$1,531,441","$30,552,875"
87,88,88,Jerry Kelly,31,5.0,"$1,652,400","$33,070,875"
88,89,89,Johnson Wagner,26,4.98,"$1,431,001","$28,746,000"
89,90,90,Steve Elkington,25,4.96,"$1,291,113","$26,028,000"
90,T91,T91,Parker McLachlin,27,4.95,"$1,311,839","$26,478,000"
91,T91,T91,Esteban Toledo,3,4.95,"$111,305","$2,250,000"
92,T91,T91,Marc Turnesa,29,4.95,"$1,329,920","$26,856,000"
93,94,94,Bubba Watson,29,4.92,"$1,533,522","$31,158,000"
94,95,95,Cameron Beckman,29,4.88,"$1,312,837","$26,928,000"
95,T96,T96,Graeme McDowell,4,4.86,"$269,544","$5,548,875"
96,T96,T96,Scott Verplank,24,4.86,"$1,359,620","$27,978,875"
97,98,98,Ryan Moore,24,4.85,"$1,214,899","$25,056,000"
98,99,99,Bernhard Langer,2,4.81,"$147,250","$3,060,000"
99,100,100,Fred Couples,18,4.8,"$949,281","$19,764,000"
100,101,101,Peter Lonard,30,4.74,"$1,462,893","$30,888,000"
101,T102,T102,Rocco Mediate,27,4.73,"$1,420,875","$30,064,875"
102,T102,T102,Chez Reavie,30,4.73,"$1,444,102","$30,528,000"
103,104,104,Heath Slocum,29,4.71,"$1,491,915","$31,684,875"
104,105,105,Will MacKenzie,21,4.67,"$911,194","$19,494,000"
105,106,106,Nick O'Hern,26,4.64,"$1,370,771","$29,560,875"
106,107,107,John Merrick,28,4.56,"$1,312,004","$28,800,000"
107,108,108,George McNeill,29,4.52,"$1,361,531","$30,116,000"
108,109,109,Corey Pavin,20,4.5,"$924,281","$20,520,000"
109,110,110,Paul McGinley,1,4.44,"$60,000","$1,350,000"
110,T111,T111,Richard Johnson,21,4.38,"$884,367","$20,196,000"
111,T111,T111,Bob Tway,20,4.38,"$785,640","$17,928,000"
112,113,113,Michael Sim,7,4.33,"$269,864","$6,228,000"
113,114,114,Kevin Streelman,32,4.32,"$1,352,704","$31,320,000"
114,115,115,Scott McCarron,22,4.27,"$952,070","$22,306,875"
115,116,116,Tom Pernice Jr.,30,4.26,"$1,336,276","$31,356,000"
116,117,117,Charles Howell III,31,4.23,"$1,449,231","$34,224,875"
117,118,118,John Senden,28,4.22,"$1,269,083","$30,096,000"
118,119,119,Tim Wilkinson,29,4.21,"$1,167,606","$27,756,000"
119,120,120,Arron Oberholser,10,4.2,"$454,881","$10,836,000"
120,121,121,Tim Herron,28,4.13,"$1,164,998","$28,224,000"
121,T122,T122,Ángel Cabrera,17,4.06,"$868,182","$21,408,875"
122,T122,T122,Troy Matteson,30,4.06,"$1,212,018","$29,826,000"
123,T122,T122,Dean Wilson,32,4.06,"$1,350,002","$33,246,000"
124,T125,T125,Steve Flesch,29,4.03,"$1,265,058","$31,358,000"
125,T125,T125,Casey Wittenberg,4,4.03,"$167,520","$4,158,000"
126,127,127,Michael Letzig,29,4.01,"$1,166,976","$29,092,875"
127,128,128,Steve Allan,21,3.95,"$743,969","$18,846,000"
128,129,129,John Mallinger,29,3.86,"$1,201,432","$31,104,000"
129,T130,T130,Cliff Kresge,28,3.65,"$1,068,206","$29,232,000"
130,T130,T130,D.A. Points,3,3.65,"$126,918","$3,474,000"
131,132,132,Tom Lehman,17,3.64,"$676,651","$18,598,875"
132,133,133,Diego Vanegas,1,3.62,"$22,775","$630,000"
133,134,134,Kevin Na,29,3.59,"$1,041,058","$29,034,000"
134,135,135,Alvaro Quiros,2,3.58,"$45,065","$1,260,000"
135,136,136,Joe Ogilvie,29,3.55,"$1,035,830","$29,144,000"
136,137,137,Alex Cejka,25,3.54,"$893,997","$25,258,875"
137,138,138,David Toms,20,3.53,"$799,113","$22,626,000"
138,139,139,Jonathan Byrd,27,3.52,"$1,039,583","$29,540,000"
139,140,140,Lucas Glover,26,3.49,"$998,490","$28,624,875"
140,141,141,Brett Quigley,25,3.41,"$878,215","$25,758,000"
141,142,142,Michael Allen,28,3.39,"$981,262","$28,962,000"
142,143,143,Brian Davis,34,3.38,"$1,151,558","$34,110,000"
143,144,144,John Rollins,28,3.37,"$1,016,031","$30,136,875"
144,145,145,Gavin Coles,16,3.35,"$455,002","$13,590,000"
145,146,146,SSP Chawrasia,1,3.31,"$44,750","$1,350,000"
146,147,147,Hidemasa Hoshino,1,3.28,"$44,250","$1,350,000"
147,148,148,John Huston,18,3.27,"$496,876","$15,174,000"
148,149,149,Bill Haas,31,3.22,"$1,000,939","$31,050,000"
149,150,150,Charley Hoffman,29,3.2,"$945,701","$29,576,000"
150,151,151,Anders Hansen,6,3.19,"$251,891","$7,906,875"
151,152,152,Vaughn Taylor,32,3.18,"$1,053,422","$33,102,000"
152,153,153,Martin Laird,29,3.17,"$852,751","$26,910,000"
153,154,154,Brad Adamonis,29,3.15,"$862,413","$27,396,000"
154,155,155,Nick Watney,27,3.12,"$878,173","$28,190,000"
155,156,156,Nathan Green,30,3.11,"$912,867","$29,376,000"
156,157,157,Bob Estes,28,3.09,"$829,395","$26,838,000"
157,158,158,Mark Brown,3,3.06,"$123,750","$4,050,000"
158,T159,T159,Bob May,4,3.02,"$114,085","$3,780,000"
159,T159,T159,Roland Thatcher,15,3.02,"$445,211","$14,760,000"
160,161,161,Joe Durant,28,3.01,"$802,567","$26,640,000"
161,162,162,Daisuke Maruyama,4,2.99,"$98,596","$3,294,000"
162,T163,T163,Shane Bertsch,29,2.98,"$841,248","$28,260,000"
163,T163,T163,Søren Kjeldsen,3,2.98,"$125,000","$4,198,875"
164,T163,T163,Chapchai Nirat,1,2.98,"$40,250","$1,350,000"
165,T163,T163,Paul Sheehan,1,2.98,"$40,250","$1,350,000"
166,167,167,Tim Petrovic,32,2.97,"$958,577","$32,314,875"
167,168,168,Niclas Fasth,10,2.94,"$391,690","$13,342,875"
168,169,169,Mark Calcavecchia,25,2.82,"$784,809","$27,870,875"
169,T170,T170,Jason Day,28,2.81,"$767,393","$27,306,000"
170,T170,T170,Bo Van Pelt,32,2.81,"$903,966","$32,130,000"
171,172,172,Charles Warren,29,2.8,"$800,693","$28,620,000"
172,173,173,Jeff Overton,32,2.77,"$890,488","$32,152,875"
173,174,174,Stephen Poole,1,2.74,"$25,143","$918,000"
174,175,175,Chris Riley,17,2.72,"$388,850","$14,274,000"
175,176,176,James Driscoll,28,2.71,"$708,549","$26,100,000"
176,177,177,J.J. Henry,34,2.67,"$931,161","$34,830,000"
177,178,178,Robert Dinwiddie,1,2.65,"$35,709","$1,350,000"
178,T179,T179,Eric Axley,35,2.64,"$899,215","$34,002,000"
179,T179,T179,Robert Garrigus,29,2.64,"$756,732","$28,656,000"
180,181,181,Tommy Gainey,24,2.62,"$562,204","$21,474,000"
181,182,182,Pablo Martin Benavides,3,2.61,"$60,142","$2,304,000"
182,183,183,Matt Jones,31,2.58,"$775,899","$30,078,000"
183,T184,T184,Richard Finch,2,2.57,"$73,284","$2,848,875"
184,T184,T184,WC Liang,6,2.57,"$184,353","$7,168,875"
185,186,186,Prayad Marksaeng,4,2.55,"$141,560","$5,548,875"
186,187,187,Glen Day,19,2.54,"$435,263","$17,118,000"
187,188,188,Jhonattan Vegas,1,2.45,"$19,828","$810,000"
188,189,189,Scott Sterling,28,2.44,"$624,821","$25,632,000"
189,190,190,Patrick Sheehan,35,2.42,"$805,897","$33,318,000"
190,191,191,Jason Gore,33,2.41,"$779,664","$32,400,000"
191,192,192,Rich Beem,29,2.39,"$730,000","$30,604,875"
192,193,193,Colin Montgomerie,7,2.38,"$221,534","$9,292,875"
193,T194,T194,Brendan Jones,5,2.37,"$163,185","$6,898,875"
194,T194,T194,Jay Williamson,33,2.37,"$758,862","$32,062,875"
195,196,196,Marco Dawson,21,2.36,"$439,963","$18,666,000"
196,T197,T197,Thomas Aiken,1,2.22,"$33,266","$1,498,875"
197,T197,T197,Grégory Bourdy,1,2.22,"$33,266","$1,498,875"
198,T197,T197,Ariel Cañete,1,2.22,"$33,266","$1,498,875"
199,T197,T197,Simon Khan,1,2.22,"$33,266","$1,498,875"
200,201,201,Jesper Parnevik,29,2.2,"$635,819","$28,926,000"
201,202,202,Yusaku Miyazato,1,2.17,"$20,670","$954,000"
202,203,203,Harrison Frazar,23,2.14,"$444,059","$20,772,000"
203,204,204,Richard Sterne,8,2.13,"$226,294","$10,642,875"
204,T205,T205,Jason Dufner,16,2.12,"$284,137","$13,410,000"
205,T205,T205,Peter Hanson,4,2.12,"$117,784","$5,548,875"
206,207,207,Bob Heintz,17,2.11,"$301,015","$14,238,000"
207,208,208,Andrew McLardy,2,2.07,"$47,000","$2,268,000"
208,209,209,Tag Ridings,29,2.06,"$568,493","$27,594,000"
209,T210,T210,Anton Haig,2,2.05,"$49,780","$2,430,000"
210,T210,T210,Kevin Stadler,30,2.05,"$598,945","$29,146,875"
211,212,212,Chris DiMarco,29,1.98,"$590,743","$29,862,000"
212,213,213,Richard Green,9,1.97,"$224,309","$11,362,875"
213,214,214,Ian Woosnam,1,1.94,"$26,250","$1,350,000"
214,T215,T215,Mark Hensby,26,1.89,"$480,482","$25,416,000"
215,T215,T215,Lee Janzen,28,1.89,"$500,155","$26,424,000"
216,T215,T215,Nick Price,1,1.89,"$11,900","$630,000"
217,T218,T218,Jeff Gove,18,1.85,"$290,410","$15,678,000"
218,T218,T218,Garrett Willis,11,1.85,"$176,815","$9,540,000"
219,220,220,Dan Forsman,11,1.84,"$169,106","$9,198,000"
220,221,221,Fred Funk,14,1.83,"$257,283","$14,078,000"
221,222,222,Todd Hamilton,28,1.82,"$537,957","$29,632,875"
222,223,223,Brenden Pappas,24,1.8,"$384,071","$21,366,000"
223,T224,T224,Craig Kanada,23,1.78,"$363,596","$20,448,000"
224,T224,T224,Jarrod Lyle,1,1.78,"$23,985","$1,350,000"
225,T224,T224,Chris Stroud,29,1.78,"$482,405","$27,162,000"
226,T227,T227,José Coceres,13,1.75,"$240,392","$13,698,000"
227,T227,T227,Frank Lickliter II,32,1.75,"$548,113","$31,338,000"
228,229,229,Nick Dougherty,8,1.73,"$183,061","$10,588,875"
229,230,230,Oliver Wilson,4,1.72,"$95,709","$5,548,875"
230,231,231,Y.E. Yang,29,1.71,"$461,725","$27,036,000"
231,232,232,Justin Bolli,28,1.7,"$458,022","$26,892,000"
232,233,233,Carlos Franco,25,1.69,"$378,768","$22,464,000"
233,234,234,Tom Scherrer,20,1.67,"$288,390","$17,280,000"
234,T235,T235,Brent Geiberger,12,1.66,"$165,600","$9,972,000"
235,T235,T235,Doug LaBelle II,22,1.66,"$338,132","$20,380,875"
236,237,237,Omar Uresti,24,1.65,"$346,285","$21,024,000"
237,T238,T238,Ross Fisher,6,1.64,"$130,766","$7,978,875"
238,T238,T238,Jeff Maggert,28,1.64,"$444,484","$27,126,000"
239,T238,T238,Jon Mills,32,1.64,"$489,510","$29,934,000"
240,241,241,Spencer Levin,1,1.63,"$15,518","$954,000"
241,242,242,Chad Collins,24,1.6,"$339,958","$21,276,000"
242,243,243,Anthony Wall,1,1.57,"$23,553","$1,498,875"
243,T244,T244,Craig Parry,4,1.56,"$86,310","$5,548,875"
244,T244,T244,Brett Rumford,26,1.56,"$386,418","$24,714,000"
245,246,246,Brandt Jobe,19,1.55,"$293,214","$18,918,000"
246,247,247,Dicky Pride,14,1.54,"$182,890","$11,844,000"
247,248,248,Kent Jones,23,1.52,"$304,432","$20,016,000"
248,249,249,Soren Hansen,9,1.46,"$179,965","$12,352,875"
249,250,250,Martin Kaymer,8,1.45,"$154,387","$10,642,875"
250,T251,T251,Nick Flanagan,29,1.42,"$379,036","$26,730,000"
251,T251,T251,Paul Stankowski,13,1.42,"$156,077","$10,962,000"
252,253,253,Robert Damron,8,1.4,"$94,611","$6,750,000"
253,254,254,Louis Oosthuizen,3,1.38,"$51,325","$3,708,000"
254,T255,T255,Bob Sowards,22,1.37,"$263,327","$19,242,000"
255,T255,T255,Toru Taniguchi,7,1.37,"$122,620","$8,982,000"
256,T257,T257,Andrew Buckle,15,1.36,"$170,264","$12,510,000"
257,T257,T257,Jonathan Lomas,1,1.36,"$20,384","$1,498,875"
258,T259,T259,Brad Elder,23,1.35,"$270,365","$20,016,000"
259,T259,T259,John Riegger,24,1.35,"$289,501","$21,366,000"
260,261,261,Ian Leggatt,5,1.33,"$62,481","$4,698,000"
261,T262,T262,Jean Baptiste Gonnet,1,1.32,"$19,785","$1,498,875"
262,T262,T262,David Horsey,1,1.32,"$19,785","$1,498,875"
263,T262,T262,Larry Mize,16,1.32,"$190,803","$14,418,000"
264,T262,T262,Jimmy Walker,24,1.32,"$282,249","$21,312,000"
265,266,266,Tom Gillis,3,1.28,"$38,915","$3,028,875"
266,T267,T267,Kenneth Ferrie,25,1.27,"$288,772","$22,716,000"
267,T267,T267,James Kingston,5,1.27,"$84,250","$6,628,875"
268,T269,T269,Chip Deason,1,1.25,"$10,350","$828,000"
269,T269,T269,Jose-Filipe Lima,1,1.25,"$18,685","$1,498,875"
270,T269,T269,Kiyoshi Miyazato,1,1.25,"$11,925","$954,000"
271,T269,T269,Martin Wiegele,1,1.25,"$18,685","$1,498,875"
272,273,273,John Douma,1,1.24,"$11,150","$900,000"
273,T274,T274,Erik Compton,1,1.22,"$10,074","$828,000"
274,T274,T274,Bubba Dickerson,1,1.22,"$13,640","$1,116,000"
275,T274,T274,J.P. Hayes,26,1.22,"$312,151","$25,488,000"
276,277,277,Pablo Larrazabal,3,1.21,"$50,685","$4,198,875"
277,T278,T278,Charl Schwartzel,1,1.2,"$16,250","$1,350,000"
278,T278,T278,Mitsuhiro Tateyama,1,1.2,"$11,448","$954,000"
279,T280,T280,Dennis Paulson,1,1.19,"$6,420","$540,000"
280,T280,T280,Ted Schulz,1,1.19,"$6,420","$540,000"
281,T282,T282,Bryan DeCorso,1,1.18,"$10,600","$900,000"
282,T282,T282,Mike Ruiz,1,1.18,"$8,692","$738,000"
283,T284,T284,Brian Bateman,18,1.17,"$227,470","$19,478,000"
284,T284,T284,Alejandro Cañizares,16,1.17,"$162,115","$13,824,000"
285,T284,T284,Shingo Katayama,5,1.17,"$76,375","$6,516,000"
286,T284,T284,Miguel Suarez,1,1.17,"$7,350","$630,000"
287,288,288,Ryan Armour,32,1.16,"$354,508","$30,582,000"
288,T289,T289,Scott Hoch,1,1.15,"$11,385","$990,000"
289,T289,T289,José María Olazábal,4,1.15,"$60,200","$5,220,000"
290,T291,T291,Andrew Dresser,1,1.13,"$15,189","$1,350,000"
291,T291,T291,Andrew Svoboda,1,1.13,"$15,189","$1,350,000"
292,293,293,Chih-Bing Lam,1,1.12,"$16,787","$1,498,875"
293,T294,T294,Peter Karmis,1,1.11,"$11,940","$1,080,000"
294,T294,T294,Rod Perry,1,1.11,"$9,154","$828,000"
295,T296,T296,Michael Bradley,14,1.1,"$138,453","$12,564,000"
296,T296,T296,Rick Fehr,1,1.1,"$5,940","$540,000"
297,T296,T296,Chris Kirk,3,1.1,"$37,724","$3,438,000"
298,T296,T296,Derek Lamely,1,1.1,"$10,494","$954,000"
299,300,300,Ted Purdy,25,1.09,"$248,207","$22,824,000"
300,301,301,Pete Jordan,1,1.08,"$10,725","$990,000"
301,T302,T302,Billy Andrade,24,1.06,"$243,490","$22,914,000"
302,T302,T302,Justin Hicks,1,1.06,"$14,306","$1,350,000"
303,304,304,Hiroyuki Fujita,1,1.05,"$14,150","$1,350,000"
304,T305,T305,Fulton Allem,1,1.04,"$11,468","$1,098,000"
305,T305,T305,Reid Edstrom,1,1.04,"$10,340","$990,000"
306,T305,T305,Neal Lancaster,9,1.04,"$70,137","$6,732,000"
307,T305,T305,Wilfredo Morales,1,1.04,"$6,545","$630,000"
308,T309,T309,Keiichiro Fukabori,1,1.03,"$9,805","$954,000"
309,T309,T309,Robert Gamez,26,1.03,"$249,944","$24,156,000"
310,311,311,Ross McGowan,1,1.02,"$13,718","$1,350,000"
311,T312,T312,Casey Bourque,1,1.01,"$7,462","$738,000"
312,T312,T312,Dustin Risdon,1,1.01,"$9,100","$900,000"
313,T314,T314,Todd Demsey,25,0.96,"$217,417","$22,662,000"
314,T314,T314,Brett Wetterich,11,0.96,"$121,675","$12,708,000"
315,316,316,Shaun Micheel,16,0.94,"$157,828","$16,848,000"
316,317,317,Steve Webster,3,0.91,"$38,250","$4,198,875"
317,318,318,Shigeki Maruyama,18,0.9,"$160,174","$17,874,000"
318,T319,T319,Tom Byrum,12,0.89,"$87,782","$9,900,000"
319,T319,T319,Stephen Leaney,17,0.89,"$157,963","$17,766,000"
320,T321,T321,Scott Strange,3,0.88,"$37,000","$4,198,875"
321,T321,T321,Chip Sullivan,6,0.88,"$45,559","$5,148,000"
322,323,323,Sandy Lyle,2,0.87,"$24,750","$2,848,875"
323,T324,T324,Stuart Deane,2,0.85,"$15,213","$1,800,000"
324,T324,T324,Mathias Grönberg,30,0.85,"$245,281","$28,710,000"
325,326,326,Jin Park,30,0.83,"$227,102","$27,306,000"
326,327,327,Craig Barlow,15,0.8,"$129,731","$16,150,875"
327,328,328,Joey Sindelar,5,0.78,"$34,350","$4,410,000"
328,T329,T329,Ronnie Black,2,0.76,"$12,294","$1,620,000"
329,T329,T329,Jay Delsing,8,0.76,"$48,000","$6,282,000"
330,331,331,Richard Johnson,29,0.72,"$200,209","$27,684,000"
331,332,332,Michael Thompson,4,0.71,"$32,625","$4,590,000"
332,333,333,Guy Boros,6,0.7,"$31,565","$4,518,000"
333,334,334,Webb Simpson,6,0.67,"$38,460","$5,760,000"
334,T335,T335,Mark Brooks,17,0.65,"$99,582","$15,408,000"
335,T335,T335,Olin Browne,27,0.65,"$167,028","$25,830,000"
336,T335,T335,Kyle Thompson,26,0.65,"$154,446","$23,616,000"
337,T338,T338,David Frost,3,0.64,"$23,553","$3,676,875"
338,T338,T338,David Lutterus,23,0.64,"$129,886","$20,160,000"
339,T340,T340,Philip Archer,2,0.6,"$17,187","$2,848,875"
340,T340,T340,David Duval,20,0.6,"$114,973","$19,228,875"
341,342,342,Jonathan Moore,2,0.59,"$12,265","$2,070,000"
342,T343,T343,Michael Campbell,6,0.58,"$48,053","$8,266,875"
343,T343,T343,Paul Claxton,23,0.58,"$116,678","$20,016,000"
344,T343,T343,Jim McGovern,26,0.58,"$136,088","$23,274,000"
345,346,346,Chris Smith,5,0.55,"$22,775","$4,140,000"
346,347,347,Robert Floyd,3,0.54,"$15,264","$2,826,000"
347,348,348,Jonathan Kaye,8,0.52,"$41,375","$8,010,000"
348,349,349,Jason Allred,23,0.5,"$100,596","$20,016,000"
349,350,350,David Hearn,2,0.49,"$11,100","$2,250,000"
350,351,351,Spike McRoy,4,0.48,"$15,640","$3,258,000"
351,T352,T352,Paul Azinger,9,0.46,"$42,590","$9,234,000"
352,T352,T352,Kirk Triplett,9,0.46,"$32,794","$7,128,000"
353,354,354,Alan Morin,2,0.45,"$10,505","$2,340,000"
354,T355,T355,Andrew Magee,3,0.44,"$12,238","$2,754,000"
355,T355,T355,John Morse,7,0.44,"$25,705","$5,814,000"
356,357,357,Gabriel Hjertstedt,4,0.41,"$11,495","$2,808,000"
357,358,358,Jon Turcott,2,0.4,"$8,360","$2,070,000"
358,359,359,Scott Piercy,2,0.39,"$7,630","$1,980,000"
359,360,360,Deane Pappas,3,0.37,"$9,573","$2,556,000"
360,361,361,Len Mattiace,11,0.36,"$35,333","$9,864,000"
361,362,362,Notah Begay III,9,0.34,"$27,872","$8,118,000"
362,363,363,John Daly,17,0.33,"$56,017","$16,996,875"
363,364,364,Colt Knost,5,0.32,"$16,129","$5,004,000"
364,365,365,Ron Whittaker,22,0.31,"$59,977","$19,278,000"
365,366,366,Cody Freeman,26,0.3,"$68,672","$23,130,000"
366,367,367,J.L. Lewis,16,0.23,"$34,002","$14,796,000"
367,368,368,Duffy Waldorf,4,0.2,"$7,350","$3,636,000"
368,369,369,Grant Waite,8,0.19,"$12,540","$6,534,000"
369,T370,T370,Mark O'Meara,5,0.18,"$10,920","$6,052,875"
370,T370,T370,Travis Perkins,23,0.18,"$36,582","$20,358,000"
371,372,372,Skip Kendall,6,0.16,"$7,910","$5,094,000"
372,373,373,"Jim Gallagher, Jr.",7,0.13,"$7,520","$5,778,000"
373,374,374,Bob Burns,7,0.12,"$6,650","$5,598,000"
