,Percentage_of_Available_Purse_Won_RANK THIS WEEK,Percentage_of_Available_Purse_Won_RANK LAST WEEK,Percentage_of_Available_Purse_Won_PLAYER NAME,Percentage_of_Available_Purse_Won_EVENTS,Percentage_of_Available_Purse_Won_%,Percentage_of_Available_Purse_Won_OFFICIAL MONEY WON,Percentage_of_Available_Purse_Won_TOTAL PURSE AVAILABLE
42,T42,T42,Ryan Palmer,22,1.3,"$1,453,181","$111,600,000"
43,44,44,Brian Gay,31,1.28,"$2,205,512","$172,100,000"
44,T45,T45,Davis Love III,23,1.24,"$1,695,235","$136,561,173"
45,T45,T45,Hunter Mahan,27,1.24,"$2,208,853","$177,761,173"
46,47,47,Bart Bryant,23,1.22,"$1,719,150","$140,961,173"
47,48,48,Mathew Goggin,27,1.21,"$1,969,959","$162,800,000"
48,T49,T49,Briny Baird,30,1.18,"$2,039,804","$172,200,000"
49,T49,T49,Ken Duke,33,1.18,"$2,238,882","$190,500,000"
50,T49,T49,Jeff Quinney,28,1.18,"$1,999,369","$169,461,173"
51,52,52,Retief Goosen,18,1.17,"$1,431,964","$122,661,173"
52,T53,T53,Woody Austin,30,1.15,"$2,146,428","$185,861,173"
53,T53,T53,Aaron Baddeley,22,1.15,"$1,665,586","$145,061,173"
54,T53,T53,Miguel Angel Jiménez,8,1.15,"$725,946","$63,161,173"
55,56,56,Steve Marino,32,1.14,"$2,094,261","$183,700,000"
56,57,57,Bradley Dredge,1,1.13,"$90,000","$8,000,000"
57,58,58,Paul Goydos,25,1.09,"$1,640,736","$150,461,173"
58,59,59,Greg Kraft,21,1.07,"$1,204,559","$112,400,000"
59,T60,T60,Dustin Johnson,30,1.06,"$1,789,893","$168,600,000"
60,T60,T60,Pat Perez,27,1.06,"$1,756,036","$165,461,173"
61,T62,T62,Rory Sabbatini,23,1.05,"$1,559,277","$148,461,173"
62,T62,T62,Graeme Storm,3,1.05,"$231,599","$22,161,173"
63,T64,T64,Freddie Jacobson,24,1.04,"$1,597,422","$154,161,173"
64,T64,T64,Zach Johnson,25,1.04,"$1,615,120","$155,161,173"
65,T66,T66,Tommy Armour III,25,1.03,"$1,501,254","$145,700,000"
66,T66,T66,Paul Casey,16,1.03,"$1,156,413","$111,961,173"
67,T66,T66,Ben Crane,25,1.03,"$1,488,502","$144,200,000"
68,T66,T66,David Howell,3,1.03,"$226,243","$21,961,173"
69,70,70,Billy Mayfair,29,1.02,"$1,750,681","$172,000,000"
70,T71,T71,Steve Lowery,25,1.01,"$1,524,275","$150,200,000"
71,T71,T71,Justin Rose,15,1.01,"$1,047,852","$104,061,173"
72,73,73,Grégory Havret,2,1.0,"$162,184","$16,161,173"
73,74,74,Tim Clark,27,0.99,"$1,722,027","$174,061,173"
74,75,75,Rod Pampling,28,0.98,"$1,702,952","$174,561,173"
75,T76,T76,Daniel Chopra,27,0.97,"$1,630,689","$167,700,000"
76,T76,T76,Mark Wilson,29,0.97,"$1,578,333","$162,200,000"
77,T78,T78,Jason Bohn,15,0.96,"$866,785","$90,400,000"
78,T78,T78,Jeev Milkha Singh,5,0.96,"$319,349","$33,200,000"
79,T78,T78,Charlie Wi,27,0.96,"$1,515,392","$158,400,000"
80,81,81,Nicholas Thompson,36,0.94,"$1,869,327","$198,700,000"
81,82,82,Matt Kuchar,27,0.93,"$1,447,636","$155,461,173"
82,T83,T83,Alex Noren,1,0.92,"$75,484","$8,161,173"
83,T83,T83,Jean Van de Velde,1,0.92,"$75,484","$8,161,173"
84,T83,T83,Simon Wakefield,1,0.92,"$75,484","$8,161,173"
85,T83,T83,Paul Waring,1,0.92,"$75,484","$8,161,173"
86,T87,T87,Jerry Kelly,31,0.9,"$1,652,399","$183,061,173"
87,T87,T87,Brandt Snedeker,26,0.9,"$1,531,441","$169,461,173"
88,T87,T87,Johnson Wagner,26,0.9,"$1,431,001","$159,700,000"
89,T90,T90,Steve Elkington,25,0.89,"$1,291,112","$144,600,000"
90,T90,T90,Bernhard Langer,2,0.89,"$147,250","$16,500,000"
91,T90,T90,Parker McLachlin,27,0.89,"$1,311,837","$147,100,000"
92,T90,T90,Esteban Toledo,3,0.89,"$111,305","$12,500,000"
93,T90,T90,Marc Turnesa,29,0.89,"$1,329,920","$149,200,000"
94,T90,T90,Bubba Watson,29,0.89,"$1,533,520","$172,100,000"
95,T96,T96,Cameron Beckman,29,0.88,"$1,312,836","$149,600,000"
96,T96,T96,Scott Verplank,24,0.88,"$1,359,619","$155,161,173"
97,T98,T98,Fred Couples,18,0.87,"$949,280","$109,300,000"
98,T98,T98,Ryan Moore,24,0.87,"$1,214,898","$139,200,000"
99,T100,T100,Peter Lonard,30,0.85,"$1,462,892","$171,600,000"
100,T100,T100,Graeme McDowell,4,0.85,"$269,544","$31,661,173"
101,T100,T100,Rocco Mediate,27,0.85,"$1,420,874","$166,861,173"
102,T100,T100,Chez Reavie,30,0.85,"$1,444,100","$170,100,000"
103,T100,T100,Heath Slocum,29,0.85,"$1,491,912","$175,361,173"
104,105,105,Will MacKenzie,21,0.84,"$911,194","$108,300,000"
105,106,106,Nick O'Hern,26,0.83,"$1,370,767","$165,061,173"
106,T107,T107,George McNeill,29,0.82,"$1,361,528","$166,700,000"
107,T107,T107,John Merrick,28,0.82,"$1,312,004","$159,500,000"
108,109,109,Corey Pavin,20,0.81,"$924,280","$114,000,000"
109,T110,T110,Richard Johnson,21,0.79,"$884,366","$112,200,000"
110,T110,T110,Bob Tway,20,0.79,"$785,638","$99,600,000"
111,T112,T112,Michael Sim,7,0.78,"$269,863","$34,600,000"
112,T112,T112,Kevin Streelman,32,0.78,"$1,352,702","$173,500,000"
113,T114,T114,Scott McCarron,22,0.77,"$952,069","$123,761,173"
114,T114,T114,Tom Pernice Jr.,30,0.77,"$1,336,275","$174,200,000"
115,T116,T116,Charles Howell III,31,0.76,"$1,449,228","$189,861,173"
116,T116,T116,John Senden,28,0.76,"$1,269,081","$167,200,000"
117,T116,T116,Tim Wilkinson,29,0.76,"$1,167,602","$154,200,000"
118,T119,T119,Paul McGinley,1,0.75,"$60,000","$8,000,000"
119,T119,T119,Arron Oberholser,10,0.75,"$454,879","$60,700,000"
120,T121,T121,Tim Herron,28,0.74,"$1,164,998","$156,800,000"
121,T121,T121,Casey Wittenberg,4,0.74,"$167,520","$22,600,000"
122,T123,T123,Ángel Cabrera,17,0.73,"$868,182","$118,661,173"
123,T123,T123,Steve Flesch,29,0.73,"$1,265,056","$173,100,000"
124,T123,T123,Michael Letzig,29,0.73,"$1,166,976","$160,961,173"
125,T123,T123,Troy Matteson,30,0.73,"$1,212,017","$165,700,000"
126,T123,T123,Dean Wilson,32,0.73,"$1,350,000","$184,200,000"
127,128,128,Steve Allan,21,0.71,"$743,969","$104,700,000"
128,129,129,John Mallinger,29,0.7,"$1,201,430","$172,300,000"
129,130,130,D.A. Points,3,0.68,"$126,918","$18,800,000"
130,T131,T131,Cliff Kresge,28,0.66,"$1,068,205","$162,400,000"
131,T131,T131,Tom Lehman,17,0.66,"$676,650","$103,161,173"
132,T133,T133,Kevin Na,29,0.65,"$1,041,055","$161,300,000"
133,T133,T133,Diego Vanegas,1,0.65,"$22,775","$3,500,000"
134,T135,T135,Jonathan Byrd,27,0.64,"$1,039,582","$163,500,000"
135,T135,T135,Alex Cejka,25,0.64,"$893,997","$140,161,173"
136,T135,T135,Joe Ogilvie,29,0.64,"$1,035,829","$160,800,000"
137,T135,T135,Alvaro Quiros,2,0.64,"$45,065","$7,000,000"
138,T135,T135,David Toms,20,0.64,"$799,113","$125,700,000"
139,140,140,Lucas Glover,26,0.63,"$998,489","$159,361,173"
140,141,141,Brett Quigley,25,0.62,"$878,213","$142,600,000"
141,T142,T142,Michael Allen,28,0.61,"$981,261","$160,400,000"
142,T142,T142,Brian Davis,34,0.61,"$1,151,556","$189,500,000"
143,T142,T142,John Rollins,28,0.61,"$1,016,029","$166,761,173"
144,145,145,Gavin Coles,16,0.6,"$455,001","$75,500,000"
145,146,146,John Huston,18,0.59,"$496,873","$84,300,000"
146,T147,T147,Bill Haas,31,0.58,"$1,000,934","$172,500,000"
147,T147,T147,Charley Hoffman,29,0.58,"$945,700","$163,700,000"
148,T149,T149,Brad Adamonis,29,0.57,"$862,411","$152,200,000"
149,T149,T149,Anders Hansen,6,0.57,"$251,890","$44,261,173"
150,T149,T149,Martin Laird,29,0.57,"$852,749","$149,500,000"
151,T149,T149,Vaughn Taylor,32,0.57,"$1,053,420","$183,900,000"
152,T149,T149,Nick Watney,27,0.57,"$878,170","$155,000,000"
153,T154,T154,SSP Chawrasia,1,0.56,"$44,750","$8,000,000"
154,T154,T154,Bob Estes,28,0.56,"$829,393","$149,100,000"
155,T154,T154,Nathan Green,30,0.56,"$912,865","$163,200,000"
156,157,157,Hidemasa Hoshino,1,0.55,"$44,250","$8,000,000"
157,T158,T158,Shane Bertsch,29,0.54,"$841,247","$157,000,000"
158,T158,T158,Joe Durant,28,0.54,"$802,567","$148,000,000"
159,T158,T158,Daisuke Maruyama,4,0.54,"$98,596","$18,300,000"
160,T158,T158,Bob May,4,0.54,"$114,085","$21,000,000"
161,T158,T158,Roland Thatcher,15,0.54,"$445,211","$82,000,000"
162,T163,T163,Mark Brown,3,0.53,"$123,750","$23,500,000"
163,T163,T163,Niclas Fasth,10,0.53,"$391,690","$74,461,173"
164,T163,T163,Søren Kjeldsen,3,0.53,"$125,000","$23,661,173"
165,T163,T163,Tim Petrovic,32,0.53,"$958,575","$179,361,173"
166,T167,T167,Mark Calcavecchia,25,0.51,"$784,808","$154,061,173"
167,T167,T167,Jason Day,28,0.51,"$767,392","$151,700,000"
168,T167,T167,Robert Dinwiddie,1,0.51,"$35,709","$7,000,000"
169,T167,T167,Bo Van Pelt,32,0.51,"$903,964","$178,500,000"
170,T171,T171,Chapchai Nirat,1,0.5,"$40,250","$8,000,000"
171,T171,T171,Jeff Overton,32,0.5,"$890,485","$178,461,173"
172,T171,T171,Paul Sheehan,1,0.5,"$40,250","$8,000,000"
173,T171,T171,Charles Warren,29,0.5,"$800,693","$159,000,000"
174,T175,T175,James Driscoll,28,0.49,"$708,548","$145,000,000"
175,T175,T175,Stephen Poole,1,0.49,"$25,143","$5,100,000"
176,T175,T175,Chris Riley,17,0.49,"$388,849","$79,300,000"
177,T178,T178,Eric Axley,35,0.48,"$899,213","$188,400,000"
178,T178,T178,Robert Garrigus,29,0.48,"$756,729","$158,700,000"
179,T178,T178,J.J. Henry,34,0.48,"$931,160","$194,000,000"
180,T181,T181,Tommy Gainey,24,0.47,"$562,204","$119,300,000"
181,T181,T181,Pablo Martin Benavides,3,0.47,"$60,142","$12,800,000"
182,T183,T183,Glen Day,19,0.46,"$435,263","$95,100,000"
183,T183,T183,Matt Jones,31,0.46,"$775,897","$167,100,000"
184,T183,T183,WC Liang,6,0.46,"$184,352","$39,661,173"
185,T183,T183,Prayad Marksaeng,4,0.46,"$141,560","$30,661,173"
186,187,187,Richard Finch,2,0.45,"$73,284","$16,161,173"
187,T188,T188,Patrick Sheehan,35,0.44,"$805,894","$184,600,000"
188,T188,T188,Scott Sterling,28,0.44,"$624,821","$141,900,000"
189,T188,T188,Jhonattan Vegas,1,0.44,"$19,828","$4,500,000"
190,T191,T191,Rich Beem,29,0.43,"$729,999","$169,361,173"
191,T191,T191,Jason Gore,33,0.43,"$779,664","$179,500,000"
192,T191,T191,Jay Williamson,33,0.43,"$758,860","$177,961,173"
193,T194,T194,Marco Dawson,21,0.42,"$439,961","$103,700,000"
194,T194,T194,Colin Montgomerie,7,0.42,"$221,534","$52,461,173"
195,T196,T196,Thomas Aiken,1,0.41,"$33,266","$8,161,173"
196,T196,T196,Grégory Bourdy,1,0.41,"$33,266","$8,161,173"
197,T196,T196,Ariel Cañete,1,0.41,"$33,266","$8,161,173"
198,T196,T196,Brendan Jones,5,0.41,"$163,185","$39,661,173"
199,T196,T196,Simon Khan,1,0.41,"$33,266","$8,161,173"
200,201,201,Jesper Parnevik,29,0.4,"$635,817","$160,200,000"
201,202,202,Yusaku Miyazato,1,0.39,"$20,670","$5,300,000"
202,T203,T203,Jason Dufner,16,0.38,"$284,137","$74,500,000"
203,T203,T203,Harrison Frazar,23,0.38,"$444,059","$115,400,000"
204,T203,T203,Bob Heintz,17,0.38,"$301,014","$79,100,000"
205,T203,T203,Richard Sterne,8,0.38,"$226,294","$58,961,173"
206,T203,T203,Ian Woosnam,1,0.38,"$26,250","$7,000,000"
207,T208,T208,Peter Hanson,4,0.37,"$117,784","$31,661,173"
208,T208,T208,Tag Ridings,29,0.37,"$568,491","$153,300,000"
209,T208,T208,Kevin Stadler,30,0.37,"$598,944","$161,761,173"
210,T211,T211,Chris DiMarco,29,0.36,"$590,743","$166,400,000"
211,T211,T211,Anton Haig,2,0.36,"$49,780","$14,000,000"
212,T211,T211,Andrew McLardy,2,0.36,"$47,000","$13,100,000"
213,214,214,Richard Green,9,0.35,"$224,308","$63,961,173"
214,T215,T215,Mark Hensby,26,0.34,"$480,480","$141,200,000"
215,T215,T215,Lee Janzen,28,0.34,"$500,154","$146,300,000"
216,T215,T215,Jarrod Lyle,1,0.34,"$23,985","$7,000,000"
217,T215,T215,Nick Price,1,0.34,"$11,900","$3,500,000"
218,T219,T219,Dan Forsman,11,0.33,"$169,106","$51,100,000"
219,T219,T219,Fred Funk,14,0.33,"$257,283","$77,600,000"
220,T219,T219,Jeff Gove,18,0.33,"$290,408","$87,100,000"
221,T219,T219,Todd Hamilton,28,0.33,"$537,954","$163,461,173"
222,T219,T219,Garrett Willis,11,0.33,"$176,815","$53,000,000"
223,T224,T224,José Coceres,13,0.32,"$240,392","$76,100,000"
224,T224,T224,Craig Kanada,23,0.32,"$363,594","$113,600,000"
225,T224,T224,Brenden Pappas,24,0.32,"$384,070","$118,700,000"
226,T224,T224,Chris Stroud,29,0.32,"$482,404","$150,400,000"
227,T228,T228,Justin Bolli,28,0.31,"$458,021","$149,400,000"
228,T228,T228,Nick Dougherty,8,0.31,"$183,061","$59,161,173"
229,T228,T228,Frank Lickliter II,32,0.31,"$548,111","$174,100,000"
230,T228,T228,Oliver Wilson,4,0.31,"$95,709","$30,661,173"
231,T228,T228,Y.E. Yang,29,0.31,"$461,723","$150,200,000"
232,T233,T233,Carlos Franco,25,0.3,"$378,768","$124,800,000"
233,T233,T233,Brent Geiberger,12,0.3,"$165,600","$55,400,000"
234,T233,T233,Doug LaBelle II,22,0.3,"$338,130","$113,061,173"
235,T233,T233,Jon Mills,32,0.3,"$489,508","$165,800,000"
236,T233,T233,Tom Scherrer,20,0.3,"$288,390","$96,000,000"
237,T233,T233,Omar Uresti,24,0.3,"$346,283","$116,800,000"
238,T239,T239,Chad Collins,24,0.29,"$339,958","$118,200,000"
239,T239,T239,Ross Fisher,6,0.29,"$130,766","$44,661,173"
240,T239,T239,Spencer Levin,1,0.29,"$15,518","$5,300,000"
241,T239,T239,Jeff Maggert,28,0.29,"$444,481","$150,700,000"
242,T239,T239,Anthony Wall,1,0.29,"$23,553","$8,161,173"
243,T244,T244,Brandt Jobe,19,0.28,"$293,214","$104,600,000"
244,T244,T244,Craig Parry,4,0.28,"$86,310","$31,161,173"
245,T244,T244,Dicky Pride,14,0.28,"$182,890","$65,800,000"
246,T244,T244,Brett Rumford,26,0.28,"$386,418","$137,800,000"
247,248,248,Kent Jones,23,0.27,"$304,429","$111,200,000"
248,T249,T249,Nick Flanagan,29,0.26,"$379,036","$148,500,000"
249,T249,T249,Soren Hansen,9,0.26,"$179,965","$68,961,173"
250,T249,T249,Martin Kaymer,8,0.26,"$154,387","$59,461,173"
251,T249,T249,Paul Stankowski,13,0.26,"$156,077","$60,900,000"
252,T253,T253,Robert Damron,8,0.25,"$94,611","$37,500,000"
253,T253,T253,Jonathan Lomas,1,0.25,"$20,384","$8,161,173"
254,T253,T253,Bob Sowards,22,0.25,"$263,327","$106,900,000"
255,T253,T253,Toru Taniguchi,7,0.25,"$122,620","$49,900,000"
256,T257,T257,Andrew Buckle,15,0.24,"$170,264","$69,500,000"
257,T257,T257,Brad Elder,23,0.24,"$270,364","$111,200,000"
258,T257,T257,Jean Baptiste Gonnet,1,0.24,"$19,785","$8,161,173"
259,T257,T257,David Horsey,1,0.24,"$19,785","$8,161,173"
260,T257,T257,Ian Leggatt,5,0.24,"$62,481","$25,600,000"
261,T257,T257,Larry Mize,16,0.24,"$190,803","$79,600,000"
262,T257,T257,Louis Oosthuizen,3,0.24,"$51,325","$21,100,000"
263,T257,T257,John Riegger,24,0.24,"$289,500","$118,700,000"
264,T257,T257,Jimmy Walker,24,0.24,"$282,247","$118,400,000"
265,T266,T266,Chip Deason,1,0.23,"$10,350","$4,600,000"
266,T266,T266,Kenneth Ferrie,25,0.23,"$288,770","$126,200,000"
267,T266,T266,Tom Gillis,3,0.23,"$38,915","$16,661,173"
268,T266,T266,Jose-Filipe Lima,1,0.23,"$18,685","$8,161,173"
269,T266,T266,Kiyoshi Miyazato,1,0.23,"$11,925","$5,300,000"
270,T266,T266,Martin Wiegele,1,0.23,"$18,685","$8,161,173"
271,T272,T272,Erik Compton,1,0.22,"$10,074","$4,600,000"
272,T272,T272,Bubba Dickerson,1,0.22,"$13,640","$6,200,000"
273,T272,T272,John Douma,1,0.22,"$11,150","$5,000,000"
274,T272,T272,Andrew Dresser,1,0.22,"$15,189","$7,000,000"
275,T272,T272,J.P. Hayes,26,0.22,"$312,151","$141,600,000"
276,T272,T272,James Kingston,5,0.22,"$84,250","$37,661,173"
277,T272,T272,Charl Schwartzel,1,0.22,"$16,250","$7,500,000"
278,T272,T272,Andrew Svoboda,1,0.22,"$15,189","$7,000,000"
279,T272,T272,Mitsuhiro Tateyama,1,0.22,"$11,448","$5,300,000"
280,T281,T281,Ryan Armour,32,0.21,"$354,507","$169,900,000"
281,T281,T281,Brian Bateman,18,0.21,"$227,470","$107,100,000"
282,T281,T281,Alejandro Cañizares,16,0.21,"$162,113","$76,800,000"
283,T281,T281,Bryan DeCorso,1,0.21,"$10,600","$5,000,000"
284,T281,T281,Scott Hoch,1,0.21,"$11,385","$5,500,000"
285,T281,T281,Shingo Katayama,5,0.21,"$76,375","$36,200,000"
286,T281,T281,Chih-Bing Lam,1,0.21,"$16,787","$8,161,173"
287,T281,T281,Pablo Larrazabal,3,0.21,"$50,685","$23,661,173"
288,T281,T281,José María Olazábal,4,0.21,"$60,200","$28,500,000"
289,T281,T281,Dennis Paulson,1,0.21,"$6,420","$3,000,000"
290,T281,T281,Mike Ruiz,1,0.21,"$8,692","$4,100,000"
291,T281,T281,Ted Schulz,1,0.21,"$6,420","$3,000,000"
292,T281,T281,Miguel Suarez,1,0.21,"$7,350","$3,500,000"
293,T294,T294,Michael Bradley,14,0.2,"$138,453","$69,800,000"
294,T294,T294,Rick Fehr,1,0.2,"$5,940","$3,000,000"
295,T294,T294,Justin Hicks,1,0.2,"$14,306","$7,000,000"
296,T294,T294,Pete Jordan,1,0.2,"$10,725","$5,500,000"
297,T294,T294,Peter Karmis,1,0.2,"$11,940","$6,000,000"
298,T294,T294,Chris Kirk,3,0.2,"$37,724","$18,600,000"
299,T294,T294,Derek Lamely,1,0.2,"$10,494","$5,300,000"
300,T294,T294,Ross McGowan,1,0.2,"$13,718","$7,000,000"
301,T294,T294,Rod Perry,1,0.2,"$9,154","$4,600,000"
302,T294,T294,Ted Purdy,25,0.2,"$248,206","$126,800,000"
303,T304,T304,Fulton Allem,1,0.19,"$11,468","$6,100,000"
304,T304,T304,Billy Andrade,24,0.19,"$243,490","$127,300,000"
305,T304,T304,Reid Edstrom,1,0.19,"$10,340","$5,500,000"
306,T304,T304,Hiroyuki Fujita,1,0.19,"$14,150","$7,500,000"
307,T304,T304,Keiichiro Fukabori,1,0.19,"$9,805","$5,300,000"
308,T304,T304,Robert Gamez,26,0.19,"$249,943","$134,200,000"
309,T304,T304,Neal Lancaster,9,0.19,"$70,137","$37,400,000"
310,T304,T304,Wilfredo Morales,1,0.19,"$6,545","$3,500,000"
311,T312,T312,Casey Bourque,1,0.18,"$7,462","$4,100,000"
312,T312,T312,Dustin Risdon,1,0.18,"$9,100","$5,000,000"
313,T314,T314,Todd Demsey,25,0.17,"$217,416","$125,900,000"
314,T314,T314,Shaun Micheel,16,0.17,"$157,828","$93,100,000"
315,T314,T314,Brett Wetterich,11,0.17,"$121,675","$70,600,000"
316,T317,T317,Tom Byrum,12,0.16,"$87,781","$55,000,000"
317,T317,T317,Stephen Leaney,17,0.16,"$157,962","$98,700,000"
318,T317,T317,Sandy Lyle,2,0.16,"$24,750","$15,161,173"
319,T317,T317,Shigeki Maruyama,18,0.16,"$160,173","$99,300,000"
320,T317,T317,Scott Strange,3,0.16,"$37,000","$23,661,173"
321,T317,T317,Chip Sullivan,6,0.16,"$45,559","$28,600,000"
322,T317,T317,Steve Webster,3,0.16,"$38,250","$23,661,173"
323,T324,T324,Craig Barlow,15,0.15,"$129,731","$89,061,173"
324,T324,T324,Stuart Deane,2,0.15,"$15,213","$10,000,000"
325,T324,T324,Mathias Grönberg,30,0.15,"$245,279","$159,500,000"
326,T324,T324,Jin Park,30,0.15,"$227,101","$151,700,000"
327,T328,T328,Ronnie Black,2,0.14,"$12,294","$9,000,000"
328,T328,T328,Jay Delsing,8,0.14,"$48,000","$34,900,000"
329,T328,T328,Joey Sindelar,5,0.14,"$34,350","$24,500,000"
330,T331,T331,Guy Boros,6,0.13,"$31,565","$25,100,000"
331,T331,T331,Richard Johnson,29,0.13,"$200,208","$153,800,000"
332,T331,T331,Michael Thompson,4,0.13,"$32,625","$24,500,000"
333,T334,T334,Mark Brooks,17,0.12,"$99,581","$85,600,000"
334,T334,T334,Olin Browne,27,0.12,"$167,028","$143,500,000"
335,T334,T334,David Frost,3,0.12,"$23,553","$20,261,173"
336,T334,T334,David Lutterus,23,0.12,"$129,885","$112,000,000"
337,T334,T334,Webb Simpson,6,0.12,"$38,460","$32,000,000"
338,T334,T334,Kyle Thompson,26,0.12,"$154,445","$131,200,000"
339,T340,T340,Philip Archer,2,0.11,"$17,187","$15,161,173"
340,T340,T340,Michael Campbell,6,0.11,"$48,053","$44,761,173"
341,T340,T340,David Duval,20,0.11,"$114,973","$106,661,173"
342,T340,T340,Jim McGovern,26,0.11,"$136,087","$129,300,000"
343,T340,T340,Jonathan Moore,2,0.11,"$12,265","$11,500,000"
344,T345,T345,Paul Claxton,23,0.1,"$116,678","$111,200,000"
345,T345,T345,Robert Floyd,3,0.1,"$15,264","$15,700,000"
346,T345,T345,Chris Smith,5,0.1,"$22,775","$23,000,000"
347,T348,T348,Jason Allred,23,0.09,"$100,595","$111,200,000"
348,T348,T348,David Hearn,2,0.09,"$11,100","$12,000,000"
349,T348,T348,Jonathan Kaye,8,0.09,"$41,375","$44,500,000"
350,T348,T348,Spike McRoy,4,0.09,"$15,640","$18,100,000"
351,T352,T352,Paul Azinger,9,0.08,"$42,590","$51,300,000"
352,T352,T352,Andrew Magee,3,0.08,"$12,238","$15,300,000"
353,T352,T352,Alan Morin,2,0.08,"$10,505","$13,000,000"
354,T352,T352,John Morse,7,0.08,"$25,705","$32,300,000"
355,T352,T352,Kirk Triplett,9,0.08,"$32,794","$39,600,000"
356,T352,T352,Jon Turcott,2,0.08,"$8,360","$11,000,000"
357,T358,T358,Gabriel Hjertstedt,4,0.07,"$11,495","$15,600,000"
358,T358,T358,Deane Pappas,3,0.07,"$9,573","$14,200,000"
359,T358,T358,Scott Piercy,2,0.07,"$7,630","$10,500,000"
360,T361,T361,Notah Begay III,9,0.06,"$27,872","$45,100,000"
361,T361,T361,John Daly,17,0.06,"$56,017","$94,261,173"
362,T361,T361,Colt Knost,5,0.06,"$16,129","$27,800,000"
363,T361,T361,Len Mattiace,11,0.06,"$35,333","$54,800,000"
364,T361,T361,Ron Whittaker,22,0.06,"$59,977","$107,100,000"
365,366,366,Cody Freeman,26,0.05,"$68,671","$128,500,000"
366,T367,T367,J.L. Lewis,16,0.04,"$34,002","$82,200,000"
367,T367,T367,Duffy Waldorf,4,0.04,"$7,350","$20,200,000"
368,T369,T369,Skip Kendall,6,0.03,"$7,910","$28,300,000"
369,T369,T369,Mark O'Meara,5,0.03,"$10,920","$32,461,173"
370,T369,T369,Travis Perkins,23,0.03,"$36,582","$113,100,000"
371,T369,T369,Grant Waite,8,0.03,"$12,540","$36,300,000"
