,Total_Money_Official_and_Unofficial_RANK THIS WEEK,Total_Money_Official_and_Unofficial_RANK LAST WEEK,Total_Money_Official_and_Unofficial_PLAYER NAME,Total_Money_Official_and_Unofficial_EVENTS,Total_Money_Official_and_Unofficial_MONEY
264,265,265,Robert Damron,9,"$94,612"
265,266,266,Paul McGinley,2,"$92,000"
266,267,267,Tom Byrum,12,"$87,782"
267,268,268,James Kingston,5,"$84,250"
268,269,269,Grégory Bourdy,2,"$81,600"
269,T270,T270,Thongchai Jaidee,1,"$77,500"
270,T270,T270,,1,"$77,500"
271,272,272,Shingo Katayama,5,"$76,375"
272,T273,T273,Alex Noren,1,"$75,485"
273,T273,T273,Jean Van de Velde,1,"$75,485"
274,T273,T273,Simon Wakefield,1,"$75,485"
275,T273,T273,Paul Waring,1,"$75,485"
276,277,277,Neal Lancaster,10,"$75,138"
277,278,278,Richard Finch,2,"$73,284"
278,279,279,Brad Faxon,5,"$72,500"
279,280,280,Cody Freeman,26,"$68,673"
280,281,281,Webb Simpson,7,"$63,460"
281,T282,T282,,1,"$62,500"
282,T282,T282,Peter Jacobsen,3,"$62,500"
283,284,284,Ian Leggatt,5,"$62,481"
284,285,285,José María Olazábal,4,"$60,200"
285,286,286,Pablo Martin Benavides,3,"$60,143"
286,287,287,Ron Whittaker,22,"$59,977"
287,288,288,John Daly,17,"$56,017"
288,289,289,Ryan Blaum,1,"$54,250"
289,290,290,Notah Begay III,10,"$52,872"
290,291,291,Louis Oosthuizen,3,"$51,325"
291,292,292,Anton Haig,2,"$49,780"
292,T293,T293,Felipe Aguilar,1,"$48,333"
293,T293,T293,Marc Pucay,1,"$48,333"
294,T293,T293,Angelo Que,2,"$48,333"
295,T293,T293,Mark Tullo,1,"$48,333"
296,297,297,Michael Campbell,6,"$48,054"
297,T298,T298,Jay Delsing,9,"$48,000"
298,T298,T298,Rob Grube,1,"$48,000"
299,300,300,Andrew McLardy,2,"$47,000"
300,301,301,Chip Sullivan,7,"$45,559"
301,302,302,Alvaro Quiros,2,"$45,066"
302,303,303,SSP Chawrasia,1,"$44,750"
303,304,304,Hidemasa Hoshino,1,"$44,250"
304,305,305,Jonathan Kaye,8,"$41,375"
305,T306,T306,Chapchai Nirat,1,"$40,250"
306,T306,T306,Paul Sheehan,1,"$40,250"
307,308,308,Tom Gillis,4,"$38,915"
308,309,309,Steve Webster,3,"$38,250"
309,310,310,Chris Kirk,3,"$37,724"
310,T311,T311,Derek Fathauer,2,"$37,500"
311,T311,T311,James Nitties,1,"$37,500"
312,313,313,Scott Strange,3,"$37,000"
313,314,314,Travis Perkins,23,"$36,583"
314,315,315,Guy Boros,7,"$36,565"
315,316,316,Robert Dinwiddie,1,"$35,709"
316,317,317,Len Mattiace,11,"$35,333"
317,T318,T318,Tiago Cruz,1,"$35,167"
318,T318,T318,Graham DeLaet,1,"$35,167"
319,T318,T318,Wes Heffernan,2,"$35,167"
320,T318,T318,Ricardo Santos,1,"$35,167"
321,322,322,Joey Sindelar,5,"$34,351"
322,323,323,J.L. Lewis,16,"$34,003"
323,T324,T324,Thomas Aiken,1,"$33,267"
324,T324,T324,Ariel Cañete,1,"$33,267"
325,T324,T324,Simon Khan,1,"$33,267"
326,327,327,Kirk Triplett,9,"$32,794"
327,328,328,Michael Thompson,4,"$32,625"
328,T329,T329,Jyoti Randhawa,2,"$30,500"
329,T329,T329,Lian-Wei Zhang,1,"$30,500"
330,T331,T331,Edoardo Molinari,1,"$28,500"
331,T331,T331,Francesco Molinari,1,"$28,500"
332,T333,T333,Chris Smith,6,"$27,775"
333,T333,T333,Diego Vanegas,2,"$27,775"
334,T335,T335,Roope Kakko,1,"$27,000"
335,T335,T335,Mikko Korhonen,1,"$27,000"
336,337,337,Ian Woosnam,1,"$26,250"
337,338,338,John Morse,7,"$25,705"
338,T339,T339,Pablo Acuna,1,"$25,500"
339,T339,T339,David Smail,2,"$25,500"
340,T339,T339,Alejandro Villavicencio,1,"$25,500"
341,342,342,Stephen Poole,1,"$25,143"
342,T343,T343,Tyler Aldridge,1,"$25,000"
343,T343,T343,"David Berganio, Jr.",2,"$25,000"
344,T343,T343,Matthew Borchert,1,"$25,000"
345,T343,T343,Wil Collins,1,"$25,000"
346,T343,T343,Troy Kelly,1,"$25,000"
347,T343,T343,James Oh,1,"$25,000"
348,T343,T343,Leif Olson,1,"$25,000"
349,T343,T343,Brian Vranesh,1,"$25,000"
350,T343,T343,Aaron Watkins,1,"$25,000"
351,T343,T343,Gary Woodland,1,"$25,000"
352,353,353,Sandy Lyle,2,"$24,750"
353,T354,T354,Wen-Tang Lin,1,"$24,000"
354,T354,T354,Wen-Teh Lu,1,"$24,000"
355,356,356,Jarrod Lyle,1,"$23,985"
356,T357,T357,David Frost,3,"$23,554"
357,T357,T357,Anthony Wall,1,"$23,554"
358,T359,T359,Sangmoon Bae,2,"$22,000"
359,T359,T359,Hyung-Tae Kim,1,"$22,000"
360,T361,T361,Daniel DeLeon,1,"$21,000"
361,T361,T361,Óscar Serna,1,"$21,000"
362,363,363,Yusaku Miyazato,1,"$20,670"
363,364,364,Spencer Levin,2,"$20,518"
364,365,365,Jonathan Lomas,1,"$20,385"
365,T366,T366,Miguel Martinez,1,"$20,000"
366,T366,T366,Raul Sanz,1,"$20,000"
367,368,368,Jhonattan Vegas,2,"$19,828"
368,T369,T369,Jean Baptiste Gonnet,1,"$19,785"
369,T369,T369,David Horsey,1,"$19,785"
370,T371,T371,Jose-Filipe Lima,1,"$18,686"
371,T371,T371,Martin Wiegele,1,"$18,686"
372,373,373,Bubba Dickerson,2,"$18,640"
373,374,374,Philip Archer,2,"$17,187"
374,375,375,Chih-Bing Lam,1,"$16,787"
375,376,376,Charl Schwartzel,1,"$16,250"
376,377,377,Colt Knost,5,"$16,129"
377,378,378,Spike McRoy,4,"$15,641"
378,379,379,Bryan DeCorso,2,"$15,600"
379,380,380,Robert Floyd,3,"$15,264"
380,381,381,Stuart Deane,3,"$15,214"
381,T382,T382,Andrew Dresser,2,"$15,189"
382,T382,T382,Andrew Svoboda,1,"$15,189"
383,384,384,Justin Hicks,1,"$14,306"
384,385,385,Hiroyuki Fujita,1,"$14,150"
385,386,386,Dustin Risdon,2,"$14,100"
386,387,387,Ross McGowan,1,"$13,718"
387,388,388,Grant Waite,8,"$12,540"
388,389,389,Ronnie Black,2,"$12,295"
389,390,390,Jonathan Moore,2,"$12,265"
390,391,391,Andrew Magee,3,"$12,238"
391,392,392,Peter Karmis,1,"$11,940"
392,393,393,Kiyoshi Miyazato,1,"$11,925"
393,394,394,Gabriel Hjertstedt,4,"$11,495"
394,395,395,Fulton Allem,1,"$11,468"
395,396,396,Mitsuhiro Tateyama,1,"$11,448"
396,397,397,John Douma,1,"$11,150"
397,398,398,David Hearn,3,"$11,100"
398,399,399,Pete Jordan,1,"$10,725"
399,400,400,Alan Morin,2,"$10,505"
400,401,401,Derek Lamely,2,"$10,494"
401,402,402,Chip Deason,1,"$10,350"
402,403,403,Reid Edstrom,1,"$10,340"
403,404,404,Erik Compton,1,"$10,074"
404,405,405,Keiichiro Fukabori,1,"$9,805"
405,406,406,Deane Pappas,3,"$9,573"
406,407,407,Rod Perry,1,"$9,154"
407,408,408,Mike Ruiz,1,"$8,692"
408,409,409,Jon Turcott,2,"$8,360"
409,410,410,Skip Kendall,6,"$7,910"
410,411,411,Scott Piercy,2,"$7,630"
411,412,412,"Jim Gallagher, Jr.",7,"$7,520"
412,413,413,Casey Bourque,1,"$7,462"
413,T414,T414,Miguel Suarez,1,"$7,350"
414,T414,T414,Duffy Waldorf,4,"$7,350"
415,416,416,Bob Burns,7,"$6,650"
416,417,417,Wilfredo Morales,1,"$6,545"
417,T418,T418,Dennis Paulson,1,"$6,420"
418,T418,T418,Ted Schulz,1,"$6,420"
419,420,420,Rick Fehr,1,"$5,940"
420,T421,T421,Rich Barcelo,1,"$5,000"
421,T421,T421,Henrik Bjornstad,2,"$5,000"
422,T421,T421,Jonas Blixt,1,"$5,000"
423,T421,T421,David Branshaw,1,"$5,000"
424,T421,T421,Josh Broadaway,1,"$5,000"
425,T421,T421,Kris Cox,9,"$5,000"
426,T421,T421,Jeff Curl,1,"$5,000"
427,T421,T421,Scott Dunlap,2,"$5,000"
428,T421,T421,Matt Every,1,"$5,000"
429,T421,T421,Steve Friesen,1,"$5,000"
430,T421,T421,Jeff Gallagher,1,"$5,000"
431,T421,T421,Hunter Haas,2,"$5,000"
432,T421,T421,Seungsu Han,1,"$5,000"
433,T421,T421,Jim Herman,1,"$5,000"
434,T421,T421,Ryan Hietala,1,"$5,000"
435,T421,T421,Drew Laning,1,"$5,000"
436,T421,T421,Steve LeBrun,1,"$5,000"
437,T421,T421,Major Manning,1,"$5,000"
438,T421,T421,Bryce Molder,2,"$5,000"
439,T421,T421,Martin Piller,1,"$5,000"
440,T421,T421,Geoffrey Sisk,1,"$5,000"
441,T421,T421,Brian Stuard,1,"$5,000"
442,T421,T421,Daniel Summerhays,1,"$5,000"
443,T421,T421,Joseph Sykora,1,"$5,000"
444,T421,T421,Josh Teater,1,"$5,000"
445,T421,T421,Chris Tidland,1,"$5,000"
446,T421,T421,Brennan Webb,1,"$5,000"
447,T421,T421,Steve Wheatcroft,1,"$5,000"
448,T421,T421,Dustin White,1,"$5,000"
449,T421,T421,Willie Wood,6,"$5,000"
