,Career_Money_Leaders_RANK THIS WEEK,Career_Money_Leaders_RANK LAST WEEK,Career_Money_Leaders_PLAYER NAME,Career_Money_Leaders_MONEY
56,57,57,Shigeki Maruyama,"$13,353,024"
57,58,58,Woody Austin,"$13,349,536"
58,59,59,Kevin Sutherland,"$13,085,208"
59,60,60,Tom Pernice Jr.,"$12,866,379"
60,61,61,Luke Donald,"$12,825,014"
61,62,62,John Cook,"$12,433,599"
62,63,63,Dudley Hart,"$12,408,096"
63,64,64,Billy Andrade,"$12,361,151"
64,65,65,Zach Johnson,"$12,260,837"
65,66,66,José María Olazábal,"$12,002,594"
66,67,67,Joe Durant,"$11,954,193"
67,68,68,Payne Stewart,"$11,737,008"
68,69,69,Tim Clark,"$11,638,389"
69,70,70,Duffy Waldorf,"$11,638,275"
70,71,71,Carl Pettersson,"$11,562,074"
71,72,72,Frank Lickliter II,"$11,278,816"
72,73,73,Joey Sindelar,"$11,196,462"
73,74,74,Rod Pampling,"$11,054,489"
74,75,75,Tom Kite,"$11,041,042"
75,76,76,Scott McCarron,"$10,552,162"
76,77,77,John Rollins,"$10,332,303"
77,78,78,Jonathan Kaye,"$10,207,704"
78,79,79,Bernhard Langer,"$10,111,921"
79,80,80,Craig Stadler,"$10,021,897"
80,81,81,Tom Watson,"$10,004,299"
81,82,82,Briny Baird,"$9,597,907"
82,83,83,Bart Bryant,"$9,345,059"
83,84,84,Aaron Baddeley,"$9,287,083"
84,85,85,Chris Riley,"$9,286,680"
85,86,86,Heath Slocum,"$9,256,094"
86,87,87,Carlos Franco,"$9,247,875"
87,88,88,David Frost,"$9,178,775"
88,89,89,Mark Brooks,"$9,131,304"
89,90,90,John Daly,"$9,109,268"
90,91,91,Ben Crane,"$9,090,282"
91,92,92,Trevor Immelman,"$9,084,340"
92,93,93,Jonathan Byrd,"$9,077,876"
93,94,94,Brett Quigley,"$9,049,674"
94,95,95,Peter Lonard,"$9,009,671"
95,96,96,Tommy Armour III,"$8,943,812"
96,97,97,Brian Gay,"$8,922,840"
97,98,98,Justin Rose,"$8,710,418"
98,99,99,Dan Forsman,"$8,687,983"
99,100,100,Paul Goydos,"$8,554,942"
100,101,101,Robert Gamez,"$8,523,981"
101,102,102,Andrew Magee,"$8,512,753"
102,103,103,Olin Browne,"$8,498,575"
103,104,104,Craig Parry,"$8,481,456"
104,105,105,Rich Beem,"$8,461,942"
105,106,106,J.J. Henry,"$8,423,406"
106,107,107,Harrison Frazar,"$8,379,227"
107,108,108,Glen Day,"$8,337,428"
108,109,109,Camilo Villegas,"$8,285,997"
109,110,110,Ben Curtis,"$8,180,863"
110,111,111,Pat Perez,"$8,165,519"
111,112,112,Tim Petrovic,"$8,070,189"
112,113,113,Steve Pate,"$8,018,208"
113,114,114,Joe Ogilvie,"$7,908,976"
114,115,115,Sean O'Hair,"$7,883,952"
115,116,116,Lucas Glover,"$7,880,691"
116,117,117,Larry Mize,"$7,825,217"
117,118,118,Peter Jacobsen,"$7,799,810"
118,119,119,Hunter Mahan,"$7,684,262"
119,120,120,Skip Kendall,"$7,632,572"
120,121,121,Arron Oberholser,"$7,617,205"
121,122,122,Curtis Strange,"$7,599,951"
122,123,123,John Senden,"$7,553,125"
123,124,124,Shaun Micheel,"$7,498,850"
124,125,125,J.L. Lewis,"$7,454,438"
125,126,126,Brent Geiberger,"$7,374,382"
126,127,127,Dean Wilson,"$7,227,354"
127,128,128,Bo Van Pelt,"$7,222,418"
128,129,129,Vaughn Taylor,"$7,154,727"
129,130,130,Ben Crenshaw,"$7,139,756"
130,131,131,J.P. Hayes,"$7,042,010"
131,132,132,Bill Glasson,"$6,912,619"
132,133,133,Chris Perry,"$6,866,671"
133,134,134,Cameron Beckman,"$6,788,618"
134,135,135,Freddie Jacobson,"$6,779,037"
135,136,136,Scott Simpson,"$6,778,273"
136,137,137,Len Mattiace,"$6,747,466"
137,138,138,Daniel Chopra,"$6,572,875"
138,139,139,Anthony Kim,"$6,539,527"
139,140,140,Steve Jones,"$6,519,451"
140,141,141,Tom Byrum,"$6,517,003"
141,142,142,Bruce Lietzke,"$6,474,794"
142,143,143,Brandt Jobe,"$6,403,089"
143,144,144,Lanny Wadkins,"$6,355,681"
144,145,145,Robert Damron,"$6,252,887"
145,146,146,Paul Stankowski,"$6,218,833"
146,147,147,Chip Beck,"$6,205,730"
147,148,148,Neal Lancaster,"$6,183,731"
148,149,149,Ted Purdy,"$6,177,275"
149,150,150,Brett Wetterich,"$6,139,379"
150,151,151,Ryuji Imada,"$6,120,189"
151,152,152,"Jim Gallagher, Jr.","$5,995,650"
152,153,153,Hale Irwin,"$5,966,031"
153,154,154,Ryan Palmer,"$5,943,370"
154,155,155,Mark Hensby,"$5,901,807"
155,156,156,Fuzzy Zoeller,"$5,819,293"
156,157,157,Jack Nicklaus,"$5,734,031"
157,158,158,David Peoples,"$5,691,690"
158,159,159,Ian Poulter,"$5,654,772"
159,160,160,Greg Kraft,"$5,570,005"
160,161,161,Russ Cochran,"$5,560,769"
161,162,162,Jay Don Blake,"$5,555,470"
162,163,163,Jason Bohn,"$5,527,688"
163,164,164,Alex Cejka,"$5,493,304"
164,165,165,Mathew Goggin,"$5,403,969"
165,166,166,Raymond Floyd,"$5,323,075"
166,167,167,Mark McCumber,"$5,309,688"
167,168,168,Jay Williamson,"$5,271,830"
168,169,169,José Coceres,"$5,266,299"
169,170,170,Matt Kuchar,"$5,262,565"
170,171,171,D.J. Trahan,"$5,260,168"
171,172,172,Gil Morgan,"$5,259,164"
172,173,173,Ángel Cabrera,"$5,230,612"
173,174,174,Blaine McCallister,"$5,227,278"
174,175,175,Lee Westwood,"$5,172,025"
175,176,176,Notah Begay III,"$5,146,004"
176,177,177,Boo Weekley,"$5,107,168"
177,178,178,Mark Wilson,"$5,050,797"
178,179,179,Dennis Paulson,"$4,983,871"
179,180,180,Craig Barlow,"$4,911,271"
180,181,181,David Edwards,"$4,773,198"
181,182,182,D.A. Weibring,"$4,770,705"
182,183,183,Jim Carter,"$4,737,493"
183,184,184,Wayne Levi,"$4,730,158"
184,185,185,Mike Reid,"$4,686,774"
185,186,186,Michael Allen,"$4,684,221"
186,187,187,Chris Smith,"$4,668,704"
187,188,188,Gene Sauers,"$4,647,669"
188,189,189,Nick Watney,"$4,639,243"
189,190,190,Ken Duke,"$4,637,588"
190,191,191,Stephen Leaney,"$4,600,895"
191,192,192,Matt Gogel,"$4,596,216"
192,193,193,Ryan Moore,"$4,578,169"
193,194,194,Grant Waite,"$4,577,123"
194,195,195,J.B. Holmes,"$4,527,950"
195,196,196,Richard Johnson,"$4,527,262"
196,197,197,Todd Hamilton,"$4,483,753"
197,198,198,Kent Jones,"$4,441,055"
198,199,199,Brandt Snedeker,"$4,435,031"
199,200,200,Brian Davis,"$4,405,859"
200,201,201,Mark Wiebe,"$4,314,460"
201,202,202,Nick O'Hern,"$4,308,856"
202,203,203,Troy Matteson,"$4,291,172"
203,204,204,Joel Edwards,"$4,286,415"
204,205,205,Bubba Watson,"$4,207,593"
205,206,206,Tom Purtzer,"$4,192,268"
206,207,207,Mike Hulbert,"$4,183,778"
207,208,208,Kevin Na,"$4,040,189"
208,209,209,Brandel Chamblee,"$4,018,410"
209,210,210,Rick Fehr,"$4,018,239"
210,211,211,Donnie Hammond,"$4,008,060"
211,212,212,Charles Warren,"$3,997,075"
212,213,213,Nathan Green,"$3,993,988"
213,214,214,Marco Dawson,"$3,993,141"
214,215,215,Jason Gore,"$3,883,427"
215,216,216,John Mahaffey,"$3,876,852"
216,217,217,Ted Tryba,"$3,853,236"
217,218,218,Larry Nelson,"$3,827,401"
218,219,219,Brian Bateman,"$3,818,729"
219,220,220,Charley Hoffman,"$3,772,213"
220,221,221,Ken Green,"$3,745,345"
221,222,222,Patrick Sheehan,"$3,720,095"
222,223,223,Jeff Quinney,"$3,677,687"
223,224,224,Bob May,"$3,663,718"
224,225,225,Nolan Henke,"$3,606,563"
225,226,226,Jay Delsing,"$3,558,806"
226,227,227,Brad Bryant,"$3,558,804"
227,228,228,Steve Allan,"$3,537,946"
228,229,229,Andy Bean,"$3,531,780"
229,230,230,Lee Trevino,"$3,478,328"
230,231,231,Tim Simpson,"$3,406,017"
231,232,232,Craig Perks,"$3,362,251"
232,233,233,Bill Haas,"$3,330,252"
233,234,234,Brian Henninger,"$3,316,460"
234,235,235,Bob Burns,"$3,313,226"
235,236,236,Omar Uresti,"$3,305,995"
236,237,237,Don Pooley,"$3,296,615"
237,238,238,Cliff Kresge,"$3,289,381"
238,239,239,Steve Marino,"$3,287,974"
239,240,240,Michael Bradley,"$3,277,150"
240,241,241,Phil Blackmar,"$3,245,909"
241,242,242,Will MacKenzie,"$3,183,195"
242,243,243,Fulton Allem,"$3,155,787"
243,244,244,Phil Tataurangi,"$3,154,942"
244,245,245,Dicky Pride,"$3,132,718"
245,246,246,Dan Pohl,"$3,112,263"
246,247,247,Ronnie Black,"$3,082,575"
247,248,248,Bob Gilder,"$3,032,108"
248,249,249,Tag Ridings,"$2,964,675"
249,250,250,John Mallinger,"$2,913,104"
250,251,251,Charlie Wi,"$2,911,451"
251,252,252,Frank Nobilo,"$2,875,836"
252,253,253,George McNeill,"$2,866,158"
253,254,254,Jim McGovern,"$2,858,703"
254,255,255,David Ogrin,"$2,848,159"
255,256,256,Tom Scherrer,"$2,841,030"
256,257,257,Andres Romero,"$2,838,251"
257,258,258,Paul Casey,"$2,833,419"
258,259,259,Bobby Wadkins,"$2,822,418"
259,260,260,Mathias Grönberg,"$2,813,454"
260,261,261,Jodie Mudd,"$2,806,955"
261,262,262,Johnny Miller,"$2,747,484"
262,263,263,Doug Tewell,"$2,723,711"
263,264,264,Sandy Lyle,"$2,721,105"
264,265,265,Scott Gump,"$2,715,190"
265,266,266,Howard Twitty,"$2,713,551"
266,267,267,Willie Wood,"$2,712,346"
267,268,268,Hank Kuehne,"$2,686,886"
268,269,269,Carl Paulson,"$2,633,179"
269,270,270,Eric Axley,"$2,625,806"
270,271,271,Mike Springer,"$2,596,451"
271,272,272,Hubert Green,"$2,591,959"
272,273,273,Brenden Pappas,"$2,579,645"
273,274,274,Robert Garrigus,"$2,554,337"
274,275,275,Jeff Overton,"$2,477,250"
275,276,276,Gary Hallberg,"$2,476,014"
276,277,277,Johnson Wagner,"$2,444,025"
277,278,278,Bob Lohr,"$2,417,060"
278,279,279,Ian Leggatt,"$2,410,796"
279,280,280,Dave Barr,"$2,404,793"
280,281,281,Spike McRoy,"$2,395,237"
281,282,282,Keith Clearwater,"$2,365,698"
282,283,283,Gabriel Hjertstedt,"$2,339,756"
283,284,284,Billy Ray Brown,"$2,330,389"
284,285,285,Calvin Peete,"$2,302,363"
285,286,286,Mike Sullivan,"$2,301,255"
286,287,287,Garrett Willis,"$2,284,118"
287,288,288,Lennie Clements,"$2,280,766"
288,289,289,Ed Fiori,"$2,270,198"
289,290,290,Tom Weiskopf,"$2,241,687"
290,291,291,John Riegger,"$2,233,729"
291,292,292,Brian Claar,"$2,225,850"
292,293,293,David Gossett,"$2,223,004"
293,294,294,Roger Maltbie,"$2,212,879"
294,295,295,J.C. Snead,"$2,197,545"
295,296,296,Clarence Rose,"$2,155,380"
296,297,297,Robin Freeman,"$2,154,387"
297,298,298,Nicholas Thompson,"$2,134,046"
298,299,299,Ian Baker-Finch,"$2,078,743"
299,300,300,Wayne Grady,"$2,077,433"
300,301,301,Jeff Gove,"$2,035,936"
301,302,302,Chris Couch,"$2,030,818"
302,303,303,John Adams,"$2,019,582"
303,304,304,Larry Rinker,"$2,007,824"
304,305,305,Parker McLachlin,"$1,974,096"
305,306,306,Mike Donald,"$1,970,260"
306,307,307,John Merrick,"$1,961,443"
307,308,308,Trevor Dodds,"$1,940,834"
308,309,309,Jim Thorpe,"$1,935,566"
309,310,310,Dave Rummells,"$1,909,430"
310,311,311,Kevin Stadler,"$1,903,110"
311,312,312,David Graham,"$1,888,731"
312,313,313,Arnold Palmer,"$1,861,857"
313,314,314,Mike Heinen,"$1,848,216"
314,315,315,Richard Zokol,"$1,840,397"
315,316,316,Mike Standly,"$1,834,597"
316,317,317,Gary Player,"$1,834,482"
317,318,318,Brad Elder,"$1,820,145"
318,319,319,James Driscoll,"$1,819,846"
319,320,320,Leonard Thompson,"$1,819,028"
320,321,321,Bill Britton,"$1,814,615"
321,322,322,Mark Lye,"$1,800,654"
322,323,323,Dustin Johnson,"$1,789,895"
323,324,324,George Burns,"$1,781,090"
324,325,325,Kelly Gibson,"$1,751,957"
325,326,326,Shane Bertsch,"$1,719,611"
326,327,327,Morris Hatalsky,"$1,707,280"
327,328,328,Bruce Fleisher,"$1,695,111"
328,329,329,Billy Casper,"$1,691,583"
329,330,330,"David Berganio, Jr.","$1,650,982"
330,331,331,Michael Clark II,"$1,649,440"
331,332,332,Ted Schulz,"$1,645,215"
332,333,333,Bob Murphy,"$1,642,330"
333,334,334,Jerry Pate,"$1,634,246"
334,335,335,Gary Koch,"$1,629,482"
335,336,336,Lon Hinkle,"$1,607,691"
336,337,337,Kenny Knox,"$1,607,180"
337,338,338,Gene Littler,"$1,584,210"
338,339,339,Jack Renner,"$1,579,090"
339,340,340,Curt Byrum,"$1,576,535"
340,341,341,"Wes Short, Jr.","$1,569,801"
341,342,342,Miller Barber,"$1,564,204"
342,343,343,Bob Heintz,"$1,560,603"
343,344,344,Mark Hayes,"$1,555,739"
344,345,345,Daisuke Maruyama,"$1,554,676"
345,346,346,Jim Colbert,"$1,553,136"
346,347,347,Bob Eastwood,"$1,546,106"
347,348,348,Keith Fergus,"$1,546,009"
348,349,349,Guy Boros,"$1,508,110"
349,350,350,Buddy Gardner,"$1,491,943"
350,351,351,Chez Reavie,"$1,451,942"
351,352,352,Bobby Clampett,"$1,423,000"
352,353,353,Robert Wrenn,"$1,422,635"
353,354,354,Gavin Coles,"$1,415,902"
354,355,355,Billy Kratzert,"$1,396,819"
355,356,356,Bill Rogers,"$1,384,710"
356,357,357,Bruce Crampton,"$1,376,193"
357,358,358,Kevin Streelman,"$1,374,399"
358,359,359,Andy North,"$1,365,530"
359,360,360,Marc Turnesa,"$1,329,920"
360,361,361,Ed Dougherty,"$1,323,769"
361,362,362,Tom Sieckmann,"$1,310,647"
362,363,363,Dave Stockton,"$1,303,281"
363,364,364,Denis Watson,"$1,288,621"
364,365,365,John Morse,"$1,282,275"
365,366,366,Craig Kanada,"$1,266,410"
366,367,367,Al Geiberger,"$1,265,188"
367,368,368,Ryan Armour,"$1,217,487"
368,369,369,Danny Edwards,"$1,212,304"
369,370,370,Tim Wilkinson,"$1,207,327"
370,371,371,Jason Dufner,"$1,206,358"
371,372,372,Dan Halldorson,"$1,193,929"
372,373,373,Charles Coody,"$1,187,762"
373,374,374,Dave Eichelberger,"$1,186,505"
374,375,375,Tony Sills,"$1,173,361"
375,376,376,Michael Letzig,"$1,166,977"
376,377,377,Chris Stroud,"$1,165,862"
377,378,378,Don January,"$1,140,925"
378,379,379,Dave Hill,"$1,130,420"
379,380,380,Dick Mast,"$1,123,038"
380,381,381,Roland Thatcher,"$1,093,748"
381,382,382,John Inman,"$1,087,947"
382,383,383,Gibby Gilbert,"$1,056,506"
383,384,384,Joey Snyder III,"$1,056,128"
384,385,385,Mac O'Grady,"$1,050,779"
385,386,386,Rex Caldwell,"$1,043,403"
386,387,387,Chi Chi Rodriguez,"$1,037,106"
387,388,388,Mike Smith,"$1,024,313"
388,389,389,Lee Elder,"$1,020,514"
389,390,390,Bobby Nichols,"$993,025"
390,391,391,Barry Jaeckel,"$982,408"
391,392,392,Isao Aoki,"$960,571"
392,393,393,Doug LaBelle II,"$942,765"
393,394,394,Jason Day,"$941,901"
394,395,395,Pat McGowan,"$915,577"
395,396,396,Andre Stolz,"$913,148"
396,397,397,Bruce Devlin,"$907,069"
397,398,398,Mark Carnevale,"$906,925"
398,399,399,Brad Adamonis,"$872,126"
399,400,400,Jerry McGee,"$871,753"
400,401,401,Ed Sneed,"$860,268"
401,402,402,Martin Laird,"$852,752"
402,403,403,Bill Sander,"$823,428"
403,404,404,Ron Streck,"$817,211"
404,405,405,Grier Jones,"$803,189"
405,406,406,Lance Ten Broeck,"$790,347"
406,407,407,Jerry Heard,"$780,746"
407,408,408,Matt Jones,"$775,899"
408,409,409,Doug Sanders,"$772,993"
409,410,410,Greg Twiggs,"$767,294"
410,411,411,Kris Cox,"$759,736"
411,412,412,Frank Conner,"$750,733"
412,413,413,Peter Oosterhuis,"$736,692"
413,414,414,Joe Inman,"$729,249"
414,415,415,Andrew Buckle,"$702,391"
415,416,416,Mike McCullough,"$682,511"
416,417,417,Rod Curl,"$677,009"
417,418,418,Stan Utley,"$674,546"
418,419,419,Homero Blancas,"$671,251"
419,420,420,Justin Bolli,"$665,422"
420,421,421,Gary McCord,"$662,359"
421,422,422,Scott Sterling,"$645,102"
422,423,423,Bob Goalby,"$645,013"
423,424,424,Victor Regalado,"$628,557"
424,425,425,Paul Claxton,"$622,192"
425,426,426,T.C. Chen,"$616,303"
426,427,427,Jimmy Walker,"$605,214"
427,428,428,Dale Douglass,"$577,950"
428,429,429,Sam Randolph,"$574,876"
429,430,430,Mark Pfeil,"$573,387"
430,431,431,Jim Dent,"$564,809"
431,432,432,Nick Flanagan,"$564,191"
432,433,433,Jon Mills,"$563,993"
433,434,434,Tommy Gainey,"$562,205"
434,435,435,John Schroeder,"$546,569"
435,436,436,Tim Norris,"$545,531"
436,437,437,Mac McLendon,"$541,908"
437,438,438,Y.E. Yang,"$538,062"
438,439,439,Rik Massengale,"$536,254"
439,440,440,Vance Heafner,"$535,177"
440,441,441,Bobby Cole,"$535,130"
441,442,442,Kenneth Ferrie,"$530,826"
442,443,443,Forrest Fezler,"$527,325"
443,444,444,Mike Morley,"$526,403"
444,445,445,Ken Brown,"$507,919"
445,446,446,Jim Nelford,"$485,111"
446,447,447,Brett Rumford,"$470,074"
447,448,448,Tom Jenkins,"$470,019"
448,449,449,Bob Lunn,"$459,182"
449,450,450,Mike Nicolette,"$448,037"
450,451,451,Bob Rosburg,"$436,446"
451,452,452,Tom Shaw,"$434,756"
452,453,453,Allen Miller,"$426,883"
453,454,454,Phillip Hancock,"$425,154"
454,455,455,Bobby Mitchell,"$421,938"
455,456,456,Doug Ford,"$419,292"
456,457,457,Larry Hinson,"$413,284"
457,458,458,Wally Armstrong,"$406,269"
458,459,459,Fred Marti,"$404,674"
459,460,460,Terry Diehl,"$404,611"
460,461,461,Ron Whittaker,"$404,316"
461,462,462,Dow Finsterwald,"$402,102"
462,463,463,Jim Benepe,"$395,214"
463,464,464,John Fought,"$387,036"
464,465,465,Greg Powers,"$386,086"
465,466,466,Bob Smith,"$385,283"
466,467,467,Bob Shearer,"$378,336"
467,468,468,Billy Maxwell,"$375,648"
468,469,469,Johnny Pott,"$371,396"
469,470,470,Deane Beman,"$370,003"
470,471,471,Chad Collins,"$369,418"
471,472,472,George Cadle,"$362,543"
472,473,473,R.H. Sikes,"$344,387"
473,474,474,Tony Jacklin,"$336,530"
474,475,475,Jason Allred,"$329,533"
475,476,476,Jim Wiechers,"$329,169"
476,477,477,Lyn Lott,"$325,966"
477,478,478,Jeff Mitchell,"$322,320"
478,479,479,Pat Lindsey,"$318,777"
479,480,480,Woody Blackburn,"$310,231"
480,481,481,Jim Jamieson,"$306,618"
481,482,482,Richard Crawford,"$305,500"
482,483,483,Bob Dickson,"$296,640"
483,484,484,Labron Harris,"$295,917"
484,485,485,Mike Souchak,"$287,463"
485,486,486,Bob Sowards,"$282,489"
486,487,487,Howie Johnson,"$280,816"
487,488,488,Todd Demsey,"$274,115"
488,489,489,Alejandro Cañizares,"$274,015"
489,490,490,DeWitt Weaver,"$273,435"
490,491,491,Ken Venturi,"$268,263"
491,492,492,Ernie Gonzalez,"$265,032"
492,493,493,Terry Dill,"$255,050"
493,494,494,Fred Wadsworth,"$235,449"
494,495,495,Jin Park,"$233,552"
495,496,496,Tommy Jacobs,"$232,720"
496,497,497,Ron Cerrudo,"$228,199"
497,498,498,Richard Johnson,"$218,238"
498,499,499,Pete Brown,"$214,884"
499,500,500,Fred Hawkins,"$205,228"
500,501,501,Babe Hiskey,"$202,754"
501,502,502,Dwight Nevil,"$199,935"
502,503,503,Don Iverson,"$198,477"
503,504,504,Kyle Thompson,"$197,347"
504,505,505,Jack Newton,"$191,898"
505,506,506,Dave Ragan,"$172,256"
506,507,507,Roy Pace,"$165,699"
507,508,508,Marty Fleckman,"$162,141"
508,509,509,Bob Byman,"$161,884"
509,510,510,Bert Weaver,"$161,210"
510,511,511,Pat Fitzsimons,"$153,542"
511,512,512,Bunky Henry,"$153,499"
512,513,513,Gary Groh,"$148,753"
513,514,514,Rocky Thompson,"$146,391"
514,515,515,Steve Spray,"$142,045"
515,516,516,David Lutterus,"$129,886"
516,517,517,Jack Fleck,"$129,737"
517,518,518,Randy Glover,"$123,531"
518,519,519,Al Besselink,"$119,183"
519,520,520,Steve Reid,"$110,441"
520,521,521,Bill Garrett,"$107,610"
521,522,522,Jim Ferree,"$106,895"
522,523,523,Bob Toski,"$105,484"
523,524,524,Bob McCallister,"$101,079"
524,525,525,Tom Nieporte,"$94,555"
525,526,526,Sam Adams,"$82,787"
526,527,527,Ernie Vossler,"$74,229"
527,528,528,Cody Freeman,"$68,673"
528,529,529,Richie Karl,"$61,566"
529,530,530,Mike Fetchick,"$52,044"
530,531,531,Bill Johnston,"$50,707"
531,532,532,Travis Perkins,"$36,583"
532,533,533,Patrick Moore,"$34,859"
533,534,534,Dick Hart,"$34,739"
534,535,535,Laurie Hammer,"$25,992"
535,536,536,Al Johnston,"$24,099"
