,Driving_Pct.__240_Measured_RANK THIS WEEK,Driving_Pct.__240_Measured_RANK LAST WEEK,Driving_Pct.__240_Measured_PLAYER NAME,Driving_Pct.__240_Measured_ROUNDS,Driving_Pct.__240_Measured_%,Driving_Pct.__240_Measured_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_Measured_TOTAL DRVS - OVERALL,Driving_Pct.__240_Measured_RELATIVE TO PAR
52,53,53,Joe Ogilvie,99,2.15,4.0,186,E
53,T54,T54,Stuart Appleby,101,2.11,4.0,190,+0.75
54,T54,T54,Martin Flores,75,2.11,3.0,142,+1.67
55,T56,T56,John Mallinger,78,2.08,3.0,144,E
56,T56,T56,Andrew McLardy,52,2.08,2.0,96,+1.00
57,T56,T56,Dean Wilson,54,2.08,2.0,96,+1.00
58,T59,T59,Brian Davis,101,2.02,4.0,198,+0.25
59,T59,T59,Charles Howell III,103,2.02,4.0,198,E
60,T61,T61,Skip Kendall,58,2.0,2.0,100,-0.50
61,T61,T61,Bubba Watson,77,2.0,3.0,150,+0.33
62,63,63,Jeff Gove,57,1.96,2.0,102,+0.50
63,64,64,Marc Leishman,87,1.9,3.0,158,-0.67
64,T65,T65,Bryce Molder,84,1.88,3.0,160,-0.33
65,T65,T65,Boo Weekley,88,1.88,3.0,160,+0.33
66,67,67,Johnson Wagner,85,1.85,3.0,162,+1.00
67,68,68,Kris Blanks,91,1.81,3.0,166,+1.00
68,T69,T69,Troy Matteson,84,1.79,3.0,168,+0.33
69,T69,T69,Troy Merritt,86,1.79,3.0,168,-0.67
70,71,71,James Nitties,92,1.74,3.0,172,+0.67
71,72,72,Woody Austin,93,1.69,3.0,178,E
72,73,73,Joe Durant,67,1.64,2.0,122,E
73,T74,T74,Robert Allenby,76,1.61,2.0,124,E
74,T74,T74,Lucas Glover,75,1.61,2.0,124,E
75,T74,T74,Tom Pernice Jr.,74,1.61,2.0,124,+1.50
76,T74,T74,Steve Wheatcroft,74,1.61,2.0,124,E
77,78,78,David Lutterus,69,1.59,2.0,126,+1.50
78,T79,T79,Cameron Beckman,68,1.56,2.0,128,E
79,T79,T79,Phil Mickelson,76,1.56,2.0,128,+0.50
80,81,81,Tom Gillis,97,1.55,3.0,194,-0.33
81,T82,T82,K.J. Choi,82,1.47,2.0,136,-0.50
82,T82,T82,Spencer Levin,110,1.47,3.0,204,E
83,84,84,Tim Petrovic,105,1.46,3.0,206,+0.67
84,85,85,Steve Marino,81,1.45,2.0,138,-0.50
85,86,86,Stephen Ames,75,1.39,2.0,144,+1.00
86,87,87,Davis Love III,79,1.37,2.0,146,+1.00
87,T88,T88,Daniel Chopra,74,1.35,2.0,148,+1.00
88,T88,T88,Ben Crane,85,1.35,2.0,148,+0.50
89,T88,T88,Hunter Mahan,85,1.35,2.0,148,+0.50
90,91,91,Brian Stuard,81,1.33,2.0,150,E
91,92,92,Nick Watney,91,1.32,2.0,152,E
92,93,93,David Toms,86,1.3,2.0,154,E
93,T94,T94,Jason Day,82,1.28,2.0,156,+1.50
94,T94,T94,Kevin Stadler,86,1.28,2.0,156,+0.50
95,T94,T94,Chris Stroud,90,1.28,2.0,156,+1.00
96,97,97,Zach Johnson,93,1.27,2.0,158,E
97,98,98,Jeff Overton,89,1.23,2.0,162,+1.00
98,99,99,J.J. Henry,92,1.22,2.0,164,+0.50
99,T100,T100,Briny Baird,87,1.2,2.0,166,+0.50
100,T100,T100,Freddie Jacobson,83,1.2,2.0,166,E
101,T100,T100,Matt Kuchar,97,1.2,2.0,166,+0.50
102,103,103,Michael Letzig,84,1.19,2.0,168,+0.50
103,104,104,Brandt Snedeker,89,1.18,2.0,170,+0.50
104,105,105,Alex Prugh,88,1.16,2.0,172,+0.50
105,106,106,Scott Piercy,88,1.14,2.0,176,+1.50
106,107,107,Ricky Barnes,103,1.1,2.0,182,+1.00
107,108,108,D.J. Trahan,92,1.09,2.0,184,-1.00
108,109,109,Rickie Fowler,98,1.06,2.0,188,-0.50
109,T110,T110,Brett Quigley,96,1.05,2.0,190,+0.50
110,T110,T110,John Senden,103,1.05,2.0,190,+0.50
111,112,112,Padraig Harrington,57,1.04,1.0,96,+1.00
112,T113,T113,Garth Mulroy,53,1.02,1.0,98,E
113,T113,T113,Webb Simpson,98,1.02,2.0,196,+0.50
114,T115,T115,John Merrick,109,1.01,2.0,198,+0.50
115,T115,T115,Josh Teater,101,1.01,2.0,198,+0.50
116,117,117,Brendon de Jonge,114,0.98,2.0,204,+0.50
117,118,118,Jeev Milkha Singh,59,0.96,1.0,104,E
118,T119,T119,Matt Every,60,0.86,1.0,116,+1.00
119,T119,T119,Shaun Micheel,70,0.86,1.0,116,-1.00
120,T119,T119,Kenny Perry,69,0.86,1.0,116,-1.00
121,122,122,Michael Sim,64,0.85,1.0,118,+1.00
122,T123,T123,Ernie Els,72,0.83,1.0,120,E
123,T123,T123,Steve Stricker,73,0.83,1.0,120,+1.00
124,T125,T125,Chris Couch,66,0.76,1.0,132,E
125,T125,T125,Cameron Percy,73,0.76,1.0,132,E
126,T127,T127,Steve Elkington,74,0.74,1.0,136,E
127,T127,T127,Jay Williamson,76,0.74,1.0,136,E
128,129,129,Ryan Moore,80,0.72,1.0,138,E
129,T130,T130,Ben Curtis,78,0.71,1.0,140,+1.00
130,T130,T130,Dustin Johnson,83,0.71,1.0,140,E
131,T130,T130,Billy Mayfair,78,0.71,1.0,140,E
132,T133,T133,Rory Sabbatini,79,0.69,1.0,144,E
133,T133,T133,Roland Thatcher,72,0.69,1.0,144,E
134,135,135,Chris Tidland,77,0.68,1.0,146,E
135,136,136,Bill Lunde,79,0.67,1.0,150,E
136,137,137,Justin Rose,78,0.66,1.0,152,E
137,T138,T138,Lee Janzen,77,0.65,1.0,154,+1.00
138,T138,T138,George McNeill,79,0.65,1.0,154,+1.00
139,T138,T138,John Rollins,81,0.65,1.0,154,E
140,141,141,Jimmy Walker,82,0.64,1.0,156,-1.00
141,142,142,Matt Bettencourt,91,0.63,1.0,158,E
142,143,143,Michael Connell,89,0.62,1.0,162,E
143,T144,T144,Blake Adams,84,0.61,1.0,164,E
144,T144,T144,Graham DeLaet,88,0.61,1.0,164,E
145,T144,T144,Ted Purdy,86,0.61,1.0,164,+1.00
146,T147,T147,Chris DiMarco,88,0.6,1.0,168,+2.00
147,T147,T147,Charley Hoffman,85,0.6,1.0,166,+1.00
148,T147,T147,Mark Wilson,87,0.6,1.0,166,E
149,150,150,Jonathan Byrd,85,0.59,1.0,170,E
150,151,151,D.A. Points,90,0.57,1.0,176,+1.00
151,T152,T152,Ryuji Imada,90,0.56,1.0,180,-1.00
152,T152,T152,Matt Jones,89,0.56,1.0,178,-1.00
153,T152,T152,Pat Perez,90,0.56,1.0,180,+1.00
154,155,155,Carl Pettersson,99,0.55,1.0,182,+2.00
155,156,156,Aaron Baddeley,94,0.54,1.0,184,+1.00
156,157,157,J.B. Holmes,100,0.52,1.0,192,+2.00
157,T158,T158,Ángel Cabrera,64,0.0,,106,E
158,T158,T158,Stewart Cink,84,0.0,,140,E
159,T158,T158,John Daly,63,0.0,,102,E
160,T158,T158,James Driscoll,78,0.0,,156,E
161,T158,T158,Robert Garrigus,71,0.0,,130,E
162,T158,T158,Mathew Goggin,85,0.0,,166,E
163,T158,T158,Retief Goosen,75,0.0,,118,E
164,T158,T158,Mathias Grönberg,61,0.0,,106,E
165,T158,T158,Bill Haas,87,0.0,,162,E
166,T158,T158,Tim Herron,79,0.0,,146,E
167,T158,T158,Martin Laird,91,0.0,,178,E
168,T158,T158,Derek Lamely,81,0.0,,146,E
169,T158,T158,Steve Lowery,67,0.0,,126,E
170,T158,T158,Jarrod Lyle,54,0.0,,92,E
171,T158,T158,Will MacKenzie,72,0.0,,144,E
172,T158,T158,Rory McIlroy,54,0.0,,88,E
173,T158,T158,Sean O'Hair,84,0.0,,140,E
174,T158,T158,Geoff Ogilvy,62,0.0,,104,E
175,T158,T158,Ryan Palmer,84,0.0,,164,E
176,T158,T158,Rod Pampling,77,0.0,,154,E
177,T158,T158,Ian Poulter,55,0.0,,74,E
178,T158,T158,Aron Price,70,0.0,,128,E
179,T158,T158,Andres Romero,73,0.0,,146,E
180,T158,T158,Adam Scott,70,0.0,,116,E
181,T158,T158,Vijay Singh,75,0.0,,128,E
182,T158,T158,Paul Stankowski,62,0.0,,108,E
183,T158,T158,Kevin Streelman,90,0.0,,172,E
184,T158,T158,Kevin Sutherland,86,0.0,,172,E
185,T158,T158,Roger Tambellini,77,0.0,,138,E
186,T158,T158,Cameron Tringale,55,0.0,,98,E
187,T158,T158,Bo Van Pelt,104,0.0,,192,E
188,T158,T158,Charles Warren,64,0.0,,112,E
189,T158,T158,Brett Wetterich,54,0.0,,108,E
190,T158,T158,Chris Wilson,65,0.0,,118,E
191,T158,T158,Y.E. Yang,72,0.0,,120,E
