,Driving_Pct._280-300_Measured_RANK THIS WEEK,Driving_Pct._280-300_Measured_RANK LAST WEEK,Driving_Pct._280-300_Measured_PLAYER NAME,Driving_Pct._280-300_Measured_ROUNDS,Driving_Pct._280-300_Measured_%,Driving_Pct._280-300_Measured_TOTAL DRIVES FOR 280-300,Driving_Pct._280-300_Measured_TOTAL DRVS - OVERALL,Driving_Pct._280-300_Measured_RELATIVE TO PAR
0,1,1,Paul Stankowski,62,52.78,57,108,-0.05
1,2,2,Ryan Moore,80,47.1,65,138,-0.22
2,3,3,Steve Wheatcroft,74,45.97,57,124,-0.07
3,4,4,Brett Quigley,96,45.26,86,190,-0.19
4,5,5,Jonathan Byrd,85,44.71,76,170,-0.09
5,6,6,Matt Kuchar,97,44.58,74,166,-0.42
6,7,7,Kenny Perry,69,43.97,51,116,-0.04
7,8,8,Chris Couch,66,43.94,58,132,-0.10
8,9,9,Ted Purdy,86,43.9,72,164,-0.04
9,10,10,Josh Teater,101,43.43,86,198,-0.01
10,T11,T11,Jeff Maggert,76,43.38,59,136,-0.03
11,T11,T11,Jay Williamson,76,43.38,59,136,+0.12
12,13,13,Ian Poulter,55,43.24,32,74,-0.28
13,14,14,Billy Mayfair,78,42.86,60,140,-0.13
14,15,15,Joe Durant,67,42.62,52,122,-0.15
15,16,16,Kevin Streelman,90,42.44,73,172,-0.15
16,17,17,Rory Sabbatini,79,42.36,61,144,-0.20
17,18,18,Troy Merritt,86,42.26,71,168,-0.03
18,19,19,John Rollins,81,42.21,65,154,-0.22
19,20,20,Tim Herron,79,41.1,60,146,-0.03
20,21,21,Bill Haas,87,40.74,66,162,-0.29
21,22,22,Retief Goosen,75,40.68,48,118,-0.33
22,23,23,Cameron Beckman,68,40.63,52,128,+0.13
23,24,24,Nicholas Thompson,88,40.48,68,168,E
24,25,25,Chad Campbell,94,40.45,72,178,-0.10
25,26,26,Boo Weekley,88,40.0,64,160,-0.11
26,27,27,Marc Leishman,87,39.87,63,158,-0.02
27,28,28,Steve Marino,81,39.86,55,138,-0.27
28,T29,T29,Briny Baird,87,39.76,66,166,-0.23
29,T29,T29,Mathew Goggin,85,39.76,66,166,-0.03
30,31,31,James Driscoll,78,39.74,62,156,-0.11
31,32,32,Derek Lamely,81,39.73,58,146,+0.10
32,33,33,Ryan Palmer,84,39.63,65,164,-0.17
33,34,34,Bo Van Pelt,104,39.58,76,192,-0.18
34,35,35,Michael Connell,89,39.51,64,162,-0.05
35,36,36,Pat Perez,90,39.44,71,180,-0.17
36,37,37,Brian Stuard,81,39.33,59,150,E
37,T38,T38,Ben Crane,85,39.19,58,148,-0.24
38,T38,T38,Hunter Mahan,85,39.19,58,148,-0.12
39,40,40,Y.E. Yang,72,39.17,47,120,-0.13
40,41,41,Blake Adams,84,39.02,64,164,E
41,42,42,Jason Dufner,87,38.96,60,154,-0.25
42,43,43,David Lutterus,69,38.89,49,126,+0.08
43,44,44,Justin Rose,78,38.82,59,152,-0.22
44,45,45,Scott Piercy,88,38.64,68,176,-0.01
45,46,46,Paul Casey,64,38.54,37,96,-0.24
46,T47,T47,Geoff Ogilvy,62,38.46,40,104,-0.23
47,T47,T47,Chris Stroud,90,38.46,60,156,-0.03
48,T49,T49,Woody Austin,93,38.2,68,178,-0.18
49,T49,T49,Matt Jones,89,38.2,68,178,-0.21
50,51,51,D.A. Points,90,38.07,67,176,-0.10
51,52,52,Jerod Turner,54,38.04,35,92,+0.31
52,53,53,Mark Wilson,87,37.95,63,166,-0.22
53,54,54,Matt Every,60,37.93,44,116,-0.14
54,55,55,Rich Barcelo,70,37.9,47,124,-0.15
55,56,56,Steve Flesch,78,37.86,53,140,-0.23
56,57,57,Richard Johnson,90,37.82,59,156,-0.20
57,58,58,Rickie Fowler,98,37.77,71,188,-0.04
58,59,59,Garth Mulroy,53,37.76,37,98,-0.05
59,60,60,Scott Verplank,74,37.7,46,122,-0.11
60,61,61,Jeev Milkha Singh,59,37.5,39,104,-0.08
61,T62,T62,Stuart Appleby,101,37.37,71,190,-0.08
62,T62,T62,John Senden,103,37.37,71,190,-0.24
63,64,64,Charley Hoffman,85,37.35,62,166,-0.16
64,65,65,J.P. Hayes,79,37.33,56,150,-0.09
65,66,66,Alex Prugh,88,37.21,64,172,-0.02
66,67,67,Paul Goydos,78,37.16,55,148,-0.24
67,68,68,Joe Ogilvie,99,37.1,69,186,-0.17
68,69,69,Jerry Kelly,99,37.06,63,170,-0.22
69,70,70,George McNeill,79,37.01,57,154,-0.05
70,71,71,David Duval,71,36.89,45,122,-0.09
71,72,72,Charles Howell III,103,36.87,73,198,-0.15
72,73,73,Mark Calcavecchia,50,36.84,28,76,+0.11
73,74,74,Stephen Ames,75,36.81,53,144,-0.21
74,75,75,Spencer Levin,110,36.76,75,204,+0.01
75,T76,T76,Webb Simpson,98,36.73,72,196,-0.25
76,T76,T76,Cameron Tringale,55,36.73,36,98,E
77,T78,T78,Trevor Immelman,55,36.67,33,90,-0.18
78,T78,T78,Scott McCarron,90,36.67,66,180,-0.02
79,T78,T78,Camilo Villegas,78,36.67,44,120,-0.02
80,T81,T81,Padraig Harrington,57,36.46,35,96,-0.03
81,T81,T81,Dean Wilson,54,36.46,35,96,-0.11
82,83,83,Lee Janzen,77,36.36,56,154,-0.02
83,T84,T84,Lucas Glover,75,36.29,45,124,-0.18
84,T84,T84,Brenden Pappas,66,36.29,45,124,+0.02
85,T84,T84,Tom Pernice Jr.,74,36.29,45,124,-0.13
86,87,87,Jeff Gove,57,36.27,37,102,-0.03
87,88,88,Roland Thatcher,72,36.11,52,144,-0.10
88,89,89,Matt Bettencourt,91,36.08,57,158,-0.18
89,90,90,James Nitties,92,36.05,62,172,-0.16
90,91,91,K.J. Choi,82,36.03,49,136,-0.16
91,T92,T92,Aron Price,70,35.94,46,128,-0.04
92,T92,T92,Vijay Singh,75,35.94,46,128,-0.04
93,94,94,Jason Day,82,35.9,56,156,+0.02
94,95,95,D.J. Trahan,92,35.87,66,184,-0.27
95,96,96,Mathias Grönberg,61,35.85,38,106,E
96,T97,T97,Ricky Barnes,103,35.71,65,182,-0.08
97,T97,T97,Steve Lowery,67,35.71,45,126,+0.09
98,T97,T97,Troy Matteson,84,35.71,60,168,-0.08
99,T97,T97,David Toms,86,35.71,55,154,-0.24
100,101,101,Justin Leonard,89,35.63,57,160,-0.21
101,102,102,Andres Romero,73,35.62,52,146,-0.04
102,103,103,Henrik Bjornstad,72,35.61,47,132,-0.11
103,104,104,Michael Sim,64,35.59,42,118,-0.14
104,105,105,Greg Owen,69,35.51,49,138,-0.10
105,106,106,Robert Allenby,76,35.48,44,124,-0.25
106,107,107,Chad Collins,87,35.44,56,158,-0.18
107,108,108,Will MacKenzie,72,35.42,51,144,+0.02
108,109,109,Kevin Na,94,35.29,60,170,-0.20
109,110,110,Garrett Willis,82,35.26,55,156,+0.02
110,111,111,Jeff Overton,89,35.19,57,162,-0.18
111,T112,T112,Stewart Cink,84,35.0,49,140,-0.35
112,T112,T112,Sean O'Hair,84,35.0,49,140,-0.18
113,T112,T112,Steve Stricker,73,35.0,42,120,-0.40
114,T115,T115,Kris Blanks,91,34.94,58,166,-0.10
115,T115,T115,Freddie Jacobson,83,34.94,58,166,-0.17
116,117,117,Cameron Percy,73,34.85,46,132,-0.24
117,118,118,Martin Laird,91,34.83,62,178,E
118,119,119,Carl Pettersson,99,34.62,63,182,E
119,120,120,Tom Gillis,97,34.54,67,194,-0.16
120,T121,T121,Shaun Micheel,70,34.48,40,116,-0.10
121,T121,T121,Vaughn Taylor,87,34.48,60,174,-0.08
122,123,123,Chris Tidland,77,34.25,50,146,-0.12
123,124,124,Johnson Wagner,85,33.95,55,162,-0.20
124,125,125,John Merrick,109,33.84,67,198,-0.07
125,126,126,Steve Elkington,74,33.82,46,136,-0.13
126,127,127,Daniel Chopra,74,33.78,50,148,-0.26
127,128,128,Heath Slocum,97,33.73,56,166,-0.20
128,129,129,Kevin Sutherland,86,33.72,58,172,-0.16
129,130,130,Aaron Baddeley,94,33.7,62,184,-0.05
130,131,131,Vance Veazey,58,33.65,35,104,-0.06
131,T132,T132,Greg Chalmers,93,33.33,62,186,-0.15
132,T132,T132,Ernie Els,72,33.33,40,120,-0.15
133,134,134,Rod Pampling,77,33.12,51,154,-0.10
134,135,135,Chris Wilson,65,33.05,39,118,-0.15
135,136,136,Tim Petrovic,105,33.01,68,206,-0.12
136,137,137,J.J. Henry,92,32.93,54,164,-0.07
137,T138,T138,Rocco Mediate,71,32.84,44,134,+0.02
138,T138,T138,Chris Riley,73,32.84,44,134,-0.09
139,140,140,Adam Scott,70,32.76,38,116,-0.16
140,141,141,Michael Letzig,84,32.74,55,168,-0.05
141,T142,T142,Greg Kraft,52,32.61,30,92,+0.07
142,T142,T142,Jarrod Lyle,54,32.61,30,92,+0.07
143,T142,T142,Roger Tambellini,77,32.61,45,138,+0.11
144,145,145,Brendon de Jonge,114,32.35,66,204,-0.12
145,146,146,Nathan Green,86,32.32,53,164,-0.15
146,147,147,Andrew McLardy,52,32.29,31,96,+0.13
147,148,148,Ryuji Imada,90,32.22,58,180,-0.17
148,T149,T149,Kevin Johnson,62,32.14,36,112,-0.14
149,T149,T149,Charles Warren,64,32.14,36,112,E
150,151,151,Kevin Stadler,86,32.05,50,156,+0.20
151,152,152,Phil Mickelson,76,32.03,41,128,-0.37
152,153,153,John Mallinger,78,31.94,46,144,-0.09
153,T154,T154,Bob Estes,79,31.82,49,154,+0.04
154,T154,T154,Rory McIlroy,54,31.82,28,88,+0.11
155,156,156,Brandt Snedeker,89,31.76,54,170,-0.24
156,157,157,Chris DiMarco,88,31.55,53,168,-0.09
157,158,158,Cliff Kresge,50,31.52,29,92,-0.21
158,159,159,Michael Bradley,77,31.51,46,146,-0.17
159,160,160,Alex Cejka,81,31.33,47,150,+0.06
160,161,161,Skip Kendall,58,31.0,31,100,-0.23
161,162,162,Jimmy Walker,82,30.77,48,156,-0.06
162,163,163,Ben Curtis,78,30.71,43,140,-0.35
163,164,164,Brett Wetterich,54,30.56,33,108,-0.21
164,165,165,Brent Delahoussaye,57,30.39,31,102,-0.32
165,166,166,Martin Flores,75,30.28,43,142,-0.05
166,T167,T167,Bill Lunde,79,30.0,45,150,+0.04
167,T167,T167,Bryce Molder,84,30.0,48,160,-0.21
168,169,169,Graham DeLaet,88,29.88,49,164,-0.06
169,170,170,Brian Davis,101,29.29,58,198,-0.22
170,171,171,Nick Watney,91,28.95,44,152,-0.11
171,172,172,Jim Furyk,76,28.79,38,132,-0.18
172,173,173,Sergio Garcia,58,28.75,23,80,-0.39
173,174,174,Jason Bohn,84,28.66,47,164,-0.32
174,175,175,Zach Johnson,93,28.48,45,158,-0.20
175,176,176,Charlie Wi,95,28.42,54,190,-0.17
176,177,177,Davis Love III,79,28.08,41,146,-0.15
177,178,178,Omar Uresti,74,27.94,38,136,-0.03
178,179,179,Mike Weir,59,27.66,26,94,-0.35
179,180,180,Craig Bowden,56,27.45,28,102,-0.11
180,181,181,Justin Bolli,55,26.53,26,98,-0.27
181,182,182,Ángel Cabrera,64,26.42,28,106,-0.04
182,183,183,Brad Faxon,58,25.93,28,108,+0.14
183,184,184,Jeff Quinney,91,25.86,45,174,-0.04
184,185,185,John Daly,63,25.49,26,102,+0.12
185,T186,T186,Luke Donald,71,25.0,29,116,-0.52
186,T186,T186,J.B. Holmes,100,25.0,48,192,+0.10
187,188,188,Dustin Johnson,83,22.86,32,140,+0.19
188,189,189,Tim Clark,88,22.73,35,154,-0.09
189,190,190,Bubba Watson,77,22.67,34,150,-0.12
190,191,191,Robert Garrigus,71,21.54,28,130,-0.04
191,192,192,Brian Gay,101,17.39,32,184,-0.09
