,Driving_Pct._240-260_All_Drives_RANK THIS WEEK,Driving_Pct._240-260_All_Drives_RANK LAST WEEK,Driving_Pct._240-260_All_Drives_PLAYER NAME,Driving_Pct._240-260_All_Drives_ROUNDS,Driving_Pct._240-260_All_Drives_%,Driving_Pct._240-260_All_Drives_TOTAL DRIVES FOR 240-260,Driving_Pct._240-260_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._240-260_All_Drives_RELATIVE TO PAR
0,1,1,Brian Gay,101,31.15,357,1146,-0.056
1,2,2,Brad Faxon,58,28.19,188,667,+0.213
2,3,3,Craig Bowden,56,28.06,188,670,+0.122
3,4,4,Jeff Quinney,91,26.31,292,1110,+0.031
4,5,5,Omar Uresti,74,24.53,208,848,-0.010
5,6,6,Mike Weir,59,23.92,133,556,+0.030
6,7,7,Tim Clark,88,21.67,205,946,+0.029
7,8,8,Chad Collins,87,20.88,218,1044,E
8,9,9,Paul Goydos,78,20.65,190,920,+0.132
9,10,10,Nathan Green,86,20.62,233,1130,+0.120
10,11,11,Richard Johnson,90,20.14,205,1018,+0.034
11,12,12,Ben Curtis,78,20.02,185,924,+0.103
12,13,13,Greg Kraft,52,19.71,107,543,+0.299
13,14,14,Trevor Immelman,55,18.99,113,595,+0.027
14,15,15,Jim Furyk,76,18.78,157,836,-0.083
15,16,16,Justin Leonard,89,18.74,188,1003,+0.106
16,17,17,Tom Pernice Jr.,74,18.4,149,810,+0.101
17,18,18,Luke Donald,71,18.26,134,734,+0.015
18,19,19,Skip Kendall,58,18.13,124,684,+0.105
19,20,20,Chris DiMarco,88,17.84,193,1082,+0.021
20,21,21,Ryuji Imada,90,17.83,209,1172,+0.072
21,22,22,Steve Flesch,78,17.76,160,901,+0.181
22,23,23,Bryce Molder,84,17.72,180,1016,+0.067
23,24,24,Jerry Kelly,99,17.71,203,1146,+0.084
24,25,25,Briny Baird,87,17.56,193,1099,+0.078
25,26,26,Scott Verplank,74,17.54,137,781,+0.095
26,27,27,Justin Bolli,55,17.44,102,585,+0.196
27,28,28,Kevin Na,94,17.25,182,1055,+0.049
28,T29,T29,Brent Delahoussaye,57,17.13,112,654,+0.223
29,T29,T29,Kevin Johnson,62,17.13,117,683,+0.222
30,31,31,Michael Connell,89,17.1,184,1076,+0.098
31,32,32,Alex Cejka,81,16.93,160,945,+0.063
32,T33,T33,Michael Bradley,77,16.7,159,952,+0.101
33,T33,T33,Tim Petrovic,105,16.7,219,1311,+0.137
34,35,35,John Mallinger,78,16.43,149,907,+0.094
35,36,36,Aron Price,70,16.28,141,866,+0.043
36,T37,T37,Rocco Mediate,71,16.06,136,847,+0.088
37,T37,T37,Dean Wilson,54,16.06,105,654,-0.057
38,39,39,David Toms,86,16.02,156,974,+0.026
39,40,40,Billy Mayfair,78,15.89,144,906,+0.056
40,41,41,Jerod Turner,54,15.83,88,556,+0.352
41,42,42,Charlie Wi,95,15.75,195,1238,-0.005
