,Driving_Pct._260-280_Measured_RANK THIS WEEK,Driving_Pct._260-280_Measured_RANK LAST WEEK,Driving_Pct._260-280_Measured_PLAYER NAME,Driving_Pct._260-280_Measured_ROUNDS,Driving_Pct._260-280_Measured_%,Driving_Pct._260-280_Measured_TOTAL DRIVES FOR 260-280,Driving_Pct._260-280_Measured_TOTAL DRVS - OVERALL,Driving_Pct._260-280_Measured_RELATIVE TO PAR
0,1,1,Luke Donald,71,47.41,55,116,-0.13
1,2,2,Omar Uresti,74,44.85,61,136,-0.05
2,3,3,Ben Curtis,78,43.57,61,140,+0.03
3,4,4,Tim Clark,88,43.51,67,154,-0.16
4,5,5,Bryce Molder,84,43.13,69,160,-0.01
5,6,6,Brandt Snedeker,89,42.94,73,170,-0.12
6,7,7,Brad Faxon,58,42.59,46,108,-0.09
7,8,8,Greg Chalmers,93,42.47,79,186,-0.04
8,9,9,Jason Bohn,84,41.46,68,164,-0.10
9,10,10,Brian Gay,101,41.3,76,184,-0.01
10,11,11,Mark Calcavecchia,50,40.79,31,76,+0.23
11,12,12,Michael Sim,64,40.68,48,118,-0.21
12,13,13,Greg Kraft,52,40.22,37,92,-0.08
13,14,14,Steve Stricker,73,40.0,48,120,-0.19
14,15,15,D.A. Points,90,39.77,70,176,+0.01
15,16,16,Tom Pernice Jr.,74,39.52,49,124,-0.20
16,17,17,Brian Davis,101,39.39,78,198,-0.14
17,18,18,Zach Johnson,93,39.24,62,158,-0.05
18,19,19,Ryuji Imada,90,38.33,69,180,-0.01
19,20,20,Brent Delahoussaye,57,38.24,39,102,+0.08
20,21,21,Jeff Quinney,91,37.93,66,174,-0.12
21,T22,T22,Briny Baird,87,37.35,62,166,-0.10
22,T22,T22,Heath Slocum,97,37.35,62,166,-0.02
23,24,24,Tim Petrovic,105,36.89,76,206,-0.07
24,25,25,Charlie Wi,95,36.84,70,190,+0.03
25,26,26,Justin Bolli,55,36.73,36,98,E
26,27,27,Aron Price,70,36.72,47,128,+0.06
27,28,28,Kevin Johnson,62,36.61,41,112,-0.02
28,29,29,Rocco Mediate,71,36.57,49,134,-0.16
29,30,30,Woody Austin,93,36.52,65,178,-0.03
30,T31,T31,Ben Crane,85,36.49,54,148,+0.02
31,T31,T31,Paul Goydos,78,36.49,54,148,-0.09
32,T33,T33,Rod Pampling,77,35.71,55,154,+0.02
33,T33,T33,Webb Simpson,98,35.71,70,196,-0.13
34,35,35,Joe Durant,67,35.25,43,122,-0.19
35,36,36,Chris DiMarco,88,35.12,59,168,-0.02
