,Fairway_Bunker_Tendency_RANK THIS WEEK,Fairway_Bunker_Tendency_RANK LAST WEEK,Fairway_Bunker_Tendency_PLAYER NAME,Fairway_Bunker_Tendency_ROUNDS,Fairway_Bunker_Tendency_%,Fairway_Bunker_Tendency_TOTAL FAIRWAY BUNKERS,Fairway_Bunker_Tendency_POSSIBLE FWYS,Fairway_Bunker_Tendency_RELATIVE TO PAR
90,T85,T85,Nick Watney,91,5.7,55,960,+0.145
91,T92,T92,Stuart Appleby,101,5.8,70,1208,+0.186
92,T92,T92,Cameron Beckman,68,5.8,47,816,+0.149
93,T92,T92,John Daly,63,5.8,37,636,+0.324
94,T92,T92,Padraig Harrington,57,5.8,35,600,+0.114
95,T92,T92,J.P. Hayes,79,5.8,55,941,+0.382
96,T92,T92,Marc Leishman,87,5.8,57,987,+0.175
97,T92,T92,Rory McIlroy,54,5.8,32,553,+0.313
98,T92,T92,Ryan Moore,80,5.8,49,846,+0.286
99,T92,T92,Kenny Perry,69,5.8,45,782,+0.311
100,T92,T92,Adam Scott,70,5.8,42,718,+0.214
101,T92,T92,John Senden,103,5.8,70,1203,+0.286
102,T92,T92,Kevin Streelman,90,5.8,64,1105,+0.266
103,T92,T92,Boo Weekley,88,5.8,60,1029,+0.333
104,T92,T92,Charlie Wi,95,5.8,71,1229,+0.183
105,T106,T106,Michael Connell,89,5.9,63,1065,+0.190
106,T106,T106,Robert Garrigus,71,5.9,49,835,+0.163
107,T106,T106,Scott McCarron,90,5.9,67,1142,+0.179
108,T106,T106,Vijay Singh,75,5.9,46,785,+0.022
109,T106,T106,Chris Stroud,90,5.9,58,990,+0.241
110,T111,T111,Charley Hoffman,85,6.0,64,1059,+0.172
111,T111,T111,Steve Lowery,67,6.0,46,761,+0.261
112,T111,T111,Jarrod Lyle,54,6.0,38,632,+0.105
113,T111,T111,Troy Merritt,86,6.0,63,1055,+0.238
114,T111,T111,Ted Purdy,86,6.0,61,1013,+0.279
115,T111,T111,Josh Teater,101,6.0,76,1260,+0.487
116,T111,T111,D.J. Trahan,92,6.0,68,1128,-0.015
117,T118,T118,Lucas Glover,75,6.1,50,816,+0.340
118,T118,T118,Joe Ogilvie,99,6.1,72,1179,+0.264
119,T118,T118,Brenden Pappas,66,6.1,46,750,+0.065
120,T118,T118,D.A. Points,90,6.1,67,1092,+0.149
121,T118,T118,Cameron Tringale,55,6.1,38,622,+0.342
122,T123,T123,Henrik Bjornstad,72,6.2,50,811,+0.520
123,T123,T123,Bob Estes,79,6.2,60,970,+0.183
124,T123,T123,Derek Lamely,81,6.2,54,873,+0.241
125,T123,T123,Phil Mickelson,76,6.2,48,777,+0.083
126,T123,T123,Scott Verplank,74,6.2,48,775,+0.104
127,T123,T123,Johnson Wagner,85,6.2,63,1018,+0.238
128,T123,T123,Bubba Watson,77,6.2,57,917,+0.298
129,T130,T130,Ángel Cabrera,64,6.3,44,701,+0.386
130,T130,T130,James Driscoll,78,6.3,64,1018,+0.266
131,T130,T130,Freddie Jacobson,83,6.3,67,1066,+0.119
132,T130,T130,Steve Marino,81,6.3,55,871,+0.200
133,T130,T130,Greg Owen,69,6.3,53,847,+0.283
134,T130,T130,Pat Perez,90,6.3,73,1151,+0.137
135,T130,T130,Alex Prugh,88,6.3,69,1096,+0.203
136,T130,T130,Nicholas Thompson,88,6.3,67,1058,+0.224
137,T130,T130,Chris Tidland,77,6.3,59,940,+0.237
138,T130,T130,Chris Wilson,65,6.3,45,710,+0.200
139,T140,T140,Nathan Green,86,6.4,72,1117,+0.208
140,T140,T140,David Lutterus,69,6.4,49,767,+0.429
141,T140,T140,John Merrick,109,6.4,81,1275,+0.235
142,T140,T140,Cameron Percy,73,6.4,52,813,+0.192
143,T140,T140,Y.E. Yang,72,6.4,52,809,+0.385
144,T145,T145,Rich Barcelo,70,6.5,51,780,+0.196
145,T145,T145,Greg Chalmers,93,6.5,78,1198,+0.077
146,T145,T145,Dustin Johnson,83,6.5,56,861,+0.214
147,T145,T145,Greg Kraft,52,6.5,35,535,+0.371
148,T145,T145,Brandt Snedeker,89,6.5,67,1030,-0.015
149,T150,T150,Justin Bolli,55,6.6,38,576,+0.368
150,T150,T150,David Duval,71,6.6,50,753,+0.300
151,T150,T150,Brett Quigley,96,6.6,79,1203,+0.165
152,T150,T150,Kevin Sutherland,86,6.6,71,1076,+0.254
153,T154,T154,K.J. Choi,82,6.7,56,842,+0.125
154,T154,T154,Ernie Els,72,6.7,51,762,+0.275
155,T154,T154,Matt Every,60,6.7,47,698,+0.128
156,T154,T154,George McNeill,79,6.7,64,959,+0.141
157,T154,T154,Rocco Mediate,71,6.7,56,840,+0.250
158,T154,T154,Andres Romero,73,6.7,66,988,+0.348
159,T154,T154,Vance Veazey,58,6.7,44,655,+0.432
160,T161,T161,Matt Bettencourt,91,6.8,65,954,+0.215
161,T161,T161,Martin Flores,75,6.8,59,867,+0.373
162,T161,T161,Tim Herron,79,6.8,64,947,+0.094
163,T161,T161,J.B. Holmes,100,6.8,81,1197,+0.272
164,T161,T161,Skip Kendall,58,6.8,46,678,+0.283
165,T161,T161,Brett Wetterich,54,6.8,50,733,+0.240
166,T167,T167,Stephen Ames,75,6.9,66,956,+0.182
167,T167,T167,Ricky Barnes,103,6.9,78,1131,+0.064
168,T167,T167,Bill Haas,87,6.9,71,1036,+0.183
169,T167,T167,Davis Love III,79,6.9,63,911,+0.254
170,T167,T167,Rod Pampling,77,6.9,67,968,+0.254
171,T172,T172,Michael Bradley,77,7.0,65,935,+0.046
172,T172,T172,Brendon de Jonge,114,7.0,88,1251,+0.148
173,T172,T172,Brad Faxon,58,7.0,46,660,+0.457
174,T172,T172,Geoff Ogilvy,62,7.0,48,689,+0.229
175,T172,T172,Scott Piercy,88,7.0,77,1104,+0.247
176,T172,T172,Rory Sabbatini,79,7.0,65,929,+0.123
177,178,178,Ryan Palmer,84,7.1,69,973,+0.174
178,T179,T179,Paul Casey,64,7.2,44,614,+0.045
179,T179,T179,Rickie Fowler,98,7.2,83,1145,+0.277
180,T181,T181,Chad Collins,87,7.3,75,1033,+0.160
181,T181,T181,Sergio Garcia,58,7.3,36,492,+0.278
182,T181,T181,Michael Sim,64,7.3,53,731,+0.264
183,T184,T184,Jason Day,82,7.6,74,975,+0.270
184,T184,T184,Jeff Overton,89,7.6,74,970,+0.216
185,186,186,Daniel Chopra,74,7.7,70,909,+0.043
186,187,187,Charles Howell III,103,7.8,96,1228,+0.135
187,188,188,Carl Pettersson,99,7.9,90,1141,+0.056
188,189,189,Matt Jones,89,8.0,88,1098,+0.159
189,190,190,Jerod Turner,54,8.2,45,547,+0.422
190,191,191,Mark Calcavecchia,50,8.3,38,458,+0.474
191,192,192,Mike Weir,59,9.2,50,544,+0.140
