,SG_Off-the-Tee_RANK THIS WEEK,SG_Off-the-Tee_RANK LAST WEEK,SG_Off-the-Tee_PLAYER NAME,SG_Off-the-Tee_ROUNDS,SG_Off-the-Tee_AVERAGE,SG_Off-the-Tee_TOTAL SG:OTT,SG_Off-the-Tee_MEASURED ROUNDS
0,1,1,Bubba Watson,77,0.7979999999999999,53.473,67
1,2,2,Dustin Johnson,83,0.76,47.868,63
2,3,3,Robert Garrigus,71,0.73,44.541000000000004,61
3,4,4,J.B. Holmes,100,0.7290000000000001,64.135,88
4,5,5,Bo Van Pelt,104,0.7240000000000001,62.966,87
5,6,6,Rory McIlroy,54,0.698,27.933000000000003,40
6,7,7,D.J. Trahan,92,0.6920000000000001,56.728,82
7,8,8,Graham DeLaet,88,0.6779999999999999,51.538000000000004,76
8,9,9,Boo Weekley,88,0.662,48.978,74
9,10,10,Hunter Mahan,85,0.642,42.996,67
10,11,11,Charley Hoffman,85,0.638,49.136,77
11,12,12,Kenny Perry,69,0.605,33.856,56
12,13,13,Ángel Cabrera,64,0.598,30.480999999999998,51
13,14,14,Joe Durant,67,0.597,34.042,57
14,15,15,Nick Watney,91,0.593,40.889,69
15,16,16,Charles Warren,64,0.581,31.969,55
16,17,17,John Rollins,81,0.56,41.985,75
17,18,18,Troy Matteson,84,0.515,40.162,78
18,19,19,Kevin Streelman,90,0.478,38.201,80
19,20,20,Adam Scott,70,0.47200000000000003,24.523000000000003,52
20,21,21,Bill Haas,87,0.46399999999999997,34.816,75
21,22,22,Ryan Moore,80,0.45,27.424,61
22,23,23,Chris Couch,66,0.444,26.189,59
23,24,24,Jason Dufner,87,0.435,30.029,69
24,T25,T25,Stewart Cink,84,0.431,27.987,65
25,T25,T25,Sean O'Hair,84,0.431,28.006999999999998,65
26,27,27,Josh Teater,101,0.428,39.389,92
27,28,28,Brett Wetterich,54,0.415,22.019000000000002,53
28,29,29,Rickie Fowler,98,0.408,33.903,83
29,30,30,Robert Allenby,76,0.40299999999999997,24.581999999999997,61
30,31,31,Alex Prugh,88,0.39,31.201999999999998,80
31,32,32,J.J. Henry,92,0.38299999999999995,30.244,79
32,33,33,John Senden,103,0.37200000000000005,32.379,87
33,34,34,Vijay Singh,75,0.369,21.05,57
34,35,35,Steve Elkington,74,0.368,21.735,59
35,36,36,Will MacKenzie,72,0.363,24.715999999999998,68
36,37,37,Martin Laird,91,0.354,27.959,79
37,38,38,Tom Gillis,97,0.348,31.353,90
38,39,39,Justin Rose,78,0.33799999999999997,23.634,70
39,40,40,Retief Goosen,75,0.337,17.872,53
40,41,41,John Daly,63,0.336,15.807,47
41,42,42,Y.E. Yang,72,0.316,18.323,58
42,43,43,Rory Sabbatini,79,0.3,20.109,67
43,44,44,Davis Love III,79,0.297,19.589000000000002,66
44,45,45,Blake Adams,84,0.292,21.891,75
45,T46,T46,Lucas Glover,75,0.285,16.811,59
46,T46,T46,Chris Tidland,77,0.285,19.348,68
47,48,48,Sergio Garcia,58,0.272,9.775,36
48,49,49,Steve Marino,81,0.27,17.033,63
49,50,50,Jarrod Lyle,54,0.266,12.235,46
50,51,51,Mathew Goggin,85,0.264,20.055999999999997,76
51,52,52,Nicholas Thompson,88,0.261,20.125,77
52,T53,T53,Jason Day,82,0.254,18.02,71
53,T53,T53,David Toms,86,0.254,17.773,70
54,55,55,Kevin Stadler,86,0.237,17.031,72
55,56,56,Jeff Overton,89,0.23199999999999998,16.453,71
56,57,57,Mathias Grönberg,61,0.222,11.085999999999999,50
57,58,58,John Merrick,109,0.217,19.983,92
58,T59,T59,Paul Casey,64,0.215,9.476,44
59,T59,T59,Ernie Els,72,0.215,11.81,55
60,61,61,Camilo Villegas,78,0.21,11.76,56
61,T62,T62,Kris Blanks,91,0.201,14.850999999999999,74
62,T62,T62,Kevin Sutherland,86,0.201,15.654000000000002,78
63,64,64,Greg Owen,69,0.2,12.401,62
64,65,65,Steve Stricker,73,0.191,10.669,56
65,66,66,Phil Mickelson,76,0.185,10.556,57
66,67,67,Ryan Palmer,84,0.175,12.431,71
67,68,68,Ben Crane,85,0.16899999999999998,11.123,66
68,69,69,Andres Romero,73,0.16699999999999998,12.005,72
69,70,70,Matt Every,60,0.166,8.488999999999999,51
70,71,71,Chris Riley,73,0.16399999999999998,10.314,63
71,72,72,Brendon de Jonge,114,0.16,14.574000000000002,91
72,73,73,Matt Kuchar,97,0.158,11.850999999999999,75
73,74,74,Heath Slocum,97,0.156,11.414000000000001,73
74,75,75,K.J. Choi,82,0.151,9.185,61
75,76,76,Jim Furyk,76,0.15,9.017999999999999,60
76,77,77,Cameron Tringale,55,0.131,5.874,45
77,78,78,Jay Williamson,76,0.125,7.622999999999999,61
78,79,79,Garth Mulroy,53,0.124,5.211,42
79,80,80,Jeff Maggert,76,0.12300000000000001,7.775,63
80,81,81,Steve Lowery,67,0.122,6.851,56
81,82,82,Zach Johnson,93,0.11800000000000001,8.837,75
82,83,83,Michael Letzig,84,0.115,9.195,80
83,84,84,Aaron Baddeley,94,0.11199999999999999,9.844,88
84,85,85,Chad Campbell,94,0.102,8.246,81
85,86,86,Scott McCarron,90,0.09300000000000001,7.72,83
86,87,87,Jonathan Byrd,85,0.091,7.461,82
87,88,88,Matt Bettencourt,91,0.08900000000000001,6.23,70
88,89,89,Roger Tambellini,77,0.085,5.263,62
89,90,90,Jason Bohn,84,0.08199999999999999,6.099,74
90,91,91,Jeff Gove,57,0.081,3.573,44
91,92,92,Andrew McLardy,52,0.079,3.455,44
92,T93,T93,Marc Leishman,87,0.07400000000000001,5.33,72
93,T93,T93,Vaughn Taylor,87,0.07400000000000001,5.837999999999999,79
94,95,95,Rod Pampling,77,0.068,4.763,70
95,96,96,Spencer Levin,110,0.054000000000000006,5.312,98
96,97,97,Billy Mayfair,78,0.053,3.415,65
97,98,98,Jerry Kelly,99,0.051,4.148,82
98,99,99,D.A. Points,90,0.045,3.543,79
99,100,100,J.P. Hayes,79,0.039,2.638,68
100,101,101,Tim Petrovic,105,0.028999999999999998,2.764,94
101,102,102,Paul Stankowski,62,0.016,0.84,53
102,103,103,Stephen Ames,75,0.011000000000000001,0.7909999999999999,69
103,104,104,Chris Stroud,90,0.01,0.747,72
104,105,105,Steve Wheatcroft,74,0.002,0.10800000000000001,58
105,106,106,Omar Uresti,74,-0.001,-0.039,61
106,T107,T107,Joe Ogilvie,99,-0.005,-0.46799999999999997,86
107,T107,T107,Pat Perez,90,-0.005,-0.424,83
108,109,109,Brian Davis,101,-0.006999999999999999,-0.586,89
109,110,110,Woody Austin,93,-0.01,-0.866,83
110,111,111,Scott Piercy,88,-0.013000000000000001,-1.084,81
111,112,112,James Driscoll,78,-0.013999999999999999,-1.005,74
112,113,113,Henrik Bjornstad,72,-0.022000000000000002,-1.3119999999999998,59
113,114,114,Tim Clark,88,-0.025,-1.672,68
114,115,115,Charles Howell III,103,-0.040999999999999995,-3.698,90
115,116,116,Roland Thatcher,72,-0.061,-4.121,68
116,117,117,Freddie Jacobson,83,-0.064,-4.955,77
117,118,118,Rocco Mediate,71,-0.08199999999999999,-4.989,61
118,119,119,Jeev Milkha Singh,59,-0.092,-4.76,52
119,120,120,Aron Price,70,-0.1,-6.22,62
120,121,121,Padraig Harrington,57,-0.10400000000000001,-4.593,44
121,122,122,Ian Poulter,55,-0.109,-3.693,34
122,123,123,Chris Wilson,65,-0.11199999999999999,-5.825,52
123,124,124,Scott Verplank,74,-0.12,-6.711,56
124,125,125,Matt Jones,89,-0.122,-9.786,80
125,126,126,Ted Purdy,86,-0.124,-9.3,75
126,127,127,Cameron Percy,73,-0.128,-7.531000000000001,59
127,128,128,John Mallinger,78,-0.131,-8.485,65
128,129,129,Shaun Micheel,70,-0.136,-7.191,53
129,130,130,Alex Cejka,81,-0.146,-9.935,68
130,131,131,Garrett Willis,82,-0.155,-10.985,71
131,132,132,Ben Curtis,78,-0.159,-10.49,66
132,133,133,Geoff Ogilvy,62,-0.165,-8.24,50
133,T134,T134,Mark Calcavecchia,50,-0.177,-5.853,33
134,T134,T134,Lee Janzen,77,-0.177,-12.383,70
135,T134,T134,Troy Merritt,86,-0.177,-13.616,77
136,137,137,Carl Pettersson,99,-0.18,-14.931,83
137,138,138,Justin Leonard,89,-0.184,-13.258,72
138,139,139,James Nitties,92,-0.188,-15.205,81
139,140,140,Cliff Kresge,50,-0.191,-8.582,45
140,141,141,Mark Wilson,87,-0.196,-15.515,79
141,142,142,Derek Lamely,81,-0.19899999999999998,-12.706,64
142,143,143,Briny Baird,87,-0.2,-15.815,79
143,144,144,Brian Stuard,81,-0.204,-14.51,71
144,145,145,Tom Pernice Jr.,74,-0.212,-12.312000000000001,58
145,146,146,Martin Flores,75,-0.223,-14.247,64
146,147,147,Cameron Beckman,68,-0.228,-13.475,59
147,148,148,Tim Herron,79,-0.233,-16.044,69
148,149,149,Stuart Appleby,101,-0.23600000000000002,-20.741,88
149,T150,T150,Ricky Barnes,103,-0.244,-20.219,83
150,T150,T150,Chris DiMarco,88,-0.244,-19.022000000000002,78
151,152,152,Kevin Na,94,-0.247,-18.734,76
152,153,153,Craig Bowden,56,-0.253,-12.126,48
153,154,154,Paul Goydos,78,-0.257,-16.984,66
154,155,155,Bill Lunde,79,-0.265,-17.775,67
155,156,156,Michael Connell,89,-0.284,-21.861,77
156,157,157,Charlie Wi,95,-0.28600000000000003,-25.491999999999997,89
157,158,158,Brandt Snedeker,89,-0.287,-21.535999999999998,75
158,159,159,Ryuji Imada,90,-0.298,-25.011,84
159,160,160,Daniel Chopra,74,-0.307,-20.563000000000002,67
160,161,161,Webb Simpson,98,-0.308,-28.353,92
161,162,162,Bob Estes,79,-0.33,-23.412,71
162,163,163,Dean Wilson,54,-0.341,-16.014,47
163,T164,T164,Michael Sim,64,-0.35100000000000003,-18.611,53
164,T164,T164,Jerod Turner,54,-0.35100000000000003,-14.032,40
165,166,166,David Duval,71,-0.354,-19.840999999999998,56
166,167,167,Johnson Wagner,85,-0.35600000000000004,-26.311999999999998,74
167,168,168,David Lutterus,69,-0.368,-20.631,56
168,169,169,Steve Flesch,78,-0.386,-25.118000000000002,65
169,170,170,Richard Johnson,90,-0.38799999999999996,-28.357,73
170,171,171,Jeff Quinney,91,-0.402,-32.141999999999996,80
171,172,172,Bryce Molder,84,-0.406,-29.673000000000002,73
172,173,173,Brett Quigley,96,-0.42200000000000004,-37.167,88
173,174,174,Brent Delahoussaye,57,-0.467,-21.926,47
174,175,175,Justin Bolli,55,-0.475,-19.957,42
175,176,176,Skip Kendall,58,-0.486,-23.794,49
176,177,177,George McNeill,79,-0.488,-34.181999999999995,70
177,178,178,Trevor Immelman,55,-0.501,-21.543000000000003,43
178,179,179,Luke Donald,71,-0.506,-26.826,53
179,180,180,Jimmy Walker,82,-0.5379999999999999,-37.637,70
180,181,181,Greg Chalmers,93,-0.555,-48.282,87
181,182,182,Nathan Green,86,-0.5660000000000001,-45.873000000000005,81
182,183,183,Brenden Pappas,66,-0.593,-32.615,55
183,184,184,Brian Gay,101,-0.597,-48.933,82
184,185,185,Chad Collins,87,-0.66,-49.477,75
