,Driving_Pct._320_Measured_RANK THIS WEEK,Driving_Pct._320_Measured_RANK LAST WEEK,Driving_Pct._320_Measured_PLAYER NAME,Driving_Pct._320_Measured_ROUNDS,Driving_Pct._320_Measured_%,Driving_Pct._320_Measured_TOTAL DRIVES FOR 320+,Driving_Pct._320_Measured_TOTAL DRVS - OVERALL,Driving_Pct._320_Measured_RELATIVE TO PAR
0,1,1,Robert Garrigus,71,41.54,54.0,130,-0.13
1,2,2,J.B. Holmes,100,30.73,59.0,192,-0.29
2,T3,T3,Dustin Johnson,83,30.0,42.0,140,-0.38
3,T3,T3,Bubba Watson,77,30.0,45.0,150,-0.38
4,5,5,Ángel Cabrera,64,27.36,29.0,106,-0.14
5,6,6,Graham DeLaet,88,26.22,43.0,164,-0.35
6,7,7,Martin Flores,75,26.06,37.0,142,-0.22
7,8,8,Brett Wetterich,54,24.07,26.0,108,-0.19
8,9,9,John Daly,63,21.57,22.0,102,+0.09
9,10,10,Charles Warren,64,20.54,23.0,112,-0.09
10,11,11,D.J. Trahan,92,20.11,37.0,184,-0.08
11,12,12,Garth Mulroy,53,18.37,18.0,98,-0.22
12,13,13,Phil Mickelson,76,17.19,22.0,128,-0.23
13,14,14,Daniel Chopra,74,16.89,25.0,148,-0.32
14,15,15,Jeff Overton,89,16.05,26.0,162,-0.19
15,16,16,Matt Bettencourt,91,15.82,25.0,158,-0.48
16,17,17,Nick Watney,91,15.79,24.0,152,-0.54
17,18,18,Aaron Baddeley,94,15.76,29.0,184,-0.17
18,19,19,Jason Day,82,15.38,24.0,156,-0.21
19,20,20,Rory McIlroy,54,14.77,13.0,88,-0.38
20,21,21,Cameron Tringale,55,14.29,14.0,98,-0.29
21,22,22,Scott Piercy,88,14.2,25.0,176,-0.12
22,23,23,Martin Laird,91,14.04,25.0,178,-0.16
23,24,24,Sergio Garcia,58,13.75,11.0,80,-0.55
24,25,25,Lucas Glover,75,13.71,17.0,124,-0.65
25,26,26,Padraig Harrington,57,13.54,13.0,96,-0.31
26,27,27,Charley Hoffman,85,13.25,22.0,166,-0.18
27,28,28,Mathias Grönberg,61,13.21,14.0,106,-0.36
28,29,29,Jarrod Lyle,54,13.04,12.0,92,-0.25
29,30,30,Matt Jones,89,12.92,23.0,178,-0.39
30,31,31,Marc Leishman,87,12.66,20.0,158,-0.30
31,32,32,Troy Matteson,84,11.9,20.0,168,-0.30
32,33,33,John Rollins,81,11.69,18.0,154,-0.17
33,34,34,Ryan Palmer,84,11.59,19.0,164,-0.21
34,35,35,Paul Casey,64,11.46,11.0,96,-0.09
35,36,36,Stewart Cink,84,11.43,16.0,140,-0.44
36,37,37,Charles Howell III,103,11.11,22.0,198,-0.32
37,T38,T38,Davis Love III,79,10.96,16.0,146,-0.31
38,T38,T38,Andres Romero,73,10.96,16.0,146,+0.06
39,40,40,Ernie Els,72,10.83,13.0,120,-0.23
40,41,41,Bill Lunde,79,10.67,16.0,150,-0.44
41,42,42,Boo Weekley,88,10.63,17.0,160,-0.18
42,T43,T43,Blake Adams,84,10.37,17.0,164,-0.41
43,T43,T43,J.J. Henry,92,10.37,17.0,164,-0.59
44,45,45,Adam Scott,70,10.34,12.0,116,-0.33
45,46,46,Steve Elkington,74,10.29,14.0,136,-0.50
46,47,47,Derek Lamely,81,10.27,15.0,146,-0.67
47,48,48,Chris Wilson,65,10.17,12.0,118,-0.33
48,49,49,Alex Prugh,88,9.88,17.0,172,-0.47
49,50,50,John Merrick,109,9.6,19.0,198,-0.42
50,51,51,Vijay Singh,75,9.38,12.0,128,-0.33
51,52,52,Retief Goosen,75,9.32,11.0,118,-0.36
52,53,53,Justin Rose,78,9.21,14.0,152,-0.50
53,54,54,Camilo Villegas,78,9.17,11.0,120,-0.45
54,55,55,Chris Couch,66,9.09,12.0,132,-0.25
55,56,56,Roland Thatcher,72,9.03,13.0,144,E
56,57,57,Jimmy Walker,82,8.97,14.0,156,-0.07
57,58,58,Nicholas Thompson,88,8.93,15.0,168,-0.53
58,T59,T59,Robert Allenby,76,8.87,11.0,124,-0.18
59,T59,T59,Rich Barcelo,70,8.87,11.0,124,+0.09
60,61,61,Hunter Mahan,85,8.78,13.0,148,-0.46
61,62,62,Roger Tambellini,77,8.7,12.0,138,-0.08
62,T63,T63,Matt Every,60,8.62,10.0,116,-0.60
63,T63,T63,Kenny Perry,69,8.62,10.0,116,-0.10
64,65,65,Sean O'Hair,84,8.57,12.0,140,-0.25
65,T66,T66,Lee Janzen,77,8.44,13.0,154,-0.08
66,T66,T66,George McNeill,79,8.44,13.0,154,-0.15
67,T68,T68,Will MacKenzie,72,8.33,12.0,144,-0.17
68,T68,T68,Scott McCarron,90,8.33,15.0,180,-0.40
69,T68,T68,Andrew McLardy,52,8.33,8.0,96,+0.25
70,71,71,Tim Herron,79,8.22,12.0,146,-0.58
71,72,72,Josh Teater,101,8.08,16.0,198,-0.50
72,73,73,Bill Haas,87,8.02,13.0,162,-0.38
73,74,74,Rickie Fowler,98,7.98,15.0,188,-0.27
74,75,75,Jeff Gove,57,7.84,8.0,102,-0.13
75,76,76,Geoff Ogilvy,62,7.69,8.0,104,-0.75
76,77,77,Jonathan Byrd,85,7.65,13.0,170,-0.31
77,78,78,Cameron Percy,73,7.58,10.0,132,-0.30
78,79,79,John Senden,103,7.37,14.0,190,-0.21
79,80,80,Brenden Pappas,66,7.26,9.0,124,-0.11
80,81,81,Mathew Goggin,85,7.23,12.0,166,-0.33
81,T82,T82,Steve Lowery,67,7.14,9.0,126,-0.33
82,T82,T82,David Lutterus,69,7.14,9.0,126,-0.11
83,T84,T84,James Driscoll,78,7.05,11.0,156,-0.27
84,T84,T84,Kevin Stadler,86,7.05,11.0,156,-0.09
85,86,86,Kevin Streelman,90,6.98,12.0,172,-0.42
86,87,87,Bo Van Pelt,104,6.77,13.0,192,-0.08
87,T88,T88,Steve Stricker,73,6.67,8.0,120,-0.25
88,T88,T88,Y.E. Yang,72,6.67,8.0,120,-0.13
89,90,90,Kris Blanks,91,6.63,11.0,166,-0.18
90,T91,T91,Ryan Moore,80,6.52,9.0,138,+0.11
91,T91,T91,Greg Owen,69,6.52,9.0,138,-0.44
92,93,93,Paul Stankowski,62,6.48,7.0,108,-0.43
93,94,94,Kevin Sutherland,86,6.4,11.0,172,-0.45
94,95,95,Rory Sabbatini,79,6.25,9.0,144,-0.22
95,96,96,Michael Letzig,84,5.95,10.0,168,-0.10
96,97,97,James Nitties,92,5.81,10.0,172,-0.40
97,98,98,Stuart Appleby,101,5.79,11.0,190,-0.36
98,99,99,Vance Veazey,58,5.77,6.0,104,E
99,100,100,Tom Gillis,97,5.67,11.0,194,-0.36
100,101,101,Chad Campbell,94,5.62,10.0,178,-0.40
101,102,102,Trevor Immelman,55,5.56,5.0,90,-0.40
102,103,103,Ted Purdy,86,5.49,9.0,164,-0.56
103,104,104,Ian Poulter,55,5.41,4.0,74,+1.00
104,105,105,Troy Merritt,86,5.36,9.0,168,-0.44
105,106,106,Brian Stuard,81,5.33,8.0,150,-0.13
106,107,107,Henrik Bjornstad,72,5.3,7.0,132,-0.57
107,108,108,Chris Stroud,90,5.13,8.0,156,-0.38
108,109,109,Steve Marino,81,5.07,7.0,138,-0.57
109,110,110,David Duval,71,4.92,6.0,122,-0.33
110,111,111,Brendon de Jonge,114,4.9,10.0,204,-0.70
111,T112,T112,Joe Ogilvie,99,4.84,9.0,186,-0.67
112,T112,T112,Steve Wheatcroft,74,4.84,6.0,124,-0.17
113,114,114,Cameron Beckman,68,4.69,6.0,128,-0.33
114,115,115,Rod Pampling,77,4.55,7.0,154,E
115,116,116,K.J. Choi,82,4.41,6.0,136,-0.33
116,117,117,Jason Bohn,84,4.27,7.0,164,-0.14
117,118,118,Mike Weir,59,4.26,4.0,94,-0.50
118,T119,T119,Michael Bradley,77,4.11,6.0,146,-0.33
119,T119,T119,Chris Tidland,77,4.11,6.0,146,-0.50
120,121,121,Webb Simpson,98,4.08,8.0,196,-0.25
121,122,122,Aron Price,70,3.91,5.0,128,-0.40
122,123,123,Bob Estes,79,3.9,6.0,154,-0.50
123,124,124,Pat Perez,90,3.89,7.0,180,-0.57
124,125,125,Jeev Milkha Singh,59,3.85,4.0,104,-0.25
125,126,126,Matt Kuchar,97,3.61,6.0,166,E
126,127,127,Ben Crane,85,3.38,5.0,148,-0.40
127,128,128,Alex Cejka,81,3.33,5.0,150,-0.40
128,129,129,Ricky Barnes,103,3.3,6.0,182,-1.00
129,130,130,Cliff Kresge,50,3.26,3.0,92,-0.33
130,T131,T131,Brett Quigley,96,3.16,6.0,190,-1.00
131,T131,T131,Charlie Wi,95,3.16,6.0,190,-0.50
132,133,133,Johnson Wagner,85,3.09,5.0,162,+0.40
133,134,134,Nathan Green,86,3.05,5.0,164,-0.60
134,135,135,Jim Furyk,76,3.03,4.0,132,+0.50
135,136,136,Chris DiMarco,88,2.98,5.0,168,+0.20
136,137,137,Vaughn Taylor,87,2.87,5.0,174,-0.20
137,138,138,Woody Austin,93,2.81,5.0,178,E
138,T139,T139,Stephen Ames,75,2.78,4.0,144,E
139,T139,T139,John Mallinger,78,2.78,4.0,144,-0.25
140,T141,T141,Tim Clark,88,2.6,4.0,154,+0.25
141,T141,T141,David Toms,86,2.6,4.0,154,E
142,143,143,Luke Donald,71,2.59,3.0,116,+0.67
143,144,144,Freddie Jacobson,83,2.41,4.0,166,-0.50
144,145,145,D.A. Points,90,2.27,4.0,176,-0.25
145,T146,T146,Jeff Maggert,76,2.21,3.0,136,-0.33
146,T146,T146,Jay Williamson,76,2.21,3.0,136,-0.33
147,T148,T148,Steve Flesch,78,2.14,3.0,140,E
148,T148,T148,Billy Mayfair,78,2.14,3.0,140,-0.67
149,150,150,Dean Wilson,54,2.08,2.0,96,E
150,T151,T151,J.P. Hayes,79,2.0,3.0,150,+0.33
151,T151,T151,Skip Kendall,58,2.0,2.0,100,+0.50
