,Driving_Pct._320_All_Drives_RANK THIS WEEK,Driving_Pct._320_All_Drives_RANK LAST WEEK,Driving_Pct._320_All_Drives_PLAYER NAME,Driving_Pct._320_All_Drives_ROUNDS,Driving_Pct._320_All_Drives_%,Driving_Pct._320_All_Drives_TOTAL DRIVES FOR 320+,Driving_Pct._320_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._320_All_Drives_RELATIVE TO PAR
0,1,1,Dustin Johnson,83,25.34,224,884,-0.246
1,2,2,Robert Garrigus,71,24.38,208,853,-0.226
2,3,3,Bubba Watson,77,23.93,223,932,-0.305
3,4,4,J.B. Holmes,100,23.37,287,1228,-0.240
4,5,5,Ángel Cabrera,64,21.73,156,718,-0.231
5,6,6,John Daly,63,20.28,132,651,-0.189
6,7,7,Phil Mickelson,76,17.04,136,798,-0.228
7,8,8,Graham DeLaet,88,16.42,174,1060,-0.282
8,9,9,Brett Wetterich,54,15.41,114,740,-0.307
9,10,10,Martin Flores,75,15.36,137,892,-0.212
10,11,11,D.J. Trahan,92,13.26,152,1146,-0.125
11,12,12,Jason Day,82,13.23,131,990,-0.183
12,13,13,Martin Laird,91,12.49,138,1105,-0.159
13,14,14,Jeff Overton,89,12.31,122,991,-0.205
14,15,15,Nick Watney,91,12.22,118,966,-0.297
15,16,16,Daniel Chopra,74,11.95,111,929,-0.180
16,17,17,Garth Mulroy,53,11.79,69,585,-0.304
17,18,18,Scott Piercy,88,11.76,133,1131,-0.323
18,19,19,Charley Hoffman,85,11.18,120,1073,-0.183
19,20,20,Lucas Glover,75,11.02,91,826,-0.275
20,21,21,Rory McIlroy,54,10.89,61,560,-0.148
21,22,22,Aaron Baddeley,94,10.78,132,1225,-0.311
22,23,23,Troy Matteson,84,10.24,112,1094,-0.196
23,24,24,Alex Prugh,88,10.23,114,1114,-0.219
24,T25,T25,Paul Casey,64,10.19,63,618,-0.270
25,T25,T25,Cameron Tringale,55,10.19,64,628,-0.141
26,T27,T27,Retief Goosen,75,10.03,74,738,-0.297
27,T27,T27,Charles Warren,64,10.03,77,768,-0.182
28,29,29,John Rollins,81,9.71,102,1051,-0.176
29,30,30,Matt Bettencourt,91,9.67,94,972,-0.234
