,Hang_Time_RANK THIS WEEK,Hang_Time_RANK LAST WEEK,Hang_Time_PLAYER NAME,Hang_Time_ROUNDS,Hang_Time_AVG.,Hang_Time_TOTAL ACTUAL HANG TIME,Hang_Time_TOTAL ATTEMPTS,Hang_Time_LONGEST ACT. HANG TIME,Hang_Time_SHORTEST ACT. HANG TIME
27,T24,T24,Mathew Goggin,85,6.5,346.6,53,7.4,5.0
28,T24,T24,Retief Goosen,75,6.5,311.8,48,7.6,4.1
29,T24,T24,Charley Hoffman,85,6.5,480.2,74,7.4,2.8
30,T24,T24,Phil Mickelson,76,6.5,292.7,45,8.0,2.9
31,T24,T24,Joe Ogilvie,99,6.5,500.9,77,7.6,4.7
32,T24,T24,Brenden Pappas,66,6.5,258.7,40,7.4,5.0
33,T24,T24,Scott Piercy,88,6.5,385.0,59,7.8,4.9
34,T24,T24,Alex Prugh,88,6.5,441.0,68,7.7,3.2
35,T24,T24,Brett Quigley,96,6.5,464.8,72,7.3,4.1
36,T24,T24,John Rollins,81,6.5,460.3,71,7.4,4.4
37,T24,T24,Adam Scott,70,6.5,376.6,58,7.3,4.6
38,T24,T24,Vijay Singh,75,6.5,381.7,59,7.4,4.7
39,T24,T24,Kevin Streelman,90,6.5,453.5,70,7.4,4.9
40,T24,T24,Mark Wilson,87,6.5,445.6,69,7.5,0.7
41,T42,T42,Stuart Appleby,101,6.4,549.3,86,7.6,3.6
42,T42,T42,Paul Casey,64,6.4,218.3,34,7.2,5.0
43,T42,T42,Daniel Chopra,74,6.4,364.8,57,7.5,3.8
44,T42,T42,Stewart Cink,84,6.4,422.2,66,7.8,4.6
45,T42,T42,Ben Curtis,78,6.4,426.1,67,7.3,4.7
46,T42,T42,John Daly,63,6.4,178.2,28,7.4,4.3
47,T42,T42,J.J. Henry,92,6.4,445.6,70,7.5,2.0
48,T42,T42,Lee Janzen,77,6.4,362.6,57,7.4,5.0
49,T42,T42,Dustin Johnson,83,6.4,395.4,62,8.0,3.2
50,T42,T42,Matt Jones,89,6.4,470.2,73,7.4,4.1
51,T42,T42,Bill Lunde,79,6.4,371.6,58,7.6,3.9
52,T42,T42,Will MacKenzie,72,6.4,375.8,59,7.7,4.0
53,T42,T42,Billy Mayfair,78,6.4,340.4,53,7.3,4.3
54,T42,T42,Andrew McLardy,52,6.4,197.7,31,7.6,2.5
55,T42,T42,John Merrick,109,6.4,534.8,83,7.4,2.7
56,T42,T42,Greg Owen,69,6.4,381.7,60,7.2,4.4
57,T42,T42,Cameron Percy,73,6.4,321.8,50,7.3,4.1
58,T42,T42,Andres Romero,73,6.4,399.7,62,7.4,3.8
59,T42,T42,Michael Sim,64,6.4,308.9,48,7.3,4.5
60,T42,T42,Heath Slocum,97,6.4,499.4,78,7.1,5.1
61,T42,T42,Kevin Stadler,86,6.4,389.1,61,7.6,4.0
62,T42,T42,Roland Thatcher,72,6.4,384.1,60,7.5,2.8
63,T42,T42,Nicholas Thompson,88,6.4,423.2,66,7.4,3.8
64,T42,T42,Cameron Tringale,55,6.4,244.2,38,7.5,3.9
65,T66,T66,Robert Allenby,76,6.3,357.4,57,7.2,5.0
66,T66,T66,Mark Calcavecchia,50,6.3,245.3,39,7.5,3.1
67,T66,T66,Michael Connell,89,6.3,433.7,69,7.2,4.3
68,T66,T66,Chris DiMarco,88,6.3,390.8,62,7.3,2.4
69,T66,T66,James Driscoll,78,6.3,381.4,61,7.2,4.6
70,T66,T66,Joe Durant,67,6.3,282.1,45,7.2,5.4
71,T66,T66,Bill Haas,87,6.3,469.2,75,7.4,3.0
72,T66,T66,Tim Herron,79,6.3,363.4,58,7.3,4.0
73,T66,T66,Ryuji Imada,90,6.3,507.6,80,8.0,4.4
74,T66,T66,Jarrod Lyle,54,6.3,251.9,40,7.2,4.4
75,T66,T66,Scott McCarron,90,6.3,456.1,72,7.7,2.7
76,T66,T66,George McNeill,79,6.3,359.9,57,7.3,3.4
77,T66,T66,Rocco Mediate,71,6.3,347.1,55,7.2,4.5
78,T66,T66,Tom Pernice Jr.,74,6.3,276.5,44,7.3,4.6
79,T66,T66,D.A. Points,90,6.3,443.3,70,7.3,4.9
80,T66,T66,Justin Rose,78,6.3,406.8,65,7.3,0.7
81,T66,T66,Brandt Snedeker,89,6.3,492.4,78,7.3,4.0
82,T66,T66,Steve Stricker,73,6.3,396.7,63,7.5,4.4
83,T66,T66,Chris Stroud,90,6.3,369.0,59,7.3,3.9
84,T66,T66,Roger Tambellini,77,6.3,351.1,56,7.9,0.6
85,T66,T66,Vaughn Taylor,87,6.3,432.4,69,7.1,4.5
86,T66,T66,D.J. Trahan,92,6.3,497.8,79,7.4,3.9
87,T66,T66,Bo Van Pelt,104,6.3,501.6,79,7.8,2.5
88,T66,T66,Boo Weekley,88,6.3,440.8,70,7.2,4.4
89,T66,T66,Chris Wilson,65,6.3,276.1,44,7.4,3.5
90,T91,T91,Blake Adams,84,6.2,422.3,68,7.3,1.4
91,T91,T91,Rich Barcelo,70,6.2,295.2,48,7.3,1.8
92,T91,T91,Jason Bohn,84,6.2,476.8,77,7.1,4.0
93,T91,T91,Brian Davis,101,6.2,461.9,74,7.1,3.7
94,T91,T91,Brendon de Jonge,114,6.2,554.7,90,7.4,2.8
95,T91,T91,Jason Dufner,87,6.2,388.3,63,7.2,4.8
96,T91,T91,David Duval,71,6.2,242.3,39,7.4,4.2
97,T91,T91,Steve Elkington,74,6.2,315.0,51,6.9,4.7
98,T91,T91,Matt Every,60,6.2,261.6,42,7.3,2.4
99,T91,T91,Martin Flores,75,6.2,333.3,54,7.5,3.3
100,T91,T91,Jeff Gove,57,6.2,215.6,35,7.1,4.3
101,T91,T91,Mathias Grönberg,61,6.2,230.7,37,7.1,4.5
102,T91,T91,Zach Johnson,93,6.2,480.6,78,7.0,1.3
103,T91,T91,Jerry Kelly,99,6.2,454.8,73,7.2,4.6
104,T91,T91,Martin Laird,91,6.2,450.9,73,7.3,4.0
105,T91,T91,Michael Letzig,84,6.2,428.7,69,7.5,2.7
106,T91,T91,Spencer Levin,110,6.2,506.3,82,7.4,4.5
107,T91,T91,Hunter Mahan,85,6.2,459.9,74,7.2,4.2
108,T91,T91,Troy Merritt,86,6.2,403.9,65,7.3,3.6
109,T91,T91,Sean O'Hair,84,6.2,405.2,65,7.3,3.8
110,T91,T91,Jeff Overton,89,6.2,402.1,65,7.5,3.7
111,T91,T91,Pat Perez,90,6.2,459.3,74,7.7,1.9
112,T91,T91,Ian Poulter,55,6.2,228.7,37,7.1,3.4
113,T91,T91,Aron Price,70,6.2,299.0,48,6.9,3.4
114,T91,T91,Rory Sabbatini,79,6.2,322.0,52,7.6,3.7
115,T91,T91,John Senden,103,6.2,512.3,82,7.3,4.0
116,T91,T91,Brian Stuard,81,6.2,412.2,67,7.4,1.1
117,T91,T91,Chris Tidland,77,6.2,369.6,60,7.2,3.4
118,T91,T91,David Toms,86,6.2,413.2,67,7.3,4.2
119,T91,T91,Nick Watney,91,6.2,433.8,70,7.2,4.7
120,T91,T91,Brett Wetterich,54,6.2,234.8,38,7.4,4.1
121,T122,T122,Briny Baird,87,6.1,408.3,67,7.0,2.9
122,T122,T122,Cameron Beckman,68,6.1,329.0,54,7.2,4.7
123,T122,T122,Kris Blanks,91,6.1,417.5,68,7.2,1.6
124,T122,T122,Michael Bradley,77,6.1,285.5,47,7.2,2.5
125,T122,T122,Ángel Cabrera,64,6.1,328.3,54,7.4,2.2
126,T122,T122,Jason Day,82,6.1,385.0,63,7.5,4.4
127,T122,T122,Steve Flesch,78,6.1,315.4,52,6.5,5.2
128,T122,T122,Robert Garrigus,71,6.1,255.6,42,7.5,2.6
129,T122,T122,Steve Lowery,67,6.1,282.0,46,7.4,2.6
130,T122,T122,Bryce Molder,84,6.1,423.8,69,7.1,3.9
131,T122,T122,Ryan Moore,80,6.1,371.9,61,7.3,4.7
132,T122,T122,Rod Pampling,77,6.1,365.0,60,6.9,4.5
133,T122,T122,Kenny Perry,69,6.1,361.0,59,7.1,4.8
134,T122,T122,Tim Petrovic,105,6.1,482.9,79,6.8,3.8
135,T122,T122,Carl Pettersson,99,6.1,543.1,89,7.3,2.7
136,T122,T122,Webb Simpson,98,6.1,525.1,86,7.1,3.6
137,T122,T122,Jeev Milkha Singh,59,6.1,206.0,34,7.0,4.9
138,T122,T122,Jerod Turner,54,6.1,226.0,37,7.0,3.2
139,T122,T122,Vance Veazey,58,6.1,244.8,40,7.4,4.4
140,T122,T122,Bubba Watson,77,6.1,378.2,62,7.8,3.8
141,T122,T122,Charlie Wi,95,6.1,467.9,77,7.0,3.2
142,T122,T122,Garrett Willis,82,6.1,390.4,64,6.9,4.5
143,T144,T144,Matt Bettencourt,91,6.0,304.1,51,7.8,3.9
144,T144,T144,Justin Bolli,55,6.0,222.4,37,6.9,4.0
145,T144,T144,Greg Chalmers,93,6.0,512.2,86,7.3,2.1
146,T144,T144,Chad Collins,87,6.0,442.0,74,7.2,4.3
147,T144,T144,Jim Furyk,76,6.0,410.5,68,6.9,4.7
148,T144,T144,Brian Gay,101,6.0,511.0,85,6.7,4.7
149,T144,T144,Nathan Green,86,6.0,394.8,66,7.0,3.6
150,T144,T144,J.P. Hayes,79,6.0,386.1,64,6.9,4.3
151,T144,T144,Charles Howell III,103,6.0,512.9,86,7.2,4.0
152,T144,T144,Richard Johnson,90,6.0,329.5,55,7.3,3.5
153,T144,T144,Greg Kraft,52,6.0,198.2,33,6.9,4.1
154,T144,T144,Matt Kuchar,97,6.0,457.3,76,7.1,4.4
155,T144,T144,Jeff Maggert,76,6.0,352.0,59,6.6,4.2
156,T144,T144,John Mallinger,78,6.0,293.7,49,7.2,4.0
157,T144,T144,Omar Uresti,74,6.0,323.6,54,6.7,1.9
158,T144,T144,Steve Wheatcroft,74,6.0,275.4,46,7.1,2.9
159,T144,T144,Jay Williamson,76,6.0,315.9,53,7.2,4.6
160,T161,T161,Stephen Ames,75,5.9,332.1,56,7.1,4.3
161,T161,T161,Ricky Barnes,103,5.9,451.2,76,7.3,2.0
162,T161,T161,Craig Bowden,56,5.9,219.9,37,6.9,5.1
163,T161,T161,Chad Campbell,94,5.9,416.1,70,7.4,3.2
164,T161,T161,K.J. Choi,82,5.9,354.1,60,7.0,4.3
165,T161,T161,Ernie Els,72,5.9,342.6,58,7.1,1.4
166,T161,T161,Tom Gillis,97,5.9,492.7,84,7.1,3.5
167,T161,T161,Lucas Glover,75,5.9,333.2,56,7.0,3.9
168,T161,T161,Paul Goydos,78,5.9,390.0,66,6.9,2.8
169,T161,T161,Freddie Jacobson,83,5.9,428.0,73,6.8,4.7
170,T161,T161,Kevin Johnson,62,5.9,249.2,42,6.8,3.0
171,T161,T161,Skip Kendall,58,5.9,225.0,38,6.9,3.4
172,T161,T161,Justin Leonard,89,5.9,431.1,73,6.9,4.7
173,T161,T161,David Lutterus,69,5.9,269.8,46,7.1,1.9
174,T161,T161,James Nitties,92,5.9,332.5,56,7.4,2.0
175,T161,T161,Chris Riley,73,5.9,327.7,56,6.7,4.5
176,T161,T161,Camilo Villegas,78,5.9,303.0,51,7.2,3.8
177,T161,T161,Johnson Wagner,85,5.9,404.4,68,6.9,3.4
178,T161,T161,Dean Wilson,54,5.9,201.0,34,6.7,4.4
179,T180,T180,Henrik Bjornstad,72,5.8,297.1,51,6.8,2.4
180,T180,T180,Tim Clark,88,5.8,373.7,64,6.7,4.7
181,T180,T180,Brent Delahoussaye,57,5.8,209.1,36,6.5,4.9
182,T180,T180,Bob Estes,79,5.8,372.5,64,6.8,4.1
183,T180,T180,Trevor Immelman,55,5.8,224.4,39,7.0,3.3
184,T180,T180,Cliff Kresge,50,5.8,191.6,33,6.9,3.6
185,T180,T180,Shaun Micheel,70,5.8,265.0,46,6.7,3.3
186,T180,T180,Kevin Na,94,5.8,421.0,72,7.1,3.8
187,T180,T180,Jeff Quinney,91,5.8,370.8,64,6.7,4.6
188,T180,T180,Scott Verplank,74,5.8,344.7,59,6.9,4.5
189,T180,T180,Y.E. Yang,72,5.8,290.5,50,7.2,3.8
190,191,191,Brad Faxon,58,5.7,260.9,46,6.9,3.8
191,192,192,Mike Weir,59,5.4,214.8,40,6.6,3.1
