,Driving_Pct.__240_All_Drives_RANK THIS WEEK,Driving_Pct.__240_All_Drives_RANK LAST WEEK,Driving_Pct.__240_All_Drives_PLAYER NAME,Driving_Pct.__240_All_Drives_ROUNDS,Driving_Pct.__240_All_Drives_%,Driving_Pct.__240_All_Drives_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct.__240_All_Drives_RELATIVE TO PAR
90,91,91,D.A. Points,90,5.28,58,1099,+0.276
91,92,92,Y.E. Yang,72,5.27,43,816,+0.116
92,93,93,Bubba Watson,77,5.26,49,932,+0.163
93,94,94,Brenden Pappas,66,5.24,40,764,+0.275
94,95,95,Padraig Harrington,57,5.23,32,612,+0.188
95,96,96,Jason Dufner,87,5.21,50,960,+0.220
96,T97,T97,Ben Curtis,78,5.19,48,924,+0.104
97,T97,T97,Billy Mayfair,78,5.19,47,906,+0.191
98,T99,T99,Michael Connell,89,5.11,55,1076,-0.036
99,T99,T99,Cliff Kresge,50,5.11,32,626,+0.313
100,101,101,Rickie Fowler,98,5.1,59,1157,+0.153
101,T102,T102,Tim Petrovic,105,5.03,66,1311,+0.030
102,T102,T102,Carl Pettersson,99,5.03,58,1152,+0.138
103,104,104,Rory Sabbatini,79,5.0,47,940,+0.149
104,T105,T105,David Lutterus,69,4.99,39,781,+0.333
105,T105,T105,Roger Tambellini,77,4.99,43,862,+0.326
106,107,107,Martin Laird,91,4.98,55,1105,+0.273
107,108,108,Rocco Mediate,71,4.96,42,847,+0.214
108,109,109,Matt Jones,89,4.95,55,1112,+0.127
109,110,110,Rich Barcelo,70,4.94,40,809,+0.425
110,111,111,Ryan Moore,80,4.92,42,853,+0.143
111,112,112,Chris Riley,73,4.9,43,878,+0.093
112,113,113,Jeff Gove,57,4.89,30,613,+0.200
113,114,114,Zach Johnson,93,4.85,51,1051,+0.059
114,115,115,Chris Tidland,77,4.84,46,951,+0.304
115,T116,T116,Derek Lamely,81,4.83,43,890,+0.186
116,T116,T116,Jarrod Lyle,54,4.83,31,642,+0.161
117,118,118,Troy Matteson,84,4.75,52,1094,+0.135
118,119,119,Dean Wilson,54,4.74,31,654,+0.290
119,T120,T120,Aron Price,70,4.73,41,866,+0.122
120,T120,T120,Michael Sim,64,4.73,35,740,+0.171
121,122,122,Kenny Perry,69,4.72,37,784,-0.027
122,123,123,Adam Scott,70,4.7,34,724,+0.206
123,124,124,Michael Letzig,84,4.67,52,1114,+0.115
124,125,125,Will MacKenzie,72,4.64,44,949,+0.068
125,126,126,Chris Couch,66,4.62,38,823,+0.289
126,127,127,Brendon de Jonge,114,4.59,58,1264,+0.086
127,128,128,James Driscoll,78,4.56,47,1030,+0.298
128,129,129,Matt Every,60,4.53,32,707,+0.188
129,130,130,Stewart Cink,84,4.5,41,912,E
130,131,131,Jonathan Byrd,85,4.47,51,1142,+0.196
131,132,132,Matt Bettencourt,91,4.42,43,972,+0.442
132,133,133,Ted Purdy,86,4.41,46,1043,+0.370
133,134,134,John Rollins,81,4.38,46,1051,+0.239
134,135,135,Graham DeLaet,88,4.34,46,1060,+0.196
135,136,136,Paul Stankowski,62,4.32,32,740,+0.063
136,T137,T137,John Daly,63,4.3,28,651,+0.179
137,T137,T137,Josh Teater,101,4.3,55,1280,+0.236
138,T139,T139,Matt Kuchar,97,4.29,45,1048,+0.133
139,T139,T139,Jeev Milkha Singh,59,4.29,31,722,+0.258
140,141,141,John Merrick,109,4.28,55,1286,+0.164
141,142,142,Mark Wilson,87,4.26,47,1104,+0.149
142,T143,T143,Robert Allenby,76,4.22,36,854,+0.028
143,T143,T143,Ian Poulter,55,4.22,20,474,+0.350
144,T145,T145,Daniel Chopra,74,4.2,39,929,+0.436
145,T145,T145,Steve Marino,81,4.2,37,882,-0.027
146,147,147,Bo Van Pelt,104,4.11,50,1216,-0.040
147,148,148,Jeff Maggert,76,4.1,36,877,+0.056
148,149,149,Steve Wheatcroft,74,4.09,33,806,+0.455
149,150,150,Mathew Goggin,85,4.06,43,1059,+0.349
150,151,151,Mathias Grönberg,61,4.01,28,698,+0.179
151,T152,T152,Aaron Baddeley,94,4.0,49,1225,+0.224
152,T152,T152,Jay Williamson,76,4.0,34,849,+0.235
153,154,154,Robert Garrigus,71,3.99,34,853,+0.529
154,T155,T155,Bill Lunde,79,3.98,37,930,+0.351
155,T155,T155,Scott Piercy,88,3.98,45,1131,+0.333
156,T157,T157,Ángel Cabrera,64,3.9,28,718,+0.214
157,T157,T157,Vaughn Taylor,87,3.9,43,1102,+0.326
158,T157,T157,David Toms,86,3.9,38,974,+0.079
159,T160,T160,Kevin Stadler,86,3.78,38,1004,+0.132
160,T160,T160,Boo Weekley,88,3.78,39,1033,+0.103
161,162,162,Joe Ogilvie,99,3.76,45,1196,+0.178
162,163,163,Tom Gillis,97,3.75,47,1254,+0.106
163,164,164,Sean O'Hair,84,3.74,34,910,+0.176
164,T165,T165,Nicholas Thompson,88,3.73,40,1071,+0.325
165,T165,T165,Nick Watney,91,3.73,36,966,+0.028
166,167,167,Chris Stroud,90,3.7,37,1001,+0.351
167,168,168,Mark Calcavecchia,50,3.69,17,461,+0.235
168,169,169,Alex Prugh,88,3.59,40,1114,+0.075
169,170,170,Kevin Streelman,90,3.58,40,1116,+0.225
170,171,171,Joe Durant,67,3.54,28,792,+0.071
171,T172,T172,Ernie Els,72,3.51,27,770,+0.222
172,T172,T172,Vijay Singh,75,3.51,28,798,+0.143
173,174,174,Garth Mulroy,53,3.42,20,585,+0.300
174,175,175,Cameron Tringale,55,3.34,21,628,+0.143
175,176,176,Andres Romero,73,3.28,33,1005,+0.030
176,T177,T177,J.B. Holmes,100,3.18,39,1228,+0.051
177,T177,T177,Chris Wilson,65,3.18,23,724,+0.522
178,179,179,Ben Crane,85,3.15,29,922,+0.034
179,180,180,Martin Flores,75,3.14,28,892,+0.714
180,181,181,Hunter Mahan,85,3.1,29,934,+0.172
181,182,182,Tim Herron,79,3.01,29,962,+0.379
182,183,183,Brett Wetterich,54,2.84,21,740,+0.048
183,184,184,Dustin Johnson,83,2.83,25,884,+0.120
184,185,185,Charley Hoffman,85,2.8,30,1073,+0.067
185,186,186,Andrew McLardy,52,2.77,17,614,+0.118
186,187,187,Charles Warren,64,2.6,20,768,+0.050
187,188,188,Ryan Palmer,84,2.53,25,988,+0.200
188,189,189,Phil Mickelson,76,2.51,20,798,E
189,190,190,Cameron Percy,73,2.43,20,823,+0.150
190,191,191,D.J. Trahan,92,2.36,27,1146,E
191,192,192,Rory McIlroy,54,2.14,12,560,-0.167
