,Driving_Pct.__240_All_Drives_RANK THIS WEEK,Driving_Pct.__240_All_Drives_RANK LAST WEEK,Driving_Pct.__240_All_Drives_PLAYER NAME,Driving_Pct.__240_All_Drives_ROUNDS,Driving_Pct.__240_All_Drives_%,Driving_Pct.__240_All_Drives_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct.__240_All_Drives_RELATIVE TO PAR
0,1,1,Brad Faxon,58,13.34,89,667,+0.315
1,2,2,Mike Weir,59,12.23,68,556,+0.235
2,3,3,Trevor Immelman,55,11.6,69,595,+0.246
3,4,4,Michael Bradley,77,11.55,110,952,+0.073
4,5,5,Brian Gay,101,10.03,115,1146,+0.113
5,6,6,Jim Furyk,76,9.81,82,836,+0.049
6,7,7,Shaun Micheel,70,9.3,69,742,+0.101
7,8,8,Kevin Johnson,62,9.08,62,683,+0.226
8,9,9,Steve Flesch,78,8.77,79,901,+0.127
9,10,10,Alex Cejka,81,8.68,82,945,+0.268
10,11,11,Nathan Green,86,8.58,97,1130,+0.165
11,12,12,Charlie Wi,95,8.48,105,1238,+0.048
12,13,13,Bryce Molder,84,8.46,86,1016,-0.012
13,14,14,Craig Bowden,56,8.36,56,670,+0.107
14,15,15,J.P. Hayes,79,8.25,78,946,+0.064
15,16,16,Richard Johnson,90,8.15,83,1018,+0.193
16,17,17,Bob Estes,79,8.12,80,985,+0.063
17,18,18,Kevin Na,94,7.87,83,1055,+0.048
18,19,19,Luke Donald,71,7.77,57,734,+0.105
19,20,20,Jeff Quinney,91,7.66,85,1110,+0.259
20,21,21,Tim Clark,88,7.61,72,946,-0.083
21,22,22,Greg Kraft,52,7.55,41,543,+0.293
22,23,23,David Duval,71,7.48,58,775,+0.172
23,T24,T24,Sergio Garcia,58,7.4,37,500,+0.189
24,T24,T24,Lee Janzen,77,7.4,72,973,+0.139
25,26,26,Rod Pampling,77,7.39,72,974,+0.139
26,T27,T27,Greg Chalmers,93,7.28,88,1208,+0.193
27,T27,T27,Chad Collins,87,7.28,76,1044,+0.158
28,29,29,Jerry Kelly,99,7.24,83,1146,+0.036
29,30,30,Steve Elkington,74,6.99,57,816,+0.105
30,T31,T31,Kris Blanks,91,6.89,71,1031,+0.225
31,T31,T31,Johnson Wagner,85,6.89,71,1031,+0.197
32,33,33,Paul Goydos,78,6.85,63,920,+0.032
33,34,34,Jerod Turner,54,6.83,38,556,+0.289
34,35,35,Paul Casey,64,6.8,42,618,-0.095
35,36,36,Steve Stricker,73,6.76,53,784,+0.057
36,37,37,Stephen Ames,75,6.65,64,962,+0.094
37,38,38,John Senden,103,6.6,80,1212,+0.063
38,39,39,Brent Delahoussaye,57,6.57,43,654,+0.186
39,40,40,Scott McCarron,90,6.5,75,1153,+0.120
40,41,41,Pat Perez,90,6.47,75,1160,+0.067
41,T42,T42,Briny Baird,87,6.46,71,1099,+0.169
42,T42,T42,Jason Day,82,6.46,64,990,+0.172
43,44,44,Brian Davis,101,6.38,79,1239,+0.114
44,45,45,Jason Bohn,84,6.34,65,1026,-0.077
45,T46,T46,Charles Howell III,103,6.32,79,1250,+0.076
46,T46,T46,Freddie Jacobson,83,6.32,68,1076,+0.103
47,48,48,Scott Verplank,74,6.27,49,781,+0.122
48,49,49,Steve Lowery,67,6.18,48,777,+0.417
49,50,50,John Mallinger,78,6.17,56,907,+0.250
50,51,51,Justin Rose,78,6.15,60,975,+0.017
51,52,52,Blake Adams,84,6.14,64,1043,+0.250
52,53,53,Cameron Beckman,68,6.08,50,823,+0.180
53,54,54,Brandt Snedeker,89,6.05,63,1042,+0.190
54,55,55,Vance Veazey,58,5.99,40,668,+0.275
55,56,56,Ryuji Imada,90,5.97,70,1172,-0.014
56,57,57,Woody Austin,93,5.89,68,1155,+0.279
57,T58,T58,Bill Haas,87,5.85,61,1042,-0.033
58,T58,T58,Skip Kendall,58,5.85,40,684,+0.225
59,60,60,Justin Bolli,55,5.81,34,585,+0.235
60,61,61,Tom Pernice Jr.,74,5.8,47,810,-0.043
61,62,62,Webb Simpson,98,5.79,74,1278,+0.162
62,63,63,Justin Leonard,89,5.78,58,1003,+0.276
63,64,64,Chris DiMarco,88,5.73,62,1082,+0.065
64,65,65,Geoff Ogilvy,62,5.71,40,700,+0.100
65,66,66,Heath Slocum,97,5.68,58,1022,-0.052
66,67,67,K.J. Choi,82,5.65,48,850,+0.396
67,T68,T68,J.J. Henry,92,5.64,62,1099,+0.194
68,T68,T68,Camilo Villegas,78,5.64,44,780,+0.227
69,70,70,Davis Love III,79,5.63,52,924,+0.269
70,T71,T71,Henrik Bjornstad,72,5.6,46,822,+0.152
71,T71,T71,Roland Thatcher,72,5.6,53,946,+0.434
72,73,73,Lucas Glover,75,5.57,46,826,+0.087
73,74,74,Marc Leishman,87,5.56,56,1008,+0.054
74,75,75,Stuart Appleby,101,5.55,68,1226,+0.132
75,76,76,Troy Merritt,86,5.5,59,1072,+0.305
76,77,77,Chad Campbell,94,5.49,62,1129,+0.194
77,T78,T78,Ricky Barnes,103,5.47,63,1152,+0.222
78,T78,T78,Brett Quigley,96,5.47,67,1224,+0.209
79,T78,T78,Brian Stuard,81,5.47,54,988,+0.130
80,T81,T81,Jimmy Walker,82,5.46,53,971,+0.226
81,T81,T81,Garrett Willis,82,5.46,54,989,+0.296
82,83,83,Kevin Sutherland,86,5.45,59,1082,-0.034
83,84,84,George McNeill,79,5.43,53,976,+0.226
84,T85,T85,Retief Goosen,75,5.42,40,738,-0.025
85,T85,T85,James Nitties,92,5.42,61,1125,+0.475
86,T87,T87,Spencer Levin,110,5.35,73,1364,+0.082
87,T87,T87,Jeff Overton,89,5.35,53,991,+0.283
88,89,89,Greg Owen,69,5.33,46,863,+0.196
89,90,90,Omar Uresti,74,5.31,45,848,-0.044
