,Best_YTD_Streak_wo_a_3-Putt_RANK THIS WEEK,Best_YTD_Streak_wo_a_3-Putt_RANK LAST WEEK,Best_YTD_Streak_wo_a_3-Putt_PLAYER NAME,Best_YTD_Streak_wo_a_3-Putt_EVENTS,Best_YTD_Streak_wo_a_3-Putt_BEST STREAK,Best_YTD_Streak_wo_a_3-Putt_CURRENT STREAK
0,1,1,Luke Donald,19,483,14.0
1,T2,T2,Martin Laird,23,245,62.0
2,T2,T2,Spencer Levin,31,245,28.0
3,4,4,Josh Teater,31,241,
4,5,5,Jonathan Byrd,26,229,82.0
5,6,6,Shane Bertsch,20,228,6.0
6,7,7,Cameron Tringale,32,227,106.0
7,8,8,Stewart Cink,22,215,32.0
8,9,9,Ryan Moore,22,213,
9,10,10,Jerry Kelly,26,206,69.0
10,11,11,Charlie Wi,25,204,2.0
11,12,12,Marc Leishman,27,200,12.0
12,13,13,Todd Hamilton,11,199,44.0
13,T14,T14,Peter Hanson,12,198,7.0
14,T14,T14,Justin Leonard,26,198,23.0
15,T14,T14,Carl Pettersson,27,198,198.0
16,17,17,Richard Johnson,23,197,19.0
17,18,18,Greg Chalmers,28,194,103.0
18,19,19,Matt Kuchar,24,192,133.0
19,20,20,Nathan Green,26,191,27.0
20,T21,T21,Stephen Ames,22,190,33.0
21,T21,T21,Pat Perez,24,190,8.0
22,23,23,Lucas Glover,23,189,30.0
23,24,24,Y.E. Yang,18,182,5.0
24,25,25,Dean Wilson,22,180,9.0
25,26,26,Tim Herron,28,179,12.0
26,27,27,John Senden,26,178,36.0
27,28,28,Nate Smith,24,177,32.0
28,T29,T29,Stuart Appleby,24,176,4.0
29,T29,T29,Webb Simpson,26,176,96.0
30,31,31,Tim Petrovic,29,175,
31,T32,T32,Anthony Kim,26,174,11.0
32,T32,T32,Vaughn Taylor,27,174,66.0
33,34,34,Bryce Molder,27,173,31.0
34,35,35,Brett Wetterich,8,171,75.0
35,36,36,Justin Rose,23,170,
36,T37,T37,Scott Piercy,23,168,3.0
37,T37,T37,Heath Slocum,29,168,40.0
38,T37,T37,Brandt Snedeker,26,168,34.0
39,40,40,Fabián Gómez,26,167,9.0
40,41,41,Matt McQuillan,21,166,
41,T42,T42,Chris DiMarco,31,165,31.0
42,T42,T42,Steve Elkington,17,165,27.0
43,44,44,Frank Lickliter II,12,164,164.0
44,45,45,Brendon de Jonge,30,163,10.0
45,T46,T46,Blake Adams,34,161,6.0
46,T46,T46,Michael Connell,26,161,4.0
47,T46,T46,D.A. Points,26,161,59.0
48,49,49,Steve Stricker,19,159,7.0
49,50,50,George McNeill,21,158,88.0
50,T51,T51,Nick O'Hern,29,157,69.0
51,T51,T51,Rory Sabbatini,24,157,42.0
52,53,53,Kevin Na,26,156,29.0
53,T54,T54,Brian Davis,30,154,50.0
54,T54,T54,Kevin Stadler,27,154,22.0
55,56,56,Kent Jones,25,153,
56,T57,T57,Briny Baird,19,152,152.0
57,T57,T57,Ben Martin,25,152,15.0
58,T59,T59,Arjun Atwal,29,151,4.0
59,T59,T59,Bud Cauley,8,151,151.0
60,T59,T59,Matt Jones,25,151,16.0
61,T59,T59,Hunter Mahan,25,151,40.0
62,T59,T59,Jim Renner,22,151,17.0
63,T64,T64,Brian Gay,26,149,17.0
64,T64,T64,Charley Hoffman,27,149,76.0
65,T64,T64,Andres Romero,22,149,2.0
66,67,67,Steve Flesch,27,148,33.0
67,68,68,Ryan Palmer,24,147,
68,T69,T69,Patrick Cantlay,5,146,10.0
69,T69,T69,Garrett Willis,24,146,6.0
70,T69,T69,Mark Wilson,26,146,14.0
71,T72,T72,Woody Austin,18,145,16.0
72,T72,T72,Jason Bohn,22,145,26.0
73,T72,T72,Charles Howell III,30,145,13.0
74,T72,T72,Troy Merritt,23,145,12.0
75,T72,T72,Shaun Micheel,27,145,5.0
76,77,77,Rory McIlroy,10,143,15.0
77,78,78,Bobby Gates,29,142,
78,79,79,Freddie Jacobson,25,141,67.0
79,80,80,Chris Riley,25,140,15.0
80,T81,T81,Hunter Haas,30,138,8.0
81,T81,T81,Fran Quinn,10,138,62.0
82,T81,T81,Tag Ridings,28,138,19.0
83,T81,T81,Kevin Sutherland,11,138,33.0
84,T81,T81,David Toms,23,138,7.0
85,86,86,Ian Poulter,16,137,84.0
86,T87,T87,Retief Goosen,16,136,40.0
87,T87,T87,Kevin Kisner,24,136,38.0
88,89,89,Trevor Immelman,25,135,48.0
89,T90,T90,David Mathis,25,134,11.0
90,T90,T90,Nick Watney,22,134,82.0
91,T92,T92,Jeff Klauk,8,133,36.0
92,T92,T92,Davis Love III,22,133,72.0
93,94,94,Troy Matteson,28,132,5.0
94,T95,T95,Michael Bradley,24,131,104.0
95,T95,T95,Sergio Garcia,16,131,131.0
96,T95,T95,John Rollins,27,131,61.0
97,T95,T95,Bo Van Pelt,27,131,5.0
98,T99,T99,Bob Estes,12,130,26.0
99,T99,T99,Robert Karlsson,18,130,115.0
100,T99,T99,Brendan Steele,27,130,2.0
101,T99,T99,Chris Tidland,12,130,9.0
102,T103,T103,Chris Couch,21,129,96.0
103,T103,T103,J.J. Henry,28,129,3.0
104,T103,T103,Ryuji Imada,29,129,44.0
105,T103,T103,Joe Ogilvie,24,129,9.0
106,T107,T107,Brad Faxon,12,128,3.0
107,T107,T107,Jim Furyk,26,128,53.0
108,T107,T107,Zach Johnson,23,128,7.0
109,T107,T107,Jeff Quinney,14,128,
110,T107,T107,Jay Williamson,6,128,
111,T112,T112,Ángel Cabrera,17,127,8.0
112,T112,T112,Kevin Chappell,26,127,77.0
113,T112,T112,Chad Collins,16,127,9.0
114,T112,T112,Bill Lunde,28,127,
115,T112,T112,Rocco Mediate,23,127,7.0
116,T112,T112,Jeff Overton,26,127,6.0
117,T112,T112,Cameron Percy,12,127,45.0
118,T112,T112,Aron Price,18,127,6.0
119,T120,T120,Bill Haas,26,126,18.0
120,T120,T120,Brandt Jobe,28,126,14.0
121,T122,T122,Jason Day,21,125,
122,T122,T122,Chris Stroud,28,125,13.0
123,T124,T124,Alex Prugh,29,124,11.0
124,T124,T124,Kyle Stanley,28,124,12.0
125,T124,T124,Camilo Villegas,25,124,38.0
126,T124,T124,Johnson Wagner,25,124,2.0
127,T128,T128,Cameron Beckman,25,123,3.0
128,T128,T128,Chad Campbell,29,123,5.0
129,T128,T128,Sean O'Hair,24,123,26.0
130,T131,T131,Paul Goydos,25,122,5.0
131,T131,T131,J.P. Hayes,19,122,10.0
132,T131,T131,Kevin Streelman,26,122,22.0
133,134,134,Adam Scott,18,121,19.0
134,T135,T135,Chris Baryla,20,120,120.0
135,T135,T135,Ryo Ishikawa,10,120,24.0
136,T135,T135,Kenny Perry,13,120,2.0
137,T135,T135,Patrick Reed,3,120,1.0
138,T135,T135,Marc Turnesa,20,120,8.0
139,140,140,Graeme McDowell,16,119,1.0
140,T141,T141,Robert Allenby,25,117,
141,T141,T141,Francesco Molinari,11,117,1.0
142,T141,T141,Bubba Watson,22,117,77.0
143,T141,T141,Lee Westwood,10,117,22.0
144,T145,T145,Matt Bettencourt,30,116,
145,T145,T145,Andres Gonzales,21,116,21.0
146,T145,T145,Lee Janzen,19,116,37.0
147,T145,T145,Martin Piller,23,116,15.0
148,T145,T145,Daniel Summerhays,29,116,9.0
149,T150,T150,Joseph Bramlett,25,115,14.0
150,T150,T150,David Duval,24,115,52.0
151,T150,T150,Billy Mayfair,29,115,
152,T150,T150,Vijay Singh,25,115,14.0
153,T150,T150,Henrik Stenson,15,115,8.0
154,155,155,James Driscoll,24,114,9.0
155,156,156,J.B. Holmes,16,113,3.0
156,T157,T157,Ben Crane,23,112,74.0
157,T157,T157,K.T. Kim,9,112,30.0
158,T157,T157,John Merrick,21,112,112.0
159,T160,T160,Steven Bowditch,28,111,6.0
160,T160,T160,Chris Kirk,28,111,32.0
161,T160,T160,Scott Stallings,28,111,17.0
162,T163,T163,Aaron Baddeley,22,110,7.0
163,T163,T163,Billy Horschel,25,110,18.0
164,T165,T165,Rickie Fowler,24,109,
165,T165,T165,Jim Herman,22,109,
166,T165,T165,Duffy Waldorf,14,109,37.0
167,T168,T168,Bio Kim,25,108,14.0
168,T168,T168,Shigeki Maruyama,2,108,108.0
169,T170,T170,David Hearn,26,107,13.0
170,T170,T170,Michael Letzig,13,107,7.0
171,T170,T170,Rod Pampling,21,107,8.0
172,T173,T173,Ernie Els,21,106,26.0
173,T173,T173,Sung Kang,21,106,9.0
