,Consecutive_Par_3_Birdies_RANK THIS WEEK,Consecutive_Par_3_Birdies_RANK LAST WEEK,Consecutive_Par_3_Birdies_PLAYER NAME,Consecutive_Par_3_Birdies_EVENTS,Consecutive_Par_3_Birdies_NUMBER OF HOLES
0,1,1,Chris Tidland,12,6
1,T2,T2,Bobby Gates,29,5
2,T2,T2,Tim Herron,28,5
3,T4,T4,Stephen Ames,22,4
4,T4,T4,Chad Campbell,29,4
5,T4,T4,Chad Collins,16,4
6,T4,T4,Brendon de Jonge,30,4
7,T4,T4,Chris DiMarco,31,4
8,T4,T4,Rickie Fowler,24,4
9,T4,T4,Charley Hoffman,27,4
10,T4,T4,Morgan Hoffmann,4,4
11,T4,T4,Freddie Jacobson,25,4
12,T4,T4,Marc Leishman,27,4
13,T4,T4,Jeff Maggert,18,4
14,T4,T4,David Mathis,25,4
15,T4,T4,Chez Reavie,27,4
16,T4,T4,Sam Saunders,8,4
17,T4,T4,Charl Schwartzel,15,4
18,T4,T4,Y.E. Yang,18,4
19,T20,T20,Blake Adams,34,3
20,T20,T20,Ricky Barnes,23,3
21,T20,T20,Cameron Beckman,25,3
22,T20,T20,Matt Bettencourt,30,3
23,T20,T20,Jason Bohn,22,3
24,T20,T20,Steven Bowditch,28,3
25,T20,T20,Michael Bradley,24,3
26,T20,T20,Keegan Bradley,28,3
27,T20,T20,D.J. Brigman,23,3
28,T20,T20,Ángel Cabrera,17,3
29,T20,T20,Mark Calcavecchia,6,3
30,T20,T20,Paul Casey,15,3
31,T20,T20,Alex Cejka,21,3
32,T20,T20,Stewart Cink,22,3
33,T20,T20,Michael Connell,26,3
34,T20,T20,Chris Couch,21,3
35,T20,T20,Brian Davis,30,3
36,T20,T20,Jason Day,21,3
37,T20,T20,Luke Donald,19,3
38,T20,T20,Jason Dufner,23,3
39,T20,T20,Bob Estes,12,3
40,T20,T20,Brad Faxon,12,3
41,T20,T20,Jim Furyk,26,3
42,T20,T20,Sergio Garcia,16,3
43,T20,T20,Robert Garrigus,26,3
44,T20,T20,Tom Gillis,19,3
45,T20,T20,Fabián Gómez,26,3
46,T20,T20,Hunter Haas,30,3
47,T20,T20,Padraig Harrington,18,3
48,T20,T20,J.P. Hayes,19,3
49,T20,T20,J.J. Henry,28,3
50,T20,T20,Justin Hicks,23,3
51,T20,T20,J.B. Holmes,16,3
52,T20,T20,Billy Horschel,25,3
53,T20,T20,Yuta Ikeda,9,3
54,T20,T20,Brandt Jobe,28,3
55,T20,T20,Matt Jones,25,3
