,Consecutive_GIR_RANK THIS WEEK,Consecutive_GIR_RANK LAST WEEK,Consecutive_GIR_PLAYER NAME,Consecutive_GIR_EVENTS,Consecutive_GIR_STREAK,Consecutive_GIR_CURRENT STREAK,Consecutive_GIR_ROUND,Consecutive_GIR_HOLE,Consecutive_GIR_YEAR/TOURN#
0,1,1,Webb Simpson,26,32,3.0,3,2,2011440
1,2,2,Chris Stroud,28,30,,1,12,2011300
2,3,3,Jim Furyk,26,28,1.0,3,3,2011010
3,4,4,Mark Wilson,26,27,1.0,3,1,2011030
4,T5,T5,Matt Kuchar,24,26,2.0,2,9,2011010
5,T5,T5,William McGirt,32,26,1.0,1,9,2011420
6,T7,T7,Robert Allenby,25,25,,2,5,2011440
7,T7,T7,Joseph Bramlett,25,25,1.0,3,3,2011300
8,T7,T7,Alexandre Rocha,22,25,5.0,1,4,2011420
9,T10,T10,Blake Adams,34,24,4.0,1,11,2011300
10,T10,T10,Jason Bohn,22,24,,1,13,2011010
11,T10,T10,Will MacKenzie,14,24,6.0,3,11,2011430
12,T10,T10,Hunter Mahan,25,24,,3,17,2011010
13,T10,T10,Roland Thatcher,22,24,,3,12,2011440
14,T15,T15,Woody Austin,18,23,,3,11,2011300
15,T15,T15,Michael Connell,26,23,4.0,2,11,2011430
16,T15,T15,Ernie Els,21,23,2.0,1,4,2011430
17,T15,T15,Robert Garrigus,26,23,1.0,1,14,2011010
18,T15,T15,Fabián Gómez,26,23,,2,1,2011450
19,T15,T15,Bill Haas,26,23,,2,5,2011280
20,T15,T15,Sung Kang,21,23,1.0,3,10,2011290
21,T15,T15,D.A. Points,26,23,5.0,1,17,2011360
22,T15,T15,Kyle Stanley,28,23,1.0,2,18,2011140
23,T24,T24,Arjun Atwal,29,22,,3,8,2011010
24,T24,T24,Kris Blanks,29,22,13.0,2,15,2011370
25,T24,T24,Michael Bradley,24,22,2.0,3,11,2011440
26,T24,T24,Trevor Immelman,25,22,,1,18,2011420
27,T24,T24,Bill Lunde,28,22,5.0,3,14,2011380
28,T24,T24,Rory Sabbatini,24,22,,1,13,2011310
29,T24,T24,Camilo Villegas,25,22,,2,8,2011380
30,T24,T24,Jimmy Walker,24,22,,2,7,2011330
31,T32,T32,Chris DiMarco,31,21,1.0,1,15,2011300
32,T32,T32,Hunter Haas,30,21,,1,17,2011300
33,T32,T32,David Hearn,26,21,,4,15,2011440
34,T32,T32,Jeff Maggert,18,21,21.0,3,16,2011450
35,T32,T32,Graeme McDowell,16,21,5.0,3,5,2011010
36,T32,T32,Kevin Sutherland,11,21,2.0,4,4,2011030
37,T38,T38,Tim Clark,4,20,2.0,1,6,2011010
38,T38,T38,Jason Dufner,23,20,,2,3,2011360
39,T38,T38,Steve Elkington,17,20,,3,14,2011300
40,T38,T38,Rickie Fowler,24,20,12.0,1,13,2011200
41,T38,T38,Paul Goydos,25,20,,3,12,2011030
42,T38,T38,Chris Kirk,28,20,,2,5,2011150
43,T38,T38,Tom Lehman,5,20,2.0,2,14,2011050
44,T38,T38,Ian Poulter,16,20,2.0,1,15,2011180
45,T38,T38,Alex Prugh,29,20,1.0,1,11,2011420
46,T38,T38,Tag Ridings,28,20,,2,12,2011300
47,T38,T38,Vaughn Taylor,27,20,9.0,4,12,2011430
48,T38,T38,Jhonattan Vegas,25,20,1.0,4,15,2011270
49,T50,T50,Ricky Barnes,23,19,1.0,2,6,2011420
50,T50,T50,Chad Campbell,29,19,,1,7,2011290
51,T50,T50,Bud Cauley,8,19,2.0,3,8,2011430
52,T50,T50,Brian Davis,30,19,,4,16,2011360
53,T50,T50,Tommy Gainey,34,19,,1,2,2011300
54,T50,T50,Adam Hadwin,5,19,,4,15,2011430
55,T50,T50,Padraig Harrington,18,19,1.0,4,6,2011150
56,T50,T50,Billy Horschel,25,19,,3,7,2011430
57,T50,T50,Dustin Johnson,21,19,1.0,2,3,2011120
58,T50,T50,Anthony Kim,26,19,2.0,2,14,2011330
59,T50,T50,Kevin Kisner,24,19,,3,8,2011440
60,T50,T50,David Mathis,25,19,,2,7,2011430
61,T50,T50,John Rollins,27,19,,2,15,2011370
62,T50,T50,Justin Rose,23,19,,1,18,2011010
63,T50,T50,Brendan Steele,27,19,6.0,4,6,2011150
64,T50,T50,Josh Teater,31,19,11.0,1,9,2011300
65,T50,T50,D.J. Trahan,30,19,4.0,2,7,2011370
66,T50,T50,Dean Wilson,22,19,,1,13,2011290
67,T50,T50,Gary Woodland,25,19,2.0,2,1,2011030
68,T69,T69,Jonathan Byrd,26,18,,3,8,2011010
69,T69,T69,Mark Calcavecchia,6,18,2.0,2,17,2011450
70,T69,T69,Kevin Chappell,26,18,2.0,2,14,2011380
71,T69,T69,K.J. Choi,22,18,,2,4,2011380
72,T69,T69,J.P. Hayes,19,18,1.0,2,16,2011250
73,T69,T69,Charles Howell III,30,18,,2,6,2011030
74,T69,T69,Jerry Kelly,26,18,,1,15,2011370
75,T69,T69,Colt Knost,27,18,,3,12,2011030
76,T69,T69,Billy Mayfair,29,18,13.0,3,14,2011430
77,T69,T69,Jeff Overton,26,18,,3,10,2011100
78,T69,T69,Kenny Perry,13,18,3.0,2,15,2011030
79,T69,T69,Martin Piller,23,18,1.0,4,9,2011430
80,T69,T69,Aron Price,18,18,2.0,2,4,2011420
81,T69,T69,John Senden,26,18,3.0,4,15,2011300
82,T69,T69,Scott Stallings,28,18,,1,15,2011130
83,T69,T69,Kirk Triplett,8,18,5.0,4,12,2011300
84,T85,T85,Cameron Beckman,25,17,1.0,1,4,2011300
85,T85,T85,Shane Bertsch,20,17,4.0,2,13,2011440
86,T85,T85,Steven Bowditch,28,17,2.0,1,3,2011200
87,T85,T85,Keegan Bradley,28,17,1.0,4,5,2011030
88,T85,T85,Ben Crane,23,17,5.0,2,13,2011380
89,T85,T85,Ben Curtis,23,17,,2,15,2011440
90,T85,T85,Brendon de Jonge,30,17,2.0,1,12,2011300
91,T85,T85,Joe Durant,25,17,,2,12,2011450
92,T85,T85,Bobby Gates,29,17,3.0,1,12,2011420
93,T85,T85,Retief Goosen,16,17,,2,5,2011380
94,T85,T85,Brandt Jobe,28,17,,2,1,2011450
95,T85,T85,K.T. Kim,9,17,,1,1,2011370
96,T85,T85,Spencer Levin,31,17,2.0,3,12,2011440
97,T85,T85,Rory McIlroy,10,17,2.0,1,15,2011260
98,T85,T85,George McNeill,21,17,1.0,1,11,2011370
99,T85,T85,Shaun Micheel,27,17,1.0,4,14,2011330
100,T85,T85,Phil Mickelson,21,17,1.0,1,8,2011060
101,T85,T85,Sean O'Hair,24,17,4.0,3,17,2011360
102,T85,T85,Nick O'Hern,29,17,,3,2,2011060
103,T85,T85,Ryan Palmer,24,17,1.0,1,1,2011010
104,T85,T85,Tom Pernice Jr.,12,17,2.0,4,5,2011430
105,T85,T85,Tim Petrovic,29,17,2.0,1,4,2011420
106,T85,T85,Carl Pettersson,27,17,2.0,1,13,2011390
107,T85,T85,Brett Quigley,10,17,,2,2,2011060
108,T85,T85,Jim Renner,22,17,1.0,2,11,2011420
109,T85,T85,Adam Scott,18,17,2.0,1,5,2011380
110,T85,T85,Henrik Stenson,15,17,1.0,2,9,2011370
111,T85,T85,David Toms,23,17,5.0,1,18,2011130
112,T85,T85,Bo Van Pelt,27,17,4.0,1,11,2011380
113,T85,T85,Charles Warren,10,17,17.0,4,2,2011370
114,T85,T85,Boo Weekley,23,17,11.0,3,12,2011420
115,T116,T116,Michael Allen,5,16,2.0,1,6,2011450
116,T116,T116,Aaron Baddeley,22,16,2.0,2,3,2011380
117,T116,T116,Matt Bettencourt,30,16,1.0,1,5,2011030
118,T116,T116,Paul Casey,15,16,,2,8,2011370
119,T116,T116,Alex Cejka,21,16,6.0,3,1,2011150
120,T116,T116,Luke Donald,19,16,10.0,3,9,2011320
121,T116,T116,Harrison Frazar,19,16,1.0,1,9,2011380
122,T116,T116,Lucas Glover,23,16,4.0,1,18,2011370
123,T116,T116,Jim Herman,22,16,8.0,1,15,2011290
124,T116,T116,Freddie Jacobson,25,16,,3,12,2011270
125,T116,T116,Bio Kim,25,16,1.0,3,10,2011030
126,T116,T116,Edoardo Molinari,12,16,7.0,4,1,2011200
127,T116,T116,Joe Ogilvie,24,16,7.0,1,8,2011050
128,T116,T116,Geoff Ogilvy,21,16,,1,11,2011360
129,T116,T116,Louis Oosthuizen,15,16,,4,6,2011430
130,T116,T116,Carl Paulson,11,16,,2,5,2011420
131,T116,T116,Heath Slocum,29,16,3.0,1,1,2011010
132,T116,T116,Paul Stankowski,24,16,,3,10,2011440
133,T116,T116,Daniel Summerhays,29,16,,2,7,2011060
134,T116,T116,Duffy Waldorf,14,16,1.0,1,3,2011020
135,T116,T116,Bubba Watson,22,16,7.0,1,7,2011240
136,T116,T116,Lee Westwood,10,16,,3,6,2011260
137,T138,T138,Bob Estes,12,15,,3,5,2011330
138,T138,T138,Andres Gonzales,21,15,,2,15,2011420
139,T138,T138,J.J. Henry,28,15,,3,17,2011030
140,T138,T138,Justin Hicks,23,15,4.0,2,11,2011420
141,T138,T138,J.B. Holmes,16,15,3.0,1,5,2011050
142,T138,T138,Miguel Angel Jiménez,7,15,,1,13,2011360
143,T138,T138,Martin Laird,23,15,,1,6,2011400
144,T138,T138,Marc Leishman,27,15,2.0,3,14,2011380
145,T138,T138,Steve Marino,23,15,,1,17,2011210
146,T138,T138,Ben Martin,25,15,4.0,3,1,2011450
147,T138,T138,John Merrick,21,15,,2,9,2011280
148,T138,T138,Troy Merritt,23,15,,1,3,2011150
149,T138,T138,Zack Miller,30,15,,2,18,2011430
150,T138,T138,Ryan Moore,22,15,1.0,4,3,2011400
151,T138,T138,Kevin Na,26,15,,1,3,2011380
152,T138,T138,Pat Perez,24,15,5.0,1,7,2011020
153,T138,T138,Scott Piercy,23,15,4.0,1,14,2011440
154,T138,T138,Michael Putnam,21,15,,3,4,2011270
155,T138,T138,Fran Quinn,10,15,,2,7,2011430
156,T138,T138,Alvaro Quiros,8,15,3.0,1,4,2011260
157,T138,T138,Vijay Singh,25,15,1.0,3,17,2011040
158,T138,T138,Brandt Snedeker,26,15,,1,17,2011270
159,T138,T138,Steve Stricker,19,15,1.0,1,7,2011020
160,T138,T138,Michael Thompson,25,15,1.0,1,18,2011300
161,T138,T138,Peter Tomasulo,12,15,1.0,1,14,2011030
162,T138,T138,Cameron Tringale,32,15,1.0,1,15,2011280
163,T138,T138,Scott Verplank,15,15,,2,8,2011150
164,T138,T138,Nick Watney,22,15,5.0,2,9,2011210
165,T138,T138,Brett Wetterich,8,15,3.0,3,5,2011230
166,T167,T167,Chris Baryla,20,14,,1,5,2011030
167,T167,T167,Ángel Cabrera,17,14,4.0,4,12,2011430
168,T167,T167,Keith Clearwater,1,14,1.0,1,17,2011220
169,T167,T167,Chris Couch,21,14,2.0,2,3,2011140
170,T167,T167,Marco Dawson,3,14,,2,1,2011290
171,T167,T167,James Driscoll,24,14,3.0,3,5,2011340
172,T167,T167,Steve Flesch,27,14,2.0,1,10,2011450
173,T167,T167,Brian Gay,26,14,1.0,3,10,2011130
174,T167,T167,Scott Gordon,19,14,3.0,1,2,2011430
175,T167,T167,Anders Hansen,7,14,2.0,2,1,2011360
176,T167,T167,Charley Hoffman,27,14,3.0,2,17,2011280
177,T167,T167,Lee Janzen,19,14,,2,7,2011290
178,T167,T167,Zach Johnson,23,14,1.0,3,15,2011010
179,T167,T167,Kent Jones,25,14,10.0,2,7,2011150
180,T167,T167,Jeff Klauk,8,14,,2,7,2011020
181,T167,T167,Frank Lickliter II,12,14,3.0,1,5,2011370
182,T167,T167,Davis Love III,22,14,1.0,4,12,2011100
183,T167,T167,Troy Matteson,28,14,4.0,2,6,2011430
184,T167,T167,Matt McQuillan,21,14,1.0,3,16,2011440
185,T167,T167,Cameron Percy,12,14,4.0,3,1,2011290
186,T167,T167,Chris Riley,25,14,1.0,2,14,2011420
187,T167,T167,Charl Schwartzel,15,14,,1,15,2011260
188,T167,T167,Nate Smith,24,14,5.0,2,15,2011370
189,T167,T167,Kevin Stadler,27,14,2.0,1,4,2011220
190,T167,T167,Kevin Streelman,26,14,1.0,3,11,2011140
191,T167,T167,Marc Turnesa,20,14,1.0,3,7,2011450
192,T167,T167,Johnson Wagner,25,14,,2,8,2011330
193,T167,T167,Garrett Willis,24,14,,1,6,2011440
194,T195,T195,Briny Baird,19,13,,3,10,2011450
195,T195,T195,Stewart Cink,22,13,1.0,1,11,2011030
196,T195,T195,Erik Compton,6,13,1.0,2,11,2011330
197,T195,T195,John Daly,18,13,,2,16,2011040
198,T195,T195,Ross Fisher,8,13,1.0,3,4,2011150
199,T195,T195,Tom Gillis,19,13,,2,4,2011280
200,T195,T195,Nathan Green,26,13,1.0,4,17,2011170
201,T195,T195,Scott Gutschewski,23,13,,3,2,2011340
202,T195,T195,Tim Herron,28,13,4.0,3,8,2011420
203,T195,T195,Ryuji Imada,29,13,1.0,1,7,2011230
204,T195,T195,Matt Jones,25,13,,4,17,2011430
205,T195,T195,Robert Karlsson,18,13,4.0,3,5,2011260
206,T195,T195,Michael Letzig,13,13,,4,15,2011290
