,Consecutive_Cuts_RANK THIS WEEK,Consecutive_Cuts_RANK LAST WEEK,Consecutive_Cuts_PLAYER NAME,Consecutive_Cuts_TOTAL,Consecutive_Cuts_START TOURNAMENT ID
0,1,1,Steve Stricker,42,2009380
1,2,2,Charl Schwartzel,19,2010260
2,T3,T3,Andrew Coltart,13,1998350
3,T3,T3,Gary Woodland,13,2011230
4,T5,T5,Josh Teater,10,2011290
5,T5,T5,Jhonattan Vegas,10,2011250
6,7,7,Jim Furyk,9,2011310
7,T8,T8,Robert Allenby,8,2011280
8,T8,T8,Luke Donald,8,2011320
9,T8,T8,Sergio Garcia,8,2011260
10,T8,T8,Jerry Kelly,8,2011320
11,T8,T8,Adam Scott,8,2011280
12,T8,T8,Y.E. Yang,8,2011260
13,T14,T14,Briny Baird,7,2011320
14,T14,T14,Matt Kuchar,7,2011350
15,T14,T14,Hunter Mahan,7,2011320
16,T14,T14,William McGirt,7,2011370
17,T14,T14,Carl Pettersson,7,2011330
18,T14,T14,Webb Simpson,7,2011370
19,T14,T14,Nick Watney,7,2011350
20,T21,T21,Blake Adams,6,2011390
21,T21,T21,Jonathan Byrd,6,2011380
22,T21,T21,Greg Chalmers,6,2011370
23,T21,T21,Simon Dyson,6,2010310
24,T21,T21,Mathew Goggin,6,2010420
25,T21,T21,Adam Hadwin,6,2010320
26,T21,T21,Spencer Levin,6,2011390
27,T21,T21,Phil Mickelson,6,2011350
28,T21,T21,Bryce Molder,6,2011340
29,T21,T21,Andres Romero,6,2011320
30,T21,T21,Peter Senior,6,2000310
31,T21,T21,Doug Tewell,6,1999230
32,T21,T21,Jimmy Walker,6,2011320
33,T34,T34,Woody Austin,5,2011340
34,T34,T34,Patrick Cantlay,5,2011260
35,T34,T34,Paul Casey,5,2011350
36,T34,T34,Ernie Els,5,2011370
37,T34,T34,Padraig Harrington,5,2011350
38,T34,T34,J.P. Hayes,5,2011300
39,T34,T34,David Hearn,5,2011380
40,T34,T34,Robert Karlsson,5,2011350
41,T34,T34,James Kingston,5,2008350
42,T34,T34,Wayne Levi,5,2001300
43,T34,T34,Rory McIlroy,5,2011240
44,T34,T34,George McNeill,5,2011390
45,T34,T34,Edoardo Molinari,5,2011240
46,T34,T34,Ryan Palmer,5,2011360
47,T34,T34,Patrick Sheehan,5,2009320
48,T34,T34,Brandt Snedeker,5,2011380
49,T34,T34,Kyle Stanley,5,2011380
50,T34,T34,Cameron Tringale,5,2011400
51,T52,T52,Aaron Baddeley,4,2011380
52,T52,T52,Jason Bohn,4,2011370
53,T52,T52,Jason Day,4,2011380
54,T52,T52,Marcus Fraser,4,2006310
55,T52,T52,Bill Haas,4,2011380
56,T52,T52,Charley Hoffman,4,2011380
57,T52,T52,Trevor Immelman,4,2011420
58,T52,T52,Freddie Jacobson,4,2011380
59,T52,T52,Brandt Jobe,4,2011390
60,T52,T52,Dustin Johnson,4,2011380
61,T52,T52,Simon Khan,4,2010310
62,T52,T52,Cliff Kresge,4,2010420
63,T52,T52,Kenichi Kuboya,4,2003470
64,T52,T52,Martin Laird,4,2011380
65,T52,T52,Peter Lonard,4,2009450
66,T52,T52,Billy Mayfair,4,2011420
67,T52,T52,John Senden,4,2011390
68,T52,T52,Mike Sposa,4,2006410
69,T52,T52,Paul Stankowski,4,2011420
70,T52,T52,Brendan Steele,4,2011390
71,T52,T52,Camilo Villegas,4,2011370
72,T52,T52,Brett Wetterich,4,2011230
73,T74,T74,Craig Barlow,3,2011250
74,T74,T74,Ricky Barnes,3,2011390
75,T74,T74,Kris Blanks,3,2011420
76,T74,T74,Michael Bradley,3,2011420
77,T74,T74,Bud Cauley,3,2011370
78,T74,T74,Marco Dawson,3,2011110
79,T74,T74,Jason Dufner,3,2011390
80,T74,T74,Lucas Glover,3,2011390
81,T74,T74,Fabián Gómez,3,2011430
82,T74,T74,Andres Gonzales,3,2011430
83,T74,T74,Retief Goosen,3,2011370
84,T74,T74,Anders Hansen,3,2011310
85,T74,T74,Bob Heintz,3,2010130
86,T74,T74,Yuta Ikeda,3,2011310
87,T74,T74,Miguel Angel Jiménez,3,2011310
88,T74,T74,K.T. Kim,3,2011350
89,T74,T74,Pablo Larrazabal,3,2011310
90,T74,T74,Steve Marino,3,2011380
91,T74,T74,Ben Martin,3,2011430
92,T74,T74,David Mathis,3,2011430
93,T74,T74,Seung-Yul Noh,3,2011260
94,T74,T74,Sean O'Hair,3,2011390
95,T74,T74,Geoff Ogilvy,3,2011390
96,T74,T74,Robert Rock,3,2010310
97,T74,T74,Bob Shearer,3,1984320
98,T74,T74,Marcel Siem,3,2005380
99,T74,T74,Heath Slocum,3,2011430
100,T74,T74,Bubba Watson,3,2011390
101,T74,T74,Charlie Wi,3,2011420
102,T103,T103,Steve Allan,2,2010300
103,T103,T103,Keegan Bradley,2,2011400
104,T103,T103,Jeff Brehaut,2,2007480
105,T103,T103,Bart Bryant,2,2009280
106,T103,T103,Ángel Cabrera,2,2011430
107,T103,T103,SSP Chawrasia,2,2008140
108,T103,T103,K.J. Choi,2,2011400
109,T103,T103,Bradley Dredge,2,2008090
110,T103,T103,Ken Duke,2,2010420
111,T103,T103,Johan Edfors,2,2011260
112,T103,T103,Benjamin Fox,2,2010090
113,T103,T103,Peter Hanson,2,2011350
114,T103,T103,Grégory Havret,2,2011260
115,T103,T103,Russell Henley,2,2010260
116,T103,T103,Jim Herman,2,2011440
117,T103,T103,Tim Herron,2,2011440
118,T103,T103,Scott Hoch,2,2008100
119,T103,T103,Bio Kim,2,2011440
120,T103,T103,Kevin Kisner,2,2011440
121,T103,T103,Tom Lehman,2,2011310
122,T103,T103,Brock Mackenzie,2,2004290
123,T103,T103,Matteo Manassero,2,2011350
124,T103,T103,Ross McGowan,2,2010350
125,T103,T103,Mac McLendon,2,1980430
126,T103,T103,Troy Merritt,2,2011440
127,T103,T103,Francesco Molinari,2,2011350
128,T103,T103,Kevin Na,2,2011420
129,T103,T103,Jack Newton,2,1982420
130,T103,T103,Alex Noren,2,2011350
131,T103,T103,Nick O'Hern,2,2011440
132,T103,T103,Michael O'Neal,2,2010250
133,T103,T103,Louis Oosthuizen,2,2011430
134,T103,T103,Hennie Otto,2,2010350
