,Best_Rounds_in_60s_Streak_RANK THIS WEEK,Best_Rounds_in_60s_Streak_RANK LAST WEEK,Best_Rounds_in_60s_Streak_PLAYER NAME,Best_Rounds_in_60s_Streak_CAREER BEST STREAK,Best_Rounds_in_60s_Streak_BEST YTD STREAK,Best_Rounds_in_60s_Streak_CURRENT STREAK
0,1,1,Bob Estes,17,2.0,
1,2,2,Charles Howell III,16,9.0,
2,T3,T3,Chris DiMarco,14,3.0,
3,T3,T3,Scott Hoch,14,,
4,T3,T3,Tiger Woods,14,3.0,
5,T6,T6,Brendon de Jonge,13,4.0,
6,T6,T6,Harrison Frazar,13,4.0,
7,T6,T6,Davis Love III,13,4.0,
8,T9,T9,Briny Baird,12,12.0,
9,T9,T9,Joe Durant,12,4.0,
10,T9,T9,Shigeki Maruyama,12,2.0,
11,T9,T9,Mark O'Meara,12,1.0,
12,T9,T9,Tim Petrovic,12,7.0,
13,T9,T9,Chris Riley,12,4.0,
14,T9,T9,Kevin Sutherland,12,4.0,
15,T9,T9,David Toms,12,8.0,
16,T17,T17,Brian Bateman,11,1.0,
17,T17,T17,Jonathan Byrd,11,7.0,
18,T17,T17,Ben Crane,11,4.0,
19,T17,T17,David Edwards,11,,
20,T17,T17,Jim Furyk,11,7.0,
21,T17,T17,J.P. Hayes,11,3.0,
22,T17,T17,Jerry Kelly,11,11.0,
23,T17,T17,Bernhard Langer,11,,
24,T17,T17,Bruce Lietzke,11,,
25,T17,T17,Mark McCumber,11,,
26,T17,T17,Jerry Pate,11,,
27,T17,T17,Kenny Perry,11,2.0,
28,T17,T17,John Senden,11,5.0,
29,T17,T17,Scott Verplank,11,6.0,
30,T31,T31,Woody Austin,10,4.0,
31,T31,T31,Chad Campbell,10,5.0,
32,T31,T31,Fred Couples,10,2.0,
33,T31,T31,Brian Davis,10,5.0,
34,T31,T31,Steve Flesch,10,3.0,
35,T31,T31,Carlos Franco,10,,
36,T31,T31,David Frost,10,,
37,T31,T31,Fred Funk,10,2.0,
38,T31,T31,Robert Gamez,10,2.0,
39,T31,T31,Lucas Glover,10,5.0,
40,T31,T31,Matt Kuchar,10,7.0,
41,T31,T31,Rocco Mediate,10,2.0,
42,T31,T31,James Nitties,10,,
43,T31,T31,Corey Pavin,10,1.0,
44,T31,T31,David Peoples,10,,
45,T31,T31,Tom Pernice Jr.,10,7.0,
46,T31,T31,Carl Pettersson,10,8.0,
47,T31,T31,Mike Reid,10,,
48,T31,T31,Loren Roberts,10,,
49,T31,T31,Gene Sauers,10,,
50,T31,T31,Tom Sieckmann,10,,
51,T31,T31,Joey Sindelar,10,,
52,T31,T31,Chris Smith,10,1.0,
53,T31,T31,Kevin Streelman,10,5.0,
54,T31,T31,Jhonattan Vegas,10,10.0,
55,T31,T31,Grant Waite,10,,
56,T57,T57,Billy Andrade,9,,
57,T57,T57,Stuart Appleby,9,3.0,
58,T57,T57,Tommy Armour III,9,,
59,T57,T57,Aaron Baddeley,9,4.0,
60,T57,T57,Cameron Beckman,9,4.0,
61,T57,T57,Notah Begay III,9,1.0,
62,T57,T57,Bart Bryant,9,,
63,T57,T57,Brad Bryant,9,,
64,T57,T57,Mark Calcavecchia,9,5.0,
65,T57,T57,Bud Cauley,9,9.0,
66,T57,T57,K.J. Choi,9,4.0,
67,T57,T57,Stewart Cink,9,2.0,
68,T57,T57,Lennie Clements,9,,
69,T57,T57,Ernie Els,9,4.0,
70,T57,T57,Rickie Fowler,9,4.0,
71,T57,T57,Sergio Garcia,9,5.0,
72,T57,T57,Brian Gay,9,4.0,
73,T57,T57,Paul Goydos,9,4.0,
74,T57,T57,Jay Haas,9,,
75,T57,T57,Bill Haas,9,9.0,
76,T57,T57,Padraig Harrington,9,8.0,
77,T57,T57,John Huston,9,1.0,
78,T57,T57,Tom Lehman,9,3.0,
79,T57,T57,Justin Leonard,9,4.0,
80,T57,T57,Steve Marino,9,5.0,
81,T57,T57,Blaine McCallister,9,,
82,T57,T57,Phil Mickelson,9,6.0,
83,T57,T57,Gil Morgan,9,,
84,T57,T57,Kevin Na,9,9.0,
85,T57,T57,Greg Norman,9,,
86,T57,T57,Jesper Parnevik,9,1.0,
87,T57,T57,Chris Perry,9,,
88,T57,T57,Heath Slocum,9,3.0,
89,T57,T57,Jeff Sluman,9,,
90,T57,T57,Payne Stewart,9,,
91,T57,T57,Steve Stricker,9,5.0,
92,T57,T57,Hal Sutton,9,,
93,T57,T57,Kirk Triplett,9,3.0,
94,T57,T57,Bob Tway,9,,
95,T57,T57,Johnson Wagner,9,4.0,
96,T57,T57,Mike Weir,9,1.0,
97,T57,T57,Mark Wilson,9,5.0,
98,T99,T99,John Adams,8,,
99,T99,T99,Robert Allenby,8,4.0,
100,T99,T99,Paul Azinger,8,,
101,T99,T99,Ian Baker-Finch,8,,
102,T99,T99,Doug Barron,8,,
103,T99,T99,Andy Bean,8,,
104,T99,T99,Matt Bettencourt,8,6.0,
105,T99,T99,Jason Bohn,8,5.0,
106,T99,T99,Bill Britton,8,,
107,T99,T99,Rex Caldwell,8,,
108,T99,T99,Jim Carter,8,,
109,T99,T99,Bobby Clampett,8,,
110,T99,T99,Tim Clark,8,5.0,
111,T99,T99,Russ Cochran,8,,
112,T99,T99,Chad Collins,8,2.0,
113,T99,T99,John Cook,8,3.0,
114,T99,T99,Ken Duke,8,,
115,T99,T99,David Duval,8,5.0,
116,T99,T99,Bob Gilder,8,,
117,T99,T99,Bill Glasson,8,,
118,T99,T99,Hubert Green,8,,
119,T99,T99,Ken Green,8,,
120,T99,T99,Donnie Hammond,8,,
121,T99,T99,Dudley Hart,8,,
122,T99,T99,Mark Hayes,8,,
123,T99,T99,Charley Hoffman,8,4.0,
124,T99,T99,Mike Hulbert,8,,
125,T99,T99,Hale Irwin,8,,
126,T99,T99,Zach Johnson,8,5.0,
127,T99,T99,Steve Jones,8,1.0,
128,T99,T99,Tom Kite,8,,
129,T99,T99,Jeff Klauk,8,2.0,
130,T99,T99,Greg Kraft,8,1.0,
131,T99,T99,Martin Laird,8,4.0,
132,T99,T99,Ian Leggatt,8,,
133,T99,T99,Michael Letzig,8,2.0,
134,T99,T99,Spencer Levin,8,5.0,
135,T99,T99,Steve Lowery,8,2.0,
136,T99,T99,Bill Lunde,8,5.0,
137,T99,T99,Troy Matteson,8,3.0,
138,T99,T99,George McNeill,8,4.0,
139,T99,T99,Larry Mize,8,,
140,T99,T99,Ryan Moore,8,3.0,
141,T99,T99,Arron Oberholser,8,,
142,T99,T99,Greg Owen,8,,
143,T99,T99,Craig Parry,8,,
144,T99,T99,Calvin Peete,8,,
145,T99,T99,D.A. Points,8,8.0,
146,T99,T99,Nick Price,8,,
147,T99,T99,John Rollins,8,5.0,
148,T99,T99,Rory Sabbatini,8,4.0,
149,T99,T99,Webb Simpson,8,8.0,
150,T99,T99,Vijay Singh,8,7.0,
151,T99,T99,Craig Stadler,8,,
152,T99,T99,Curtis Strange,8,,
153,T99,T99,Josh Teater,8,6.0,
154,T99,T99,Jim Thorpe,8,,
155,T99,T99,Chris Tidland,8,1.0,
156,T99,T99,Bobby Wadkins,8,,
157,T99,T99,Bubba Watson,8,5.0,
158,T99,T99,D.A. Weibring,8,,
159,T99,T99,Charlie Wi,8,5.0,
160,T99,T99,Robert Wrenn,8,,
161,T162,T162,Michael Allen,7,3.0,
162,T162,T162,Stephen Ames,7,4.0,
163,T162,T162,Tom Byrum,7,2.0,
164,T162,T162,Greg Chalmers,7,4.0,
165,T162,T162,Daniel Chopra,7,,
166,T162,T162,Rod Curl,7,,
167,T162,T162,Robert Damron,7,2.0,
168,T162,T162,Glen Day,7,,
169,T162,T162,Jason Day,7,7.0,
170,T162,T162,Luke Donald,7,5.0,
171,T162,T162,James Driscoll,7,4.0,
172,T162,T162,Jason Dufner,7,7.0,
173,T162,T162,Joel Edwards,7,,
174,T162,T162,Steve Elkington,7,4.0,
175,T162,T162,Dan Forsman,7,,
176,T162,T162,"Jim Gallagher, Jr.",7,,
177,T162,T162,Brent Geiberger,7,,
178,T162,T162,Kelly Gibson,7,,
179,T162,T162,Matt Gogel,7,,
180,T162,T162,Gary Hallberg,7,,
181,T162,T162,Tim Herron,7,4.0,
182,T162,T162,Lon Hinkle,7,,
183,T162,T162,J.B. Holmes,7,2.0,
184,T162,T162,Peter Jacobsen,7,,
185,T162,T162,Richard Johnson,7,2.0,
186,T162,T162,Kent Jones,7,4.0,
187,T162,T162,Jonathan Kaye,7,1.0,
188,T162,T162,Kenny Knox,7,,
189,T162,T162,Gary Koch,7,,
190,T162,T162,Cliff Kresge,7,,
191,T162,T162,Neal Lancaster,7,,
192,T162,T162,Marc Leishman,7,7.0,
193,T162,T162,Wayne Levi,7,,
194,T162,T162,J.L. Lewis,7,1.0,
195,T162,T162,Frank Lickliter II,7,3.0,
196,T162,T162,Sandy Lyle,7,,
197,T162,T162,Andrew Magee,7,,
198,T162,T162,Jeff Maggert,7,2.0,
199,T162,T162,John Mahaffey,7,,
200,T162,T162,Hunter Mahan,7,4.0,
201,T162,T162,Roger Maltbie,7,,
202,T162,T162,David Mathis,7,7.0,
203,T162,T162,Bob May,7,1.0,
204,T162,T162,Scott McCarron,7,4.0,
205,T162,T162,Matt McQuillan,7,7.0,
206,T162,T162,Bryce Molder,7,7.0,
207,T162,T162,Garth Mulroy,7,1.0,
208,T162,T162,Larry Nelson,7,,
209,T162,T162,Sean O'Hair,7,3.0,
210,T162,T162,Geoff Ogilvy,7,6.0,
211,T162,T162,Jeff Overton,7,7.0,
212,T162,T162,Rod Pampling,7,4.0,
213,T162,T162,Pat Perez,7,7.0,
214,T162,T162,Don Pooley,7,,
215,T162,T162,Chez Reavie,7,6.0,
216,T162,T162,Jack Renner,7,,
217,T162,T162,Clarence Rose,7,,
218,T162,T162,Patrick Sheehan,7,,
219,T162,T162,"Wes Short, Jr.",7,,
220,T162,T162,Tony Sills,7,,
221,T162,T162,Scott Simpson,7,,
222,T162,T162,Mike Springer,7,,
223,T162,T162,Kevin Stadler,7,4.0,
224,T162,T162,Paul Stankowski,7,4.0,
225,T162,T162,Kyle Stanley,7,7.0,
226,T162,T162,Chris Stroud,7,5.0,
227,T162,T162,Lance Ten Broeck,7,,
228,T162,T162,D.J. Trahan,7,7.0,
229,T162,T162,Lee Trevino,7,,
230,T162,T162,Marc Turnesa,7,3.0,
231,T162,T162,Howard Twitty,7,,
232,T162,T162,Bo Van Pelt,7,6.0,
233,T162,T162,Lanny Wadkins,7,,
234,T162,T162,Duffy Waldorf,7,3.0,
235,T162,T162,Tom Watson,7,,
236,T162,T162,Mark Wiebe,7,,
237,T162,T162,Fuzzy Zoeller,7,,
238,T162,T162,Richard Zokol,7,,
239,T240,T240,Steve Allan,6,1.0,
240,T240,T240,Fulton Allem,6,,
241,T240,T240,Ryan Armour,6,,
242,T240,T240,Dave Barr,6,,
243,T240,T240,Chip Beck,6,,
244,T240,T240,Ronnie Black,6,,
245,T240,T240,Phil Blackmar,6,,
246,T240,T240,Jay Don Blake,6,,
247,T240,T240,Kris Blanks,6,5.0,
248,T240,T240,Steven Bowditch,6,6.0,
249,T240,T240,Jeff Brehaut,6,,
250,T240,T240,Mark Brooks,6,1.0,
251,T240,T240,Olin Browne,6,,
252,T240,T240,George Burns,6,,
253,T240,T240,Bob Burns,6,,
254,T240,T240,Curt Byrum,6,,
255,T240,T240,Alejandro Cañizares,6,2.0,
256,T240,T240,Paul Casey,6,3.0,
257,T240,T240,Alex Cejka,6,6.0,
258,T240,T240,Keith Clearwater,6,,
259,T240,T240,Jim Colbert,6,,
260,T240,T240,Michael Connell,6,4.0,
261,T240,T240,John Daly,6,3.0,
262,T240,T240,Marco Dawson,6,4.0,
263,T240,T240,Jay Delsing,6,,
264,T240,T240,Scott Dunlap,6,,
265,T240,T240,Danny Edwards,6,,
266,T240,T240,Dave Eichelberger,6,,
267,T240,T240,Brad Elder,6,,
268,T240,T240,Rick Fehr,6,,
269,T240,T240,Ed Fiori,6,,
270,T240,T240,Bruce Fleisher,6,,
271,T240,T240,Robin Freeman,6,,
272,T240,T240,Mathew Goggin,6,1.0,
273,T240,T240,Retief Goosen,6,3.0,
274,T240,T240,Mathias Grönberg,6,2.0,
275,T240,T240,Dan Halldorson,6,,
276,T240,T240,Morris Hatalsky,6,,
277,T240,T240,Vance Heafner,6,,
278,T240,T240,Mike Heinen,6,,
279,T240,T240,Nolan Henke,6,,
280,T240,T240,Mark Hensby,6,1.0,
281,T240,T240,Ryuji Imada,6,4.0,
282,T240,T240,Trevor Immelman,6,4.0,
283,T240,T240,Joe Inman,6,,
284,T240,T240,John Inman,6,,
285,T240,T240,Barry Jaeckel,6,,
286,T240,T240,Lee Janzen,6,4.0,
287,T240,T240,Tom Jenkins,6,,
288,T240,T240,Brandt Jobe,6,4.0,
289,T240,T240,Dustin Johnson,6,4.0,
290,T240,T240,Brendan Jones,6,,
291,T240,T240,Skip Kendall,6,1.0,
292,T240,T240,Anthony Kim,6,5.0,
293,T240,T240,Chris Kirk,6,5.0,
294,T240,T240,Hank Kuehne,6,,
295,T240,T240,Danny Lee,6,,
296,T240,T240,Bob Lohr,6,,
297,T240,T240,Peter Lonard,6,3.0,
298,T240,T240,Len Mattiace,6,1.0,
299,T240,T240,Billy Mayfair,6,3.0,
300,T240,T240,Jim McGovern,6,,
301,T240,T240,Rory McIlroy,6,5.0,
302,T240,T240,John Merrick,6,5.0,
303,T240,T240,Shaun Micheel,6,2.0,
304,T240,T240,Johnny Miller,6,,
305,T240,T240,Perry Moss,6,,
306,T240,T240,Tim Norris,6,,
307,T240,T240,Nick O'Hern,6,6.0,
308,T240,T240,David Ogrin,6,,
309,T240,T240,José María Olazábal,6,1.0,
310,T240,T240,Ryan Palmer,6,3.0,
311,T240,T240,Brenden Pappas,6,,
312,T240,T240,Steve Pate,6,1.0,
313,T240,T240,Dennis Paulson,6,,
314,T240,T240,Carl Paulson,6,2.0,
315,T240,T240,Craig Perks,6,,
316,T240,T240,Mark Pfeil,6,,
317,T240,T240,Scott Piercy,6,3.0,
318,T240,T240,Dan Pohl,6,,
319,T240,T240,Alex Prugh,6,5.0,
320,T240,T240,Ted Purdy,6,1.0,
321,T240,T240,Brett Quigley,6,1.0,
322,T240,T240,Sam Randolph,6,,
323,T240,T240,Tag Ridings,6,4.0,
324,T240,T240,John Riegger,6,,
325,T240,T240,Lee Rinker,6,,
326,T240,T240,Bill Rogers,6,,
327,T240,T240,Andres Romero,6,4.0,
328,T240,T240,Justin Rose,6,6.0,
329,T240,T240,Dave Rummells,6,,
330,T240,T240,Bill Sander,6,,
331,T240,T240,Ted Schulz,6,,
332,T240,T240,Adam Scott,6,4.0,
333,T240,T240,Michael Sim,6,2.0,
334,T240,T240,Tim Simpson,6,,
335,T240,T240,Brandt Snedeker,6,4.0,
336,T240,T240,Darron Stiles,6,,
337,T240,T240,Phil Tataurangi,6,1.0,
338,T240,T240,Leonard Thompson,6,,
339,T240,T240,Michael Thompson,6,6.0,
340,T240,T240,Esteban Toledo,6,,
341,T240,T240,Ted Tryba,6,,
342,T240,T240,Camilo Villegas,6,6.0,
343,T240,T240,Fred Wadsworth,6,,
344,T240,T240,Jimmy Walker,6,4.0,
345,T240,T240,Nick Watney,6,5.0,
346,T240,T240,Denis Watson,6,,
347,T240,T240,Matt Weibring,6,1.0,
348,T240,T240,Lee Westwood,6,2.0,
349,T240,T240,Brett Wetterich,6,4.0,
350,T240,T240,Garrett Willis,6,3.0,
351,T240,T240,Willie Wood,6,,
352,T353,T353,Blake Adams,5,5.0,
353,T353,T353,Isao Aoki,5,,
354,T353,T353,Arjun Atwal,5,4.0,
355,T353,T353,Craig Barlow,5,1.0,
356,T353,T353,"David Berganio, Jr.",5,,
357,T353,T353,Shane Bertsch,5,4.0,
358,T353,T353,Thomas Bjørn,5,1.0,
359,T353,T353,Guy Boros,5,1.0,
360,T353,T353,Michael Bradley,5,5.0,
361,T353,T353,Keegan Bradley,5,5.0,
362,T353,T353,D.J. Brigman,5,5.0,
363,T353,T353,Billy Ray Brown,5,,
364,T353,T353,Ken Brown,5,,
365,T353,T353,George Cadle,5,,
366,T353,T353,Brandel Chamblee,5,,
367,T353,T353,Darren Clarke,5,3.0,
368,T353,T353,José Coceres,5,,
369,T353,T353,Frank Conner,5,,
370,T353,T353,Chris Couch,5,3.0,
371,T353,T353,Ben Crenshaw,5,,
372,T353,T353,Ben Curtis,5,3.0,
373,T353,T353,Brent Delahoussaye,5,,
374,T353,T353,Jim Dent,5,,
375,T353,T353,Mike Donald,5,,
376,T353,T353,Ed Dougherty,5,,
377,T353,T353,Lee Elder,5,,
378,T353,T353,Nick Faldo,5,,
379,T353,T353,Brad Faxon,5,1.0,
380,T353,T353,Keith Fergus,5,,
381,T353,T353,Todd Fischer,5,1.0,
382,T353,T353,Raymond Floyd,5,,
383,T353,T353,Tommy Gainey,5,5.0,
384,T353,T353,Stephen Gangluff,5,,
385,T353,T353,Robert Garrigus,5,4.0,
386,T353,T353,Tom Gillis,5,5.0,
387,T353,T353,Jason Gore,5,2.0,
388,T353,T353,David Gossett,5,,
389,T353,T353,David Graham,5,,
390,T353,T353,Nathan Green,5,4.0,
391,T353,T353,Bob Heintz,5,,
392,T353,T353,Brian Henninger,5,,
393,T353,T353,J.J. Henry,5,5.0,
394,T353,T353,Gabriel Hjertstedt,5,,
395,T353,T353,Billy Horschel,5,5.0,
396,T353,T353,Freddie Jacobson,5,4.0,
397,T353,T353,Kevin Johnson,5,,
398,T353,T353,Matt Jones,5,2.0,
399,T353,T353,Billy Kratzert,5,,
400,T353,T353,Jamie Lovemark,5,2.0,
401,T353,T353,John Mallinger,5,3.0,
402,T353,T353,Daisuke Maruyama,5,,
403,T353,T353,Dick Mast,5,,
404,T353,T353,Pat McGowan,5,,
405,T353,T353,Parker McLachlin,5,1.0,
406,T353,T353,Spike McRoy,5,,
407,T353,T353,Troy Merritt,5,5.0,
408,T353,T353,Zack Miller,5,5.0,
409,T353,T353,Colin Montgomerie,5,,
410,T353,T353,Jodie Mudd,5,,
411,T353,T353,Bob Murphy,5,,
412,T353,T353,Mac O'Grady,5,,
413,T353,T353,Joe Ogilvie,5,4.0,
414,T353,T353,Leif Olson,5,1.0,
415,T353,T353,Cameron Percy,5,4.0,
416,T353,T353,Ian Poulter,5,5.0,
417,T353,T353,Greg Powers,5,,
418,T353,T353,Aron Price,5,4.0,
419,T353,T353,Tom Purtzer,5,,
420,T353,T353,Jim Renner,5,5.0,
421,T353,T353,Tom Shaw,5,,
422,T353,T353,Bob Shearer,5,,
423,T353,T353,Sonny Skinner,5,,
424,T353,T353,Jerry Smith,5,,
425,T353,T353,Mike Smith,5,,
426,T353,T353,J.C. Snead,5,,
427,T353,T353,Joey Snyder III,5,,
428,T353,T353,Scott Stallings,5,5.0,
429,T353,T353,Brendan Steele,5,5.0,
430,T353,T353,Henrik Stenson,5,3.0,
431,T353,T353,Ron Streck,5,,
432,T353,T353,Mike Sullivan,5,,
433,T353,T353,Vaughn Taylor,5,4.0,
434,T353,T353,Doug Tewell,5,,
435,T353,T353,Roland Thatcher,5,5.0,
436,T353,T353,Cameron Tringale,5,4.0,
437,T353,T353,Greg Twiggs,5,,
438,T353,T353,Omar Uresti,5,3.0,
439,T353,T353,Stan Utley,5,,
440,T353,T353,Charles Warren,5,3.0,
441,T353,T353,Boo Weekley,5,3.0,
442,T353,T353,Tom Weiskopf,5,,
443,T353,T353,Tim Wilkinson,5,,
444,T353,T353,Jay Williamson,5,2.0,
445,T353,T353,Dean Wilson,5,4.0,
446,T353,T353,Gary Woodland,5,5.0,
447,T353,T353,Kaname Yokoo,5,,
448,T449,T449,Brad Adamonis,4,,
449,T449,T449,Jason Allred,4,,
450,T449,T449,Eric Axley,4,,
451,T449,T449,Ricky Barnes,4,3.0,
452,T449,T449,Ben Bates,4,,
453,T449,T449,Rich Beem,4,3.0,
454,T449,T449,Jim Benepe,4,,
455,T449,T449,Henrik Bjornstad,4,,
456,T449,T449,Justin Bolli,4,,
457,T449,T449,Craig Bowden,4,2.0,
458,T449,T449,Joseph Bramlett,4,4.0,
459,T449,T449,Ángel Cabrera,4,2.0,
460,T449,T449,Mark Carnevale,4,,
461,T449,T449,Kevin Chappell,4,4.0,
462,T449,T449,Michael Clark II,4,,
463,T449,T449,Paul Claxton,4,,
464,T449,T449,Gavin Coles,4,,
465,T449,T449,Jeff Coston,4,,
466,T449,T449,Matt Davidson,4,,
467,T449,T449,Graham DeLaet,4,1.0,
468,T449,T449,Bruce Devlin,4,,
469,T449,T449,Bubba Dickerson,4,,
470,T449,T449,Terry Diehl,4,,
471,T449,T449,Trevor Dodds,4,,
472,T449,T449,Simon Dyson,4,4.0,
473,T449,T449,Bob Eastwood,4,,
474,T449,T449,Matt Every,4,2.0,
475,T449,T449,Forrest Fezler,4,,
476,T449,T449,Martin Flores,4,,
477,T449,T449,Buddy Gardner,4,,
478,T449,T449,Gibby Gilbert,4,,
479,T449,T449,Andres Gonzales,4,4.0,
480,T449,T449,Jeff Gove,4,,
481,T449,T449,Scott Gump,4,,
482,T449,T449,Scott Gutschewski,4,2.0,
483,T449,T449,Hunter Haas,4,4.0,
484,T449,T449,Todd Hamilton,4,2.0,
485,T449,T449,Phillip Hancock,4,,
486,T449,T449,Anders Hansen,4,3.0,
487,T449,T449,Jeff Hart,4,,
488,T449,T449,David Hearn,4,4.0,
489,T449,T449,Scott Hend,4,1.0,
490,T449,T449,Morgan Hoffmann,4,4.0,
491,T449,T449,Ryo Ishikawa,4,4.0,
492,T449,T449,Don January,4,,
493,T449,T449,Miguel Angel Jiménez,4,1.0,
494,T449,T449,Sung Kang,4,4.0,
495,T449,T449,Robert Karlsson,4,4.0,
496,T449,T449,K.T. Kim,4,4.0,
497,T449,T449,Bio Kim,4,4.0,
498,T449,T449,Derek Lamely,4,3.0,
499,T449,T449,David Lutterus,4,,
500,T449,T449,Mark Lye,4,,
501,T449,T449,Jarrod Lyle,4,4.0,
502,T449,T449,Will MacKenzie,4,3.0,
503,T449,T449,Gary McCord,4,,
504,T449,T449,Mike McCullough,4,,
505,T449,T449,Jerry McGee,4,,
506,T449,T449,William McGirt,4,4.0,
507,T449,T449,Allen Miller,4,,
508,T449,T449,Jon Mills,4,,
509,T449,T449,Jeff Mitchell,4,,
510,T449,T449,Patrick Moore,4,,
511,T449,T449,David Morland IV,4,,
512,T449,T449,Mike Morley,4,,
513,T449,T449,John Morse,4,1.0,
514,T449,T449,Jim Nelford,4,,
515,T449,T449,Jack Nicklaus,4,,
