,YTD_Par_or_Better_Streak_RANK THIS WEEK,YTD_Par_or_Better_Streak_RANK LAST WEEK,YTD_Par_or_Better_Streak_PLAYER NAME,YTD_Par_or_Better_Streak_NUMBER OF ROUNDS
0,1,1,Luke Donald,23
1,2,2,Brian Gay,22
2,3,3,Bill Haas,20
3,T4,T4,Jonathan Byrd,19
4,T4,T4,Rod Pampling,19
5,T4,T4,Bo Van Pelt,19
6,T7,T7,Blake Adams,18
7,T7,T7,Jerry Kelly,18
8,T7,T7,Matt Kuchar,18
9,T7,T7,Chez Reavie,18
10,T7,T7,Vijay Singh,18
11,T7,T7,Kevin Sutherland,18
12,T13,T13,Jason Bohn,17
13,T13,T13,Steve Marino,17
14,T15,T15,Ryan Palmer,16
15,T15,T15,Carl Pettersson,16
16,T15,T15,Charl Schwartzel,16
17,T15,T15,Roland Thatcher,16
18,T15,T15,Bubba Watson,16
19,T20,T20,Chris Kirk,15
20,T20,T20,Spencer Levin,15
21,T20,T20,Bryce Molder,15
22,T20,T20,Pat Perez,15
23,T20,T20,Justin Rose,15
24,T20,T20,Heath Slocum,15
25,T26,T26,Michael Bradley,14
26,T26,T26,Tim Clark,14
27,T26,T26,Chris Couch,14
28,T26,T26,Rickie Fowler,14
29,T26,T26,Jim Furyk,14
30,T26,T26,Scott Piercy,14
31,T26,T26,Chris Tidland,14
32,T26,T26,Jhonattan Vegas,14
33,T26,T26,Charles Warren,14
34,T26,T26,Mark Wilson,14
35,T36,T36,Cameron Beckman,13
36,T36,T36,Greg Chalmers,13
37,T36,T36,K.J. Choi,13
38,T36,T36,Matt Jones,13
39,T36,T36,Billy Mayfair,13
40,T36,T36,Kevin Na,13
41,T36,T36,Webb Simpson,13
42,T36,T36,Brandt Snedeker,13
43,T36,T36,Josh Teater,13
44,T45,T45,Briny Baird,12
45,T45,T45,Bud Cauley,12
46,T45,T45,Stewart Cink,12
47,T45,T45,Michael Connell,12
48,T45,T45,Davis Love III,12
49,T45,T45,Aron Price,12
50,T45,T45,Kevin Stadler,12
51,T52,T52,Woody Austin,11
52,T52,T52,Charles Howell III,11
53,T52,T52,Freddie Jacobson,11
54,T52,T52,Brandt Jobe,11
55,T52,T52,Justin Leonard,11
56,T52,T52,Bill Lunde,11
57,T52,T52,John Merrick,11
58,T52,T52,D.A. Points,11
59,T52,T52,Rory Sabbatini,11
60,T52,T52,Steve Stricker,11
61,T52,T52,Chris Stroud,11
62,T52,T52,David Toms,11
63,T64,T64,Aaron Baddeley,10
64,T64,T64,Kris Blanks,10
