,Consecutive_BirdiesEagles_streak_RANK THIS WEEK,Consecutive_BirdiesEagles_streak_RANK LAST WEEK,Consecutive_BirdiesEagles_streak_PLAYER NAME,Consecutive_BirdiesEagles_streak_EVENTS,Consecutive_BirdiesEagles_streak_NUMBER OF HOLES
100,T78,T78,Simon Dyson,3,2
101,T78,T78,Steve Elkington,17,2
102,T78,T78,Brad Faxon,12,2
103,T78,T78,Harrison Frazar,19,2
104,T78,T78,Robert Gamez,9,2
105,T78,T78,Bobby Gates,29,2
106,T78,T78,Brian Gay,26,2
107,T78,T78,Tom Gillis,19,2
108,T78,T78,Fabián Gómez,26,2
109,T78,T78,Jason Gore,6,2
110,T78,T78,Bill Haas,26,2
111,T78,T78,Jeff Hart,1,2
112,T78,T78,J.P. Hayes,19,2
113,T78,T78,Jim Herman,22,2
114,T78,T78,Justin Hicks,23,2
115,T78,T78,Charley Hoffman,27,2
116,T78,T78,Tom Hoge,1,2
117,T78,T78,J.B. Holmes,16,2
118,T78,T78,Billy Horschel,25,2
119,T78,T78,Ryuji Imada,29,2
120,T78,T78,Ryo Ishikawa,10,2
121,T78,T78,Freddie Jacobson,25,2
122,T78,T78,Raphael Jacquelin,2,2
123,T78,T78,Lee Janzen,19,2
124,T78,T78,Miguel Angel Jiménez,7,2
125,T78,T78,Zach Johnson,23,2
126,T78,T78,Matt Jones,25,2
127,T78,T78,Robert Karlsson,18,2
128,T78,T78,Anthony Kim,26,2
129,T78,T78,Bio Kim,25,2
130,T78,T78,Chris Kirk,28,2
131,T78,T78,Kevin Kisner,24,2
132,T78,T78,Matt Kuchar,24,2
133,T78,T78,Martin Laird,23,2
134,T78,T78,Brad Lardon,2,2
135,T78,T78,Marc Leishman,27,2
136,T78,T78,Frank Lickliter II,12,2
137,T78,T78,Davis Love III,22,2
138,T78,T78,Jarrod Lyle,29,2
139,T78,T78,Steve Marino,23,2
140,T78,T78,Ben Martin,25,2
141,T78,T78,Troy Matteson,28,2
142,T78,T78,Graeme McDowell,16,2
143,T78,T78,Rory McIlroy,10,2
144,T78,T78,George McNeill,21,2
145,T78,T78,Troy Merritt,23,2
146,T78,T78,Bryce Molder,27,2
147,T78,T78,Kevin Na,26,2
148,T78,T78,Sean O'Hair,24,2
149,T78,T78,Nick O'Hern,29,2
150,T78,T78,Joe Ogilvie,24,2
151,T78,T78,Tom Pernice Jr.,12,2
152,T78,T78,Carl Pettersson,27,2
153,T78,T78,Scott Piercy,23,2
154,T78,T78,D.A. Points,26,2
155,T78,T78,Ian Poulter,16,2
156,T78,T78,Michael Putnam,21,2
157,T78,T78,Alvaro Quiros,8,2
158,T78,T78,Jim Renner,22,2
159,T78,T78,Chris Riley,25,2
160,T78,T78,Alexandre Rocha,22,2
161,T78,T78,John Rollins,27,2
162,T78,T78,Andres Romero,22,2
163,T78,T78,Justin Rose,23,2
164,T78,T78,Michael Sim,19,2
165,T78,T78,Heath Slocum,29,2
166,T78,T78,Nate Smith,24,2
167,T78,T78,Brandt Snedeker,26,2
168,T78,T78,Shunsuke Sonoda,1,2
169,T78,T78,Kevin Stadler,27,2
170,T78,T78,Scott Stallings,28,2
171,T78,T78,Paul Stankowski,24,2
172,T78,T78,Henrik Stenson,15,2
173,T78,T78,Kevin Streelman,26,2
174,T78,T78,Will Strickler,19,2
175,T78,T78,Vaughn Taylor,27,2
176,T78,T78,Josh Teater,31,2
177,T78,T78,Roland Thatcher,22,2
178,T78,T78,Michael Thompson,25,2
179,T78,T78,Cameron Tringale,32,2
180,T78,T78,Scott Verplank,15,2
181,T78,T78,Camilo Villegas,25,2
182,T78,T78,Duffy Waldorf,14,2
183,T78,T78,Tom Watson,3,2
184,T78,T78,Boo Weekley,23,2
185,T78,T78,Matt Weibring,5,2
186,T78,T78,Tim Wilkinson,1,2
187,T78,T78,Mark Wilson,26,2
188,T78,T78,Gary Woodland,25,2
189,T190,T190,Joe Affrunti,6,1
190,T190,T190,Fulton Allem,2,1
191,T190,T190,Stephen Ames,22,1
192,T190,T190,Briny Baird,19,1
193,T190,T190,Craig Barlow,5,1
194,T190,T190,D.J. Brigman,23,1
195,T190,T190,Mark Calcavecchia,6,1
196,T190,T190,Bud Cauley,8,1
197,T190,T190,SSP Chawrasia,1,1
198,T190,T190,Albin Choi,1,1
199,T190,T190,Phillip Choi,1,1
200,T190,T190,Daniel Chopra,2,1
201,T190,T190,Chad Collins,16,1
202,T190,T190,Erik Compton,6,1
203,T190,T190,Fred Couples,5,1
204,T190,T190,Ben Curtis,23,1
205,T190,T190,John Daly,18,1
206,T190,T190,Robert Damron,3,1
207,T190,T190,Floris De Vries,1,1
208,T190,T190,Joe Durant,25,1
209,T190,T190,Johan Edfors,2,1
210,T190,T190,Bob Estes,12,1
211,T190,T190,Jon Fiedler,2,1
212,T190,T190,Tony Finau,1,1
213,T190,T190,Todd Fischer,3,1
214,T190,T190,Ross Fisher,8,1
215,T190,T190,Steve Flesch,27,1
216,T190,T190,Hiroyuki Fujita,7,1
217,T190,T190,Lucas Glover,23,1
218,T190,T190,Andres Gonzales,21,1
219,T190,T190,Retief Goosen,16,1
220,T190,T190,Scott Gordon,19,1
221,T190,T190,Paul Goydos,25,1
222,T190,T190,Richard Green,4,1
223,T190,T190,Scott Gutschewski,23,1
224,T190,T190,Todd Hamilton,11,1
225,T190,T190,Anders Hansen,7,1
226,T190,T190,Peter Hanson,12,1
227,T190,T190,Padraig Harrington,18,1
228,T190,T190,Wes Heffernan,1,1
229,T190,T190,Nolan Henke,1,1
230,T190,T190,J.J. Henry,28,1
231,T190,T190,Mark Hensby,6,1
232,T190,T190,Tim Herron,28,1
233,T190,T190,Morgan Hoffmann,4,1
234,T190,T190,Yuta Ikeda,9,1
235,T190,T190,Richard Johnson,23,1
236,T190,T190,Martin Kaymer,10,1
237,T190,T190,Skip Kendall,6,1
238,T190,T190,K.T. Kim,9,1
239,T190,T190,Drew Kittleson,1,1
240,T190,T190,Colt Knost,27,1
241,T190,T190,Paul Lawrie,1,1
242,T190,T190,Michael Letzig,13,1
243,T190,T190,Spencer Levin,31,1
244,T190,T190,Tom Lewis,1,1
245,T190,T190,WC Liang,2,1
246,T190,T190,Jamie Lovemark,9,1
247,T190,T190,Sandy Lyle,2,1
248,T190,T190,Jeff Maggert,18,1
249,T190,T190,Brian Maurer,1,1
250,T190,T190,Bob May,2,1
251,T190,T190,Scott McCarron,22,1
252,T190,T190,Rocco Mediate,23,1
253,T190,T190,Shaun Micheel,27,1
254,T190,T190,Edoardo Molinari,12,1
255,T190,T190,Ryan Moore,22,1
256,T190,T190,Seung-Yul Noh,6,1
257,T190,T190,Alex Noren,4,1
258,T190,T190,Geoff Ogilvy,21,1
259,T190,T190,Thorbjørn Olesen,1,1
260,T190,T190,Leif Olson,1,1
261,T190,T190,Louis Oosthuizen,15,1
262,T190,T190,Rod Pampling,21,1
263,T190,T190,Jesper Parnevik,10,1
264,T190,T190,Corey Pavin,4,1
265,T190,T190,Cameron Percy,12,1
266,T190,T190,Kenny Perry,13,1
267,T190,T190,Martin Piller,23,1
268,T190,T190,Ted Purdy,6,1
269,T190,T190,Brett Quigley,10,1
270,T190,T190,Fran Quinn,10,1
271,T190,T190,Jeff Quinney,14,1
272,T190,T190,Rory Sabbatini,24,1
273,T190,T190,Sam Saunders,8,1
274,T190,T190,Charl Schwartzel,15,1
275,T190,T190,Richard Scott,1,1
276,T190,T190,Mike Small,6,1
277,T190,T190,Kirk Triplett,8,1
278,T190,T190,Ty Tryon,1,1
279,T190,T190,Marc Turnesa,20,1
280,T190,T190,Peter Uihlein,5,1
281,T190,T190,Johnson Wagner,25,1
282,T190,T190,Jimmy Walker,24,1
283,T190,T190,Drew Weaver,2,1
284,T190,T190,Tim Weinhart,1,1
285,T190,T190,Brett Wetterich,8,1
286,T190,T190,Jay Williamson,6,1
287,T190,T190,Garrett Willis,24,1
288,T190,T190,Dean Wilson,22,1
289,T190,T190,Y.E. Yang,18,1
