,YTD_Rounds_in_60s_Streak_RANK THIS WEEK,YTD_Rounds_in_60s_Streak_RANK LAST WEEK,YTD_Rounds_in_60s_Streak_PLAYER NAME,YTD_Rounds_in_60s_Streak_BEST STREAK
127,T86,T86,K.T. Kim,4
128,T86,T86,Bio Kim,4
129,T86,T86,Martin Laird,4
130,T86,T86,Justin Leonard,4
131,T86,T86,Davis Love III,4
132,T86,T86,Jarrod Lyle,4
133,T86,T86,Hunter Mahan,4
134,T86,T86,Scott McCarron,4
135,T86,T86,William McGirt,4
136,T86,T86,George McNeill,4
137,T86,T86,Joe Ogilvie,4
138,T86,T86,Louis Oosthuizen,4
139,T86,T86,Rod Pampling,4
140,T86,T86,Cameron Percy,4
141,T86,T86,Aron Price,4
142,T86,T86,Tag Ridings,4
143,T86,T86,Chris Riley,4
144,T86,T86,Andres Romero,4
145,T86,T86,Rory Sabbatini,4
146,T86,T86,Adam Scott,4
147,T86,T86,Brandt Snedeker,4
148,T86,T86,Kevin Stadler,4
149,T86,T86,Paul Stankowski,4
150,T86,T86,Daniel Summerhays,4
151,T86,T86,Kevin Sutherland,4
152,T86,T86,Vaughn Taylor,4
153,T86,T86,Cameron Tringale,4
154,T86,T86,Johnson Wagner,4
155,T86,T86,Jimmy Walker,4
156,T86,T86,Brett Wetterich,4
157,T86,T86,Dean Wilson,4
158,T86,T86,Y.E. Yang,4
159,T160,T160,Michael Allen,3
160,T160,T160,Stuart Appleby,3
161,T160,T160,Ricky Barnes,3
162,T160,T160,Rich Beem,3
163,T160,T160,Patrick Cantlay,3
164,T160,T160,Paul Casey,3
165,T160,T160,Darren Clarke,3
166,T160,T160,John Cook,3
167,T160,T160,Chris Couch,3
168,T160,T160,Ben Curtis,3
169,T160,T160,John Daly,3
170,T160,T160,Chris DiMarco,3
171,T160,T160,Steve Flesch,3
172,T160,T160,Bobby Gates,3
173,T160,T160,Retief Goosen,3
174,T160,T160,Anders Hansen,3
175,T160,T160,Peter Hanson,3
176,T160,T160,J.P. Hayes,3
177,T160,T160,Jim Herman,3
178,T160,T160,Justin Hicks,3
179,T160,T160,Kevin Kisner,3
180,T160,T160,Colt Knost,3
181,T160,T160,Derek Lamely,3
182,T160,T160,Tom Lehman,3
183,T160,T160,Frank Lickliter II,3
184,T160,T160,Peter Lonard,3
185,T160,T160,Will MacKenzie,3
186,T160,T160,John Mallinger,3
187,T160,T160,Troy Matteson,3
188,T160,T160,Billy Mayfair,3
189,T160,T160,Graeme McDowell,3
190,T160,T160,Francesco Molinari,3
191,T160,T160,Ryan Moore,3
192,T160,T160,Sean O'Hair,3
193,T160,T160,Ryan Palmer,3
194,T160,T160,Scott Piercy,3
195,T160,T160,Michael Putnam,3
196,T160,T160,Alexandre Rocha,3
197,T160,T160,Heath Slocum,3
198,T160,T160,Nate Smith,3
199,T160,T160,Henrik Stenson,3
200,T160,T160,Will Strickler,3
201,T160,T160,Kirk Triplett,3
202,T160,T160,Marc Turnesa,3
203,T160,T160,Omar Uresti,3
204,T160,T160,Duffy Waldorf,3
205,T160,T160,Charles Warren,3
206,T160,T160,Boo Weekley,3
207,T160,T160,Garrett Willis,3
208,T160,T160,Tiger Woods,3
209,T210,T210,Chris Baryla,2
210,T210,T210,Craig Bowden,2
211,T210,T210,Josh Broadaway,2
212,T210,T210,Tom Byrum,2
213,T210,T210,Ángel Cabrera,2
214,T210,T210,Alejandro Cañizares,2
215,T210,T210,Stewart Cink,2
216,T210,T210,George Coetzee,2
217,T210,T210,Chad Collins,2
218,T210,T210,Fred Couples,2
219,T210,T210,Robert Damron,2
220,T210,T210,Bob Estes,2
221,T210,T210,Matt Every,2
222,T210,T210,Hiroyuki Fujita,2
223,T210,T210,Fred Funk,2
224,T210,T210,Robert Gamez,2
225,T210,T210,Fabián Gómez,2
226,T210,T210,Jason Gore,2
227,T210,T210,Richard Green,2
228,T210,T210,Mathias Grönberg,2
229,T210,T210,Scott Gutschewski,2
230,T210,T210,Adam Hadwin,2
231,T210,T210,Todd Hamilton,2
232,T210,T210,J.B. Holmes,2
233,T210,T210,Richard Johnson,2
234,T210,T210,Matt Jones,2
235,T210,T210,Martin Kaymer,2
236,T210,T210,Jeff Klauk,2
237,T210,T210,Michael Letzig,2
238,T210,T210,Jamie Lovemark,2
239,T210,T210,Steve Lowery,2
240,T210,T210,Jeff Maggert,2
241,T210,T210,Matteo Manassero,2
242,T210,T210,Ben Martin,2
243,T210,T210,Shigeki Maruyama,2
244,T210,T210,Rocco Mediate,2
245,T210,T210,Shaun Micheel,2
246,T210,T210,Hennie Otto,2
247,T210,T210,Carl Paulson,2
248,T210,T210,Kenny Perry,2
249,T210,T210,Martin Piller,2
250,T210,T210,Fran Quinn,2
251,T210,T210,Jeff Quinney,2
252,T210,T210,Jonathan Randolph,2
253,T210,T210,Patrick Reed,2
254,T210,T210,Robert Rock,2
255,T210,T210,Charl Schwartzel,2
256,T210,T210,Michael Sim,2
257,T210,T210,Jordan Spieth,2
258,T210,T210,Andre Stolz,2
259,T210,T210,Peter Tomasulo,2
260,T210,T210,Lee Westwood,2
261,T210,T210,Jay Williamson,2
