,Best_Sub-Par_Rounds_Streak_RANK THIS WEEK,Best_Sub-Par_Rounds_Streak_RANK LAST WEEK,Best_Sub-Par_Rounds_Streak_PLAYER NAME,Best_Sub-Par_Rounds_Streak_CAREER BEST STREAK,Best_Sub-Par_Rounds_Streak_BEST YTD STREAK,Best_Sub-Par_Rounds_Streak_CURRENT STREAK
0,1,1,Tim Petrovic,26,8.0,
1,2,2,Jeff Sluman,23,,
2,T3,T3,Tim Clark,22,5.0,
3,T3,T3,Fred Couples,22,3.0,
4,T3,T3,Scott McCarron,22,5.0,
5,T6,T6,Stuart Appleby,21,4.0,
6,T6,T6,Bob Estes,21,5.0,
7,T6,T6,Scott Verplank,21,6.0,
8,T9,T9,Jay Don Blake,20,,
9,T9,T9,Joey Sindelar,20,,
10,T11,T11,Ben Crane,19,7.0,
11,T11,T11,Joe Durant,19,4.0,
12,T11,T11,Jesper Parnevik,19,4.0,
13,T11,T11,Dan Pohl,19,,
14,T15,T15,Glen Day,18,,
15,T15,T15,Chris DiMarco,18,4.0,
16,T15,T15,Retief Goosen,18,4.0,
17,T15,T15,Charles Howell III,18,11.0,
18,T15,T15,Ryan Moore,18,5.0,
19,T15,T15,Craig Parry,18,,
20,T21,T21,Ronnie Black,17,,
21,T21,T21,Jonathan Byrd,17,7.0,
22,T21,T21,Brendon de Jonge,17,6.0,
23,T21,T21,Luke Donald,17,17.0,
24,T21,T21,Ed Fiori,17,,
25,T21,T21,Donnie Hammond,17,,
26,T21,T21,Jerry Kelly,17,11.0,
27,T21,T21,Roger Maltbie,17,,
28,T21,T21,Shigeki Maruyama,17,2.0,
29,T21,T21,Mark O'Meara,17,1.0,
30,T21,T21,Vijay Singh,17,9.0,
31,T21,T21,Kirk Triplett,17,6.0,
32,T21,T21,Tiger Woods,17,3.0,
33,T34,T34,Ken Green,16,,
34,T34,T34,Bill Haas,16,12.0,
35,T34,T34,Lee Janzen,16,6.0,
36,T34,T34,Matt Kuchar,16,14.0,
37,T34,T34,Troy Matteson,16,3.0,
38,T34,T34,Blaine McCallister,16,,
39,T34,T34,Steve Pate,16,3.0,
40,T34,T34,Corey Pavin,16,1.0,
41,T34,T34,Kenny Perry,16,5.0,
42,T34,T34,Chez Reavie,16,16.0,
43,T34,T34,Chris Riley,16,5.0,
44,T34,T34,Mike Weir,16,1.0,
45,T46,T46,Stephen Ames,15,5.0,
46,T46,T46,Brian Davis,15,7.0,
47,T46,T46,Carlos Franco,15,1.0,
48,T46,T46,Scott Hoch,15,,
49,T46,T46,Tom Kite,15,,
50,T46,T46,Davis Love III,15,6.0,
51,T46,T46,Andrew Magee,15,,
52,T46,T46,Scott Simpson,15,,
53,T46,T46,Chris Smith,15,1.0,
54,T46,T46,Craig Stadler,15,1.0,
55,T46,T46,Bob Tway,15,,
56,T57,T57,Robert Allenby,14,4.0,
57,T57,T57,Woody Austin,14,5.0,
58,T57,T57,Brian Bateman,14,2.0,
59,T57,T57,Russ Cochran,14,,
60,T57,T57,Marco Dawson,14,4.0,
61,T57,T57,Steve Flesch,14,4.0,
62,T57,T57,Rickie Fowler,14,5.0,
63,T57,T57,Brent Geiberger,14,,
64,T57,T57,Mathew Goggin,14,1.0,
65,T57,T57,John Huston,14,1.0,
66,T57,T57,Freddie Jacobson,14,5.0,
67,T57,T57,Kent Jones,14,5.0,
68,T57,T57,Justin Leonard,14,8.0,
69,T57,T57,Frank Lickliter II,14,8.0,
70,T57,T57,Peter Lonard,14,4.0,
71,T57,T57,Jeff Maggert,14,3.0,
72,T57,T57,Rocco Mediate,14,2.0,
73,T57,T57,Joe Ogilvie,14,5.0,
74,T57,T57,Loren Roberts,14,,
75,T57,T57,Payne Stewart,14,,
76,T57,T57,Bo Van Pelt,14,6.0,
77,T57,T57,Grant Waite,14,1.0,
78,T57,T57,Mark Wilson,14,7.0,
79,T80,T80,Billy Andrade,13,,
80,T80,T80,Paul Azinger,13,,
81,T80,T80,Briny Baird,13,12.0,
82,T80,T80,Cameron Beckman,13,8.0,
83,T80,T80,Jason Bohn,13,8.0,
84,T80,T80,Bart Bryant,13,,
85,T80,T80,Brad Bryant,13,,
86,T80,T80,Rex Caldwell,13,,
87,T80,T80,John Cook,13,4.0,
88,T80,T80,Jay Delsing,13,,
89,T80,T80,David Duval,13,9.0,
90,T80,T80,Steve Elkington,13,5.0,
91,T80,T80,Rick Fehr,13,,
92,T80,T80,Dan Forsman,13,1.0,
93,T80,T80,Harrison Frazar,13,4.0,
94,T80,T80,David Frost,13,,
95,T80,T80,Fred Funk,13,2.0,
96,T80,T80,Jim Furyk,13,9.0,
97,T80,T80,Buddy Gardner,13,,
98,T80,T80,Brian Gay,13,10.0,
99,T80,T80,Tim Herron,13,4.0,
100,T80,T80,Peter Jacobsen,13,,
101,T80,T80,Neal Lancaster,13,,
102,T80,T80,Bernhard Langer,13,,
103,T80,T80,Tom Lehman,13,7.0,
104,T80,T80,Mark McCumber,13,,
105,T80,T80,Phil Mickelson,13,6.0,
106,T80,T80,Calvin Peete,13,,
107,T80,T80,David Peoples,13,,
108,T80,T80,Scott Piercy,13,9.0,
109,T80,T80,Ted Purdy,13,1.0,
110,T80,T80,Mike Reid,13,,
111,T80,T80,Dave Rummells,13,,
112,T80,T80,Tom Sieckmann,13,,
113,T80,T80,Tony Sills,13,,
114,T80,T80,Brandt Snedeker,13,12.0,
115,T80,T80,Curtis Strange,13,,
116,T80,T80,Mike Sullivan,13,,
117,T80,T80,David Toms,13,8.0,
118,T80,T80,Duffy Waldorf,13,3.0,
119,T120,T120,Aaron Baddeley,12,9.0,
120,T120,T120,Dave Barr,12,,
121,T120,T120,Jeff Brehaut,12,,
122,T120,T120,Mark Brooks,12,3.0,
123,T120,T120,Mark Calcavecchia,12,5.0,
124,T120,T120,Chad Campbell,12,6.0,
125,T120,T120,Greg Chalmers,12,6.0,
126,T120,T120,Stewart Cink,12,5.0,
127,T120,T120,Michael Connell,12,7.0,
128,T120,T120,Danny Edwards,12,,
129,T120,T120,David Edwards,12,,
130,T120,T120,Joel Edwards,12,,
131,T120,T120,Brad Faxon,12,2.0,
132,T120,T120,Todd Fischer,12,3.0,
133,T120,T120,Robert Gamez,12,2.0,
134,T120,T120,Paul Goydos,12,4.0,
135,T120,T120,Nathan Green,12,4.0,
136,T120,T120,Mathias Grönberg,12,2.0,
137,T120,T120,Jay Haas,12,,
138,T120,T120,Mike Heinen,12,,
139,T120,T120,Richard Johnson,12,3.0,
140,T120,T120,Jonathan Kaye,12,3.0,
141,T120,T120,Skip Kendall,12,1.0,
142,T120,T120,Gary Koch,12,,
143,T120,T120,Greg Kraft,12,1.0,
144,T120,T120,Bill Lunde,12,7.0,
145,T120,T120,Jim McGovern,12,,
146,T120,T120,Larry Mize,12,,
147,T120,T120,Gil Morgan,12,,
148,T120,T120,Frank Nobilo,12,,
149,T120,T120,José María Olazábal,12,1.0,
150,T120,T120,Don Pooley,12,,
151,T120,T120,Gene Sauers,12,,
152,T120,T120,John Senden,12,5.0,
153,T120,T120,Paul Stankowski,12,4.0,
154,T120,T120,Kevin Sutherland,12,8.0,
155,T120,T120,Hal Sutton,12,,
156,T120,T120,Jhonattan Vegas,12,12.0,
157,T120,T120,Jay Williamson,12,3.0,
158,T120,T120,Willie Wood,12,1.0,
159,T120,T120,Fuzzy Zoeller,12,,
160,T161,T161,Craig Barlow,11,2.0,
161,T161,T161,Chip Beck,11,,
162,T161,T161,Olin Browne,11,,
163,T161,T161,George Burns,11,,
164,T161,T161,Bob Burns,11,,
165,T161,T161,Tom Byrum,11,4.0,
166,T161,T161,Jim Carter,11,,
167,T161,T161,Brandel Chamblee,11,,
168,T161,T161,K.J. Choi,11,8.0,
169,T161,T161,Michael Clark II,11,1.0,
170,T161,T161,John Daly,11,3.0,
171,T161,T161,Bubba Dickerson,11,1.0,
172,T161,T161,Keith Fergus,11,,
173,T161,T161,Bruce Fleisher,11,,
174,T161,T161,Raymond Floyd,11,,
175,T161,T161,Sergio Garcia,11,6.0,
176,T161,T161,Jason Gore,11,6.0,
177,T161,T161,Todd Hamilton,11,5.0,
178,T161,T161,J.P. Hayes,11,3.0,
179,T161,T161,J.J. Henry,11,5.0,
180,T161,T161,Zach Johnson,11,7.0,
181,T161,T161,Dustin Johnson,11,6.0,
182,T161,T161,Ian Leggatt,11,,
183,T161,T161,Michael Letzig,11,4.0,
184,T161,T161,Bruce Lietzke,11,,
185,T161,T161,John Mahaffey,11,,
186,T161,T161,Steve Marino,11,8.0,
187,T161,T161,Billy Mayfair,11,6.0,
188,T161,T161,George McNeill,11,4.0,
189,T161,T161,Shaun Micheel,11,3.0,
190,T161,T161,Geoff Ogilvy,11,6.0,
191,T161,T161,David Ogrin,11,,
192,T161,T161,Rod Pampling,11,7.0,
193,T161,T161,Carl Pettersson,11,8.0,
