,Consecutive_Birdies_Streak_RANK THIS WEEK,Consecutive_Birdies_Streak_RANK LAST WEEK,Consecutive_Birdies_Streak_PLAYER NAME,Consecutive_Birdies_Streak_EVENTS,Consecutive_Birdies_Streak_NUMBER OF HOLES
0,1,1,Scott Piercy,23,8
1,T2,T2,Shane Bertsch,20,6
2,T2,T2,Luke Donald,19,6
3,T2,T2,Brian Gay,26,6
4,T2,T2,Bill Haas,26,6
5,T2,T2,J.J. Henry,28,6
6,T2,T2,Justin Leonard,26,6
7,T2,T2,John Mallinger,15,6
8,T2,T2,Nick O'Hern,29,6
9,T2,T2,Andres Romero,22,6
10,T2,T2,Kevin Stadler,27,6
11,T2,T2,Jhonattan Vegas,25,6
12,T2,T2,Garrett Willis,24,6
13,T2,T2,Y.E. Yang,18,6
14,T15,T15,Robert Allenby,25,5
15,T15,T15,Ricky Barnes,23,5
16,T15,T15,Kris Blanks,29,5
17,T15,T15,Chad Campbell,29,5
18,T15,T15,Bud Cauley,8,5
19,T15,T15,Chris Couch,21,5
20,T15,T15,Brendon de Jonge,30,5
21,T15,T15,Fabián Gómez,26,5
22,T15,T15,Jason Gore,6,5
23,T15,T15,Paul Goydos,25,5
24,T15,T15,Mathias Grönberg,1,5
25,T15,T15,Hunter Haas,30,5
26,T15,T15,J.B. Holmes,16,5
27,T15,T15,Trevor Immelman,25,5
28,T15,T15,Freddie Jacobson,25,5
29,T15,T15,Lee Janzen,19,5
30,T15,T15,Brandt Jobe,28,5
31,T15,T15,Zach Johnson,23,5
32,T15,T15,Dustin Johnson,21,5
33,T15,T15,Sung Kang,21,5
34,T15,T15,Martin Kaymer,10,5
35,T15,T15,Anthony Kim,26,5
36,T15,T15,Derek Lamely,26,5
37,T15,T15,Marc Leishman,27,5
38,T15,T15,Spencer Levin,31,5
39,T15,T15,Peter Lonard,2,5
40,T15,T15,Bill Lunde,28,5
41,T15,T15,Jarrod Lyle,29,5
42,T15,T15,Hunter Mahan,25,5
43,T15,T15,Steve Marino,23,5
44,T15,T15,Shigeki Maruyama,2,5
45,T15,T15,Troy Matteson,28,5
46,T15,T15,Scott McCarron,22,5
47,T15,T15,John Merrick,21,5
48,T15,T15,Phil Mickelson,21,5
49,T15,T15,Bryce Molder,27,5
50,T15,T15,Ryan Moore,22,5
51,T15,T15,Geoff Ogilvy,21,5
52,T15,T15,Jesper Parnevik,10,5
53,T15,T15,Pat Perez,24,5
54,T15,T15,Carl Pettersson,27,5
55,T15,T15,Jeff Quinney,14,5
56,T15,T15,Jim Renner,22,5
57,T15,T15,Webb Simpson,26,5
58,T15,T15,Brandt Snedeker,26,5
59,T15,T15,Paul Stankowski,24,5
60,T15,T15,Kyle Stanley,28,5
61,T15,T15,Steve Stricker,19,5
62,T15,T15,Vaughn Taylor,27,5
63,T15,T15,Josh Teater,31,5
64,T15,T15,Michael Thompson,25,5
65,T15,T15,Scott Verplank,15,5
66,T15,T15,Nick Watney,22,5
67,T15,T15,Charlie Wi,25,5
68,T15,T15,Mark Wilson,26,5
69,T15,T15,Gary Woodland,25,5
70,T71,T71,Blake Adams,34,4
71,T71,T71,Stephen Ames,22,4
72,T71,T71,Stuart Appleby,24,4
73,T71,T71,Arjun Atwal,29,4
74,T71,T71,Woody Austin,18,4
75,T71,T71,Aaron Baddeley,22,4
76,T71,T71,Cameron Beckman,25,4
77,T71,T71,Rich Beem,21,4
78,T71,T71,Jason Bohn,22,4
79,T71,T71,Steven Bowditch,28,4
80,T71,T71,Michael Bradley,24,4
81,T71,T71,Keegan Bradley,28,4
82,T71,T71,Paul Casey,15,4
83,T71,T71,Alex Cejka,21,4
84,T71,T71,Greg Chalmers,28,4
85,T71,T71,Kevin Chappell,26,4
86,T71,T71,K.J. Choi,22,4
87,T71,T71,Stewart Cink,22,4
88,T71,T71,Michael Connell,26,4
89,T71,T71,Ben Crane,23,4
90,T71,T71,Ben Curtis,23,4
91,T71,T71,Robert Damron,3,4
92,T71,T71,Brian Davis,30,4
93,T71,T71,Jason Day,21,4
94,T71,T71,Chris DiMarco,31,4
95,T71,T71,James Driscoll,24,4
96,T71,T71,Jason Dufner,23,4
97,T71,T71,Joe Durant,25,4
98,T71,T71,Bob Estes,12,4
99,T71,T71,Rickie Fowler,24,4
100,T71,T71,Fred Funk,7,4
101,T71,T71,Tommy Gainey,34,4
102,T71,T71,Sergio Garcia,16,4
103,T71,T71,Robert Garrigus,26,4
104,T71,T71,Bobby Gates,29,4
105,T71,T71,Tom Gillis,19,4
106,T71,T71,Lucas Glover,23,4
107,T71,T71,Andres Gonzales,21,4
108,T71,T71,Retief Goosen,16,4
109,T71,T71,Nathan Green,26,4
110,T71,T71,Grégory Havret,3,4
111,T71,T71,J.P. Hayes,19,4
112,T71,T71,David Hearn,26,4
113,T71,T71,Jim Herman,22,4
114,T71,T71,Tim Herron,28,4
115,T71,T71,Charley Hoffman,27,4
116,T71,T71,Morgan Hoffmann,4,4
117,T71,T71,Billy Horschel,25,4
118,T71,T71,Charles Howell III,30,4
119,T71,T71,Yuta Ikeda,9,4
120,T71,T71,Ryuji Imada,29,4
121,T71,T71,Richard Johnson,23,4
122,T71,T71,Matt Jones,25,4
123,T71,T71,Robert Karlsson,18,4
124,T71,T71,Jerry Kelly,26,4
125,T71,T71,K.T. Kim,9,4
126,T71,T71,Bio Kim,25,4
127,T71,T71,Chris Kirk,28,4
128,T71,T71,Colt Knost,27,4
129,T71,T71,Matt Kuchar,24,4
130,T71,T71,Martin Laird,23,4
131,T71,T71,Tom Lewis,1,4
132,T71,T71,WC Liang,2,4
133,T71,T71,Jamie Lovemark,9,4
134,T71,T71,Jeff Maggert,18,4
135,T71,T71,Ben Martin,25,4
136,T71,T71,Graeme McDowell,16,4
137,T71,T71,William McGirt,32,4
138,T71,T71,Rory McIlroy,10,4
139,T71,T71,George McNeill,21,4
140,T71,T71,Matt McQuillan,21,4
141,T71,T71,Shaun Micheel,27,4
142,T71,T71,Larry Mize,1,4
143,T71,T71,Francesco Molinari,11,4
144,T71,T71,Kevin Na,26,4
145,T71,T71,Joe Ogilvie,24,4
146,T71,T71,Ryan Palmer,24,4
147,T71,T71,Tom Pernice Jr.,12,4
148,T71,T71,Kenny Perry,13,4
149,T71,T71,Martin Piller,23,4
150,T71,T71,Ian Poulter,16,4
151,T71,T71,Aron Price,18,4
152,T71,T71,Dicky Pride,8,4
153,T71,T71,Alex Prugh,29,4
154,T71,T71,Michael Putnam,21,4
155,T71,T71,Chez Reavie,27,4
156,T71,T71,John Rollins,27,4
157,T71,T71,Justin Rose,23,4
158,T71,T71,Rory Sabbatini,24,4
159,T71,T71,Charl Schwartzel,15,4
160,T71,T71,Adam Scott,18,4
161,T71,T71,John Senden,26,4
162,T71,T71,Michael Sim,19,4
163,T71,T71,Vijay Singh,25,4
164,T71,T71,Heath Slocum,29,4
