,Proximity_to_Hole_from_Rough_RANK THIS WEEK,Proximity_to_Hole_from_Rough_RANK LAST WEEK,Proximity_to_Hole_from_Rough_PLAYER NAME,Proximity_to_Hole_from_Rough_ROUNDS,Proximity_to_Hole_from_Rough_AVG DTP,Proximity_to_Hole_from_Rough_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Rough_# OF SHOTS,Proximity_to_Hole_from_Rough_SCRAMBLING RANK
0,1,1,Jonathan Byrd,83,"6' 3""",1143.583,182,106
1,T2,T2,Ricky Barnes,78,"6' 4""",999.3330000000001,158,117
2,T2,T2,Steve Stricker,70,"6' 4""",789.5830000000001,124,2
3,4,4,Kevin Na,84,"6' 8""",1393.1670000000001,210,9
4,5,5,David Toms,78,"6' 9""",785.9169999999999,116,25
5,T6,T6,Stuart Appleby,65,"6' 10""",1134.75,166,128
6,T6,T6,Padraig Harrington,60,"6' 10""",876.5,128,49
7,T6,T6,Vijay Singh,79,"6' 10""",1060.417,156,105
8,T9,T9,Steve Elkington,50,"6' 11""",597.25,86,43
9,T9,T9,Brian Gay,90,"6' 11""",1105.0,160,7
10,T9,T9,Nate Smith,66,"6' 11""",819.1669999999999,118,90
11,T12,T12,Alex Cejka,59,"7' 0""",742.6669999999999,106,111
12,T12,T12,Freddie Jacobson,92,"7' 0""",1151.583,165,34
13,T12,T12,Ian Poulter,52,"7' 0""",645.4169999999999,92,122
14,T12,T12,Rory Sabbatini,85,"7' 0""",1041.667,149,84
15,T16,T16,Jason Dufner,78,"7' 1""",997.9169999999999,141,70
16,T16,T16,Trevor Immelman,84,"7' 1""",876.0830000000001,124,89
17,T16,T16,Bryce Molder,82,"7' 1""",1003.3330000000001,142,15
18,T16,T16,Mark Wilson,89,"7' 1""",1268.75,180,11
19,T20,T20,Justin Leonard,82,"7' 2""",1188.5,166,18
20,T20,T20,Spencer Levin,113,"7' 2""",1636.5829999999999,229,41
21,T20,T20,Phil Mickelson,79,"7' 2""",1215.083,169,17
22,T23,T23,Jason Day,76,"7' 3""",1068.0,148,3
23,T23,T23,Geoff Ogilvy,69,"7' 3""",1172.333,162,52
24,T23,T23,Michael Thompson,79,"7' 3""",1341.1670000000001,184,32
25,T26,T26,Charley Hoffman,93,"7' 4""",1553.0829999999999,212,163
26,T26,T26,Lee Janzen,62,"7' 4""",819.1669999999999,112,144
27,T26,T26,Tim Petrovic,88,"7' 4""",1423.75,195,38
28,T26,T26,Webb Simpson,98,"7' 4""",1266.25,172,16
29,T26,T26,Y.E. Yang,63,"7' 4""",955.6669999999999,130,23
30,T31,T31,Joseph Bramlett,73,"7' 5""",1250.417,168,119
31,T31,T31,Chad Campbell,99,"7' 5""",1242.583,168,102
