,Proximity_to_Hole_from_Sand_RANK THIS WEEK,Proximity_to_Hole_from_Sand_RANK LAST WEEK,Proximity_to_Hole_from_Sand_PLAYER NAME,Proximity_to_Hole_from_Sand_ROUNDS,Proximity_to_Hole_from_Sand_AVG DTP,Proximity_to_Hole_from_Sand_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Sand_# OF SHOTS,Proximity_to_Hole_from_Sand_SCRAMBLING RANK
91,T87,T87,Josh Teater,104,"9' 7""",1320.5829999999999,138,152
92,T93,T93,Greg Chalmers,88,"9' 8""",1304.5,135,1
93,T93,T93,Paul Goydos,81,"9' 8""",935.4169999999999,97,130
94,T93,T93,Zack Miller,86,"9' 8""",1159.833,120,153
95,T96,T96,Ernie Els,71,"9' 9""",883.5,91,182
96,T96,T96,Justin Leonard,82,"9' 9""",866.4169999999999,89,18
97,T96,T96,Rocco Mediate,53,"9' 9""",690.0830000000001,71,178
98,T96,T96,Nick O'Hern,89,"9' 9""",1037.667,106,58
99,T100,T100,Lee Janzen,62,"9' 10""",669.9169999999999,68,144
100,T100,T100,Michael Putnam,67,"9' 10""",916.8330000000001,93,87
101,T102,T102,K.J. Choi,77,"9' 11""",944.25,95,27
102,T102,T102,J.B. Holmes,57,"9' 11""",736.5830000000001,74,158
103,T102,T102,Colt Knost,80,"9' 11""",978.1669999999999,99,135
104,T102,T102,Adam Scott,60,"9' 11""",691.4169999999999,70,62
105,T102,T102,Dean Wilson,62,"9' 11""",646.8330000000001,65,19
106,T107,T107,Arjun Atwal,91,"10' 0""",1358.25,136,131
107,T107,T107,Kevin Chappell,78,"10' 0""",991.0,99,72
108,T107,T107,Joe Durant,71,"10' 0""",857.4169999999999,86,59
109,T107,T107,Hunter Haas,96,"10' 0""",1335.5,134,48
110,T107,T107,Bill Haas,93,"10' 0""",1218.0,122,79
111,T107,T107,J.P. Hayes,56,"10' 0""",737.8330000000001,74,80
112,T107,T107,Derek Lamely,65,"10' 0""",758.25,76,183
113,T114,T114,Jim Renner,65,"10' 1""",593.8330000000001,59,85
114,T114,T114,Johnson Wagner,81,"10' 1""",1039.833,103,96
115,T116,T116,Shane Bertsch,62,"10' 2""",822.0,81,57
116,T116,T116,Matt Bettencourt,84,"10' 2""",1357.5829999999999,133,141
117,T116,T116,Kris Blanks,92,"10' 2""",1225.667,121,94
118,T116,T116,Tom Gillis,55,"10' 2""",794.3330000000001,78,129
119,T120,T120,Chad Campbell,99,"10' 3""",1104.833,108,102
120,T120,T120,James Driscoll,71,"10' 3""",811.5830000000001,79,112
121,T120,T120,Harrison Frazar,58,"10' 3""",657.0830000000001,64,157
122,T120,T120,Jarrod Lyle,83,"10' 3""",1206.833,118,104
123,T120,T120,Michael Thompson,79,"10' 3""",905.25,88,32
124,T125,T125,Joseph Bramlett,73,"10' 5""",812.75,78,119
125,T125,T125,Michael Connell,76,"10' 5""",1013.5,97,30
126,T125,T125,Billy Horschel,75,"10' 5""",909.5,87,159
127,T125,T125,Kevin Stadler,88,"10' 5""",1030.833,99,174
128,T129,T129,Stuart Appleby,65,"10' 6""",941.25,90,128
129,T129,T129,Briny Baird,60,"10' 6""",587.1669999999999,56,46
130,T129,T129,David Hearn,88,"10' 6""",921.0,88,53
131,T132,T132,David Duval,67,"10' 7""",887.6669999999999,84,172
132,T132,T132,Scott Gutschewski,67,"10' 7""",1038.75,98,115
133,T132,T132,Scott McCarron,65,"10' 7""",844.4169999999999,80,36
134,T132,T132,John Rollins,85,"10' 7""",984.5830000000001,93,123
135,T132,T132,Kevin Streelman,90,"10' 7""",902.0830000000001,85,37
136,T132,T132,Will Strickler,51,"10' 7""",519.0,49,154
137,T138,T138,Steve Marino,76,"10' 8""",927.6669999999999,87,97
138,T138,T138,Ryan Moore,79,"10' 8""",863.5830000000001,81,45
139,T138,T138,Martin Piller,63,"10' 8""",897.3330000000001,84,172
140,T138,T138,Roland Thatcher,67,"10' 8""",885.4169999999999,83,92
141,T138,T138,Marc Turnesa,54,"10' 8""",616.75,58,171
142,T138,T138,Gary Woodland,93,"10' 8""",872.3330000000001,82,86
143,T144,T144,Tommy Gainey,104,"10' 9""",1414.0829999999999,132,133
144,T144,T144,Martin Laird,77,"10' 9""",945.75,88,60
145,T144,T144,Spencer Levin,113,"10' 9""",1399.1670000000001,130,41
146,T144,T144,Tag Ridings,87,"10' 9""",895.0,83,134
147,T148,T148,Richard Johnson,64,"10' 10""",790.0,73,155
148,T148,T148,Matt McQuillan,59,"10' 10""",639.8330000000001,59,101
149,T148,T148,Scott Piercy,78,"10' 10""",1039.083,96,100
150,151,151,Bobby Gates,82,"10' 11""",1049.583,96,180
151,T152,T152,Cameron Beckman,71,"11' 0""",1025.667,93,113
152,T152,T152,Dustin Johnson,72,"11' 0""",1088.75,99,181
153,T152,T152,Cameron Tringale,110,"11' 0""",1494.4170000000001,136,97
154,T155,T155,Blake Adams,116,"11' 1""",1845.6670000000001,166,33
155,T155,T155,Jeff Overton,92,"11' 1""",1278.25,115,147
156,T155,T155,Chez Reavie,92,"11' 1""",1312.1670000000001,118,140
157,T155,T155,Daniel Summerhays,75,"11' 1""",1214.917,110,138
158,T155,T155,Bubba Watson,85,"11' 1""",888.75,80,184
159,T160,T160,Jhonattan Vegas,84,"11' 3""",1227.75,109,148
160,T160,T160,Nick Watney,80,"11' 3""",1102.083,98,12
161,T162,T162,Keegan Bradley,91,"11' 4""",1355.0,120,125
162,T162,T162,John Senden,94,"11' 4""",1316.75,116,145
163,164,164,Sung Kang,63,"11' 5""",718.4169999999999,63,115
164,165,165,Fabián Gómez,84,"11' 6""",1187.167,103,177
165,T166,T166,Rich Beem,53,"11' 7""",648.9169999999999,56,168
166,T166,T166,D.J. Brigman,67,"11' 7""",950.5830000000001,82,166
167,T166,T166,Justin Hicks,60,"11' 7""",578.9169999999999,50,185
168,T166,T166,Vaughn Taylor,89,"11' 7""",1166.167,101,72
169,T170,T170,Ben Martin,74,"11' 8""",1049.917,90,167
170,T170,T170,Brandt Snedeker,85,"11' 8""",1331.6670000000001,114,22
171,172,172,Ben Crane,76,"11' 9""",904.6669999999999,77,23
172,173,173,Graeme McDowell,50,"11' 10""",650.0830000000001,55,160
173,T174,T174,Ángel Cabrera,50,"12' 3""",746.25,61,176
174,T174,T174,John Merrick,71,"12' 3""",919.5,75,91
175,T176,T176,Andres Gonzales,60,"12' 4""",713.6669999999999,58,169
176,T176,T176,J.J. Henry,96,"12' 4""",1147.833,93,126
177,T176,T176,Kevin Kisner,70,"12' 4""",985.8330000000001,80,142
178,T176,T176,Troy Matteson,91,"12' 4""",1376.6670000000001,112,132
179,T176,T176,Alexandre Rocha,65,"12' 4""",739.6669999999999,60,136
180,181,181,Kent Jones,76,"12' 6""",1251.833,100,151
181,182,182,Alex Prugh,82,"12' 9""",1431.3329999999999,112,186
182,183,183,Michael Bradley,74,"12' 11""",931.25,72,179
183,184,184,Robert Garrigus,83,"13' 1""",1385.8329999999999,106,164
184,185,185,Scott Stallings,84,"13' 6""",1015.5,75,165
185,186,186,Jim Herman,69,"13' 8""",968.75,71,118
