,Sand_Saves_from_10-20_yards_RANK THIS WEEK,Sand_Saves_from_10-20_yards_RANK LAST WEEK,Sand_Saves_from_10-20_yards_PLAYER NAME,Sand_Saves_from_10-20_yards_ROUNDS,Sand_Saves_from_10-20_yards_%,Sand_Saves_from_10-20_yards_# OF SAVES,Sand_Saves_from_10-20_yards_# OF BUNKERS
46,47,47,Woody Austin,59,57.89,22,38
47,48,48,Charlie Wi,83,57.83,48,83
48,49,49,Trevor Immelman,84,57.78,26,45
49,50,50,Dean Wilson,62,57.5,23,40
50,51,51,D.J. Brigman,67,57.45,27,47
51,52,52,Nick Watney,80,57.38,35,61
52,53,53,Zack Miller,86,57.32,47,82
53,T54,T54,Jason Dufner,78,57.14,40,70
54,T54,T54,Ryuji Imada,83,57.14,36,63
55,T54,T54,Bill Lunde,92,57.14,32,56
56,T54,T54,Hunter Mahan,92,57.14,44,77
57,T54,T54,Phil Mickelson,79,57.14,36,63
58,59,59,D.A. Points,89,56.96,45,79
59,60,60,Nick O'Hern,89,56.86,29,51
60,T61,T61,Shane Bertsch,62,56.82,25,44
61,T61,T61,James Driscoll,71,56.82,25,44
62,T61,T61,Sergio Garcia,61,56.82,25,44
63,64,64,Jimmy Walker,79,56.58,43,76
64,65,65,D.J. Trahan,91,56.52,39,69
65,66,66,Roland Thatcher,67,56.41,22,39
66,67,67,William McGirt,103,56.25,45,80
67,68,68,Nate Smith,66,56.0,28,50
68,69,69,Arjun Atwal,91,55.84,43,77
69,70,70,Sean O'Hair,71,55.77,29,52
70,71,71,Brian Davis,105,55.42,46,83
71,72,72,Billy Mayfair,94,55.22,37,67
72,73,73,Steve Stricker,70,55.17,32,58
73,74,74,Charles Howell III,108,55.07,38,69
74,75,75,Steve Flesch,88,54.55,42,77
75,76,76,Kevin Chappell,78,54.39,31,57
76,T77,T77,Ben Crane,76,54.35,25,46
77,T77,T77,Billy Horschel,75,54.35,25,46
78,T77,T77,David Toms,78,54.35,25,46
79,T80,T80,Cameron Beckman,71,54.24,32,59
80,T80,T80,Anthony Kim,72,54.24,32,59
81,T80,T80,Camilo Villegas,69,54.24,32,59
82,83,83,Brendon de Jonge,105,54.22,45,83
83,84,84,Chris Kirk,87,54.17,39,72
84,T85,T85,David Hearn,88,54.05,20,37
85,T85,T85,Derek Lamely,65,54.05,20,37
86,87,87,Chris Stroud,88,53.97,34,63
87,T88,T88,Steve Marino,76,53.85,28,52
88,T88,T88,Adam Scott,60,53.85,21,39
89,T90,T90,Stuart Appleby,65,53.33,32,60
90,T90,T90,J.P. Hayes,56,53.33,24,45
91,92,92,George McNeill,69,53.06,26,49
92,93,93,Tim Petrovic,88,53.03,35,66
93,94,94,Chris DiMarco,93,52.94,36,68
94,95,95,Josh Teater,104,52.87,46,87
95,96,96,K.J. Choi,77,52.83,28,53
96,97,97,Alex Cejka,59,52.73,29,55
97,98,98,Charley Hoffman,93,52.7,39,74
98,99,99,Lucas Glover,74,52.31,34,65
99,T100,T100,Jason Bohn,74,52.17,24,46
100,T100,T100,Joe Ogilvie,75,52.17,24,46
101,102,102,Kevin Streelman,90,52.08,25,48
102,103,103,Webb Simpson,98,51.67,31,60
103,104,104,Marc Turnesa,54,51.52,17,33
104,105,105,David Mathis,83,51.47,35,68
105,106,106,Daniel Summerhays,75,51.43,36,70
106,107,107,Jarrod Lyle,83,51.39,37,72
107,108,108,Matt Jones,71,51.32,39,76
108,109,109,Marc Leishman,87,50.72,35,69
109,T110,T110,Rickie Fowler,84,50.0,31,62
110,T110,T110,Justin Leonard,82,50.0,28,56
111,T110,T110,Jeff Overton,92,50.0,31,62
112,T110,T110,Aron Price,58,50.0,14,28
113,T110,T110,John Rollins,85,50.0,27,54
114,T110,T110,Andres Romero,77,50.0,35,70
115,T110,T110,Heath Slocum,89,50.0,20,40
116,117,117,Robert Garrigus,83,49.37,39,79
117,118,118,Steven Bowditch,86,49.33,37,75
118,119,119,Jhonattan Vegas,84,49.15,29,59
119,120,120,Joe Durant,71,49.02,25,51
120,121,121,Tag Ridings,87,48.98,24,49
121,122,122,J.B. Holmes,57,48.94,23,47
122,123,123,Spencer Levin,113,48.75,39,80
123,124,124,Tommy Gainey,104,48.72,38,78
124,125,125,Briny Baird,60,48.39,15,31
125,126,126,Martin Laird,77,48.15,26,54
126,127,127,Bill Haas,93,48.0,36,75
127,128,128,Brendan Steele,89,47.95,35,73
128,129,129,Ryan Moore,79,47.62,20,42
129,130,130,Chez Reavie,92,47.56,39,82
130,131,131,Dustin Johnson,72,47.46,28,59
131,132,132,Charl Schwartzel,58,47.37,18,38
132,T133,T133,Rich Beem,53,47.22,17,36
133,T133,T133,Harrison Frazar,58,47.22,17,36
134,135,135,Martin Piller,63,47.17,25,53
135,T136,T136,Steve Elkington,50,47.06,16,34
136,T136,T136,Sung Kang,63,47.06,16,34
137,138,138,Keegan Bradley,91,46.58,34,73
138,139,139,Bobby Gates,82,46.55,27,58
139,140,140,Ricky Barnes,78,46.3,25,54
140,141,141,Scott Piercy,78,46.15,30,65
141,142,142,Chad Campbell,99,46.03,29,63
142,143,143,Bio Kim,71,45.61,26,57
143,144,144,Matt Bettencourt,84,45.57,36,79
144,145,145,Cameron Tringale,110,45.45,35,77
145,146,146,Tim Herron,85,45.31,29,64
146,147,147,Bubba Watson,85,44.68,21,47
147,148,148,Johnson Wagner,81,44.26,27,61
148,149,149,Vaughn Taylor,89,44.07,26,59
149,T150,T150,Fabián Gómez,84,43.64,24,55
150,T150,T150,Colt Knost,80,43.64,24,55
151,T150,T150,Scott McCarron,65,43.64,24,55
152,153,153,Davis Love III,70,43.59,17,39
153,154,154,Kent Jones,76,43.55,27,62
154,155,155,Alex Prugh,82,43.48,30,69
155,156,156,Ben Martin,74,43.4,23,53
156,157,157,Michael Connell,76,43.33,26,60
157,158,158,Boo Weekley,66,43.18,19,44
158,159,159,Garrett Willis,71,43.14,22,51
159,T160,T160,Michael Bradley,74,42.86,15,35
160,T160,T160,J.J. Henry,96,42.86,18,42
161,162,162,Y.E. Yang,63,42.5,17,40
162,163,163,John Merrick,71,42.11,16,38
163,164,164,Alexandre Rocha,65,41.94,13,31
164,T165,T165,Kris Blanks,92,41.67,30,72
165,T165,T165,Troy Merritt,63,41.67,15,36
166,167,167,Kyle Stanley,98,40.85,29,71
167,T168,T168,Justin Hicks,60,40.63,13,32
168,T168,T168,Will Strickler,51,40.63,13,32
169,T170,T170,Chris Couch,73,40.54,30,74
170,T170,T170,Jim Herman,69,40.54,15,37
171,172,172,Ernie Els,71,40.0,20,50
172,173,173,John Senden,94,39.06,25,64
173,174,174,Andres Gonzales,60,38.89,14,36
174,175,175,Kevin Kisner,70,38.3,18,47
175,176,176,Stephen Ames,69,38.18,21,55
176,177,177,Joseph Bramlett,73,37.21,16,43
177,178,178,Paul Goydos,81,36.76,25,68
178,179,179,Troy Matteson,91,36.36,24,66
179,180,180,Scott Stallings,84,35.85,19,53
180,181,181,Jim Renner,65,35.48,11,31
181,182,182,Kevin Stadler,88,35.29,18,51
182,183,183,Richard Johnson,64,35.0,14,40
183,184,184,Gary Woodland,93,34.15,14,41
184,T185,T185,Ángel Cabrera,50,34.04,16,47
185,T185,T185,David Duval,67,34.04,16,47
