,Scrambling_from_10-20_yards_RANK THIS WEEK,Scrambling_from_10-20_yards_RANK LAST WEEK,Scrambling_from_10-20_yards_PLAYER NAME,Scrambling_from_10-20_yards_ROUNDS,Scrambling_from_10-20_yards_%,Scrambling_from_10-20_yards_SUCCESSES,Scrambling_from_10-20_yards_ATTEMPTS
125,126,126,Richard Johnson,64,61.38,89,145
126,127,127,Martin Piller,63,61.29,95,155
127,128,128,Ryan Moore,79,61.21,101,165
128,129,129,Johnson Wagner,81,61.18,104,170
129,T130,T130,Stephen Ames,69,61.11,99,162
130,T130,T130,John Senden,94,61.11,88,144
131,132,132,Colt Knost,80,60.99,111,182
132,133,133,Chad Campbell,99,60.92,106,174
133,134,134,Heath Slocum,89,60.84,101,166
134,135,135,Kent Jones,76,60.71,102,168
135,136,136,J.P. Hayes,56,60.69,88,145
136,137,137,Rich Beem,53,60.66,74,122
137,138,138,Chris Couch,73,60.51,118,195
138,139,139,J.B. Holmes,57,60.5,72,119
139,140,140,Alex Cejka,59,60.47,78,129
140,141,141,Rocco Mediate,53,60.45,81,134
141,142,142,Bo Van Pelt,92,60.38,96,159
142,143,143,Michael Bradley,74,60.28,85,141
143,144,144,Camilo Villegas,69,60.14,86,143
144,145,145,J.J. Henry,96,60.11,110,183
145,146,146,Chris Kirk,87,60.1,119,198
146,147,147,Graeme McDowell,50,60.0,66,110
147,148,148,Matt Bettencourt,84,59.72,129,216
148,149,149,Jeff Overton,92,59.66,105,176
149,150,150,Brian Davis,105,59.65,136,228
150,151,151,Troy Matteson,91,59.62,124,208
151,152,152,Steven Bowditch,86,59.26,128,216
152,153,153,Josh Teater,104,59.19,132,223
153,154,154,Adam Scott,60,59.14,55,93
154,155,155,Marc Turnesa,54,59.13,68,115
155,156,156,Kris Blanks,92,58.99,128,217
156,157,157,John Merrick,71,58.67,88,150
157,158,158,Ricky Barnes,78,58.39,87,149
158,159,159,Harrison Frazar,58,58.27,74,127
159,160,160,Derek Lamely,65,58.14,75,129
160,161,161,D.J. Brigman,67,58.06,90,155
161,162,162,Kevin Kisner,70,58.05,101,174
162,163,163,Ángel Cabrera,50,58.0,58,100
163,164,164,Justin Hicks,60,57.94,73,126
164,165,165,Charley Hoffman,93,57.89,110,190
165,166,166,Chez Reavie,92,57.82,122,211
166,167,167,Paul Goydos,81,57.44,112,195
167,168,168,David Duval,67,57.14,80,140
168,169,169,Billy Horschel,75,57.05,85,149
169,170,170,Sung Kang,63,57.03,73,128
170,171,171,Ernie Els,71,57.02,65,114
171,172,172,Brendan Steele,89,56.8,117,206
172,173,173,Lucas Glover,74,56.77,88,155
173,174,174,Joseph Bramlett,73,56.33,89,158
174,175,175,Kevin Stadler,88,55.95,94,168
175,176,176,Bobby Gates,82,55.93,99,177
176,177,177,Garrett Willis,71,55.88,95,170
177,178,178,Scott Stallings,84,55.81,96,172
178,179,179,Boo Weekley,66,55.8,77,138
179,180,180,Bubba Watson,85,55.73,73,131
180,181,181,Dustin Johnson,72,55.47,71,128
181,182,182,Andres Gonzales,60,55.36,62,112
182,183,183,Alex Prugh,82,54.76,92,168
183,184,184,Fabián Gómez,84,53.66,88,164
184,185,185,Robert Garrigus,83,51.38,93,181
185,186,186,Kyle Stanley,98,50.25,99,197
