,Proximity_to_Hole_ARG_RANK THIS WEEK,Proximity_to_Hole_ARG_RANK LAST WEEK,Proximity_to_Hole_ARG_PLAYER NAME,Proximity_to_Hole_ARG_ROUNDS,Proximity_to_Hole_ARG_AVG DTP,Proximity_to_Hole_ARG_TOTAL DISTANCE (FEET),Proximity_to_Hole_ARG_# OF SHOTS,Proximity_to_Hole_ARG_SCRAMBLING RANK
29,T24,T24,Pat Perez,76,"6' 10""",3368.417,492,78
30,T24,T24,Webb Simpson,98,"6' 10""",3588.333,524,16
31,T24,T24,Nate Smith,66,"6' 10""",2588.5,380,90
32,T33,T33,Aaron Baddeley,77,"6' 11""",3095.917,446,55
33,T33,T33,Chad Campbell,99,"6' 11""",3404.333,493,102
34,T33,T33,Chris DiMarco,93,"6' 11""",3737.583,543,39
35,T33,T33,Zach Johnson,79,"6' 11""",2953.25,425,4
36,T33,T33,Billy Mayfair,94,"6' 11""",3865.417,558,27
37,T33,T33,Shaun Micheel,77,"6' 11""",3131.167,454,69
38,T33,T33,Ryan Palmer,82,"6' 11""",3200.0,460,47
39,T33,T33,D.A. Points,89,"6' 11""",3705.333,536,77
40,T33,T33,Paul Stankowski,78,"6' 11""",3048.333,441,56
41,T33,T33,David Toms,78,"6' 11""",2464.417,356,25
42,T33,T33,Y.E. Yang,63,"6' 11""",2105.0,303,23
43,T44,T44,Brendon de Jonge,105,"7' 0""",4444.583,635,42
44,T44,T44,Steve Elkington,50,"7' 0""",2038.1670000000001,292,43
45,T44,T44,Ryuji Imada,83,"7' 0""",3869.417,555,65
46,T44,T44,Chris Kirk,87,"7' 0""",3532.333,507,99
47,T44,T44,Carl Pettersson,95,"7' 0""",4226.25,606,72
48,T44,T44,Heath Slocum,89,"7' 0""",2932.75,418,149
49,T44,T44,Camilo Villegas,69,"7' 0""",2803.417,400,127
50,T51,T51,Greg Chalmers,88,"7' 1""",4199.5,592,1
51,T51,T51,Stewart Cink,72,"7' 1""",2479.917,350,107
52,T51,T51,Retief Goosen,50,"7' 1""",1879.1670000000001,265,81
53,T51,T51,Charley Hoffman,93,"7' 1""",3739.25,531,163
54,T51,T51,Jerry Kelly,85,"7' 1""",3137.917,443,14
55,T51,T51,Nick O'Hern,89,"7' 1""",3443.333,487,58
56,T51,T51,Michael Thompson,79,"7' 1""",3317.25,468,32
57,T51,T51,Bo Van Pelt,92,"7' 1""",3480.417,489,68
58,T59,T59,Michael Connell,76,"7' 2""",3475.083,483,30
59,T59,T59,Ernie Els,71,"7' 2""",2558.667,359,182
60,T59,T59,Harrison Frazar,58,"7' 2""",2308.833,321,157
61,T59,T59,Nathan Green,81,"7' 2""",3873.417,543,26
62,T59,T59,Charles Howell III,108,"7' 2""",4276.417,594,5
63,T59,T59,Robert Karlsson,61,"7' 2""",2479.25,345,40
64,T59,T59,Bio Kim,71,"7' 2""",3413.583,475,142
65,T59,T59,Spencer Levin,113,"7' 2""",4268.333,596,41
66,T59,T59,Rocco Mediate,53,"7' 2""",2555.0,357,178
67,T59,T59,Justin Rose,79,"7' 2""",2927.0,408,95
68,T59,T59,Kyle Stanley,98,"7' 2""",4027.75,560,156
69,T59,T59,Vaughn Taylor,89,"7' 2""",3931.25,548,72
70,T59,T59,Dean Wilson,62,"7' 2""",2893.083,402,19
71,T72,T72,Kris Blanks,92,"7' 3""",3730.667,517,94
72,T72,T72,K.J. Choi,77,"7' 3""",2781.083,384,27
73,T72,T72,Ben Curtis,66,"7' 3""",2921.0,405,21
74,T72,T72,Brian Davis,105,"7' 3""",4465.5,616,62
75,T72,T72,Paul Goydos,81,"7' 3""",3432.083,476,130
76,T72,T72,J.P. Hayes,56,"7' 3""",2594.917,358,80
77,T72,T72,Marc Leishman,87,"7' 3""",4111.0,566,71
78,T72,T72,Davis Love III,70,"7' 3""",2412.083,334,161
79,T72,T72,David Mathis,83,"7' 3""",3481.417,478,30
80,T72,T72,George McNeill,69,"7' 3""",2997.5,413,124
81,T72,T72,Matt McQuillan,59,"7' 3""",2348.0,324,101
82,T72,T72,Rod Pampling,72,"7' 3""",3082.583,425,10
83,T72,T72,Jim Renner,65,"7' 3""",2703.167,373,85
84,T72,T72,D.J. Trahan,91,"7' 3""",4050.583,556,82
85,T86,T86,Shane Bertsch,62,"7' 4""",2527.0,344,57
86,T86,T86,Kevin Chappell,78,"7' 4""",3378.417,460,72
87,T86,T86,Chris Couch,73,"7' 4""",3698.75,507,27
88,T86,T86,David Duval,67,"7' 4""",2920.25,397,172
89,T86,T86,Rickie Fowler,84,"7' 4""",3527.25,481,139
90,T86,T86,Tom Gillis,55,"7' 4""",2484.25,337,129
91,T86,T86,Lucas Glover,74,"7' 4""",2984.833,406,162
92,T86,T86,Lee Janzen,62,"7' 4""",2568.833,351,144
93,T86,T86,Matt Jones,71,"7' 4""",3614.667,495,110
94,T86,T86,Anthony Kim,72,"7' 4""",3088.417,421,75
95,T86,T86,Bill Lunde,92,"7' 4""",3586.0,491,114
96,T86,T86,Hunter Mahan,92,"7' 4""",3615.917,495,92
97,T86,T86,Troy Merritt,63,"7' 4""",2938.0,402,121
98,T86,T86,Ryan Moore,79,"7' 4""",3222.917,440,45
99,T86,T86,Joe Ogilvie,75,"7' 4""",3377.75,461,109
100,T86,T86,Chris Stroud,88,"7' 4""",3742.667,513,103
101,T102,T102,Jason Bohn,74,"7' 5""",3190.833,432,83
102,T102,T102,Joseph Bramlett,73,"7' 5""",3224.75,433,119
103,T102,T102,James Driscoll,71,"7' 5""",3422.917,459,112
104,T102,T102,Kevin Kisner,70,"7' 5""",3227.417,436,142
105,T102,T102,Jarrod Lyle,83,"7' 5""",3969.5,536,104
106,T102,T102,Sean O'Hair,71,"7' 5""",3094.5,417,146
107,T102,T102,Andres Romero,77,"7' 5""",3861.417,521,120
108,T109,T109,D.J. Brigman,67,"7' 6""",3118.5,414,166
109,T109,T109,Joe Durant,71,"7' 6""",2864.833,384,59
110,T109,T109,Scott Gutschewski,67,"7' 6""",3020.667,404,115
111,T109,T109,Tim Herron,85,"7' 6""",4007.917,534,60
112,T109,T109,Colt Knost,80,"7' 6""",3577.833,477,135
113,T109,T109,William McGirt,103,"7' 6""",4409.75,586,51
114,T109,T109,Charl Schwartzel,58,"7' 6""",2136.583,286,50
115,T109,T109,Brandt Snedeker,85,"7' 6""",3596.167,481,22
116,T109,T109,Kevin Streelman,90,"7' 6""",3578.333,479,37
117,T109,T109,Daniel Summerhays,75,"7' 6""",3604.667,479,138
118,T109,T109,Jimmy Walker,79,"7' 6""",4206.583,563,54
119,T109,T109,Nick Watney,80,"7' 6""",3219.25,427,12
120,T109,T109,Charlie Wi,83,"7' 6""",4143.583,550,64
121,T109,T109,Gary Woodland,93,"7' 6""",3468.417,462,86
122,T123,T123,Blake Adams,116,"7' 7""",5627.3330000000005,745,33
123,T123,T123,Briny Baird,60,"7' 7""",2226.417,295,46
124,T123,T123,Steven Bowditch,86,"7' 7""",4548.167,599,175
125,T123,T123,Hunter Haas,96,"7' 7""",4453.917,589,48
126,T123,T123,Brandt Jobe,100,"7' 7""",3788.833,499,67
127,T123,T123,Martin Laird,77,"7' 7""",3355.25,443,60
128,T123,T123,Graeme McDowell,50,"7' 7""",2016.8329999999999,266,160
129,T123,T123,Aron Price,58,"7' 7""",2310.0,306,137
130,T131,T131,Arjun Atwal,91,"7' 8""",4592.5,599,131
131,T131,T131,Michael Bradley,74,"7' 8""",2799.167,367,179
132,T131,T131,John Rollins,85,"7' 8""",3532.917,460,123
133,T131,T131,Brendan Steele,89,"7' 8""",3877.667,507,149
134,T131,T131,Bubba Watson,85,"7' 8""",3053.0,400,184
135,T136,T136,Rich Beem,53,"7' 9""",2697.25,349,168
136,T136,T136,Steve Marino,76,"7' 9""",3452.083,444,97
137,T136,T136,John Merrick,71,"7' 9""",2983.833,387,91
138,T136,T136,Zack Miller,86,"7' 9""",4370.25,563,153
139,T136,T136,Tag Ridings,87,"7' 9""",4293.75,556,134
140,T136,T136,Josh Teater,104,"7' 9""",4999.25,644,152
141,T136,T136,Cameron Tringale,110,"7' 9""",5013.25,647,97
142,T143,T143,Robert Allenby,84,"7' 10""",3542.583,454,66
143,T143,T143,Andres Gonzales,60,"7' 10""",2315.75,296,169
144,T143,T143,Bill Haas,93,"7' 10""",3823.5,489,79
145,T143,T143,Adam Scott,60,"7' 10""",2356.333,301,62
146,T143,T143,Kevin Stadler,88,"7' 10""",3785.083,481,174
147,T143,T143,Johnson Wagner,81,"7' 10""",3588.667,459,96
148,T149,T149,Cameron Beckman,71,"7' 11""",3574.75,452,113
149,T149,T149,Ben Crane,76,"7' 11""",3282.083,414,23
150,T149,T149,Jim Herman,69,"7' 11""",2949.75,373,118
151,T149,T149,Richard Johnson,64,"7' 11""",2824.083,358,155
152,T149,T149,Dustin Johnson,72,"7' 11""",3029.833,384,181
153,T149,T149,Derek Lamely,65,"7' 11""",3374.417,425,183
154,T149,T149,Scott McCarron,65,"7' 11""",3384.833,426,36
155,T149,T149,Jeff Overton,92,"7' 11""",4244.667,537,147
156,T149,T149,Roland Thatcher,67,"7' 11""",3477.083,437,92
157,T158,T158,David Hearn,88,"8' 0""",3700.75,464,53
158,T158,T158,Troy Matteson,91,"8' 0""",4631.667,578,132
159,T160,T160,Matt Bettencourt,84,"8' 1""",4725.417,584,141
160,T160,T160,Scott Piercy,78,"8' 1""",3674.833,454,100
161,T160,T160,Will Strickler,51,"8' 1""",2678.75,331,154
162,T160,T160,Garrett Willis,71,"8' 1""",3704.333,458,88
163,T164,T164,Keegan Bradley,91,"8' 2""",4457.583,545,125
164,T164,T164,Bobby Gates,82,"8' 2""",3971.083,488,180
165,T164,T164,J.J. Henry,96,"8' 2""",4231.5,517,126
166,T164,T164,Michael Putnam,67,"8' 2""",3217.583,392,87
167,T164,T164,Alexandre Rocha,65,"8' 2""",2552.667,314,136
168,T164,T164,Scott Stallings,84,"8' 2""",3574.333,437,165
169,T164,T164,Jhonattan Vegas,84,"8' 2""",4067.333,496,148
170,T171,T171,Robert Garrigus,83,"8' 3""",4205.583,510,164
171,T171,T171,Chez Reavie,92,"8' 3""",4479.083,541,140
172,T173,T173,Ángel Cabrera,50,"8' 4""",2153.667,259,176
173,T173,T173,Fabián Gómez,84,"8' 4""",4013.0,481,177
174,T173,T173,Justin Hicks,60,"8' 4""",2389.667,286,185
175,T173,T173,John Senden,94,"8' 4""",4154.667,501,145
176,T173,T173,Boo Weekley,66,"8' 4""",2932.833,353,169
177,T178,T178,J.B. Holmes,57,"8' 5""",2817.75,335,158
178,T178,T178,Sung Kang,63,"8' 5""",2977.833,355,115
179,180,180,Tommy Gainey,104,"8' 6""",5011.917,591,133
180,181,181,Kent Jones,76,"8' 7""",3743.667,438,151
181,T182,T182,Billy Horschel,75,"8' 8""",3658.583,422,159
182,T182,T182,Ben Martin,74,"8' 8""",3958.167,458,167
183,T182,T182,Marc Turnesa,54,"8' 8""",2565.5,297,171
184,185,185,Alex Prugh,82,"8' 9""",4025.417,462,186
185,186,186,Martin Piller,63,"9' 1""",3526.75,387,172
