,Scrambling_from_20-30_yards_RANK THIS WEEK,Scrambling_from_20-30_yards_RANK LAST WEEK,Scrambling_from_20-30_yards_PLAYER NAME,Scrambling_from_20-30_yards_ROUNDS,Scrambling_from_20-30_yards_%,Scrambling_from_20-30_yards_SUCCESSES,Scrambling_from_20-30_yards_ATTEMPTS
0,1,1,Ian Poulter,52,70.97,22,31
1,2,2,Luke Donald,73,67.24,39,58
2,3,3,Greg Chalmers,88,66.09,76,115
3,4,4,Jason Day,76,65.52,38,58
4,5,5,Alex Cejka,59,64.86,24,37
5,6,6,Woody Austin,59,63.41,26,41
6,T7,T7,Steve Elkington,50,62.96,34,54
7,T7,T7,Kevin Na,84,62.96,51,81
8,9,9,Andres Gonzales,60,62.86,22,35
9,10,10,David Mathis,83,61.54,48,78
10,11,11,Chris Kirk,87,61.25,49,80
11,12,12,Jason Dufner,78,61.19,41,67
12,13,13,Sergio Garcia,61,60.98,25,41
13,14,14,Brian Gay,90,60.92,53,87
14,15,15,Mark Wilson,89,60.76,48,79
15,16,16,David Toms,78,60.71,34,56
16,17,17,Shaun Micheel,77,60.24,50,83
17,18,18,Chris Riley,76,60.0,51,85
18,19,19,Bryce Molder,82,59.8,61,102
19,20,20,Steve Stricker,70,59.65,34,57
20,21,21,Charles Howell III,108,59.55,53,89
21,22,22,Nate Smith,66,59.46,44,74
22,T23,T23,Stephen Ames,69,59.42,41,69
23,T23,T23,Paul Stankowski,78,59.42,41,69
24,25,25,Spencer Levin,113,58.24,53,91
25,T26,T26,Chris Couch,73,58.23,46,79
26,T26,T26,Justin Leonard,82,58.23,46,79
27,T26,T26,Hunter Mahan,92,58.23,46,79
28,29,29,J.J. Henry,96,58.14,50,86
29,30,30,Michael Bradley,74,57.97,40,69
30,31,31,John Merrick,71,57.63,34,59
31,32,32,Robert Karlsson,61,57.41,31,54
32,33,33,Aaron Baddeley,77,57.33,43,75
33,34,34,Webb Simpson,98,56.96,45,79
34,T35,T35,K.J. Choi,77,56.45,35,62
35,T35,T35,Troy Merritt,63,56.45,35,62
36,37,37,William McGirt,103,56.44,57,101
37,38,38,Tommy Gainey,104,56.32,49,87
38,39,39,Cameron Tringale,110,56.3,67,119
39,40,40,Scott McCarron,65,56.25,45,80
40,T41,T41,Tim Petrovic,88,56.0,56,100
41,T41,T41,Bo Van Pelt,92,56.0,42,75
42,43,43,Steve Flesch,88,55.81,48,86
43,T44,T44,Marc Leishman,87,55.77,58,104
44,T44,T44,Y.E. Yang,63,55.77,29,52
45,46,46,Michael Connell,76,55.71,39,70
46,T47,T47,Briny Baird,60,55.56,30,54
47,T47,T47,Chad Campbell,99,55.56,40,72
48,T47,T47,Michael Putnam,67,55.56,35,63
49,50,50,Billy Horschel,75,55.22,37,67
50,T51,T51,Matt Kuchar,94,55.21,53,96
51,T51,T51,Charlie Wi,83,55.21,53,96
52,53,53,Anthony Kim,72,55.13,43,78
53,54,54,Freddie Jacobson,92,55.06,49,89
54,55,55,Charl Schwartzel,58,54.9,28,51
55,56,56,Kevin Streelman,90,54.65,47,86
56,57,57,Nathan Green,81,54.64,53,97
57,58,58,Zach Johnson,79,54.55,36,66
58,59,59,Bill Lunde,92,54.43,43,79
59,T60,T60,Robert Allenby,84,54.29,38,70
60,T60,T60,Stuart Appleby,65,54.29,38,70
61,T62,T62,Padraig Harrington,60,54.17,26,48
62,T62,T62,Trevor Immelman,84,54.17,39,72
63,T64,T64,Brian Davis,105,54.02,47,87
64,T64,T64,Troy Matteson,91,54.02,47,87
65,66,66,Sean O'Hair,71,53.97,34,63
66,67,67,Joseph Bramlett,73,53.85,35,65
67,T68,T68,Ricky Barnes,78,53.73,36,67
68,T68,T68,Martin Laird,77,53.73,36,67
69,70,70,Michael Thompson,79,53.7,29,54
70,71,71,Jonathan Byrd,83,53.66,44,82
71,72,72,Shane Bertsch,62,53.49,23,43
72,73,73,Hunter Haas,96,53.13,51,96
73,74,74,Ben Curtis,66,53.03,35,66
74,75,75,David Hearn,88,52.87,46,87
75,76,76,Paul Goydos,81,52.63,40,76
76,77,77,Kris Blanks,92,52.44,43,82
77,78,78,John Rollins,85,52.24,35,67
78,T79,T79,Kevin Chappell,78,52.11,37,71
79,T79,T79,Scott Piercy,78,52.11,37,71
80,81,81,Billy Mayfair,94,52.08,50,96
81,82,82,Colt Knost,80,52.04,51,98
82,83,83,Ryuji Imada,83,51.89,55,106
83,84,84,Jimmy Walker,79,51.72,45,87
84,T85,T85,George McNeill,69,51.67,31,60
85,T85,T85,Dean Wilson,62,51.67,31,60
86,87,87,D.J. Brigman,67,51.56,33,64
87,88,88,Blake Adams,116,51.47,70,136
88,89,89,Ben Crane,76,51.43,36,70
89,90,90,Richard Johnson,64,51.39,37,72
90,91,91,Tim Herron,85,51.35,38,74
91,92,92,Kevin Kisner,70,51.22,42,82
92,93,93,Justin Hicks,60,51.02,25,49
93,94,94,Jeff Overton,92,51.0,51,100
94,95,95,Matt Bettencourt,84,50.93,55,108
95,96,96,Marc Turnesa,54,50.91,28,55
96,T97,T97,Rich Beem,53,50.82,31,61
97,T97,T97,Justin Rose,79,50.82,31,61
98,99,99,Nick Watney,80,50.77,33,65
99,100,100,D.A. Points,89,50.67,38,75
100,T101,T101,Cameron Beckman,71,50.0,39,78
101,T101,T101,Ángel Cabrera,50,50.0,18,36
102,T101,T101,Harrison Frazar,58,50.0,20,40
103,T101,T101,Retief Goosen,50,50.0,20,40
104,T101,T101,Charley Hoffman,93,50.0,36,72
105,T101,T101,Steve Marino,76,50.0,37,74
106,T101,T101,Ryan Moore,79,50.0,29,58
107,T101,T101,Nick O'Hern,89,50.0,44,88
108,T101,T101,Rod Pampling,72,50.0,29,58
109,T101,T101,Carl Pettersson,95,50.0,50,100
110,T101,T101,Alexandre Rocha,65,50.0,27,54
111,T101,T101,Jhonattan Vegas,84,50.0,41,82
112,113,113,Matt Jones,71,49.45,45,91
113,114,114,Bio Kim,71,49.4,41,83
114,115,115,Jerry Kelly,85,49.37,39,79
115,116,116,Johnson Wagner,81,49.32,36,73
116,117,117,Matt McQuillan,59,49.3,35,71
117,118,118,Derek Lamely,65,49.23,32,65
118,119,119,Ryan Palmer,82,49.18,30,61
119,120,120,Robert Garrigus,83,49.06,26,53
120,121,121,Jim Herman,69,49.02,25,51
121,122,122,Brendon de Jonge,105,48.98,48,98
122,123,123,D.J. Trahan,91,48.78,40,82
123,124,124,Heath Slocum,89,48.68,37,76
124,125,125,Brandt Snedeker,85,48.44,31,64
125,126,126,Steven Bowditch,86,48.35,44,91
126,127,127,Stewart Cink,72,48.15,26,54
127,128,128,James Driscoll,71,48.05,37,77
128,129,129,Roland Thatcher,67,47.89,34,71
129,130,130,Josh Teater,104,47.42,46,97
130,T131,T131,Graeme McDowell,50,47.37,18,38
131,T131,T131,Adam Scott,60,47.37,18,38
132,133,133,David Duval,67,47.3,35,74
133,134,134,Garrett Willis,71,47.17,25,53
134,135,135,Joe Ogilvie,75,46.99,39,83
135,136,136,Pat Perez,76,46.97,31,66
136,137,137,Vaughn Taylor,89,46.84,37,79
137,138,138,Brandt Jobe,100,46.75,36,77
138,139,139,Chris Stroud,88,46.67,28,60
139,140,140,Joe Durant,71,46.55,27,58
140,141,141,Fabián Gómez,84,46.15,42,91
141,142,142,Jim Furyk,87,46.05,35,76
142,T143,T143,Jason Bohn,74,46.03,29,63
143,T143,T143,Gary Woodland,93,46.03,29,63
144,145,145,Arjun Atwal,91,45.95,51,111
145,146,146,Boo Weekley,66,45.83,22,48
146,147,147,Andres Romero,77,45.78,38,83
147,T148,T148,Kent Jones,76,45.45,35,77
148,T148,T148,Aron Price,58,45.45,20,44
149,150,150,Phil Mickelson,79,45.31,29,64
150,151,151,Jarrod Lyle,83,44.79,43,96
151,152,152,Lucas Glover,74,44.78,30,67
152,T153,T153,Ernie Els,71,44.68,21,47
153,T153,T153,Will Strickler,51,44.68,21,47
154,155,155,Daniel Summerhays,75,44.44,36,81
155,156,156,Bill Haas,93,44.32,39,88
156,157,157,Chez Reavie,92,44.29,31,70
157,158,158,Tag Ridings,87,43.9,36,82
158,159,159,Davis Love III,70,43.64,24,55
159,160,160,John Senden,94,43.33,39,90
160,T161,T161,Tom Gillis,55,43.24,16,37
161,T161,T161,Kyle Stanley,98,43.24,32,74
162,T163,T163,Rory Sabbatini,85,43.08,28,65
163,T163,T163,Vijay Singh,79,43.08,28,65
164,165,165,Bobby Gates,82,42.68,35,82
165,T166,T166,Rickie Fowler,84,42.65,29,68
166,T166,T166,Rocco Mediate,53,42.65,29,68
167,168,168,J.P. Hayes,56,42.37,25,59
168,169,169,J.B. Holmes,57,42.22,19,45
169,170,170,Ben Martin,74,41.89,31,74
170,171,171,Zack Miller,86,41.84,41,98
171,172,172,Chris DiMarco,93,41.67,40,96
172,173,173,Geoff Ogilvy,69,41.51,22,53
173,174,174,Sung Kang,63,40.74,22,54
174,175,175,Alex Prugh,82,40.26,31,77
175,176,176,Kevin Stadler,88,39.68,25,63
176,177,177,Jim Renner,65,39.66,23,58
177,178,178,Brendan Steele,89,38.67,29,75
178,179,179,Dustin Johnson,72,38.46,15,39
179,180,180,Scott Gutschewski,67,37.68,26,69
180,181,181,Martin Piller,63,36.76,25,68
181,182,182,Keegan Bradley,91,36.25,29,80
182,183,183,Scott Stallings,84,35.94,23,64
183,184,184,Camilo Villegas,69,35.62,26,73
184,185,185,Lee Janzen,62,34.62,18,52
185,186,186,Bubba Watson,85,30.65,19,62
