,Proximity_to_Hole_from__10_yards_RANK THIS WEEK,Proximity_to_Hole_from__10_yards_RANK LAST WEEK,Proximity_to_Hole_from__10_yards_PLAYER NAME,Proximity_to_Hole_from__10_yards_ROUNDS,Proximity_to_Hole_from__10_yards_AVG DTP,Proximity_to_Hole_from__10_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from__10_yards_# OF SHOTS,Proximity_to_Hole_from__10_yards_SCRAMBLING RANK
0,1,1,Briny Baird,60,"2' 7""",167.5,64,46
1,T2,T2,Jonathan Byrd,83,"2' 8""",271.75,103,106
2,T2,T2,Brian Gay,90,"2' 8""",283.91700000000003,105,7
3,T2,T2,Nick Watney,80,"2' 8""",255.833,97,12
4,T5,T5,Andres Gonzales,60,"2' 9""",212.833,77,169
5,T5,T5,Scott Gutschewski,67,"2' 9""",258.08299999999997,95,115
6,T5,T5,Steve Stricker,70,"2' 9""",203.917,74,2
7,T8,T8,Bill Haas,93,"2' 10""",269.66700000000003,95,79
8,T8,T8,Freddie Jacobson,92,"2' 10""",345.083,123,34
9,T10,T10,Aaron Baddeley,77,"2' 11""",247.25,84,55
10,T10,T10,Ángel Cabrera,50,"2' 11""",155.5,53,176
11,T10,T10,Alex Cejka,59,"2' 11""",227.583,79,111
12,T10,T10,Stewart Cink,72,"2' 11""",292.5,100,107
13,T10,T10,Steve Flesch,88,"2' 11""",360.5,124,108
14,T10,T10,Charley Hoffman,93,"2' 11""",352.25,120,163
15,T10,T10,Vaughn Taylor,89,"2' 11""",411.5,143,72
16,T17,T17,Michael Bradley,74,"3' 0""",203.25,68,179
17,T17,T17,Jason Day,76,"3' 0""",278.16700000000003,94,3
18,T17,T17,Trevor Immelman,84,"3' 0""",246.083,82,89
19,T17,T17,Nick O'Hern,89,"3' 0""",346.667,115,58
20,T17,T17,David Toms,78,"3' 0""",285.66700000000003,94,25
21,T22,T22,Cameron Beckman,71,"3' 1""",289.25,95,113
22,T22,T22,Jason Bohn,74,"3' 1""",358.167,116,83
23,T22,T22,Robert Karlsson,61,"3' 1""",265.33299999999997,85,40
24,T22,T22,Billy Mayfair,94,"3' 1""",417.25,135,27
25,T22,T22,Chris Riley,76,"3' 1""",277.41700000000003,91,20
26,T22,T22,Kyle Stanley,98,"3' 1""",463.083,150,156
27,T28,T28,Ricky Barnes,78,"3' 2""",347.333,111,117
28,T28,T28,Greg Chalmers,88,"3' 2""",418.25,132,1
29,T28,T28,Michael Connell,76,"3' 2""",367.083,116,30
30,T28,T28,Chris DiMarco,93,"3' 2""",477.5,149,39
31,T28,T28,James Driscoll,71,"3' 2""",278.41700000000003,87,112
