,Proximity_to_Hole_from_Other_Locations_RANK THIS WEEK,Proximity_to_Hole_from_Other_Locations_RANK LAST WEEK,Proximity_to_Hole_from_Other_Locations_PLAYER NAME,Proximity_to_Hole_from_Other_Locations_ROUNDS,Proximity_to_Hole_from_Other_Locations_AVG DTP,Proximity_to_Hole_from_Other_Locations_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Other_Locations_# OF SHOTS,Proximity_to_Hole_from_Other_Locations_SCRAMBLING RANK
24,T25,T25,Woody Austin,59,"6' 1""",7.774,106,5
25,T25,T25,Nathan Green,81,"6' 1""",12.411,170,26
26,T25,T25,Matt McQuillan,59,"6' 1""",6.459,88,101
27,T25,T25,Shaun Micheel,77,"6' 1""",8.524,116,69
28,T29,T29,Greg Chalmers,88,"6' 2""",12.511,170,1
29,T29,T29,Paul Goydos,81,"6' 2""",9.459,127,130
30,T29,T29,Matt Kuchar,94,"6' 2""",8.191,111,13
31,T29,T29,D.A. Points,89,"6' 2""",9.4,127,77
32,T29,T29,Chris Stroud,88,"6' 2""",10.470999999999998,142,103
33,T29,T29,Y.E. Yang,63,"6' 2""",4.9,66,23
34,T35,T35,Chris Couch,73,"6' 3""",10.158,136,27
35,T35,T35,Luke Donald,73,"6' 3""",6.117000000000001,82,8
36,T35,T35,Marc Leishman,87,"6' 3""",11.027000000000001,147,71
37,T35,T35,Spencer Levin,113,"6' 3""",10.538,141,41
38,T35,T35,Tim Petrovic,88,"6' 3""",13.6,182,38
39,T35,T35,John Rollins,85,"6' 3""",10.865,145,123
40,T41,T41,Shane Bertsch,62,"6' 4""",7.031000000000001,92,57
41,T41,T41,Ryuji Imada,83,"6' 4""",13.103,173,65
42,T41,T41,Bio Kim,71,"6' 4""",10.647,141,142
43,T41,T41,Jim Renner,65,"6' 4""",9.828,130,85
44,T41,T41,Bo Van Pelt,92,"6' 4""",8.982000000000001,118,68
45,T41,T41,Camilo Villegas,69,"6' 4""",7.357,97,127
46,T47,T47,Stuart Appleby,65,"6' 5""",8.755,113,128
47,T47,T47,Matt Bettencourt,84,"6' 5""",12.795,166,141
48,T47,T47,Rickie Fowler,84,"6' 5""",8.152999999999999,106,139
49,T47,T47,Charles Howell III,108,"6' 5""",13.886,181,5
50,T47,T47,Chris Kirk,87,"6' 5""",9.264,121,99
51,T47,T47,Jarrod Lyle,83,"6' 5""",9.632,125,104
52,T47,T47,George McNeill,69,"6' 5""",9.501,124,124
53,T47,T47,Zack Miller,86,"6' 5""",11.273,146,153
54,T47,T47,Aron Price,58,"6' 5""",9.762,127,137
55,T47,T47,Rory Sabbatini,85,"6' 5""",7.952999999999999,103,84
56,T47,T47,Jimmy Walker,79,"6' 5""",9.975,129,54
57,T58,T58,Jonathan Byrd,83,"6' 6""",9.515,122,106
58,T58,T58,Ángel Cabrera,50,"6' 6""",5.147,66,176
59,T58,T58,Jason Dufner,78,"6' 6""",9.101,116,70
60,T58,T58,Steve Flesch,88,"6' 6""",13.897,178,108
61,T58,T58,Dustin Johnson,72,"6' 6""",6.316,81,181
62,T58,T58,Sung Kang,63,"6' 6""",7.995,103,115
63,T58,T58,Jerry Kelly,85,"6' 6""",9.488,122,14
64,T58,T58,Scott Piercy,78,"6' 6""",9.839,126,100
65,T58,T58,Daniel Summerhays,75,"6' 6""",10.659,136,138
66,T58,T58,Dean Wilson,62,"6' 6""",9.151,118,19
67,T68,T68,Keegan Bradley,91,"6' 7""",12.094000000000001,154,125
68,T68,T68,K.J. Choi,77,"6' 7""",6.0360000000000005,76,27
69,T68,T68,J.P. Hayes,56,"6' 7""",8.391,106,80
70,T68,T68,Carl Pettersson,95,"6' 7""",13.937999999999999,177,72
71,T68,T68,Ian Poulter,52,"6' 7""",6.074,77,122
72,T68,T68,Webb Simpson,98,"6' 7""",10.811,137,16
73,T68,T68,Bubba Watson,85,"6' 7""",8.092,103,184
74,T75,T75,Blake Adams,116,"6' 8""",17.038,213,33
75,T75,T75,Tom Gillis,55,"6' 8""",7.765,97,129
76,T75,T75,Padraig Harrington,60,"6' 8""",6.647,83,49
77,T75,T75,Charley Hoffman,93,"6' 8""",10.936,137,163
78,T75,T75,Matt Jones,71,"6' 8""",11.062000000000001,139,110
79,T75,T75,Hunter Mahan,92,"6' 8""",9.68,121,92
80,T75,T75,Billy Mayfair,94,"6' 8""",13.072000000000001,163,27
81,T75,T75,Bryce Molder,82,"6' 8""",10.105,127,15
82,T75,T75,Geoff Ogilvy,69,"6' 8""",6.477,81,52
83,T75,T75,Vijay Singh,79,"6' 8""",9.631,121,105
84,T75,T75,Heath Slocum,89,"6' 8""",12.633,158,149
85,T75,T75,Mark Wilson,89,"6' 8""",8.496,106,11
86,T87,T87,D.J. Brigman,67,"6' 9""",10.0,124,166
87,T87,T87,Chris DiMarco,93,"6' 9""",12.704,156,39
88,T87,T87,Scott Gutschewski,67,"6' 9""",8.991,111,115
89,T87,T87,J.J. Henry,96,"6' 9""",12.862,158,126
90,T87,T87,David Mathis,83,"6' 9""",11.702,144,30
91,T87,T87,Graeme McDowell,50,"6' 9""",5.733,71,160
92,T87,T87,Michael Putnam,67,"6' 9""",8.573,106,87
93,T87,T87,Charl Schwartzel,58,"6' 9""",5.572,69,50
94,T87,T87,Nate Smith,66,"6' 9""",10.104,124,90
95,T87,T87,Roland Thatcher,67,"6' 9""",8.351,103,92
96,T97,T97,Kris Blanks,92,"6' 10""",11.862,144,94
97,T97,T97,Steven Bowditch,86,"6' 10""",12.72,155,175
98,T97,T97,David Duval,67,"6' 10""",7.865,96,172
99,T97,T97,Lucas Glover,74,"6' 10""",7.417000000000001,90,162
100,T97,T97,Davis Love III,70,"6' 10""",7.11,87,161
101,T97,T97,Rocco Mediate,53,"6' 10""",7.917999999999999,97,178
102,T97,T97,John Merrick,71,"6' 10""",10.169,124,91
103,T97,T97,Cameron Tringale,110,"6' 10""",15.673,192,97
104,T97,T97,Charlie Wi,83,"6' 10""",12.579,153,64
105,T106,T106,Arjun Atwal,91,"6' 11""",13.878,167,131
106,T106,T106,Kevin Chappell,78,"6' 11""",8.246,99,72
107,T106,T106,Ben Crane,76,"6' 11""",11.662,140,23
108,T106,T106,Sergio Garcia,61,"6' 11""",6.131,74,44
109,T106,T106,Hunter Haas,96,"6' 11""",13.489,163,48
110,T106,T106,J.B. Holmes,57,"6' 11""",7.505,90,158
111,T106,T106,Trevor Immelman,84,"6' 11""",10.515999999999998,126,89
112,T106,T106,Zach Johnson,79,"6' 11""",8.423,101,4
113,T106,T106,Pat Perez,76,"6' 11""",10.380999999999998,125,78
114,T115,T115,Brian Davis,105,"7' 0""",13.38,159,62
115,T115,T115,Martin Laird,77,"7' 0""",9.354,111,60
116,T115,T115,Troy Merritt,63,"7' 0""",9.799,117,121
117,T115,T115,Kyle Stanley,98,"7' 0""",12.097999999999999,144,156
118,T115,T115,Vaughn Taylor,89,"7' 0""",14.455,173,72
119,T115,T115,Josh Teater,104,"7' 0""",15.864,188,152
120,T115,T115,D.J. Trahan,91,"7' 0""",12.842,153,82
121,T122,T122,Rich Beem,53,"7' 1""",10.831,128,168
122,T122,T122,Michael Bradley,74,"7' 1""",10.3,121,179
123,T122,T122,Bill Haas,93,"7' 1""",9.564,113,79
124,T122,T122,Richard Johnson,64,"7' 1""",10.147,120,155
125,T122,T122,Ryan Moore,79,"7' 1""",9.883,116,45
126,T122,T122,Andres Romero,77,"7' 1""",10.437999999999999,123,120
127,T128,T128,Cameron Beckman,71,"7' 2""",11.963,139,113
128,T128,T128,Stewart Cink,72,"7' 2""",6.071000000000001,71,107
129,T128,T128,Retief Goosen,50,"7' 2""",3.7969999999999997,44,81
130,T128,T128,Tim Herron,85,"7' 2""",14.125,164,60
131,T128,T128,Bill Lunde,92,"7' 2""",14.642000000000001,171,114
132,T128,T128,Alexandre Rocha,65,"7' 2""",9.731,113,136
133,T134,T134,Briny Baird,60,"7' 3""",8.376,96,46
134,T134,T134,Fabián Gómez,84,"7' 3""",11.577,133,177
135,T134,T134,Joe Ogilvie,75,"7' 3""",13.145999999999999,151,109
136,T134,T134,Ryan Palmer,82,"7' 3""",8.962,103,47
137,T134,T134,Rod Pampling,72,"7' 3""",10.23,117,10
138,T139,T139,Ricky Barnes,78,"7' 4""",10.122,115,117
139,T139,T139,Ben Curtis,66,"7' 4""",11.92,136,21
140,T139,T139,Robert Garrigus,83,"7' 4""",11.030999999999999,125,164
141,T139,T139,William McGirt,103,"7' 4""",13.915,159,51
142,T139,T139,Jeff Overton,92,"7' 4""",12.662,144,147
143,T144,T144,Troy Matteson,91,"7' 5""",12.607000000000001,142,132
144,T144,T144,Justin Rose,79,"7' 5""",9.315,105,95
145,T144,T144,Kevin Streelman,90,"7' 5""",12.155,136,37
146,T144,T144,Nick Watney,80,"7' 5""",9.404,106,12
147,T144,T144,Boo Weekley,66,"7' 5""",9.296,104,169
148,T144,T144,Gary Woodland,93,"7' 5""",9.935,112,86
149,T150,T150,Joe Durant,71,"7' 6""",11.635,129,59
150,T150,T150,Bobby Gates,82,"7' 6""",13.057,145,180
151,T150,T150,Lee Janzen,62,"7' 6""",10.526,117,144
152,T150,T150,Derek Lamely,65,"7' 6""",10.017000000000001,111,183
153,T150,T150,Kevin Stadler,88,"7' 6""",11.449000000000002,127,174
154,T150,T150,Brendan Steele,89,"7' 6""",9.583,106,149
155,T150,T150,Michael Thompson,79,"7' 6""",9.821,109,32
156,T150,T150,David Toms,78,"7' 6""",10.139,113,25
157,T158,T158,Steve Elkington,50,"7' 7""",9.252,102,43
158,T158,T158,Colt Knost,80,"7' 7""",12.498,138,135
159,T158,T158,Ben Martin,74,"7' 7""",12.860999999999999,141,167
160,T158,T158,Sean O'Hair,71,"7' 7""",10.21,112,146
161,T158,T158,Alex Prugh,82,"7' 7""",11.046,122,186
162,T158,T158,Will Strickler,51,"7' 7""",9.391,103,154
163,T158,T158,Garrett Willis,71,"7' 7""",11.436,125,88
164,T165,T165,Ernie Els,71,"7' 8""",6.781000000000001,74,182
165,T165,T165,David Hearn,88,"7' 8""",14.258,155,53
166,T165,T165,Scott Stallings,84,"7' 8""",10.374,113,165
167,T165,T165,Paul Stankowski,78,"7' 8""",11.838,129,56
168,T165,T165,Johnson Wagner,81,"7' 8""",11.812000000000001,129,96
169,170,170,Adam Scott,60,"7' 9""",6.542000000000001,70,62
170,T171,T171,Joseph Bramlett,73,"7' 10""",11.742,125,119
171,T171,T171,Justin Hicks,60,"7' 10""",8.863999999999999,94,185
172,T173,T173,Tommy Gainey,104,"7' 11""",16.313,171,133
173,T173,T173,Robert Karlsson,61,"7' 11""",6.454,68,40
174,T173,T173,Marc Turnesa,54,"7' 11""",6.808,72,171
175,T173,T173,Jhonattan Vegas,84,"7' 11""",11.827,124,148
176,177,177,John Senden,94,"8' 1""",13.082,135,145
177,178,178,Brandt Jobe,100,"8' 2""",12.805,131,67
178,179,179,Anthony Kim,72,"8' 3""",11.745999999999999,119,75
179,180,180,Kent Jones,76,"8' 4""",10.982999999999999,110,151
180,181,181,Robert Allenby,84,"8' 5""",10.248,101,66
181,182,182,Tag Ridings,87,"8' 6""",16.6,163,134
182,183,183,Scott McCarron,65,"8' 9""",11.859000000000002,113,36
183,184,184,Billy Horschel,75,"8' 10""",14.956,141,159
184,185,185,Chez Reavie,92,"9' 0""",16.827,156,140
185,186,186,Martin Piller,63,"9' 3""",12.187000000000001,110,172
