,Proximity_to_Hole_from_20-30_yards_RANK THIS WEEK,Proximity_to_Hole_from_20-30_yards_RANK LAST WEEK,Proximity_to_Hole_from_20-30_yards_PLAYER NAME,Proximity_to_Hole_from_20-30_yards_ROUNDS,Proximity_to_Hole_from_20-30_yards_AVG DTP,Proximity_to_Hole_from_20-30_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_20-30_yards_# OF SHOTS,Proximity_to_Hole_from_20-30_yards_SCRAMBLING RANK
0,1,1,Sergio Garcia,61,"7' 6""",523.5,70,44
1,T2,T2,Chris Kirk,87,"7' 7""",829.3330000000001,109,99
2,T2,T2,Chris Riley,76,"7' 7""",769.75,102,20
3,T4,T4,Padraig Harrington,60,"7' 9""",481.667,62,49
4,T4,T4,Kevin Na,84,"7' 9""",840.8330000000001,109,9
5,6,6,Alex Cejka,59,"7' 10""",438.083,56,111
6,T7,T7,Luke Donald,73,"7' 11""",658.3330000000001,83,8
7,T7,T7,Matt Jones,71,"7' 11""",912.6669999999999,115,110
8,T9,T9,Stuart Appleby,65,"8' 0""",712.25,89,128
9,T9,T9,Aaron Baddeley,77,"8' 0""",874.3330000000001,109,55
10,T9,T9,Steve Elkington,50,"8' 0""",533.3330000000001,67,43
11,T9,T9,Graeme McDowell,50,"8' 0""",328.917,41,160
12,13,13,Shane Bertsch,62,"8' 1""",436.0,54,57
13,T14,T14,Jason Day,76,"8' 2""",720.75,88,3
14,T14,T14,Justin Leonard,82,"8' 2""",880.4169999999999,108,18
15,T14,T14,Steve Stricker,70,"8' 2""",642.0830000000001,79,2
16,T17,T17,Brian Gay,90,"8' 3""",793.3330000000001,96,7
17,T17,T17,Paul Stankowski,78,"8' 3""",682.9169999999999,83,56
18,T17,T17,Mark Wilson,89,"8' 3""",863.0,105,11
19,T20,T20,Bill Lunde,92,"8' 4""",920.75,110,114
20,T20,T20,Shaun Micheel,77,"8' 4""",853.4169999999999,102,69
21,T22,T22,Ryuji Imada,83,"8' 5""",1110.917,132,65
22,T22,T22,Trevor Immelman,84,"8' 5""",831.5830000000001,99,89
23,T22,T22,Bo Van Pelt,92,"8' 5""",883.1669999999999,105,68
24,T25,T25,D.J. Brigman,67,"8' 6""",738.5830000000001,87,166
25,T25,T25,Freddie Jacobson,92,"8' 6""",857.6669999999999,101,34
26,T25,T25,Phil Mickelson,79,"8' 6""",780.5830000000001,92,17
27,T25,T25,Bryce Molder,82,"8' 6""",1020.0,120,15
28,T25,T25,Tim Petrovic,88,"8' 6""",1028.417,121,38
29,T25,T25,Ian Poulter,52,"8' 6""",442.083,52,122
30,T25,T25,Jim Renner,65,"8' 6""",704.5,83,85
31,T25,T25,Camilo Villegas,69,"8' 6""",765.25,90,127
32,T33,T33,Robert Allenby,84,"8' 7""",853.0,99,66
33,T33,T33,Joseph Bramlett,73,"8' 7""",817.3330000000001,95,119
34,T33,T33,Jason Dufner,78,"8' 7""",752.4169999999999,88,70
35,T33,T33,Hunter Mahan,92,"8' 7""",1017.6669999999999,119,92
36,T33,T33,Nate Smith,66,"8' 7""",713.0830000000001,83,90
37,T38,T38,Kris Blanks,92,"8' 8""",943.75,109,94
38,T38,T38,Harrison Frazar,58,"8' 8""",484.833,56,157
39,T38,T38,Anthony Kim,72,"8' 8""",932.75,108,75
40,T38,T38,William McGirt,103,"8' 8""",1243.167,143,51
41,T38,T38,Justin Rose,79,"8' 8""",759.8330000000001,88,95
42,T43,T43,Retief Goosen,50,"8' 9""",480.667,55,81
43,T43,T43,Webb Simpson,98,"8' 9""",1083.25,124,16
44,T45,T45,Davis Love III,70,"8' 10""",628.75,71,161
45,T45,T45,Rocco Mediate,53,"8' 10""",626.5,71,178
46,T45,T45,Geoff Ogilvy,69,"8' 10""",585.5830000000001,66,52
