,Proximity_to_Hole_from_30_yards_RANK THIS WEEK,Proximity_to_Hole_from_30_yards_RANK LAST WEEK,Proximity_to_Hole_from_30_yards_PLAYER NAME,Proximity_to_Hole_from_30_yards_ROUNDS,Proximity_to_Hole_from_30_yards_AVG DTP,Proximity_to_Hole_from_30_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_30_yards_# OF SHOTS,Proximity_to_Hole_from_30_yards_SCRAMBLING RANK
28,T28,T28,Scott Gutschewski,67,"11' 0""",449.333,41,115
29,T28,T28,Kyle Stanley,98,"11' 0""",626.0830000000001,57,156
30,T31,T31,Anthony Kim,72,"11' 1""",685.75,62,75
31,T31,T31,Justin Leonard,82,"11' 1""",744.0830000000001,67,18
32,T31,T31,Shaun Micheel,77,"11' 1""",497.167,45,69
33,T31,T31,Nate Smith,66,"11' 1""",511.333,46,90
34,T31,T31,Steve Stricker,70,"11' 1""",410.917,37,2
35,T36,T36,Stuart Appleby,65,"11' 3""",620.4169999999999,55,128
36,T36,T36,Jerry Kelly,85,"11' 3""",643.1669999999999,57,14
37,T36,T36,Jimmy Walker,79,"11' 3""",728.9169999999999,65,54
38,T39,T39,Harrison Frazar,58,"11' 4""",418.583,37,157
39,T39,T39,Michael Thompson,79,"11' 4""",624.3330000000001,55,32
40,41,41,David Duval,67,"11' 5""",491.667,43,172
41,T42,T42,Aaron Baddeley,77,"11' 6""",710.75,62,55
42,T42,T42,Trevor Immelman,84,"11' 6""",584.4169999999999,51,89
43,44,44,Bill Lunde,92,"11' 7""",695.9169999999999,60,114
44,T45,T45,Ernie Els,71,"11' 8""",653.5830000000001,56,182
45,T45,T45,Steve Flesch,88,"11' 8""",842.75,72,108
46,T45,T45,Lee Janzen,62,"11' 8""",537.9169999999999,46,144
47,T45,T45,Nick O'Hern,89,"11' 8""",888.5830000000001,76,58
48,T45,T45,Y.E. Yang,63,"11' 8""",303.16700000000003,26,23
49,T50,T50,Brendon de Jonge,105,"11' 9""",785.25,67,42
50,T50,T50,Chris DiMarco,93,"11' 9""",764.5,65,39
51,T50,T50,Ryan Palmer,82,"11' 9""",659.0830000000001,56,47
52,T50,T50,Webb Simpson,98,"11' 9""",705.0,60,16
53,T54,T54,Jim Herman,69,"11' 10""",509.417,43,118
54,T54,T54,Charley Hoffman,93,"11' 10""",616.25,52,163
55,T54,T54,Justin Rose,79,"11' 10""",603.5,51,95
56,T54,T54,David Toms,78,"11' 10""",473.0,40,25
57,T58,T58,Jason Dufner,78,"11' 11""",393.583,33,70
58,T58,T58,Derek Lamely,65,"11' 11""",858.0830000000001,72,183
59,T58,T58,Pat Perez,76,"11' 11""",549.3330000000001,46,78
60,T58,T58,Heath Slocum,89,"11' 11""",501.583,42,149
61,T62,T62,J.B. Holmes,57,"12' 0""",503.0,42,158
62,T62,T62,Kevin Na,84,"12' 0""",658.9169999999999,55,9
63,T62,T62,Mark Wilson,89,"12' 0""",553.0,46,11
64,T65,T65,Robert Karlsson,61,"12' 1""",482.917,40,40
65,T65,T65,Roland Thatcher,67,"12' 1""",629.3330000000001,52,92
66,T65,T65,D.J. Trahan,91,"12' 1""",688.0830000000001,57,82
67,T68,T68,Geoff Ogilvy,69,"12' 2""",437.667,36,52
68,T68,T68,Andres Romero,77,"12' 2""",717.8330000000001,59,120
69,T70,T70,Steven Bowditch,86,"12' 3""",915.6669999999999,75,175
70,T70,T70,Hunter Haas,96,"12' 3""",891.5,73,48
71,T70,T70,John Rollins,85,"12' 3""",660.25,54,123
72,T70,T70,Cameron Tringale,110,"12' 3""",1163.75,95,97
73,T70,T70,Charlie Wi,83,"12' 3""",1030.917,84,64
74,T75,T75,Ricky Barnes,78,"12' 4""",642.0830000000001,52,117
75,T75,T75,Tom Gillis,55,"12' 4""",507.083,41,129
76,T75,T75,Lucas Glover,74,"12' 4""",529.0830000000001,43,162
77,T75,T75,Nathan Green,81,"12' 4""",679.75,55,26
78,T75,T75,David Mathis,83,"12' 4""",628.0830000000001,51,30
79,T75,T75,Troy Merritt,63,"12' 4""",590.5830000000001,48,121
80,T75,T75,Daniel Summerhays,75,"12' 4""",753.0,61,138
81,T75,T75,Bo Van Pelt,92,"12' 4""",765.8330000000001,62,68
82,T83,T83,Joseph Bramlett,73,"12' 5""",594.5830000000001,48,119
83,T83,T83,Marc Leishman,87,"12' 5""",857.25,69,71
84,T83,T83,Hunter Mahan,92,"12' 5""",903.5830000000001,73,92
85,T83,T83,Graeme McDowell,50,"12' 5""",398.333,32,160
86,T83,T83,William McGirt,103,"12' 5""",904.3330000000001,73,51
87,T83,T83,Rocco Mediate,53,"12' 5""",647.4169999999999,52,178
88,T83,T83,Joe Ogilvie,75,"12' 5""",647.0830000000001,52,109
89,T83,T83,Ian Poulter,52,"12' 5""",322.16700000000003,26,122
90,T83,T83,Adam Scott,60,"12' 5""",532.6669999999999,43,62
91,T92,T92,Retief Goosen,50,"12' 6""",400.667,32,81
92,T92,T92,Billy Horschel,75,"12' 6""",701.1669999999999,56,159
93,T92,T92,Matt McQuillan,59,"12' 6""",376.083,30,101
94,T92,T92,Jim Renner,65,"12' 6""",448.75,36,85
95,T92,T92,Camilo Villegas,69,"12' 6""",613.0830000000001,49,127
96,T97,T97,Rickie Fowler,84,"12' 7""",552.5,44,139
97,T97,T97,Paul Stankowski,78,"12' 7""",840.8330000000001,67,56
98,T97,T97,Johnson Wagner,81,"12' 7""",793.5830000000001,63,96
99,T100,T100,Blake Adams,116,"12' 8""",1204.75,95,33
100,T100,T100,Brian Davis,105,"12' 8""",821.5,65,62
101,T100,T100,Billy Mayfair,94,"12' 8""",745.0,59,27
102,T100,T100,Kevin Streelman,90,"12' 8""",569.6669999999999,45,37
103,104,104,Charl Schwartzel,58,"12' 9""",420.667,33,50
104,T105,T105,Paul Goydos,81,"12' 10""",653.1669999999999,51,130
105,T105,T105,Martin Laird,77,"12' 10""",705.0830000000001,55,60
106,T105,T105,Sean O'Hair,71,"12' 10""",564.5,44,146
107,T105,T105,Rod Pampling,72,"12' 10""",755.6669999999999,59,10
108,T105,T105,D.A. Points,89,"12' 10""",729.25,57,77
109,T110,T110,Cameron Beckman,71,"12' 11""",712.3330000000001,55,113
110,T110,T110,Kevin Stadler,88,"12' 11""",618.6669999999999,48,174
111,T110,T110,Scott Stallings,84,"12' 11""",503.583,39,165
112,T113,T113,Chad Campbell,99,"13' 0""",583.3330000000001,45,102
113,T113,T113,James Driscoll,71,"13' 0""",989.6669999999999,76,112
114,T113,T113,Bill Haas,93,"13' 0""",713.75,55,79
115,T113,T113,J.P. Hayes,56,"13' 0""",482.083,37,80
116,T113,T113,Dustin Johnson,72,"13' 0""",677.6669999999999,52,181
117,T113,T113,Davis Love III,70,"13' 0""",364.667,28,161
118,T119,T119,K.J. Choi,77,"13' 1""",509.583,39,27
119,T119,T119,Spencer Levin,113,"13' 1""",931.3330000000001,71,41
120,T119,T119,Jarrod Lyle,83,"13' 1""",863.5830000000001,66,104
121,T119,T119,Jeff Overton,92,"13' 1""",915.5,70,147
122,T119,T119,Michael Putnam,67,"13' 1""",587.4169999999999,45,87
123,T119,T119,Alexandre Rocha,65,"13' 1""",600.0830000000001,46,136
124,T119,T119,Chris Stroud,88,"13' 1""",743.75,57,103
125,T119,T119,Josh Teater,104,"13' 1""",967.1669999999999,74,152
126,T127,T127,Ben Crane,76,"13' 2""",659.5830000000001,50,23
127,T127,T127,Ben Curtis,66,"13' 2""",645.6669999999999,49,21
128,T127,T127,John Senden,94,"13' 2""",778.3330000000001,59,145
129,T130,T130,Greg Chalmers,88,"13' 3""",929.3330000000001,70,1
130,T130,T130,Kevin Chappell,78,"13' 3""",728.0,55,72
131,T130,T130,Matt Jones,71,"13' 3""",874.1669999999999,66,110
132,T130,T130,John Merrick,71,"13' 3""",556.9169999999999,42,91
133,T134,T134,Michael Bradley,74,"13' 4""",694.0830000000001,52,179
134,T134,T134,Chris Couch,73,"13' 4""",452.333,34,27
135,T134,T134,Tim Herron,85,"13' 4""",1063.833,80,60
136,T137,T137,Bobby Gates,82,"13' 5""",765.0830000000001,57,180
137,T137,T137,Steve Marino,76,"13' 5""",843.6669999999999,63,97
138,139,139,Michael Connell,76,"13' 6""",783.75,58,30
139,T140,T140,Matt Bettencourt,84,"13' 7""",976.25,72,141
140,T140,T140,Tim Petrovic,88,"13' 7""",934.6669999999999,69,38
141,T140,T140,Nick Watney,80,"13' 7""",680.0,50,12
142,T143,T143,Ángel Cabrera,50,"13' 8""",368.5,27,176
143,T143,T143,Sergio Garcia,61,"13' 8""",450.25,33,44
144,T143,T143,Ben Martin,74,"13' 8""",790.5,58,167
145,146,146,Zach Johnson,79,"13' 9""",672.6669999999999,49,4
146,T147,T147,Arjun Atwal,91,"13' 11""",1029.833,74,131
147,T147,T147,Kris Blanks,92,"13' 11""",696.4169999999999,50,94
148,T147,T147,Colt Knost,80,"13' 11""",722.4169999999999,52,135
149,T147,T147,Zack Miller,86,"13' 11""",903.0830000000001,65,153
150,T151,T151,Steve Elkington,50,"14' 0""",474.917,34,43
151,T151,T151,Garrett Willis,71,"14' 0""",922.5,66,88
152,T153,T153,Joe Durant,71,"14' 1""",535.8330000000001,38,59
153,T153,T153,Ryuji Imada,83,"14' 1""",1001.75,71,65
154,T153,T153,Tag Ridings,87,"14' 1""",1002.25,71,134
155,T153,T153,Brendan Steele,89,"14' 1""",649.25,46,149
156,T157,T157,Shane Bertsch,62,"14' 3""",597.5,42,57
157,T157,T157,Robert Garrigus,83,"14' 3""",755.75,53,164
158,T157,T157,Andres Gonzales,60,"14' 3""",556.5830000000001,39,169
159,T157,T157,Kent Jones,76,"14' 3""",882.1669999999999,62,151
160,161,161,Will Strickler,51,"14' 4""",589.25,41,154
161,162,162,Jason Bohn,74,"14' 5""",693.1669999999999,48,83
162,163,163,Chris Kirk,87,"14' 6""",857.75,59,99
163,T164,T164,Fabián Gómez,84,"14' 7""",932.0,64,177
164,T164,T164,George McNeill,69,"14' 7""",510.5,35,124
165,T166,T166,Martin Piller,63,"14' 8""",629.6669999999999,43,172
166,T166,T166,Aron Price,58,"14' 8""",587.6669999999999,40,137
167,T166,T166,Alex Prugh,82,"14' 8""",764.75,52,186
168,T169,T169,Rich Beem,53,"14' 9""",753.5830000000001,51,168
169,T169,T169,Richard Johnson,64,"14' 9""",768.75,52,155
170,171,171,Scott Piercy,78,"14' 10""",621.6669999999999,42,100
171,172,172,Jhonattan Vegas,84,"15' 0""",1152.333,77,148
172,173,173,David Hearn,88,"15' 2""",773.4169999999999,51,53
173,174,174,Brandt Snedeker,85,"15' 4""",675.25,44,22
174,175,175,J.J. Henry,96,"15' 5""",1141.333,74,126
175,176,176,Scott McCarron,65,"15' 7""",871.75,56,36
176,T177,T177,Sung Kang,63,"15' 8""",641.75,41,115
177,T177,T177,Chez Reavie,92,"15' 8""",893.8330000000001,57,140
178,T179,T179,Robert Allenby,84,"15' 9""",928.3330000000001,59,66
179,T179,T179,Justin Hicks,60,"15' 9""",519.25,33,185
180,T181,T181,Stewart Cink,72,"15' 10""",523.5,33,107
181,T181,T181,Marc Turnesa,54,"15' 10""",428.5,27,171
182,183,183,Troy Matteson,91,"16' 0""",911.5830000000001,57,132
183,184,184,Boo Weekley,66,"16' 4""",751.9169999999999,46,169
184,185,185,Tommy Gainey,104,"16' 9""",1104.583,66,133
185,186,186,Brandt Jobe,100,"17' 0""",713.5,42,67
