,Scrambling_10-20_yds_RTP_Score_RANK THIS WEEK,Scrambling_10-20_yds_RTP_Score_RANK LAST WEEK,Scrambling_10-20_yds_RTP_Score_PLAYER NAME,Scrambling_10-20_yds_RTP_Score_ROUNDS,Scrambling_10-20_yds_RTP_Score_AVG RTP,Scrambling_10-20_yds_RTP_Score_TOTAL HOLES,Scrambling_10-20_yds_RTP_Score_TOTAL RTP
0,1,1,Padraig Harrington,60,0.22,109,24.0
1,2,2,Steve Stricker,70,0.24600000000000002,138,34.0
2,3,3,Paul Stankowski,78,0.247,162,40.0
3,T4,T4,Brian Gay,90,0.25,216,54.0
4,T4,T4,Mark Wilson,89,0.25,184,46.0
5,6,6,Kevin Na,84,0.254,197,50.0
6,7,7,Ben Crane,76,0.255,157,40.0
7,8,8,Greg Chalmers,88,0.257,226,58.0
8,9,9,Justin Leonard,82,0.262,183,48.0
9,10,10,Shaun Micheel,77,0.263,190,50.0
10,11,11,Rory Sabbatini,85,0.264,148,39.0
11,12,12,Charles Howell III,108,0.27399999999999997,226,62.0
12,T13,T13,Robert Allenby,84,0.275,167,46.0
13,T13,T13,Jarrod Lyle,83,0.275,200,55.0
14,15,15,Nathan Green,81,0.281,203,57.0
15,16,16,Jerry Kelly,85,0.282,163,46.0
16,T17,T17,Brandt Jobe,100,0.28300000000000003,184,52.0
17,T17,T17,Geoff Ogilvy,69,0.28300000000000003,166,47.0
18,19,19,Zach Johnson,79,0.285,165,47.0
19,20,20,Jason Day,76,0.287,150,43.0
20,21,21,Nick Watney,80,0.28800000000000003,160,46.0
21,22,22,Webb Simpson,98,0.289,180,52.0
22,23,23,Bryce Molder,82,0.292,171,50.0
23,24,24,Matt Kuchar,94,0.293,164,48.0
24,25,25,Rod Pampling,72,0.29600000000000004,169,50.0
25,T26,T26,Retief Goosen,50,0.297,101,30.0
26,T26,T26,Freddie Jacobson,92,0.297,185,55.0
27,T26,T26,Lee Janzen,62,0.297,138,41.0
28,T29,T29,Blake Adams,116,0.298,272,81.0
29,T29,T29,Jim Renner,65,0.298,131,39.0
30,31,31,Matt McQuillan,59,0.304,115,35.0
31,32,32,Nick O'Hern,89,0.305,177,54.0
32,T33,T33,Bio Kim,71,0.308,182,56.0
33,T33,T33,Tim Petrovic,88,0.308,214,66.0
34,T35,T35,Stuart Appleby,65,0.312,170,53.0
35,T35,T35,Sergio Garcia,61,0.312,125,39.0
36,T35,T35,Phil Mickelson,79,0.312,138,43.0
37,38,38,Charlie Wi,83,0.313,201,63.0
38,T39,T39,Aaron Baddeley,77,0.314,159,50.0
