,Proximity_to_Hole_from_Fringe_RANK THIS WEEK,Proximity_to_Hole_from_Fringe_RANK LAST WEEK,Proximity_to_Hole_from_Fringe_PLAYER NAME,Proximity_to_Hole_from_Fringe_ROUNDS,Proximity_to_Hole_from_Fringe_AVG DTP,Proximity_to_Hole_from_Fringe_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Fringe_# OF SHOTS,Proximity_to_Hole_from_Fringe_SCRAMBLING RANK
67,T57,T57,Adam Scott,60,"3' 0""",125.5,42,62
68,T57,T57,John Senden,94,"3' 0""",258.41700000000003,87,145
69,T57,T57,Kevin Streelman,90,"3' 0""",230.333,76,37
70,T57,T57,Marc Turnesa,54,"3' 0""",145.583,48,171
71,T57,T57,Jhonattan Vegas,84,"3' 0""",247.083,82,148
72,T73,T73,Joe Durant,71,"3' 1""",168.5,55,59
73,T73,T73,Hunter Haas,96,"3' 1""",262.41700000000003,85,48
74,T73,T73,J.P. Hayes,56,"3' 1""",167.083,54,80
75,T73,T73,Charles Howell III,108,"3' 1""",259.83299999999997,85,5
76,T73,T73,Robert Karlsson,61,"3' 1""",171.333,56,40
77,T73,T73,Colt Knost,80,"3' 1""",277.66700000000003,90,135
78,T73,T73,Matt Kuchar,94,"3' 1""",248.583,80,13
79,T73,T73,Marc Leishman,87,"3' 1""",258.75,83,71
80,T73,T73,George McNeill,69,"3' 1""",155.667,51,124
81,T73,T73,Rod Pampling,72,"3' 1""",185.917,61,10
82,T73,T73,D.A. Points,89,"3' 1""",249.75,80,77
83,T73,T73,John Rollins,85,"3' 1""",207.167,68,123
84,T73,T73,Nate Smith,66,"3' 1""",183.5,59,90
85,T73,T73,Vaughn Taylor,89,"3' 1""",330.083,108,72
86,T73,T73,Bubba Watson,85,"3' 1""",183.667,59,184
87,T73,T73,Gary Woodland,93,"3' 1""",177.75,58,86
88,T89,T89,Kris Blanks,92,"3' 2""",306.5,98,94
89,T89,T89,Chad Campbell,99,"3' 2""",246.0,77,102
90,T89,T89,Brian Davis,105,"3' 2""",299.0,94,62
91,T89,T89,Jim Herman,69,"3' 2""",181.417,58,118
92,T89,T89,Tim Herron,85,"3' 2""",267.0,84,60
93,T89,T89,J.B. Holmes,57,"3' 2""",162.75,51,158
94,T89,T89,Freddie Jacobson,92,"3' 2""",263.91700000000003,83,34
95,T89,T89,Anthony Kim,72,"3' 2""",208.833,66,75
96,T89,T89,Martin Laird,77,"3' 2""",219.083,69,60
97,T89,T89,Heath Slocum,89,"3' 2""",201.833,63,149
98,T89,T89,Garrett Willis,71,"3' 2""",236.75,75,88
99,T100,T100,Jason Bohn,74,"3' 3""",249.25,77,83
100,T100,T100,Steven Bowditch,86,"3' 3""",298.75,93,175
101,T100,T100,Keegan Bradley,91,"3' 3""",216.583,67,125
102,T100,T100,Rickie Fowler,84,"3' 3""",224.0,69,139
103,T100,T100,Robert Garrigus,83,"3' 3""",296.25,91,164
104,T100,T100,Bobby Gates,82,"3' 3""",203.667,62,180
105,T100,T100,Kent Jones,76,"3' 3""",212.333,65,151
106,T100,T100,Billy Mayfair,94,"3' 3""",309.83299999999997,95,27
107,T100,T100,Scott McCarron,65,"3' 3""",194.25,60,36
108,T100,T100,Graeme McDowell,50,"3' 3""",131.083,40,160
109,T100,T100,Phil Mickelson,79,"3' 3""",205.167,63,17
110,T100,T100,Carl Pettersson,95,"3' 3""",311.66700000000003,96,72
111,T100,T100,Scott Piercy,78,"3' 3""",222.583,68,100
112,T100,T100,Ian Poulter,52,"3' 3""",128.917,40,122
113,T100,T100,Rory Sabbatini,85,"3' 3""",229.333,71,84
114,T100,T100,Jimmy Walker,79,"3' 3""",278.66700000000003,86,54
115,T116,T116,Woody Austin,59,"3' 4""",202.333,61,5
116,T116,T116,Ricky Barnes,78,"3' 4""",208.5,63,117
117,T116,T116,Cameron Beckman,71,"3' 4""",231.583,69,113
118,T116,T116,Retief Goosen,50,"3' 4""",160.583,48,81
119,T116,T116,Ben Martin,74,"3' 4""",204.0,61,167
120,T116,T116,Will Strickler,51,"3' 4""",226.0,67,154
121,T122,T122,Rich Beem,53,"3' 5""",189.667,55,168
122,T122,T122,Michael Bradley,74,"3' 5""",254.167,75,179
123,T122,T122,Scott Gutschewski,67,"3' 5""",207.833,61,115
124,T122,T122,Bill Haas,93,"3' 5""",206.75,60,79
125,T122,T122,Billy Horschel,75,"3' 5""",199.75,59,159
126,T122,T122,Matt Jones,71,"3' 5""",210.667,62,110
127,T122,T122,Charl Schwartzel,58,"3' 5""",161.0,47,50
128,T122,T122,Paul Stankowski,78,"3' 5""",285.91700000000003,84,56
129,T130,T130,David Duval,67,"3' 6""",215.917,61,172
130,T130,T130,Sung Kang,63,"3' 6""",213.25,61,115
131,T130,T130,John Merrick,71,"3' 6""",236.417,67,91
132,T130,T130,Shaun Micheel,77,"3' 6""",272.58299999999997,77,69
133,T130,T130,Alexandre Rocha,65,"3' 6""",171.333,49,136
134,T130,T130,Bo Van Pelt,92,"3' 6""",283.08299999999997,81,68
135,T136,T136,Arjun Atwal,91,"3' 7""",321.0,89,131
136,T136,T136,Briny Baird,60,"3' 7""",163.167,46,46
137,T136,T136,Shane Bertsch,62,"3' 7""",184.417,51,57
138,T136,T136,Harrison Frazar,58,"3' 7""",195.333,54,157
139,T136,T136,Paul Goydos,81,"3' 7""",266.33299999999997,74,130
140,T136,T136,Trevor Immelman,84,"3' 7""",259.5,73,89
141,T136,T136,Jarrod Lyle,83,"3' 7""",295.5,83,104
142,T136,T136,Steve Marino,76,"3' 7""",259.58299999999997,72,97
143,T136,T136,William McGirt,103,"3' 7""",361.917,101,51
144,T136,T136,Jeff Overton,92,"3' 7""",330.833,93,147
145,T136,T136,Vijay Singh,79,"3' 7""",273.41700000000003,77,105
146,T136,T136,Scott Stallings,84,"3' 7""",310.08299999999997,87,165
147,T136,T136,Cameron Tringale,110,"3' 7""",368.917,104,97
148,T136,T136,Charlie Wi,83,"3' 7""",269.75,75,64
149,T150,T150,Blake Adams,116,"3' 8""",442.167,120,33
150,T150,T150,Brendon de Jonge,105,"3' 8""",424.0,116,42
151,T150,T150,Jason Dufner,78,"3' 8""",219.083,60,70
152,T150,T150,Tom Gillis,55,"3' 8""",203.667,55,129
153,T150,T150,Lucas Glover,74,"3' 8""",274.66700000000003,75,162
154,T150,T150,Fabián Gómez,84,"3' 8""",232.5,63,177
155,T150,T150,David Hearn,88,"3' 8""",285.58299999999997,78,53
156,T150,T150,Justin Hicks,60,"3' 8""",154.667,42,185
157,T150,T150,Brandt Jobe,100,"3' 8""",293.75,81,67
158,T150,T150,Spencer Levin,113,"3' 8""",354.417,96,41
159,T150,T150,Martin Piller,63,"3' 8""",190.083,52,172
160,T150,T150,Tag Ridings,87,"3' 8""",339.0,93,134
161,T150,T150,Justin Rose,79,"3' 8""",167.083,46,95
162,T163,T163,Ángel Cabrera,50,"3' 9""",163.0,43,176
163,T163,T163,Michael Connell,76,"3' 9""",309.5,83,30
164,T163,T163,Jim Furyk,87,"3' 9""",241.583,64,76
165,T163,T163,Lee Janzen,62,"3' 9""",202.583,54,144
166,T163,T163,David Mathis,83,"3' 9""",300.75,81,30
167,T163,T163,Zack Miller,86,"3' 9""",354.75,95,153
168,T163,T163,Pat Perez,76,"3' 9""",274.08299999999997,73,78
169,T163,T163,Jim Renner,65,"3' 9""",273.08299999999997,73,85
170,T163,T163,Brandt Snedeker,85,"3' 9""",204.333,55,22
171,T172,T172,Tommy Gainey,104,"3' 10""",335.667,88,133
172,T172,T172,Bio Kim,71,"3' 10""",253.583,66,142
173,T172,T172,Bill Lunde,92,"3' 10""",287.08299999999997,75,114
174,T172,T172,Sean O'Hair,71,"3' 10""",239.5,63,146
175,T172,T172,Webb Simpson,98,"3' 10""",382.667,99,16
176,T177,T177,D.J. Brigman,67,"3' 11""",259.91700000000003,67,166
177,T177,T177,Andres Gonzales,60,"3' 11""",159.917,41,169
178,T177,T177,Andres Romero,77,"3' 11""",315.91700000000003,81,120
179,180,180,Rocco Mediate,53,"4' 0""",234.25,58,178
180,T181,T181,Matt Bettencourt,84,"4' 1""",312.33299999999997,77,141
181,T181,T181,Michael Putnam,67,"4' 1""",205.917,50,87
182,183,183,Matt McQuillan,59,"4' 3""",241.833,57,101
183,184,184,Aron Price,58,"4' 4""",204.583,47,137
184,185,185,Roland Thatcher,67,"4' 7""",365.083,80,92
185,186,186,Boo Weekley,66,"5' 1""",267.25,53,169
