,Scrambling_Rough_RTP_Score_RANK THIS WEEK,Scrambling_Rough_RTP_Score_RANK LAST WEEK,Scrambling_Rough_RTP_Score_PLAYER NAME,Scrambling_Rough_RTP_Score_ROUNDS,Scrambling_Rough_RTP_Score_AVG RTP,Scrambling_Rough_RTP_Score_TOTAL HOLES,Scrambling_Rough_RTP_Score_TOTAL RTP
42,T43,T43,Chad Campbell,99,0.44,168,74.0
43,T43,T43,Tim Petrovic,88,0.44,184,81.0
44,T45,T45,Pat Perez,76,0.442,172,76.0
45,T45,T45,David Toms,78,0.442,120,53.0
46,T47,T47,Jonathan Byrd,83,0.444,171,76.0
47,T47,T47,Rickie Fowler,84,0.444,169,75.0
48,49,49,Rory Sabbatini,85,0.445,146,65.0
49,50,50,Brandt Jobe,100,0.446,157,70.0
50,51,51,Hunter Mahan,92,0.447,161,72.0
51,52,52,Ryan Palmer,82,0.449,167,75.0
52,53,53,Ian Poulter,52,0.45299999999999996,95,43.0
53,54,54,Charl Schwartzel,58,0.45399999999999996,97,44.0
54,55,55,Stephen Ames,69,0.455,123,56.0
55,T56,T56,Marc Turnesa,54,0.457,127,58.0
56,T56,T56,Nick Watney,80,0.457,140,64.0
57,58,58,D.A. Points,89,0.461,178,82.0
58,T59,T59,David Mathis,83,0.462,156,72.0
59,T59,T59,Rod Pampling,72,0.462,132,61.0
60,61,61,Sean O'Hair,71,0.46299999999999997,164,76.0
61,62,62,Adam Scott,60,0.466,103,48.0
62,63,63,Justin Rose,79,0.467,135,63.0
63,T64,T64,Brian Gay,90,0.46799999999999997,171,80.0
64,T64,T64,Nathan Green,81,0.46799999999999997,171,80.0
65,66,66,Chez Reavie,92,0.469,177,83.0
66,T67,T67,Bio Kim,71,0.47100000000000003,170,80.0
67,T67,T67,Shaun Micheel,77,0.47100000000000003,172,81.0
68,T67,T67,Michael Thompson,79,0.47100000000000003,191,90.0
69,70,70,Billy Mayfair,94,0.47200000000000003,161,76.0
70,71,71,Jimmy Walker,79,0.475,198,94.0
71,72,72,Steve Flesch,88,0.47700000000000004,199,95.0
72,73,73,Jarrod Lyle,83,0.479,211,101.0
73,74,74,Kris Blanks,92,0.48,148,71.0
74,75,75,Vijay Singh,79,0.48100000000000004,158,76.0
75,T76,T76,Joseph Bramlett,73,0.483,174,84.0
76,T76,T76,Paul Goydos,81,0.483,180,87.0
77,T78,T78,Stewart Cink,72,0.484,124,60.0
78,T78,T78,Robert Garrigus,83,0.484,159,77.0
79,T78,T78,Bo Van Pelt,92,0.484,161,78.0
80,81,81,Brian Davis,105,0.485,202,98.0
81,82,82,George McNeill,69,0.486,146,71.0
82,83,83,Carl Pettersson,95,0.48700000000000004,189,92.0
83,84,84,Jeff Overton,92,0.488,164,80.0
84,85,85,Graeme McDowell,50,0.489,92,45.0
85,86,86,Johnson Wagner,81,0.49,151,74.0
86,87,87,Troy Matteson,91,0.493,213,105.0
87,88,88,Tim Herron,85,0.494,158,78.0
88,T89,T89,Keegan Bradley,91,0.495,190,94.0
89,T89,T89,Chris Kirk,87,0.495,188,93.0
90,T89,T89,Cameron Tringale,110,0.495,194,96.0
91,92,92,Michael Connell,76,0.496,137,68.0
92,T93,T93,Joe Durant,71,0.5,112,56.0
93,T93,T93,Charlie Wi,83,0.5,174,87.0
94,95,95,Stuart Appleby,65,0.503,161,81.0
95,96,96,Woody Austin,59,0.505,99,50.0
96,97,97,Chris Riley,76,0.507,150,76.0
97,T98,T98,Richard Johnson,64,0.508,128,65.0
98,T98,T98,Matt Jones,71,0.508,177,90.0
99,T98,T98,John Merrick,71,0.508,118,60.0
100,T98,T98,Kyle Stanley,98,0.508,191,97.0
101,102,102,Kevin Kisner,70,0.509,165,84.0
102,T103,T103,Chris Couch,73,0.511,182,93.0
103,T103,T103,D.J. Trahan,91,0.511,190,97.0
104,T105,T105,Tag Ridings,87,0.512,215,110.0
105,T105,T105,Bubba Watson,85,0.512,125,64.0
106,107,107,Alex Cejka,59,0.514,105,54.0
107,108,108,William McGirt,103,0.515,194,100.0
108,109,109,Briny Baird,60,0.516,95,49.0
109,110,110,Chris DiMarco,93,0.517,205,106.0
110,T111,T111,Ángel Cabrera,50,0.518,85,44.0
111,T111,T111,Matt McQuillan,59,0.518,141,73.0
112,T113,T113,Matt Bettencourt,84,0.519,208,108.0
113,T113,T113,Kent Jones,76,0.519,158,82.0
114,T113,T113,Bill Lunde,92,0.519,160,83.0
115,116,116,Aaron Baddeley,77,0.52,148,77.0
116,T117,T117,Jim Herman,69,0.525,118,62.0
117,T117,T117,Joe Ogilvie,75,0.525,177,93.0
118,119,119,Jhonattan Vegas,84,0.526,156,82.0
119,T120,T120,Lee Janzen,62,0.527,131,69.0
120,T120,T120,Rocco Mediate,53,0.527,131,69.0
121,T122,T122,Ryuji Imada,83,0.528,176,93.0
122,T122,T122,Troy Merritt,63,0.528,161,85.0
123,124,124,Nate Smith,66,0.53,132,70.0
124,T125,T125,Ben Martin,74,0.531,160,85.0
125,T125,T125,Roland Thatcher,67,0.531,162,86.0
126,T127,T127,J.P. Hayes,56,0.532,126,67.0
127,T127,T127,Camilo Villegas,69,0.532,139,74.0
128,129,129,Scott Stallings,84,0.5329999999999999,165,88.0
129,T130,T130,Jim Furyk,87,0.534,161,86.0
130,T130,T130,Charley Hoffman,93,0.534,189,101.0
131,T130,T130,John Rollins,85,0.534,161,86.0
132,133,133,Scott Gutschewski,67,0.5379999999999999,145,78.0
133,T134,T134,Kevin Chappell,78,0.539,165,89.0
134,T134,T134,Hunter Haas,96,0.539,206,111.0
135,136,136,David Hearn,88,0.5429999999999999,164,89.0
136,T137,T137,John Senden,94,0.547,150,82.0
137,T137,T137,Chris Stroud,88,0.547,190,104.0
138,139,139,Marc Leishman,87,0.5479999999999999,199,109.0
139,T140,T140,Steve Marino,76,0.5489999999999999,142,78.0
140,T140,T140,Andres Romero,77,0.5489999999999999,193,106.0
141,142,142,Scott Piercy,78,0.551,158,87.0
142,143,143,Paul Stankowski,78,0.552,172,95.0
143,T144,T144,Zack Miller,86,0.5529999999999999,197,109.0
144,T144,T144,Garrett Willis,71,0.5529999999999999,159,88.0
145,146,146,Davis Love III,70,0.5539999999999999,121,67.0
146,147,147,Michael Putnam,67,0.556,144,80.0
147,148,148,Lucas Glover,74,0.56,134,75.0
148,149,149,Bobby Gates,82,0.563,176,99.0
149,T150,T150,Anthony Kim,72,0.564,149,84.0
150,T150,T150,Kevin Stadler,88,0.564,179,101.0
151,152,152,Colt Knost,80,0.568,162,92.0
152,153,153,James Driscoll,71,0.569,153,87.0
153,154,154,Will Strickler,51,0.5710000000000001,105,60.0
154,155,155,David Duval,67,0.574,162,93.0
155,156,156,Dustin Johnson,72,0.575,120,69.0
156,157,157,J.J. Henry,96,0.5770000000000001,182,105.0
157,T158,T158,Ernie Els,71,0.579,114,66.0
158,T158,T158,Heath Slocum,89,0.579,133,77.0
159,T160,T160,Fabián Gómez,84,0.58,181,105.0
160,T160,T160,Alexandre Rocha,65,0.58,88,51.0
161,162,162,J.B. Holmes,57,0.5820000000000001,110,64.0
162,163,163,Vaughn Taylor,89,0.583,180,105.0
163,T164,T164,Jason Bohn,74,0.585,135,79.0
164,T164,T164,Harrison Frazar,58,0.585,118,69.0
165,166,166,D.J. Brigman,67,0.586,133,78.0
166,167,167,Sung Kang,63,0.588,131,77.0
167,168,168,Steven Bowditch,86,0.589,207,122.0
168,T169,T169,Michael Bradley,74,0.591,115,68.0
169,T169,T169,Tommy Gainey,104,0.591,208,123.0
170,T171,T171,Arjun Atwal,91,0.594,217,129.0
171,T171,T171,Derek Lamely,65,0.594,175,104.0
172,T173,T173,Cameron Beckman,71,0.595,153,91.0
173,T173,T173,Andres Gonzales,60,0.595,121,72.0
174,175,175,Josh Teater,104,0.598,199,119.0
175,176,176,Martin Piller,63,0.605,167,101.0
176,177,177,Rich Beem,53,0.609,115,70.0
177,T178,T178,Brendan Steele,89,0.613,225,138.0
178,T178,T178,Boo Weekley,66,0.613,124,76.0
179,180,180,Justin Hicks,60,0.621,87,54.0
180,181,181,Jim Renner,65,0.63,119,75.0
181,182,182,Billy Horschel,75,0.64,139,89.0
182,183,183,Tom Gillis,55,0.65,103,67.0
183,184,184,Alex Prugh,82,0.654,159,104.0
184,185,185,Daniel Summerhays,75,0.664,149,99.0
185,186,186,Aron Price,58,0.698,86,60.0
