,Sand_Saves_from__10_yards_RANK THIS WEEK,Sand_Saves_from__10_yards_RANK LAST WEEK,Sand_Saves_from__10_yards_PLAYER NAME,Sand_Saves_from__10_yards_ROUNDS,Sand_Saves_from__10_yards_%,Sand_Saves_from__10_yards_# OF SAVES,Sand_Saves_from__10_yards_# OF BUNKERS
41,42,42,Brian Davis,105,76.92,10.0,13
42,T43,T43,Jason Bohn,74,75.0,6.0,8
43,T43,T43,K.J. Choi,77,75.0,3.0,4
44,T43,T43,Stewart Cink,72,75.0,6.0,8
45,T43,T43,Luke Donald,73,75.0,3.0,4
46,T43,T43,Freddie Jacobson,92,75.0,3.0,4
47,T43,T43,Martin Laird,77,75.0,3.0,4
48,T43,T43,Justin Leonard,82,75.0,3.0,4
49,T43,T43,Nick O'Hern,89,75.0,6.0,8
50,T43,T43,Ryan Palmer,82,75.0,6.0,8
51,T43,T43,Chris Stroud,88,75.0,6.0,8
52,T43,T43,David Toms,78,75.0,3.0,4
53,T43,T43,Camilo Villegas,69,75.0,3.0,4
54,T43,T43,Mark Wilson,89,75.0,6.0,8
55,56,56,Johnson Wagner,81,72.73,8.0,11
56,T57,T57,Tom Gillis,55,71.43,5.0,7
57,T57,T57,Charles Howell III,108,71.43,5.0,7
58,T57,T57,Bill Lunde,92,71.43,5.0,7
59,T57,T57,Shaun Micheel,77,71.43,5.0,7
60,T57,T57,Adam Scott,60,71.43,5.0,7
61,T57,T57,Vaughn Taylor,89,71.43,5.0,7
62,63,63,Matt Kuchar,94,70.0,7.0,10
63,T64,T64,Jonathan Byrd,83,66.67,2.0,3
64,T64,T64,Jason Dufner,78,66.67,4.0,6
65,T64,T64,Steve Flesch,88,66.67,4.0,6
66,T64,T64,Lucas Glover,74,66.67,4.0,6
67,T64,T64,J.B. Holmes,57,66.67,2.0,3
68,T64,T64,Billy Horschel,75,66.67,2.0,3
69,T64,T64,Kent Jones,76,66.67,2.0,3
70,T64,T64,Anthony Kim,72,66.67,4.0,6
71,T64,T64,Graeme McDowell,50,66.67,2.0,3
72,T64,T64,Ian Poulter,52,66.67,4.0,6
73,T64,T64,John Rollins,85,66.67,4.0,6
74,T64,T64,Will Strickler,51,66.67,2.0,3
75,76,76,Hunter Haas,96,63.64,7.0,11
76,T77,T77,Keegan Bradley,91,62.5,5.0,8
77,T77,T77,Kevin Chappell,78,62.5,5.0,8
78,T77,T77,Billy Mayfair,94,62.5,5.0,8
79,T77,T77,Tag Ridings,87,62.5,5.0,8
80,T77,T77,Brendan Steele,89,62.5,5.0,8
81,T82,T82,Stephen Ames,69,60.0,3.0,5
82,T82,T82,D.J. Brigman,67,60.0,3.0,5
83,T82,T82,James Driscoll,71,60.0,3.0,5
84,T82,T82,Steve Elkington,50,60.0,3.0,5
85,T82,T82,Bill Haas,93,60.0,3.0,5
86,T82,T82,Brandt Jobe,100,60.0,6.0,10
87,T82,T82,Matt Jones,71,60.0,3.0,5
88,89,89,Robert Allenby,84,58.33,7.0,12
89,T90,T90,Stuart Appleby,65,57.14,4.0,7
90,T90,T90,Ben Crane,76,57.14,4.0,7
91,T90,T90,Charley Hoffman,93,57.14,4.0,7
92,T90,T90,Bryce Molder,82,57.14,8.0,14
93,T90,T90,Rod Pampling,72,57.14,4.0,7
94,T90,T90,D.A. Points,89,57.14,4.0,7
95,T90,T90,Rory Sabbatini,85,57.14,4.0,7
96,T90,T90,Bo Van Pelt,92,57.14,4.0,7
97,T90,T90,Garrett Willis,71,57.14,4.0,7
98,T90,T90,Y.E. Yang,63,57.14,4.0,7
99,100,100,Kevin Stadler,88,56.25,9.0,16
100,T101,T101,Michael Connell,76,55.56,5.0,9
101,T101,T101,Tommy Gainey,104,55.56,5.0,9
102,T101,T101,Chris Kirk,87,55.56,5.0,9
103,104,104,Nathan Green,81,54.55,6.0,11
104,105,105,Vijay Singh,79,53.85,7.0,13
105,T106,T106,Ricky Barnes,78,50.0,2.0,4
106,T106,T106,Chad Campbell,99,50.0,6.0,12
107,T106,T106,Brendon de Jonge,105,50.0,4.0,8
108,T106,T106,Joe Durant,71,50.0,1.0,2
109,T106,T106,Retief Goosen,50,50.0,2.0,4
110,T106,T106,Paul Goydos,81,50.0,4.0,8
111,T106,T106,Lee Janzen,62,50.0,4.0,8
112,T106,T106,Kevin Kisner,70,50.0,3.0,6
113,T106,T106,Spencer Levin,113,50.0,3.0,6
114,T106,T106,Ben Martin,74,50.0,3.0,6
115,T106,T106,Troy Matteson,91,50.0,5.0,10
116,T106,T106,Joe Ogilvie,75,50.0,4.0,8
117,T106,T106,Carl Pettersson,95,50.0,6.0,12
118,T106,T106,Aron Price,58,50.0,1.0,2
119,T106,T106,Webb Simpson,98,50.0,4.0,8
120,T106,T106,Scott Stallings,84,50.0,2.0,4
121,T106,T106,Paul Stankowski,78,50.0,1.0,2
122,T106,T106,Kyle Stanley,98,50.0,5.0,10
123,T106,T106,Roland Thatcher,67,50.0,3.0,6
124,T106,T106,Jhonattan Vegas,84,50.0,6.0,12
125,T106,T106,Charlie Wi,83,50.0,5.0,10
126,T127,T127,Chris DiMarco,93,44.44,4.0,9
127,T127,T127,Fabián Gómez,84,44.44,4.0,9
128,T127,T127,Dustin Johnson,72,44.44,4.0,9
129,T127,T127,David Mathis,83,44.44,4.0,9
130,T127,T127,Kevin Na,84,44.44,4.0,9
131,T127,T127,Andres Romero,77,44.44,4.0,9
132,T127,T127,John Senden,94,44.44,4.0,9
133,T127,T127,Bubba Watson,85,44.44,4.0,9
134,T135,T135,Bobby Gates,82,42.86,3.0,7
135,T135,T135,Steve Marino,76,42.86,3.0,7
136,T135,T135,William McGirt,103,42.86,3.0,7
137,T135,T135,Marc Turnesa,54,42.86,3.0,7
138,139,139,Arjun Atwal,91,41.67,5.0,12
139,T140,T140,Ben Curtis,66,40.0,4.0,10
140,T140,T140,J.P. Hayes,56,40.0,2.0,5
141,T140,T140,Jim Renner,65,40.0,2.0,5
142,T140,T140,Nate Smith,66,40.0,2.0,5
143,T140,T140,Daniel Summerhays,75,40.0,2.0,5
144,T140,T140,Cameron Tringale,110,40.0,4.0,10
145,T140,T140,Dean Wilson,62,40.0,2.0,5
146,147,147,Rickie Fowler,84,38.46,5.0,13
147,T148,T148,Alex Cejka,59,37.5,3.0,8
148,T148,T148,Tim Herron,85,37.5,3.0,8
149,T148,T148,Rocco Mediate,53,37.5,3.0,8
150,T148,T148,Heath Slocum,89,37.5,3.0,8
151,T152,T152,Brandt Snedeker,85,36.36,4.0,11
152,T152,T152,Jimmy Walker,79,36.36,4.0,11
153,154,154,Hunter Mahan,92,35.71,5.0,14
154,T155,T155,Kris Blanks,92,33.33,3.0,9
155,T155,T155,Ernie Els,71,33.33,3.0,9
156,T155,T155,Sergio Garcia,61,33.33,2.0,6
157,T155,T155,Brian Gay,90,33.33,2.0,6
158,T155,T155,J.J. Henry,96,33.33,1.0,3
159,T155,T155,Colt Knost,80,33.33,1.0,3
160,T155,T155,Jarrod Lyle,83,33.33,3.0,9
161,T155,T155,Matt McQuillan,59,33.33,1.0,3
162,T155,T155,Sean O'Hair,71,33.33,1.0,3
163,T155,T155,Chez Reavie,92,33.33,3.0,9
164,T155,T155,Nick Watney,80,33.33,1.0,3
165,T166,T166,Troy Merritt,63,28.57,2.0,7
166,T166,T166,Michael Thompson,79,28.57,2.0,7
167,T168,T168,Shane Bertsch,62,25.0,2.0,8
168,T168,T168,Robert Garrigus,83,25.0,2.0,8
169,T168,T168,Padraig Harrington,60,25.0,1.0,4
170,T168,T168,Boo Weekley,66,25.0,1.0,4
171,172,172,Scott Piercy,78,22.22,2.0,9
172,173,173,Richard Johnson,64,20.0,1.0,5
173,174,174,David Duval,67,16.67,1.0,6
174,175,175,Ryan Moore,79,14.29,1.0,7
175,176,176,Blake Adams,116,11.11,1.0,9
176,T177,T177,Rich Beem,53,0.0,,2
177,T177,T177,Steven Bowditch,86,0.0,,2
178,T177,T177,Justin Hicks,60,0.0,,1
179,T177,T177,Derek Lamely,65,0.0,,3
180,T177,T177,Scott McCarron,65,0.0,,2
181,T177,T177,John Merrick,71,0.0,,1
182,T177,T177,Martin Piller,63,0.0,,4
183,T177,T177,Alex Prugh,82,0.0,,7
184,T177,T177,Alexandre Rocha,65,0.0,,2
