,Scrambling_from__10_yards_RANK THIS WEEK,Scrambling_from__10_yards_RANK LAST WEEK,Scrambling_from__10_yards_PLAYER NAME,Scrambling_from__10_yards_ROUNDS,Scrambling_from__10_yards_%,Scrambling_from__10_yards_SUCCESSES,Scrambling_from__10_yards_ATTEMPTS
0,1,1,Ángel Cabrera,50,100.0,38,38
1,2,2,Trevor Immelman,84,96.49,55,57
2,T3,T3,Charles Howell III,108,94.25,82,87
3,T3,T3,Freddie Jacobson,92,94.25,82,87
4,5,5,Justin Leonard,82,93.18,82,88
5,6,6,Ryan Palmer,82,92.38,97,105
6,7,7,Chris Riley,76,92.11,70,76
7,T8,T8,Bill Haas,93,92.0,69,75
8,T8,T8,Martin Laird,77,92.0,69,75
9,10,10,Ben Crane,76,91.89,68,74
10,11,11,Robert Karlsson,61,91.78,67,73
11,12,12,Jonathan Byrd,83,91.55,65,71
12,13,13,Luke Donald,73,91.18,62,68
13,14,14,Colt Knost,80,91.14,72,79
14,15,15,Matt Bettencourt,84,91.11,82,90
15,16,16,Ryuji Imada,83,91.07,102,112
16,17,17,Woody Austin,59,90.91,70,77
17,18,18,Hunter Haas,96,90.82,89,98
18,19,19,Dean Wilson,62,90.7,78,86
19,20,20,Geoff Ogilvy,69,90.67,68,75
20,21,21,Brendan Steele,89,90.63,87,96
21,22,22,Zach Johnson,79,90.59,77,85
22,23,23,Alexandre Rocha,65,90.57,48,53
23,24,24,D.A. Points,89,90.43,85,94
24,25,25,Charl Schwartzel,58,90.38,47,52
25,26,26,Steve Stricker,70,90.32,56,62
26,27,27,Jason Day,76,90.28,65,72
27,28,28,Adam Scott,60,90.16,55,61
28,29,29,Nick Watney,80,90.14,64,71
29,30,30,Bryce Molder,82,89.89,80,89
30,31,31,Tim Petrovic,88,89.62,95,106
31,32,32,Jason Bohn,74,89.53,77,86
32,33,33,David Toms,78,89.47,68,76
33,34,34,Steve Flesch,88,89.32,92,103
34,35,35,Ricky Barnes,78,89.29,75,84
35,36,36,Sung Kang,63,89.23,58,65
36,37,37,Gary Woodland,93,89.16,74,83
37,T38,T38,Retief Goosen,50,89.09,49,55
38,T38,T38,Vaughn Taylor,89,89.09,98,110
39,40,40,Matt Kuchar,94,89.0,89,100
40,T41,T41,J.P. Hayes,56,88.89,64,72
41,T41,T41,J.J. Henry,96,88.89,72,81
42,43,43,Pat Perez,76,88.76,79,89
43,T44,T44,Aaron Baddeley,77,88.71,55,62
44,T44,T44,Anthony Kim,72,88.71,55,62
45,46,46,Michael Bradley,74,88.68,47,53
46,47,47,Lucas Glover,74,88.57,62,70
47,48,48,Scott Gutschewski,67,88.41,61,69
48,49,49,Kevin Streelman,90,88.3,83,94
49,50,50,Kevin Na,84,88.12,89,101
50,51,51,Derek Lamely,65,88.0,66,75
51,T52,T52,Charley Hoffman,93,87.91,80,91
52,T52,T52,Marc Leishman,87,87.91,80,91
53,54,54,Daniel Summerhays,75,87.84,65,74
54,55,55,Brendon de Jonge,105,87.77,122,139
55,T56,T56,Ben Curtis,66,87.5,70,80
56,T56,T56,Scott McCarron,65,87.5,63,72
57,T56,T56,Nate Smith,66,87.5,56,64
58,59,59,Jim Furyk,87,87.21,75,86
59,60,60,Y.E. Yang,63,87.1,54,62
60,T61,T61,Vijay Singh,79,87.01,67,77
61,T61,T61,Paul Stankowski,78,87.01,67,77
62,T61,T61,Roland Thatcher,67,87.01,67,77
63,T64,T64,D.J. Brigman,67,86.96,60,69
64,T64,T64,Bio Kim,71,86.96,60,69
65,T64,T64,Johnson Wagner,81,86.96,80,92
