,Sand_Saves_from_20-30_yards_RANK THIS WEEK,Sand_Saves_from_20-30_yards_RANK LAST WEEK,Sand_Saves_from_20-30_yards_PLAYER NAME,Sand_Saves_from_20-30_yards_ROUNDS,Sand_Saves_from_20-30_yards_%,Sand_Saves_from_20-30_yards_# OF SAVES,Sand_Saves_from_20-30_yards_# OF BUNKERS
107,T108,T108,Chris Couch,73,42.86,15,35
108,T108,T108,Richard Johnson,64,42.86,12,28
109,T108,T108,Aron Price,58,42.86,6,14
110,T108,T108,Chez Reavie,92,42.86,12,28
111,T112,T112,Cameron Beckman,71,42.31,11,26
112,T112,T112,Martin Laird,77,42.31,11,26
113,T114,T114,Brendon de Jonge,105,42.11,16,38
114,T114,T114,Tom Gillis,55,42.11,8,19
115,T116,T116,John Rollins,85,41.94,13,31
116,T116,T116,Daniel Summerhays,75,41.94,13,31
117,118,118,Sung Kang,63,41.67,10,24
118,119,119,Matt Bettencourt,84,41.03,16,39
119,T120,T120,Colt Knost,80,40.91,18,44
120,T120,T120,Michael Thompson,79,40.91,9,22
121,122,122,John Senden,94,40.82,20,49
122,123,123,Paul Goydos,81,40.63,13,32
123,T124,T124,Kevin Streelman,90,40.54,15,37
124,T124,T124,Nick Watney,80,40.54,15,37
125,T126,T126,J.B. Holmes,57,40.0,10,25
126,T126,T126,Kevin Kisner,70,40.0,12,30
127,T126,T126,Steve Marino,76,40.0,12,30
128,T126,T126,Carl Pettersson,95,40.0,14,35
129,T126,T126,Garrett Willis,71,40.0,12,30
130,T126,T126,Gary Woodland,93,40.0,12,30
131,132,132,Billy Mayfair,94,39.58,19,48
132,133,133,Scott Piercy,78,39.39,13,33
133,134,134,J.P. Hayes,56,39.13,9,23
134,135,135,Fabián Gómez,84,39.02,16,41
135,136,136,Johnson Wagner,81,38.89,14,36
136,T137,T137,Davis Love III,70,38.46,10,26
137,T137,T137,Ben Martin,74,38.46,10,26
138,T137,T137,Graeme McDowell,50,38.46,5,13
139,140,140,Ryan Palmer,82,37.93,11,29
140,T141,T141,Jim Furyk,87,37.5,12,32
141,T141,T141,Andres Gonzales,60,37.5,6,16
142,T143,T143,Michael Connell,76,37.04,10,27
143,T143,T143,Scott McCarron,65,37.04,10,27
144,145,145,Ben Curtis,66,36.84,7,19
145,T146,T146,Nathan Green,81,36.59,15,41
146,T146,T146,Jhonattan Vegas,84,36.59,15,41
147,T148,T148,Ben Crane,76,36.36,8,22
148,T148,T148,Chris DiMarco,93,36.36,12,33
149,T148,T148,Brandt Snedeker,85,36.36,12,33
150,T148,T148,Will Strickler,51,36.36,8,22
151,152,152,Pat Perez,76,35.71,10,28
152,153,153,Bill Haas,93,35.56,16,45
153,154,154,Kevin Stadler,88,35.48,11,31
154,155,155,Chad Campbell,99,35.0,14,40
155,T156,T156,Dustin Johnson,72,34.62,9,26
156,T156,T156,Geoff Ogilvy,69,34.62,9,26
157,T158,T158,Matt McQuillan,59,34.48,10,29
158,T158,T158,Martin Piller,63,34.48,10,29
159,160,160,Charley Hoffman,93,34.21,13,38
160,T161,T161,Justin Hicks,60,33.33,7,21
161,T161,T161,George McNeill,69,33.33,10,30
162,T161,T161,Zack Miller,86,33.33,11,33
163,T161,T161,Chris Stroud,88,33.33,9,27
164,T161,T161,Josh Teater,104,33.33,15,45
165,T161,T161,Dean Wilson,62,33.33,8,24
166,167,167,Blake Adams,116,32.76,19,58
167,168,168,Michael Bradley,74,32.0,8,25
168,T169,T169,Briny Baird,60,31.58,6,19
169,T169,T169,David Duval,67,31.58,12,38
170,171,171,James Driscoll,71,31.03,9,29
171,172,172,Alexandre Rocha,65,30.43,7,23
172,173,173,Bobby Gates,82,30.3,10,33
173,T174,T174,Harrison Frazar,58,30.0,6,20
174,T174,T174,Kent Jones,76,30.0,9,30
175,176,176,Bubba Watson,85,29.63,8,27
176,177,177,Camilo Villegas,69,28.13,9,32
177,178,178,Scott Gutschewski,67,27.78,10,36
178,179,179,Jonathan Byrd,83,27.59,8,29
179,180,180,Rocco Mediate,53,26.67,8,30
180,T181,T181,Alex Prugh,82,26.47,9,34
181,T181,T181,Vaughn Taylor,89,26.47,9,34
182,183,183,Robert Garrigus,83,25.0,5,20
183,184,184,Scott Stallings,84,23.33,7,30
184,185,185,Jim Herman,69,21.74,5,23
185,186,186,Keegan Bradley,91,17.14,6,35
