,Sand_Saves_from_20-30_yards_RANK THIS WEEK,Sand_Saves_from_20-30_yards_RANK LAST WEEK,Sand_Saves_from_20-30_yards_PLAYER NAME,Sand_Saves_from_20-30_yards_ROUNDS,Sand_Saves_from_20-30_yards_%,Sand_Saves_from_20-30_yards_# OF SAVES,Sand_Saves_from_20-30_yards_# OF BUNKERS
0,1,1,Ian Poulter,52,78.57,11,14
1,2,2,Greg Chalmers,88,68.63,35,51
2,3,3,David Toms,78,65.63,21,32
3,4,4,Woody Austin,59,64.71,11,17
4,5,5,D.J. Brigman,67,64.29,18,28
5,T6,T6,Brian Gay,90,63.64,21,33
6,T6,T6,Boo Weekley,66,63.64,7,11
7,8,8,Hunter Mahan,92,63.04,29,46
8,9,9,Matt Kuchar,94,62.16,23,37
9,10,10,Y.E. Yang,63,61.9,13,21
10,11,11,Padraig Harrington,60,61.11,11,18
11,12,12,Bryce Molder,82,60.98,25,41
12,13,13,Jason Dufner,78,60.71,17,28
13,14,14,Jarrod Lyle,83,60.61,20,33
14,15,15,David Mathis,83,60.0,18,30
15,16,16,Webb Simpson,98,59.46,22,37
16,17,17,Justin Rose,79,59.26,16,27
17,18,18,Ángel Cabrera,50,58.82,10,17
18,19,19,Stephen Ames,69,58.62,17,29
19,20,20,Shaun Micheel,77,58.33,14,24
20,T21,T21,Luke Donald,73,58.06,18,31
21,T21,T21,Tim Herron,85,58.06,18,31
22,23,23,Arjun Atwal,91,57.78,26,45
23,24,24,Paul Stankowski,78,57.69,15,26
24,T25,T25,K.J. Choi,77,57.58,19,33
25,T25,T25,Chris Riley,76,57.58,19,33
26,27,27,Robert Karlsson,61,57.14,12,21
27,28,28,Michael Putnam,67,56.67,17,30
28,T29,T29,Alex Cejka,59,56.52,13,23
29,T29,T29,Sergio Garcia,61,56.52,13,23
30,T29,T29,Chris Kirk,87,56.52,26,46
31,32,32,Nate Smith,66,56.0,14,25
32,33,33,Vijay Singh,79,55.88,19,34
33,34,34,Aaron Baddeley,77,55.81,24,43
34,T35,T35,Zach Johnson,79,54.84,17,31
35,T35,T35,Brendan Steele,89,54.84,17,31
36,37,37,Kevin Na,84,54.55,18,33
37,38,38,Trevor Immelman,84,54.29,19,35
38,39,39,Ernie Els,71,54.17,13,24
39,40,40,Bio Kim,71,53.57,15,28
40,T41,T41,Charles Howell III,108,53.49,23,43
41,T41,T41,Charlie Wi,83,53.49,23,43
42,43,43,Jerry Kelly,85,53.33,16,30
43,T44,T44,Kevin Chappell,78,53.13,17,32
44,T44,T44,Jason Day,76,53.13,17,32
45,46,46,Marc Leishman,87,52.83,28,53
46,T47,T47,Kris Blanks,92,52.78,19,36
47,T47,T47,Spencer Levin,113,52.78,19,36
48,T49,T49,Marc Turnesa,54,52.63,10,19
49,T49,T49,Bo Van Pelt,92,52.63,20,38
50,T51,T51,Freddie Jacobson,92,52.38,22,42
51,T51,T51,Adam Scott,60,52.38,11,21
52,53,53,Steve Flesch,88,52.17,24,46
53,T54,T54,Shane Bertsch,62,52.0,13,25
54,T54,T54,Steve Elkington,50,52.0,13,25
55,56,56,Steve Stricker,70,51.85,14,27
56,T57,T57,Joseph Bramlett,73,51.72,15,29
57,T57,T57,John Merrick,71,51.72,15,29
58,59,59,Joe Ogilvie,75,51.61,16,31
59,T60,T60,Ryan Moore,79,51.52,17,33
60,T60,T60,Nick O'Hern,89,51.52,17,33
61,62,62,D.J. Trahan,91,51.35,19,37
62,63,63,Tommy Gainey,104,51.22,21,41
63,64,64,Brian Davis,105,51.11,23,45
64,65,65,Tim Petrovic,88,51.06,24,47
65,T66,T66,Jason Bohn,74,50.0,15,30
66,T66,T66,Retief Goosen,50,50.0,7,14
67,T66,T66,Hunter Haas,96,50.0,20,40
68,T66,T66,David Hearn,88,50.0,21,42
69,T66,T66,J.J. Henry,96,50.0,19,38
70,T66,T66,Billy Horschel,75,50.0,16,32
71,T66,T66,Justin Leonard,82,50.0,14,28
72,T66,T66,Bill Lunde,92,50.0,16,32
73,T66,T66,Jim Renner,65,50.0,12,24
74,T66,T66,Tag Ridings,87,50.0,12,24
75,76,76,Steven Bowditch,86,48.94,23,47
76,T77,T77,Robert Allenby,84,48.72,19,39
77,T77,T77,Andres Romero,77,48.72,19,39
78,79,79,Mark Wilson,89,48.48,16,33
79,80,80,Anthony Kim,72,48.39,15,31
80,81,81,Stewart Cink,72,48.15,13,27
81,82,82,Derek Lamely,65,48.0,12,25
82,83,83,Stuart Appleby,65,47.62,10,21
83,84,84,William McGirt,103,47.5,19,40
84,T85,T85,Phil Mickelson,79,47.37,18,38
85,T85,T85,Jeff Overton,92,47.37,18,38
86,87,87,Rod Pampling,72,47.22,17,36
87,T88,T88,Lucas Glover,74,47.06,16,34
88,T88,T88,Troy Merritt,63,47.06,8,17
89,90,90,Rory Sabbatini,85,46.88,15,32
90,91,91,Troy Matteson,91,46.15,18,39
91,T92,T92,Ricky Barnes,78,45.45,15,33
92,T92,T92,Rickie Fowler,84,45.45,15,33
93,T92,T92,Heath Slocum,89,45.45,10,22
94,95,95,Jimmy Walker,79,45.28,24,53
95,T96,T96,Lee Janzen,62,45.0,9,20
96,T96,T96,Cameron Tringale,110,45.0,27,60
97,T98,T98,Joe Durant,71,44.83,13,29
98,T98,T98,Matt Jones,71,44.83,13,29
99,T98,T98,Kyle Stanley,98,44.83,13,29
100,T101,T101,Ryuji Imada,83,44.74,17,38
101,T101,T101,Brandt Jobe,100,44.74,17,38
102,103,103,D.A. Points,89,44.68,21,47
103,T104,T104,Sean O'Hair,71,44.44,12,27
104,T104,T104,Charl Schwartzel,58,44.44,12,27
105,106,106,Rich Beem,53,43.75,7,16
106,107,107,Roland Thatcher,67,43.24,16,37
