,Ryder_Cup_Points_RANK THIS WEEK,Ryder_Cup_Points_RANK LAST WEEK,Ryder_Cup_Points_PLAYER NAME,Ryder_Cup_Points_EVENTS,Ryder_Cup_Points_POINTS
0,1,1,Dustin Johnson,27,11975.111
1,2,2,Jordan Spieth,26,11400.143
2,3,3,Phil Mickelson,26,5919.6359999999995
3,4,4,Patrick Reed,32,5710.371
4,5,5,Jimmy Walker,29,5337.661999999999
5,6,6,Brooks Koepka,25,4890.375
6,7,7,Brandt Snedeker,29,4432.539000000001
7,8,8,Zach Johnson,29,4359.597
8,9,9,Bubba Watson,24,4210.0109999999995
9,10,10,J.B. Holmes,27,4179.465999999999
10,11,11,Rickie Fowler,28,4079.528
11,12,12,Matt Kuchar,29,4035.22
12,13,13,Scott Piercy,22,3356.841
13,14,14,Bill Haas,29,3239.755
14,15,15,Jim Furyk,21,3032.8520000000003
15,16,16,Daniel Berger,24,3015.788
16,17,17,William McGirt,22,2989.647
17,18,18,Jason Dufner,28,2947.907
18,19,19,Kevin Chappell,23,2933.4570000000003
19,20,20,Ryan Moore,25,2877.1929999999998
20,21,21,Charley Hoffman,30,2873.31
21,22,22,Kevin Na,29,2852.6620000000003
22,23,23,Daniel Summerhays,25,2772.658
23,24,24,Kevin Kisner,26,2580.547
24,25,25,Justin Thomas,24,2476.605
25,26,26,Gary Woodland,28,2253.244
26,27,27,Billy Horschel,26,2178.376
27,28,28,Webb Simpson,25,2082.689
28,29,29,Harris English,26,2077.393
29,30,30,Steve Stricker,17,1974.9660000000001
30,31,31,Kevin Streelman,23,1863.33
31,32,32,James Hahn,27,1845.0539999999999
32,33,33,Robert Streb,31,1840.043
33,34,34,Jamie Lovemark,21,1729.5770000000002
34,35,35,Jim Herman,22,1680.494
35,36,36,Ryan Palmer,27,1657.391
36,37,37,Chris Kirk,29,1642.6129999999998
37,38,38,Billy Hurley III,17,1595.217
38,39,39,Jon Curran,22,1575.9089999999999
39,40,40,Vaughn Taylor,20,1550.614
40,41,41,Brian Stuard,16,1512.421
41,42,42,Jason Kokrak,22,1466.995
42,43,43,Russell Henley,29,1461.0710000000001
43,44,44,Charles Howell III,20,1456.273
44,45,45,Roberto Castro,19,1412.1470000000002
45,46,46,Sean O'Hair,23,1399.526
46,47,47,Tony Finau,24,1366.119
47,48,48,Ben Martin,28,1321.585
48,49,49,Colt Knost,20,1316.701
49,50,50,Jerry Kelly,18,1294.989
50,51,51,Brendan Steele,20,1291.371
51,52,52,Bryce Molder,20,1182.031
52,53,53,Kyle Reifers,24,1161.1
53,54,54,Smylie Kaufman,21,1142.963
54,55,55,Keegan Bradley,31,1121.1480000000001
55,56,56,Harold Varner III,22,1028.045
56,57,57,Patton Kizzire,22,989.405
57,58,58,Ricky Barnes,21,981.929
58,59,59,Chez Reavie,21,952.548
59,60,60,Robert Garrigus,16,929.688
60,61,61,Troy Merritt,25,901.5269999999999
61,62,62,Spencer Levin,25,871.048
62,63,63,John Huh,22,851.551
63,64,64,Brian Harman,28,844.788
64,65,65,Andrew Loupe,21,840.1039999999999
65,66,66,Johnson Wagner,19,772.1189999999999
66,67,67,Ken Duke,17,757.5319999999999
67,68,68,Patrick Rodgers,19,750.515
68,69,69,Bud Cauley,11,739.211
69,70,70,Lucas Glover,20,737.692
70,71,71,Boo Weekley,21,717.322
71,72,72,Hudson Swafford,22,714.2769999999999
72,73,73,Blayne Barber,21,709.185
73,74,74,Zac Blair,24,701.513
74,75,75,Chad Campbell,21,697.056
75,76,76,Chad Collins,21,693.164
