,Last_5_Events_-_Scoring_RANK THIS WEEK,Last_5_Events_-_Scoring_RANK LAST WEEK,Last_5_Events_-_Scoring_PLAYER NAME,Last_5_Events_-_Scoring_EVENTS,Last_5_Events_-_Scoring_RATING
0,1,1,Michael Johnson,1,9.4
1,2,2,Richard Lee,1,9.1
2,T3,T3,Jason Day,3,9.0
3,T3,T3,Paul Dunne,1,9.0
4,T5,T5,Brian Gay,1,8.9
5,T5,T5,Morgan Hoffmann,2,8.9
6,T7,T7,Alex Cejka,2,8.8
7,T7,T7,Jon Rahm,3,8.8
8,T9,T9,Jared du Toit,1,8.7
9,T9,T9,Scott Stallings,1,8.7
10,T9,T9,Darron Stiles,1,8.7
11,T12,T12,Joe Affrunti,1,8.6
12,T12,T12,Grégory Bourdy,1,8.6
13,T12,T12,Paul Casey,5,8.6
14,T12,T12,Retief Goosen,2,8.6
15,T12,T12,Tyrrell Hatton,2,8.6
16,T12,T12,Dustin Johnson,4,8.6
17,T12,T12,Whee Kim,2,8.6
18,T12,T12,Andrew Loupe,1,8.6
19,T12,T12,Geoff Ogilvy,3,8.6
20,T12,T12,D.A. Points,1,8.6
21,T12,T12,Michael Thompson,2,8.6
22,T12,T12,Aaron Wise,1,8.6
23,T24,T24,Ryan Armour,1,8.5
24,T24,T24,Tim Clark,1,8.5
25,T24,T24,Gonzalo Fernandez-Castaño,1,8.5
26,T24,T24,Brice Garnett,1,8.5
27,T24,T24,Robert Garrigus,3,8.5
28,T24,T24,Martin Kaymer,2,8.5
29,T24,T24,Jerry Kelly,3,8.5
30,T24,T24,Henrik Stenson,2,8.5
31,T24,T24,Steve Wheatcroft,3,8.5
32,T33,T33,Rafa Cabrera Bello,2,8.4
33,T33,T33,Si Woo Kim,4,8.4
34,T33,T33,Andrew Landry,2,8.4
35,T33,T33,Hideki Matsuyama,4,8.4
36,T33,T33,Rory McIlroy,4,8.4
37,T33,T33,Francesco Molinari,3,8.4
38,T33,T33,Louis Oosthuizen,5,8.4
39,T33,T33,Adam Scott,5,8.4
40,T33,T33,Cameron Smith,2,8.4
41,T33,T33,Jordan Spieth,5,8.4
42,T33,T33,Tim Wilkinson,1,8.4
43,T44,T44,Scott Brown,4,8.3
44,T44,T44,Ángel Cabrera,1,8.3
45,T44,T44,Bud Cauley,5,8.3
46,T44,T44,K.J. Choi,3,8.3
47,T44,T44,Ben Crane,2,8.3
48,T44,T44,Brendon de Jonge,2,8.3
49,T44,T44,Jamie Donaldson,2,8.3
50,T44,T44,Yuta Ikeda,1,8.3
51,T44,T44,Ryo Ishikawa,1,8.3
52,T44,T44,Jason Kokrak,4,8.3
53,T44,T44,Ryan Palmer,5,8.3
54,T44,T44,Patrick Rodgers,4,8.3
55,T44,T44,Robby Shelton,2,8.3
56,T44,T44,Brett Stegmaier,3,8.3
57,T58,T58,Abraham Ancer,2,8.2
58,T58,T58,Stuart Appleby,4,8.2
59,T58,T58,Erik Compton,1,8.2
60,T58,T58,Ben Curtis,1,8.2
61,T58,T58,Andres Gonzales,4,8.2
