,Last_15_Events_-_Short_Game_RANK THIS WEEK,Last_15_Events_-_Short_Game_RANK LAST WEEK,Last_15_Events_-_Short_Game_PLAYER NAME,Last_15_Events_-_Short_Game_EVENTS,Last_15_Events_-_Short_Game_RATING
0,1,1,Michael Johnson,1,8.8
1,2,2,Greg Chalmers,3,8.6
2,T3,T3,K.T. Kim,2,8.5
3,T3,T3,Heath Slocum,1,8.5
4,5,5,Maverick McNealy,1,8.4
5,T6,T6,Gonzalo Fernandez-Castaño,1,8.3
6,T6,T6,Robby Shelton,2,8.3
7,T8,T8,Martin Flores,3,8.1
8,T8,T8,Kent Jones,1,8.1
9,10,10,George McNeill,3,8.0
10,11,11,Thongchai Jaidee,1,7.8
11,T12,T12,John Huh,5,7.7
12,T12,T12,Luke List,5,7.7
13,T12,T12,Tim Wilkinson,6,7.7
14,T15,T15,Victor Dubuisson,1,7.6
15,T15,T15,Ryan Moore,8,7.6
16,T17,T17,Richard Lee,1,7.5
17,T17,T17,Billy Mayfair,1,7.5
18,T17,T17,Young-han Song,2,7.5
19,T20,T20,Ross Fisher,2,7.4
20,T20,T20,Justin Leonard,5,7.4
21,T20,T20,Greg Owen,2,7.4
22,T20,T20,Henrik Stenson,6,7.4
23,T20,T20,Aaron Wise,1,7.4
24,T25,T25,Charlie Beljan,1,7.3
25,T25,T25,Jason Day,9,7.3
26,T25,T25,Luke Donald,8,7.3
27,T25,T25,Tyrrell Hatton,2,7.3
28,T25,T25,Seung-Yul Noh,5,7.3
29,T25,T25,Marc Turnesa,2,7.3
30,T31,T31,Adam Hadwin,12,7.2
31,T31,T31,Alex Noren,1,7.2
32,T31,T31,Jon Rahm,4,7.2
33,T31,T31,Brandt Snedeker,10,7.2
34,T35,T35,Aaron Baddeley,8,7.1
35,T35,T35,Rickie Fowler,9,7.1
36,T35,T35,Brian Gay,4,7.1
37,T35,T35,Danny Lee,9,7.1
38,T35,T35,Peter Malnati,4,7.1
39,T35,T35,Hideki Matsuyama,9,7.1
40,T35,T35,Kevin Na,5,7.1
41,T35,T35,Henrik Norlander,8,7.1
42,T35,T35,Martin Piller,3,7.1
43,T35,T35,Adam Scott,11,7.1
44,T35,T35,Omar Uresti,1,7.1
45,T46,T46,Bud Cauley,6,7.0
46,T46,T46,Trevor Immelman,1,7.0
47,T46,T46,Colt Knost,9,7.0
48,T46,T46,Matt Kuchar,11,7.0
49,T46,T46,Bryce Molder,9,7.0
50,T46,T46,Gary Woodland,10,7.0
51,T52,T52,Ricky Barnes,10,6.9
52,T52,T52,Jon Curran,12,6.9
53,T52,T52,Zach Johnson,11,6.9
54,T52,T52,Michael Kim,9,6.9
55,T52,T52,Ian Poulter,7,6.9
56,T52,T52,Charl Schwartzel,10,6.9
57,T52,T52,Kyle Stanley,7,6.9
58,T59,T59,Bryson DeChambeau,5,6.8
59,T59,T59,Ken Duke,5,6.8
60,T59,T59,Derek Fathauer,5,6.8
61,T59,T59,Brian Harman,9,6.8
62,T59,T59,Padraig Harrington,7,6.8
63,T59,T59,Yuta Ikeda,1,6.8
64,T59,T59,Russell Knox,11,6.8
65,T59,T59,Jamie Lovemark,11,6.8
66,T59,T59,Rod Pampling,6,6.8
67,T59,T59,Patrick Reed,11,6.8
68,T59,T59,Justin Rose,8,6.8
69,T59,T59,Brian Stuard,9,6.8
70,T59,T59,Vaughn Taylor,9,6.8
71,T59,T59,Justin Thomas,7,6.8
