,Last_15_Events_-_Scoring_RANK THIS WEEK,Last_15_Events_-_Scoring_RANK LAST WEEK,Last_15_Events_-_Scoring_PLAYER NAME,Last_15_Events_-_Scoring_EVENTS,Last_15_Events_-_Scoring_RATING
0,1,1,Michael Johnson,1,9.4
1,2,2,Richard Lee,1,9.1
2,3,3,Paul Dunne,1,9.0
3,4,4,Jon Rahm,4,8.9
4,5,5,Jason Day,9,8.8
5,6,6,Jared du Toit,1,8.7
6,6,6,Dustin Johnson,11,8.7
7,6,6,Lee McCoy,1,8.7
8,6,6,Chris Smith,1,8.7
9,10,10,Joe Affrunti,1,8.6
10,10,10,Charlie Beljan,1,8.6
11,10,10,Grégory Bourdy,1,8.6
12,10,10,Paul Casey,9,8.6
13,10,10,Tyrrell Hatton,2,8.6
14,10,10,Jordan Spieth,10,8.6
15,10,10,Henrik Stenson,6,8.6
16,10,10,Aaron Wise,1,8.6
17,18,18,Ryan Armour,1,8.5
18,18,18,Gonzalo Fernandez-Castaño,1,8.5
19,18,18,Robert Garrigus,9,8.5
20,18,18,Morgan Hoffmann,5,8.5
21,18,18,Matt Kuchar,11,8.5
22,18,18,Andrew Loupe,3,8.5
23,18,18,Hideki Matsuyama,9,8.5
24,18,18,Rory McIlroy,9,8.5
25,18,18,Phil Mickelson,9,8.5
26,18,18,Michael Putnam,3,8.5
27,18,18,Adam Scott,11,8.5
28,18,18,Marc Turnesa,2,8.5
29,30,30,Andres Gonzales,7,8.4
30,30,30,Ryo Ishikawa,3,8.4
31,32,32,Rafa Cabrera Bello,5,8.3
32,32,32,Brice Garnett,3,8.3
33,32,32,Branden Grace,8,8.3
34,32,32,David Hearn,11,8.3
35,32,32,Russell Henley,9,8.3
36,32,32,Yuta Ikeda,1,8.3
37,32,32,Jerry Kelly,7,8.3
38,32,32,Whee Kim,7,8.3
39,32,32,Chris Kirk,8,8.3
40,32,32,Brooks Koepka,9,8.3
41,32,32,Steve Marino,5,8.3
42,32,32,Graeme McDowell,3,8.3
43,32,32,Bryce Molder,9,8.3
44,32,32,Louis Oosthuizen,7,8.3
45,32,32,Martin Piller,3,8.3
46,32,32,John Senden,9,8.3
47,32,32,Robby Shelton,2,8.3
48,32,32,Scott Stallings,6,8.3
49,32,32,Michael Thompson,4,8.3
50,32,32,D.J. Trahan,2,8.3
51,32,32,Gary Woodland,10,8.3
52,53,53,Ricky Barnes,10,8.2
53,53,53,Keegan Bradley,9,8.2
54,53,53,Bud Cauley,9,8.2
55,53,53,Alex Cejka,7,8.2
56,53,53,Ben Curtis,1,8.2
57,53,53,Rickie Fowler,9,8.2
58,53,53,Sergio Garcia,6,8.2
59,53,53,Lucas Glover,9,8.2
60,53,53,Billy Horschel,9,8.2
61,53,53,Martin Kaymer,5,8.2
62,53,53,Si Woo Kim,9,8.2
63,53,53,Jason Kokrak,9,8.2
64,53,53,Andrew Landry,4,8.2
65,53,53,Spencer Levin,7,8.2
66,53,53,Joost Luiten,1,8.2
67,53,53,Nick Mason,1,8.2
68,53,53,Ryan Moore,9,8.2
