,Last_5_Events_-_Power_RANK THIS WEEK,Last_5_Events_-_Power_RANK LAST WEEK,Last_5_Events_-_Power_PLAYER NAME,Last_5_Events_-_Power_EVENTS,Last_5_Events_-_Power_RATING
0,T1,T1,Andrew Loupe,1,10.0
1,T1,T1,Trey Mullinax,2,10.0
2,T3,T3,Jon Rahm,3,9.9
3,T3,T3,Aaron Wise,1,9.9
4,T5,T5,Brandon Hagy,1,9.8
5,T5,T5,Ryan Ruffels,2,9.8
6,7,7,J.B. Holmes,4,9.7
7,T8,T8,Michael Johnson,1,9.6
8,T8,T8,Bubba Watson,3,9.6
9,T10,T10,Tony Finau,4,9.5
10,T10,T10,Luke List,2,9.5
11,T10,T10,Ollie Schniederjans,2,9.5
12,13,13,Hunter Mahan,1,9.4
13,T14,T14,Matt Dobyns,1,9.3
14,T14,T14,Dustin Johnson,4,9.3
15,16,16,Rory McIlroy,4,9.2
16,T17,T17,Byeong Hun An,2,9.0
17,T17,T17,Morgan Hoffmann,2,9.0
18,T17,T17,Ryo Ishikawa,1,9.0
19,T17,T17,Adam Scott,5,9.0
20,T17,T17,Hudson Swafford,5,9.0
21,T22,T22,Rickie Fowler,4,8.9
22,T22,T22,Scott Hend,2,8.9
23,T22,T22,Smylie Kaufman,2,8.9
24,T22,T22,Jason Kokrak,4,8.9
25,T22,T22,Jamie Lovemark,4,8.9
26,T22,T22,Justin Rose,4,8.9
27,28,28,Andres Romero,2,8.8
28,29,29,Jared du Toit,1,8.7
29,T30,T30,Charles Howell III,4,8.6
30,T30,T30,Shane Lowry,2,8.6
31,T32,T32,Keegan Bradley,5,8.5
32,T32,T32,Jason Day,3,8.5
33,T32,T32,Scott Stallings,1,8.5
34,T32,T32,Harold Varner III,2,8.5
35,T36,T36,Robert Garrigus,3,8.4
36,T36,T36,Andrew Johnston,2,8.4
37,T36,T36,Carlos Ortiz,3,8.4
38,T36,T36,Ryan Palmer,5,8.4
39,T36,T36,Cameron Percy,3,8.4
40,T36,T36,Carl Pettersson,1,8.4
41,T42,T42,Bronson Burgoon,2,8.3
42,T42,T42,Stewart Cink,3,8.3
43,T42,T42,George Coetzee,4,8.3
44,T42,T42,Sergio Garcia,2,8.3
45,T42,T42,Sean O'Hair,5,8.3
46,T42,T42,Garrett Rank,1,8.3
47,T42,T42,Ben Taylor,1,8.3
48,T49,T49,Bud Cauley,5,8.2
49,T49,T49,Martin Flores,3,8.2
50,T49,T49,Chesson Hadley,3,8.2
51,T49,T49,Alex Prugh,4,8.2
52,T49,T49,Dawie van der Walt,2,8.2
53,T54,T54,Ross Fisher,2,8.1
54,T54,T54,Rhein Gibson,2,8.1
55,T54,T54,Charley Hoffman,3,8.1
56,T54,T54,Brooks Koepka,5,8.1
57,T54,T54,Justin Thomas,3,8.1
58,T54,T54,Jimmy Walker,3,8.1
59,T60,T60,Rafael Campos,1,8.0
60,T60,T60,Andres Gonzales,4,8.0
61,T60,T60,Thomas Pieters,2,8.0
62,T60,T60,Patrick Rodgers,4,8.0
63,T64,T64,Lucas Glover,4,7.9
64,T64,T64,Andrew Landry,2,7.9
65,T64,T64,Maverick McNealy,1,7.9
66,T64,T64,Charl Schwartzel,5,7.9
67,T68,T68,Ángel Cabrera,1,7.8
68,T68,T68,D.J. Trahan,1,7.8
69,T68,T68,Gary Woodland,4,7.8
70,T71,T71,Steve Marino,3,7.7
71,T71,T71,Brett Stegmaier,3,7.7
72,T71,T71,Jhonattan Vegas,4,7.7
73,T74,T74,Graham DeLaet,2,7.6
74,T74,T74,Mikko Ilonen,1,7.6
75,T74,T74,Martin Laird,4,7.6
76,T77,T77,Kiradech Aphibarnrat,2,7.5
77,T77,T77,Kevin Chappell,4,7.5
