,Scoring_Rating_RANK THIS WEEK,Scoring_Rating_RANK LAST WEEK,Scoring_Rating_PLAYER NAME,Scoring_Rating_EVENTS,Scoring_Rating_RATING
0,1,1,Michael Johnson,1,9.4
1,2,2,Richard Lee,1,9.1
2,3,3,Paul Dunne,1,9.0
3,4,4,Jon Rahm,4,8.9
4,5,5,Michael Putnam,1,8.8
5,6,6,Jason Day,13,8.7
6,6,6,Jared du Toit,1,8.7
7,6,6,Lee McCoy,1,8.7
8,9,9,Joe Affrunti,1,8.6
9,9,9,Grégory Bourdy,1,8.6
10,9,9,Tyrrell Hatton,2,8.6
11,9,9,Dustin Johnson,16,8.6
12,9,9,Phil Mickelson,14,8.6
13,9,9,Henrik Stenson,6,8.6
14,9,9,Aaron Wise,1,8.6
15,16,16,Ryan Armour,1,8.5
16,16,16,Paul Casey,13,8.5
17,16,16,Tim Clark,1,8.5
18,16,16,Gonzalo Fernandez-Castaño,1,8.5
19,16,16,Hideki Matsuyama,13,8.5
20,16,16,Rory McIlroy,11,8.5
21,16,16,Adam Scott,14,8.5
22,16,16,Jordan Spieth,14,8.5
23,16,16,Marc Turnesa,2,8.5
24,25,25,Rickie Fowler,15,8.4
25,25,25,Russell Henley,13,8.4
26,25,25,Matt Kuchar,19,8.4
27,25,25,Graeme McDowell,7,8.4
28,25,25,Louis Oosthuizen,9,8.4
29,30,30,Rafa Cabrera Bello,5,8.3
30,30,30,Brice Garnett,3,8.3
31,30,30,Robert Garrigus,13,8.3
32,30,30,Yuta Ikeda,1,8.3
33,30,30,Ryo Ishikawa,1,8.3
34,30,30,Chris Kirk,15,8.3
35,30,30,Brooks Koepka,14,8.3
36,30,30,Jason Kokrak,15,8.3
37,30,30,Bryce Molder,13,8.3
38,30,30,Robby Shelton,2,8.3
39,30,30,Webb Simpson,13,8.3
40,30,30,Brandt Snedeker,17,8.3
41,30,30,Scott Stallings,10,8.3
42,30,30,D.J. Trahan,2,8.3
43,30,30,Jimmy Walker,16,8.3
44,30,30,Danny Willett,3,8.3
45,46,46,Tyler Aldridge,12,8.2
46,46,46,Keegan Bradley,11,8.2
47,46,46,Scott Brown,13,8.2
48,46,46,Bud Cauley,9,8.2
49,46,46,Kevin Chappell,17,8.2
50,46,46,Ben Curtis,1,8.2
51,46,46,Sergio Garcia,6,8.2
52,46,46,Branden Grace,9,8.2
53,46,46,David Hearn,16,8.2
54,46,46,Morgan Hoffmann,9,8.2
55,46,46,Smylie Kaufman,15,8.2
56,46,46,Andrew Landry,4,8.2
57,46,46,Luke List,11,8.2
58,46,46,Joost Luiten,1,8.2
59,46,46,Nick Mason,1,8.2
60,46,46,Ryan Moore,15,8.2
61,46,46,Martin Piller,6,8.2
62,46,46,Patrick Reed,19,8.2
63,46,46,Patrick Rodgers,13,8.2
64,46,46,Justin Rose,12,8.2
65,46,46,Charl Schwartzel,14,8.2
66,46,46,Kevin Streelman,12,8.2
67,46,46,Jhonattan Vegas,19,8.2
68,46,46,Bubba Watson,12,8.2
69,46,46,Gary Woodland,18,8.2
