,Short_Game_Rating_RANK THIS WEEK,Short_Game_Rating_RANK LAST WEEK,Short_Game_Rating_PLAYER NAME,Short_Game_Rating_EVENTS,Short_Game_Rating_RATING
0,T1,T1,Martin Flores,2,8.8
1,T1,T1,Michael Johnson,1,8.8
2,3,3,Greg Chalmers,3,8.6
3,4,4,K.T. Kim,2,8.5
4,5,5,Maverick McNealy,1,8.4
5,T6,T6,Gonzalo Fernandez-Castaño,1,8.3
6,T6,T6,Robby Shelton,2,8.3
7,8,8,Kent Jones,1,8.1
8,9,9,Thongchai Jaidee,1,7.8
9,10,10,Victor Dubuisson,1,7.6
10,T11,T11,Richard Lee,1,7.5
11,T11,T11,Luke List,8,7.5
12,T11,T11,Billy Mayfair,1,7.5
13,T11,T11,Young-han Song,2,7.5
14,T15,T15,Ross Fisher,2,7.4
15,T15,T15,John Huh,11,7.4
16,T15,T15,Justin Leonard,5,7.4
17,T15,T15,Henrik Stenson,6,7.4
18,T15,T15,Aaron Wise,1,7.4
19,T20,T20,Tim Clark,1,7.3
20,T20,T20,Chad Collins,8,7.3
21,T20,T20,Rickie Fowler,15,7.3
22,T20,T20,Tyrrell Hatton,2,7.3
23,T20,T20,Marc Turnesa,2,7.3
24,T25,T25,Jason Day,13,7.2
25,T25,T25,Alex Noren,1,7.2
26,T25,T25,Jon Rahm,4,7.2
27,T25,T25,Adam Scott,14,7.2
28,T25,T25,Tim Wilkinson,10,7.2
29,T30,T30,Brian Gay,4,7.1
30,T30,T30,Ryan Moore,14,7.1
31,T30,T30,Brandt Snedeker,16,7.1
32,T30,T30,Omar Uresti,1,7.1
33,T34,T34,Aaron Baddeley,14,7.0
34,T34,T34,Bud Cauley,6,7.0
35,T34,T34,Luke Donald,13,7.0
36,T34,T34,Trevor Immelman,1,7.0
37,T34,T34,Hideki Matsuyama,12,7.0
38,T34,T34,George McNeill,4,7.0
39,T34,T34,Jordan Spieth,11,7.0
40,T34,T34,Brendon Todd,2,7.0
41,T42,T42,Stuart Appleby,12,6.9
42,T42,T42,Alex Cejka,8,6.9
43,T42,T42,Jon Curran,16,6.9
44,T42,T42,Brendon de Jonge,7,6.9
45,T42,T42,David Hearn,15,6.9
46,T42,T42,Zach Johnson,16,6.9
47,T42,T42,Bryce Molder,13,6.9
48,T42,T42,Justin Rose,10,6.9
49,T42,T42,Charl Schwartzel,13,6.9
50,T42,T42,Vaughn Taylor,12,6.9
51,T52,T52,Eric Axley,1,6.8
52,T52,T52,Chad Campbell,16,6.8
