,Last_15_Events_-_Power_RANK THIS WEEK,Last_15_Events_-_Power_RANK LAST WEEK,Last_15_Events_-_Power_PLAYER NAME,Last_15_Events_-_Power_EVENTS,Last_15_Events_-_Power_RATING
0,T1,T1,Andrew Loupe,3,10.0
1,T1,T1,Trey Mullinax,2,10.0
2,3,3,Aaron Wise,1,9.9
3,T4,T4,Charlie Beljan,1,9.8
4,T4,T4,Brandon Hagy,1,9.8
5,T4,T4,J.B. Holmes,8,9.8
6,T4,T4,Jon Rahm,4,9.8
7,T8,T8,Tony Finau,10,9.6
8,T8,T8,Dustin Johnson,11,9.6
9,T8,T8,Michael Johnson,1,9.6
10,T8,T8,Luke List,7,9.6
11,T8,T8,Bubba Watson,9,9.6
12,13,13,Rory McIlroy,9,9.5
13,14,14,Ryan Ruffels,4,9.4
14,T15,T15,Matt Dobyns,1,9.3
15,T15,T15,Jamie Lovemark,11,9.3
16,17,17,Ollie Schniederjans,4,9.0
17,T18,T18,Scott Hend,2,8.9
18,T18,T18,Charles Howell III,11,8.9
19,T18,T18,Jason Kokrak,9,8.9
20,T18,T18,Justin Rose,9,8.9
21,T18,T18,Hudson Swafford,13,8.9
22,23,23,Rickie Fowler,9,8.8
23,T24,T24,Byeong Hun An,6,8.7
24,T24,T24,Jason Day,9,8.7
25,T24,T24,Jared du Toit,1,8.7
26,T24,T24,Smylie Kaufman,5,8.7
27,T24,T24,Ryan Palmer,12,8.7
28,T24,T24,Adam Scott,11,8.7
29,T30,T30,Robert Garrigus,9,8.6
30,T30,T30,Charley Hoffman,10,8.6
31,T30,T30,Carlos Ortiz,4,8.6
32,T33,T33,Sergio Garcia,6,8.5
33,T33,T33,Brooks Koepka,9,8.5
34,T33,T33,Sean O'Hair,10,8.5
35,T33,T33,Justin Thomas,9,8.5
36,T33,T33,Jhonattan Vegas,11,8.5
37,T38,T38,Keegan Bradley,9,8.4
38,T38,T38,Andrew Johnston,2,8.4
39,T38,T38,Alex Prugh,5,8.4
40,T38,T38,Brendan Steele,9,8.4
41,T42,T42,Garrett Rank,1,8.3
42,T42,T42,Patrick Rodgers,7,8.3
43,T42,T42,Scott Stallings,6,8.3
44,T42,T42,Ben Taylor,1,8.3
45,T42,T42,Gary Woodland,10,8.3
46,T47,T47,Martin Flores,3,8.2
47,T47,T47,Harold Varner III,10,8.2
48,T49,T49,Bryson DeChambeau,5,8.1
49,T49,T49,Ross Fisher,2,8.1
50,T49,T49,Andrew Landry,4,8.1
51,T49,T49,D.J. Trahan,2,8.1
52,T53,T53,Rafael Campos,1,8.0
53,T53,T53,Bud Cauley,9,8.0
54,T53,T53,Hunter Mahan,4,8.0
55,T53,T53,Thomas Pieters,2,8.0
56,T53,T53,Jimmy Walker,8,8.0
57,T58,T58,Andres Gonzales,7,7.9
58,T58,T58,Maverick McNealy,1,7.9
59,T58,T58,Greg Owen,3,7.9
60,T58,T58,Patrick Reed,11,7.9
61,T62,T62,Lucas Glover,9,7.8
62,T62,T62,Wes Roach,4,7.8
63,T62,T62,Andres Romero,4,7.8
64,T62,T62,Charl Schwartzel,11,7.8
65,T66,T66,Ángel Cabrera,4,7.7
66,T66,T66,Harris English,10,7.7
67,T66,T66,Rhein Gibson,7,7.7
68,T66,T66,Martin Laird,9,7.7
69,T66,T66,Shane Lowry,7,7.7
70,T66,T66,Steve Marino,5,7.7
