,Putting_Rating_RANK THIS WEEK,Putting_Rating_RANK LAST WEEK,Putting_Rating_PLAYER NAME,Putting_Rating_EVENTS,Putting_Rating_RATING
0,1,1,Yuta Ikeda,1,9.3
1,2,2,Richard Lee,1,9.1
2,T3,T3,Ryan Armour,1,9.0
3,T3,T3,Jared du Toit,1,9.0
4,5,5,Gonzalo Fernandez-Castaño,1,8.9
5,6,6,Brian Gay,4,8.8
6,T7,T7,Paul Dunne,1,8.7
7,T7,T7,Daisuke Kataoka,1,8.7
8,T7,T7,Lee McCoy,1,8.7
9,T7,T7,Carl Pettersson,4,8.7
10,T11,T11,Kiradech Aphibarnrat,4,8.6
11,T11,T11,Trevor Immelman,1,8.6
12,T11,T11,K.T. Kim,2,8.6
13,T11,T11,Maverick McNealy,1,8.6
14,T11,T11,Bryce Molder,13,8.6
15,T16,T16,Matt Dobyns,1,8.5
16,T16,T16,Jon Rahm,4,8.5
17,T16,T16,Jordan Spieth,14,8.5
18,T19,T19,Jonas Blixt,13,8.4
19,T19,T19,Charlie Danielson,2,8.4
20,T19,T19,Jason Day,13,8.4
21,T19,T19,Bryson DeChambeau,5,8.4
22,T19,T19,Fred Funk,1,8.4
23,T19,T19,Martin Piller,6,8.4
24,T25,T25,Stuart Appleby,13,8.3
25,T25,T25,Erik Compton,8,8.3
26,T25,T25,Luke Guthrie,8,8.3
27,T25,T25,Dustin Johnson,16,8.3
28,T25,T25,Andrew Landry,4,8.3
29,T25,T25,Andrew Loupe,10,8.3
30,T25,T25,Phil Mickelson,14,8.3
31,T25,T25,Robby Shelton,2,8.3
32,T25,T25,Brendon Todd,2,8.3
33,T34,T34,Steven Bowditch,6,8.2
34,T34,T34,Jonathan Byrd,3,8.2
35,T34,T34,Rafa Cabrera Bello,5,8.2
36,T34,T34,Rafael Campos,1,8.2
37,T34,T34,Tim Clark,1,8.2
38,T34,T34,Ken Duke,7,8.2
39,T34,T34,Matt Every,3,8.2
40,T34,T34,Marcus Fraser,3,8.2
41,T34,T34,Retief Goosen,11,8.2
42,T34,T34,Billy Hurley III,13,8.2
43,T34,T34,Ryo Ishikawa,1,8.2
44,T34,T34,Hiroshi Iwata,10,8.2
45,T34,T34,Freddie Jacobson,15,8.2
46,T34,T34,Michael Johnson,1,8.2
47,T34,T34,Kelly Kraft,7,8.2
48,T34,T34,Patrick Reed,19,8.2
49,T34,T34,Andres Romero,4,8.2
50,T34,T34,Steve Stricker,10,8.2
51,T34,T34,Chris Stroud,13,8.2
52,T34,T34,Jimmy Walker,16,8.2
53,T54,T54,K.J. Choi,14,8.1
54,T54,T54,Chad Collins,9,8.1
55,T54,T54,Ben Crane,12,8.1
56,T54,T54,Jon Curran,17,8.1
57,T54,T54,Jamie Donaldson,7,8.1
58,T54,T54,Ernie Els,11,8.1
59,T54,T54,Derek Fathauer,13,8.1
60,T54,T54,Tom Gillis,5,8.1
61,T54,T54,Tom Hoge,12,8.1
62,T54,T54,Chris Kirk,15,8.1
63,T54,T54,Kevin Kisner,16,8.1
64,T54,T54,Brooks Koepka,14,8.1
65,T54,T54,Justin Leonard,5,8.1
66,T54,T54,Peter Malnati,8,8.1
67,T54,T54,Troy Merritt,10,8.1
68,T54,T54,Ryan Moore,15,8.1
69,T54,T54,Wes Roach,6,8.1
70,T54,T54,Brandt Snedeker,17,8.1
71,T54,T54,Willy Wilcox,10,8.1
72,T54,T54,Tim Wilkinson,10,8.1
73,T54,T54,Aaron Wise,1,8.1
74,T75,T75,Aaron Baddeley,16,8.0
75,T75,T75,Ricky Barnes,17,8.0
76,T75,T75,Zac Blair,15,8.0
77,T75,T75,Jason Bohn,11,8.0
78,T75,T75,Scott Brown,13,8.0
79,T75,T75,Greg Chalmers,3,8.0
80,T75,T75,Fabián Gómez,15,8.0
81,T75,T75,Adam Hadwin,20,8.0
82,T75,T75,Brian Harman,19,8.0
83,T75,T75,J.B. Holmes,14,8.0
84,T75,T75,Zach Johnson,17,8.0
85,T75,T75,Smylie Kaufman,15,8.0
86,T75,T75,Martin Kaymer,4,8.0
87,T75,T75,Si Woo Kim,21,8.0
88,T75,T75,Anirban Lahiri,11,8.0
89,T75,T75,Jamie Lovemark,19,8.0
90,T75,T75,Hideki Matsuyama,13,8.0
91,T75,T75,Trey Mullinax,2,8.0
92,T75,T75,Carlos Ortiz,8,8.0
93,T75,T75,Ted Purdy,2,8.0
94,T75,T75,Cameron Smith,6,8.0
95,T75,T75,Scott Stallings,10,8.0
96,T75,T75,Daniel Summerhays,17,8.0
97,T75,T75,Danny Willett,3,8.0
98,T75,T75,Jordan Zunic,1,8.0
99,T100,T100,Byeong Hun An,6,7.9
100,T100,T100,Wesley Bryan,3,7.9
101,T100,T100,Bud Cauley,9,7.9
102,T100,T100,Alex Cejka,11,7.9
103,T100,T100,Harris English,17,7.9
104,T100,T100,Matthew Fitzpatrick,3,7.9
105,T100,T100,Jason Gore,10,7.9
