,Last_15_Events_-_Putting_RANK THIS WEEK,Last_15_Events_-_Putting_RANK LAST WEEK,Last_15_Events_-_Putting_PLAYER NAME,Last_15_Events_-_Putting_EVENTS,Last_15_Events_-_Putting_RATING
0,1,1,Yuta Ikeda,1,9.3
1,2,2,Richard Lee,1,9.1
2,T3,T3,Ryan Armour,1,9.0
3,T3,T3,Jared du Toit,1,9.0
4,5,5,Gonzalo Fernandez-Castaño,1,8.9
5,6,6,Brian Gay,4,8.8
6,T7,T7,Paul Dunne,1,8.7
7,T7,T7,Daisuke Kataoka,1,8.7
8,T7,T7,Lee McCoy,1,8.7
9,T10,T10,Charlie Beljan,1,8.6
10,T10,T10,Trevor Immelman,1,8.6
11,T10,T10,K.T. Kim,2,8.6
12,T10,T10,Maverick McNealy,1,8.6
13,T10,T10,Bryce Molder,9,8.6
14,T10,T10,Carl Pettersson,2,8.6
15,T16,T16,Kiradech Aphibarnrat,5,8.5
16,T16,T16,Stuart Appleby,8,8.5
17,T16,T16,Jonas Blixt,9,8.5
18,T16,T16,Matt Dobyns,1,8.5
19,T16,T16,Jon Rahm,4,8.5
20,T21,T21,Charlie Danielson,2,8.4
21,T21,T21,Jason Day,9,8.4
22,T21,T21,Bryson DeChambeau,5,8.4
23,T21,T21,Fred Funk,1,8.4
24,T21,T21,Luke Guthrie,6,8.4
25,T21,T21,Dustin Johnson,11,8.4
26,T21,T21,Chris Kirk,8,8.4
27,T21,T21,Jordan Spieth,10,8.4
28,T29,T29,Erik Compton,6,8.3
29,T29,T29,Ken Duke,5,8.3
30,T29,T29,Fabián Gómez,8,8.3
31,T29,T29,Billy Hurley III,10,8.3
32,T29,T29,Andrew Landry,4,8.3
33,T29,T29,Andrew Loupe,3,8.3
34,T29,T29,Wes Roach,4,8.3
35,T29,T29,Robby Shelton,2,8.3
36,T37,T37,Jason Bohn,6,8.2
37,T37,T37,Steven Bowditch,3,8.2
38,T37,T37,Rafa Cabrera Bello,5,8.2
39,T37,T37,Rafael Campos,1,8.2
40,T37,T37,Alex Cejka,7,8.2
41,T37,T37,Ernie Els,7,8.2
42,T37,T37,Matt Every,3,8.2
43,T37,T37,Marcus Fraser,3,8.2
44,T37,T37,Retief Goosen,11,8.2
45,T37,T37,Chesson Hadley,6,8.2
46,T37,T37,Michael Johnson,1,8.2
47,T37,T37,Peter Malnati,4,8.2
48,T37,T37,Martin Piller,3,8.2
49,T37,T37,Andres Romero,4,8.2
50,T37,T37,Daniel Summerhays,9,8.2
51,T37,T37,Tim Wilkinson,6,8.2
52,T53,T53,Derek Fathauer,6,8.1
53,T53,T53,Tom Gillis,5,8.1
54,T53,T53,Mark Hubbard,7,8.1
55,T53,T53,Hiroshi Iwata,6,8.1
56,T53,T53,Zach Johnson,12,8.1
57,T53,T53,Martin Kaymer,5,8.1
58,T53,T53,Kevin Kisner,9,8.1
59,T53,T53,Kelly Kraft,6,8.1
60,T53,T53,Matt Kuchar,11,8.1
61,T53,T53,Justin Leonard,5,8.1
62,T53,T53,Hideki Matsuyama,9,8.1
63,T53,T53,Phil Mickelson,9,8.1
64,T53,T53,Patrick Reed,11,8.1
65,T53,T53,Scott Stallings,6,8.1
66,T53,T53,Steve Stricker,9,8.1
67,T53,T53,Chris Stroud,9,8.1
68,T53,T53,Jimmy Walker,8,8.1
69,T53,T53,Danny Willett,4,8.1
70,T53,T53,Aaron Wise,1,8.1
71,T72,T72,Ricky Barnes,10,8.0
72,T72,T72,Greg Chalmers,3,8.0
73,T72,T72,K.J. Choi,9,8.0
74,T72,T72,Jon Curran,12,8.0
75,T72,T72,Jamie Donaldson,8,8.0
76,T72,T72,Harris English,10,8.0
77,T72,T72,Adam Hadwin,12,8.0
78,T72,T72,Brian Harman,10,8.0
79,T72,T72,Tom Hoge,7,8.0
80,T72,T72,Smylie Kaufman,5,8.0
81,T72,T72,Brooks Koepka,9,8.0
82,T72,T72,Spencer Levin,7,8.0
83,T72,T72,Jamie Lovemark,11,8.0
84,T72,T72,Ryan Moore,9,8.0
85,T72,T72,Trey Mullinax,2,8.0
86,T72,T72,Seung-Yul Noh,6,8.0
87,T72,T72,Dicky Pride,6,8.0
88,T72,T72,Ted Purdy,2,8.0
89,T72,T72,Darron Stiles,2,8.0
90,T72,T72,Willy Wilcox,7,8.0
91,T72,T72,Jordan Zunic,1,8.0
92,T93,T93,Byeong Hun An,6,7.9
93,T93,T93,Daniel Berger,12,7.9
94,T93,T93,Wesley Bryan,3,7.9
95,T93,T93,Bud Cauley,9,7.9
96,T93,T93,Tim Clark,4,7.9
97,T93,T93,Matthew Fitzpatrick,3,7.9
98,T93,T93,Padraig Harrington,8,7.9
99,T93,T93,David Hearn,11,7.9
100,T93,T93,Tim Herron,6,7.9
101,T93,T93,Ryo Ishikawa,3,7.9
102,T93,T93,Sung Kang,6,7.9
103,T93,T93,Whee Kim,7,7.9
104,T93,T93,Anirban Lahiri,8,7.9
