,Power_Rating_RANK THIS WEEK,Power_Rating_RANK LAST WEEK,Power_Rating_PLAYER NAME,Power_Rating_EVENTS,Power_Rating_RATING
0,1,1,Trey Mullinax,2,10.0
1,2,2,Aaron Wise,1,9.9
2,T3,T3,Brandon Hagy,1,9.8
3,T3,T3,J.B. Holmes,14,9.8
4,T3,T3,Jon Rahm,4,9.8
5,T6,T6,Michael Johnson,1,9.6
6,T6,T6,Bubba Watson,12,9.6
7,T8,T8,Dustin Johnson,16,9.5
8,T8,T8,Luke List,11,9.5
9,T8,T8,Andrew Loupe,10,9.5
10,T8,T8,Rory McIlroy,11,9.5
11,T12,T12,Tony Finau,16,9.4
12,T12,T12,Ryan Ruffels,4,9.4
13,14,14,Matt Dobyns,1,9.3
14,15,15,Jamie Lovemark,19,9.2
15,16,16,Jason Kokrak,15,9.1
16,T17,T17,Ryo Ishikawa,1,9.0
17,T17,T17,Ryan Palmer,19,9.0
18,T17,T17,Ollie Schniederjans,4,9.0
19,T20,T20,Scott Hend,2,8.9
20,T20,T20,Smylie Kaufman,15,8.9
21,T20,T20,Gary Woodland,18,8.9
22,T23,T23,Charles Howell III,19,8.8
23,T23,T23,Justin Rose,12,8.8
24,T25,T25,Byeong Hun An,6,8.7
25,T25,T25,Jason Day,13,8.7
26,T25,T25,Jared du Toit,1,8.7
27,T25,T25,Brooks Koepka,14,8.7
28,T25,T25,Patrick Rodgers,13,8.7
29,T25,T25,Adam Scott,14,8.7
30,T25,T25,Hudson Swafford,20,8.7
31,T25,T25,Justin Thomas,16,8.7
32,33,33,Robert Garrigus,13,8.6
33,T34,T34,Rickie Fowler,15,8.5
34,T34,T34,Sergio Garcia,6,8.5
35,T34,T34,Brendan Steele,16,8.5
36,T34,T34,Harold Varner III,16,8.5
37,T38,T38,Andrew Johnston,2,8.4
38,T38,T38,Jhonattan Vegas,19,8.4
39,T40,T40,Charley Hoffman,16,8.3
40,T40,T40,Sean O'Hair,18,8.3
41,T40,T40,Garrett Rank,1,8.3
42,T40,T40,Ben Taylor,1,8.3
43,T44,T44,Keegan Bradley,11,8.2
44,T44,T44,Alex Prugh,4,8.2
45,T46,T46,Bryson DeChambeau,5,8.1
46,T46,T46,Ross Fisher,2,8.1
47,T46,T46,Martin Flores,2,8.1
48,T46,T46,Andrew Landry,4,8.1
49,T46,T46,D.J. Trahan,2,8.1
50,T51,T51,Rafael Campos,1,8.0
51,T51,T51,Bud Cauley,9,8.0
52,T51,T51,Carlos Ortiz,8,8.0
53,T51,T51,Greg Owen,9,8.0
54,T51,T51,Thomas Pieters,2,8.0
55,T56,T56,Andres Gonzales,10,7.9
56,T56,T56,Maverick McNealy,1,7.9
57,T56,T56,Scott Stallings,10,7.9
58,T59,T59,Harris English,17,7.8
59,T59,T59,Patrick Reed,19,7.8
60,T59,T59,Andres Romero,4,7.8
61,T59,T59,Jimmy Walker,16,7.8
62,T63,T63,Ángel Cabrera,8,7.7
63,T63,T63,Rhein Gibson,8,7.7
64,T63,T63,Martin Laird,15,7.7
65,T63,T63,Hunter Mahan,6,7.7
66,T63,T63,Scott Pinckney,12,7.7
67,T63,T63,Charl Schwartzel,14,7.7
68,T69,T69,Kiradech Aphibarnrat,4,7.6
69,T69,T69,Daniel Berger,17,7.6
70,T69,T69,George Coetzee,5,7.6
71,T69,T69,Graham DeLaet,11,7.6
72,T69,T69,Shane Lowry,8,7.6
73,T69,T69,Jordan Spieth,14,7.6
74,T69,T69,Nick Taylor,12,7.6
75,T76,T76,Lucas Glover,15,7.5
76,T76,T76,Branden Grace,9,7.5
77,T76,T76,Russell Henley,13,7.5
78,T79,T79,Ernie Els,11,7.4
79,T79,T79,Chesson Hadley,12,7.4
80,T79,T79,Scott Piercy,14,7.4
81,T79,T79,Brett Stegmaier,14,7.4
82,T83,T83,Matt Atkins,1,7.3
83,T83,T83,Stewart Cink,10,7.3
84,T83,T83,Bradley Dredge,1,7.3
85,T83,T83,Seung-Yul Noh,13,7.3
86,T83,T83,Cameron Percy,7,7.3
87,T88,T88,Victor Dubuisson,1,7.2
88,T88,T88,Wes Homan,1,7.2
89,T88,T88,Billy Horschel,14,7.2
90,T88,T88,Lee McCoy,1,7.2
91,T88,T88,Dawie van der Walt,9,7.2
92,T93,T93,Bronson Burgoon,11,7.1
93,T93,T93,Paul Casey,13,7.1
94,T93,T93,Kevin Chappell,17,7.1
95,T93,T93,Matt Jones,11,7.1
96,T93,T93,Marc Leishman,15,7.1
97,T93,T93,Phil Mickelson,14,7.1
98,T93,T93,Nick Watney,2,7.1
99,T100,T100,Derek Ernst,7,7.0
100,T100,T100,Morgan Hoffmann,9,7.0
101,T100,T100,Nathan Holman,2,7.0
102,T100,T100,Si Woo Kim,21,7.0
103,T100,T100,Anirban Lahiri,11,7.0
104,T100,T100,Steve Marino,9,7.0
105,T100,T100,Wes Roach,6,7.0
106,T100,T100,Chris Wood,2,7.0
107,T108,T108,Aaron Baddeley,16,6.9
108,T108,T108,Scott Brown,13,6.9
109,T108,T108,Jason Dufner,20,6.9
110,T108,T108,Tyrrell Hatton,2,6.9
111,T112,T112,Sung Kang,13,6.8
112,T112,T112,Michael Putnam,1,6.8
113,T112,T112,Robert Streb,14,6.8
114,T112,T112,Boo Weekley,13,6.8
115,T112,T112,Willy Wilcox,10,6.8
116,T112,T112,Jordan Zunic,1,6.8
117,T118,T118,Steven Bowditch,6,6.7
118,T118,T118,Lee Westwood,1,6.7
119,T120,T120,Louis Oosthuizen,9,6.6
120,T120,T120,Shawn Stefani,14,6.6
121,T120,T120,Michael Thompson,9,6.6
122,T123,T123,Rafa Cabrera Bello,5,6.5
123,T123,T123,Jarrod Lyle,2,6.5
124,T123,T123,Hideki Matsuyama,13,6.5
125,T123,T123,Vijay Singh,14,6.5
126,T123,T123,Danny Willett,3,6.5
127,T123,T123,Bobby Wyatt,2,6.5
128,T129,T129,Michael Bradley,3,6.4
129,T129,T129,Geoff Ogilvy,8,6.4
130,T129,T129,Martin Piller,6,6.4
131,T132,T132,Corey Conners,1,6.3
132,T132,T132,Charlie Danielson,2,6.3
133,T132,T132,James Hahn,12,6.3
134,T132,T132,Adam Hart,1,6.3
135,T132,T132,Tom Hoge,12,6.3
136,T132,T132,Whee Kim,9,6.3
137,T132,T132,Kelly Kraft,7,6.3
138,T132,T132,Davis Love III,7,6.3
139,T132,T132,Yosuke Tsukada,1,6.3
140,T141,T141,Miguel Angel Carballo,5,6.2
141,T141,T141,Jamie Donaldson,7,6.2
142,T141,T141,Emiliano Grillo,17,6.2
143,T141,T141,Jim Herman,14,6.2
144,T141,T141,Martin Kaymer,4,6.2
145,T141,T141,Carl Pettersson,4,6.2
146,T141,T141,Henrik Stenson,6,6.2
147,T148,T148,Jason Gore,10,6.1
148,T148,T148,Bill Haas,15,6.1
149,T148,T148,Rory Sabbatini,5,6.1
150,T148,T148,Sam Saunders,7,6.1
151,T148,T148,Brandt Snedeker,17,6.1
152,T153,T153,Padraig Harrington,9,6.0
153,T153,T153,Hiroshi Iwata,10,6.0
154,T153,T153,Greg Yates,1,6.0
155,T156,T156,Blayne Barber,14,5.9
156,T156,T156,Jonas Blixt,13,5.9
157,T156,T156,Derek Fathauer,13,5.9
158,T156,T156,Brice Garnett,3,5.9
159,T156,T156,Retief Goosen,11,5.9
160,T156,T156,Brian Harman,19,5.9
161,T156,T156,Patton Kizzire,17,5.9
162,T156,T156,John Senden,15,5.9
163,T156,T156,Kevin Streelman,12,5.9
164,T165,T165,Luke Guthrie,8,5.8
165,T165,T165,Henrik Norlander,11,5.8
166,T165,T165,Robby Shelton,2,5.8
167,T165,T165,Kyle Stanley,17,5.8
168,T165,T165,Bernd Wiesberger,3,5.8
169,T170,T170,Tyler Aldridge,12,5.7
170,T170,T170,Adam Hadwin,20,5.7
171,T170,T170,Cameron Smith,6,5.7
