,Best_Sub-Par_Rounds_Streak_RANK THIS WEEK,Best_Sub-Par_Rounds_Streak_RANK LAST WEEK,Best_Sub-Par_Rounds_Streak_PLAYER NAME,Best_Sub-Par_Rounds_Streak_CAREER BEST STREAK,Best_Sub-Par_Rounds_Streak_BEST YTD STREAK,Best_Sub-Par_Rounds_Streak_CURRENT STREAK
0,1,1,Tim Petrovic,26,,
1,2,2,Jeff Sluman,23,,
2,T3,T3,Tim Clark,22,,
3,T3,T3,Fred Couples,22,,
4,T3,T3,Scott McCarron,22,,
5,T6,T6,Stuart Appleby,21,3.0,
6,T6,T6,Bob Estes,21,3.0,
7,T6,T6,Hideki Matsuyama,21,7.0,
8,T6,T6,Scott Verplank,21,,
9,T10,T10,Jay Don Blake,20,2.0,
10,T10,T10,Harris English,20,7.0,
11,T10,T10,Joey Sindelar,20,,
12,T13,T13,Ben Crane,19,7.0,
13,T13,T13,Joe Durant,19,,
14,T13,T13,Bill Haas,19,4.0,
15,T13,T13,Jesper Parnevik,19,,
16,T13,T13,Dan Pohl,19,,
17,T13,T13,Jordan Spieth,19,7.0,
18,T19,T19,Glen Day,18,1.0,
19,T19,T19,Chris DiMarco,18,,
20,T19,T19,Retief Goosen,18,6.0,
21,T19,T19,Charles Howell III,18,9.0,
22,T19,T19,Martin Laird,18,5.0,
23,T19,T19,Ryan Moore,18,6.0,
24,T19,T19,Craig Parry,18,,
25,T19,T19,Pat Perez,18,8.0,
26,T19,T19,Henrik Stenson,18,18.0,
27,T28,T28,Ronnie Black,17,,
28,T28,T28,Jonathan Byrd,17,6.0,
29,T28,T28,Brendon de Jonge,17,3.0,
30,T28,T28,Luke Donald,17,2.0,
31,T28,T28,Ed Fiori,17,,
32,T28,T28,Donnie Hammond,17,,
33,T28,T28,Jerry Kelly,17,4.0,
34,T28,T28,Chris Kirk,17,7.0,
35,T28,T28,Russell Knox,17,9.0,
36,T28,T28,Roger Maltbie,17,,
37,T28,T28,Shigeki Maruyama,17,,
38,T28,T28,Mark O'Meara,17,,
39,T28,T28,Chez Reavie,17,17.0,
40,T28,T28,Vijay Singh,17,2.0,
41,T28,T28,Kirk Triplett,17,,
42,T28,T28,Tiger Woods,17,5.0,
43,T44,T44,Ryan Blaum,16,8.0,
44,T44,T44,Tony Finau,16,16.0,
45,T44,T44,Ken Green,16,,
46,T44,T44,Lee Janzen,16,3.0,
47,T44,T44,Matt Kuchar,16,6.0,
48,T44,T44,Luke List,16,9.0,
49,T44,T44,Troy Matteson,16,1.0,
50,T44,T44,Blaine McCallister,16,,
51,T44,T44,Rory McIlroy,16,11.0,
52,T44,T44,Steve Pate,16,,
53,T44,T44,Corey Pavin,16,,
54,T44,T44,Kenny Perry,16,,
55,T44,T44,D.A. Points,16,5.0,
56,T44,T44,Chris Riley,16,,
57,T44,T44,Jimmy Walker,16,16.0,
58,T44,T44,Mike Weir,16,2.0,
59,T44,T44,Richy Werenski,16,10.0,
60,T61,T61,Stephen Ames,15,,
61,T61,T61,Brian Davis,15,3.0,
62,T61,T61,Carlos Franco,15,,
63,T61,T61,Jim Furyk,15,5.0,
64,T61,T61,Scott Hoch,15,,
65,T61,T61,Kevin Kisner,15,10.0,
66,T61,T61,Tom Kite,15,,
67,T61,T61,Marc Leishman,15,6.0,
68,T61,T61,Davis Love III,15,3.0,
69,T61,T61,Andrew Magee,15,,
70,T61,T61,Patrick Reed,15,11.0,
71,T61,T61,Scott Simpson,15,,
72,T61,T61,Chris Smith,15,,
73,T61,T61,Craig Stadler,15,,
74,T61,T61,Kevin Streelman,15,15.0,
75,T61,T61,Bob Tway,15,,
76,T61,T61,Johnson Wagner,15,11.0,
77,T78,T78,Robert Allenby,14,2.0,
78,T78,T78,Woody Austin,14,,
79,T78,T78,Brian Bateman,14,,
80,T78,T78,Chad Campbell,14,4.0,
81,T78,T78,Russ Cochran,14,,
82,T78,T78,Marco Dawson,14,,
83,T78,T78,Steve Flesch,14,,
84,T78,T78,Rickie Fowler,14,8.0,
85,T78,T78,Brent Geiberger,14,,
86,T78,T78,John Huston,14,,
87,T78,T78,Freddie Jacobson,14,,
88,T78,T78,Zach Johnson,14,7.0,
89,T78,T78,Kent Jones,14,,
90,T78,T78,Danny Lee,14,14.0,
91,T78,T78,Justin Leonard,14,,
92,T78,T78,Frank Lickliter II,14,1.0,
93,T78,T78,Peter Lonard,14,,
94,T78,T78,Jeff Maggert,14,,
95,T78,T78,Rocco Mediate,14,,
96,T78,T78,Joe Ogilvie,14,,
97,T78,T78,Loren Roberts,14,,
98,T78,T78,Bo Van Pelt,14,,
99,T78,T78,Grant Waite,14,,
100,T78,T78,Mark Wilson,14,2.0,
101,T102,T102,Billy Andrade,13,,
102,T102,T102,Paul Azinger,13,,
103,T102,T102,Briny Baird,13,,
104,T102,T102,Cameron Beckman,13,1.0,
105,T102,T102,Jason Bohn,13,7.0,
106,T102,T102,Bart Bryant,13,,
107,T102,T102,Brad Bryant,13,,
108,T102,T102,Rex Caldwell,13,,
109,T102,T102,John Cook,13,,
110,T102,T102,Ben Curtis,13,,
111,T102,T102,Jason Day,13,13.0,
112,T102,T102,Jay Delsing,13,,
113,T102,T102,David Duval,13,,
114,T102,T102,Steve Elkington,13,,
115,T102,T102,Rick Fehr,13,,
116,T102,T102,Dan Forsman,13,,
117,T102,T102,Harrison Frazar,13,,
118,T102,T102,David Frost,13,,
119,T102,T102,Fred Funk,13,,
120,T102,T102,Buddy Gardner,13,,
121,T102,T102,Brian Gay,13,8.0,
122,T102,T102,Jim Herman,13,2.0,
123,T102,T102,Tim Herron,13,2.0,
124,T102,T102,Charley Hoffman,13,4.0,
125,T102,T102,J.B. Holmes,13,13.0,
126,T102,T102,Peter Jacobsen,13,,
127,T102,T102,Neal Lancaster,13,2.0,
128,T102,T102,Bernhard Langer,13,1.0,
129,T102,T102,Tom Lehman,13,,
130,T102,T102,Mark McCumber,13,,
131,T102,T102,Phil Mickelson,13,8.0,
132,T102,T102,Bryce Molder,13,,
133,T102,T102,Francesco Molinari,13,9.0,
134,T102,T102,Henrik Norlander,13,3.0,
135,T102,T102,David Peoples,13,,
136,T102,T102,Scott Piercy,13,8.0,
137,T102,T102,Seamus Power,13,9.0,
138,T102,T102,Ted Purdy,13,,
139,T102,T102,Mike Reid,13,,
140,T102,T102,Dave Rummells,13,,
141,T102,T102,Tom Sieckmann,13,,
142,T102,T102,Tony Sills,13,,
143,T102,T102,Webb Simpson,13,8.0,
144,T102,T102,Brandt Snedeker,13,7.0,
145,T102,T102,Curtis Strange,13,,
146,T102,T102,Robert Streb,13,4.0,
147,T102,T102,Mike Sullivan,13,,
148,T102,T102,David Toms,13,,
149,T102,T102,Cameron Tringale,13,3.0,
150,T102,T102,Duffy Waldorf,13,1.0,
151,T102,T102,Bubba Watson,13,6.0,
152,T102,T102,Tim Wilkinson,13,1.0,
153,T154,T154,Aaron Baddeley,12,5.0,
154,T154,T154,Ricky Barnes,12,8.0,
155,T154,T154,Dave Barr,12,,
156,T154,T154,Mark Brooks,12,1.0,
157,T154,T154,Mark Calcavecchia,12,,
158,T154,T154,Greg Chalmers,12,3.0,
159,T154,T154,Stewart Cink,12,9.0,
160,T154,T154,Danny Edwards,12,,
161,T154,T154,David Edwards,12,,
162,T154,T154,Joel Edwards,12,,
163,T154,T154,Brad Faxon,12,,
164,T154,T154,Robert Gamez,12,,
165,T154,T154,Lucas Glover,12,6.0,
166,T154,T154,Paul Goydos,12,1.0,
167,T154,T154,Nathan Green,12,,
168,T154,T154,Jay Haas,12,,
169,T154,T154,Mike Heinen,12,,
170,T154,T154,Tom Hoge,12,5.0,
171,T154,T154,Billy Horschel,12,12.0,
172,T154,T154,Richard Johnson,12,,
173,T154,T154,Jonathan Kaye,12,1.0,
174,T154,T154,Skip Kendall,12,1.0,
175,T154,T154,Si Woo Kim,12,5.0,
176,T154,T154,Gary Koch,12,,
177,T154,T154,Jason Kokrak,12,12.0,
178,T154,T154,Greg Kraft,12,,
179,T154,T154,Scott Langley,12,,
180,T154,T154,Bill Lunde,12,,
181,T154,T154,Jim McGovern,12,,
182,T154,T154,Larry Mize,12,,
183,T154,T154,Gil Morgan,12,,
184,T154,T154,Kevin Na,12,6.0,
185,T154,T154,Frank Nobilo,12,,
186,T154,T154,Sean O'Hair,12,6.0,
187,T154,T154,José María Olazábal,12,,
188,T154,T154,Jeff Overton,12,,
189,T154,T154,Don Pooley,12,,
190,T154,T154,Justin Rose,12,11.0,
191,T154,T154,Gene Sauers,12,,
192,T154,T154,John Senden,12,3.0,
193,T154,T154,Kevin Stadler,12,,
194,T154,T154,Paul Stankowski,12,,
195,T154,T154,Kevin Sutherland,12,,
196,T154,T154,Hal Sutton,12,,
197,T154,T154,Justin Thomas,12,12.0,
198,T154,T154,Jhonattan Vegas,12,9.0,
