,Consecutive_Fairways_Hit_RANK THIS WEEK,Consecutive_Fairways_Hit_RANK LAST WEEK,Consecutive_Fairways_Hit_PLAYER NAME,Consecutive_Fairways_Hit_EVENTS,Consecutive_Fairways_Hit_BEST STREAK,Consecutive_Fairways_Hit_CURRENT STREAK
0,1,1,Jung-gon Hwang,1,36,
1,2,2,Andrew Putnam,28,35,
2,3,3,Troy Merritt,27,34,1.0
3,4,4,Ryan Moore,22,33,
4,5,5,C.T. Pan,30,32,
5,T6,T6,J.J. Spaun,27,30,2.0
6,T6,T6,Nick Taylor,30,30,2.0
7,T8,T8,Kiradech Aphibarnrat,14,29,
8,T8,T8,Dicky Pride,11,29,
9,T8,T8,Chez Reavie,28,29,
10,T11,T11,Byeong Hun An,24,28,2.0
11,T11,T11,Jim Furyk,15,28,1.0
12,T11,T11,Morgan Hoffmann,9,28,2.0
13,14,14,Fabián Gómez,28,27,4.0
14,T15,T15,Ken Duke,15,26,7.0
15,T15,T15,Hideki Matsuyama,21,26,
16,T17,T17,Ben Crane,21,25,
17,T17,T17,Tyler Duncan,31,25,4.0
18,T17,T17,Mark Wilson,11,25,10.0
19,20,20,Billy Horschel,27,24,2.0
20,T21,T21,Ryan Baca,2,23,23.0
21,T21,T21,J.J. Henry,28,23,1.0
22,T21,T21,Sam Ryder,26,23,4.0
23,T21,T21,T.J. Vogel,8,23,3.0
24,T25,T25,K.J. Choi,14,22,5.0
25,T25,T25,Zach Johnson,25,22,1.0
26,T25,T25,Conrad Shindler,20,22,
27,T28,T28,Roberto Díaz,25,21,
28,T28,T28,Joel Dahmen,28,21,
29,T28,T28,Bryson DeChambeau,26,21,2.0
30,T28,T28,Matthew Fitzpatrick,13,21,3.0
31,T28,T28,Russell Knox,27,21,2.0
32,T28,T28,Kelly Kraft,31,21,
33,T28,T28,Anirban Lahiri,24,21,1.0
34,T28,T28,Jamie Lovemark,26,21,
35,T28,T28,Prayad Marksaeng,1,21,6.0
36,T28,T28,Ben Martin,20,21,1.0
37,T28,T28,Rory Sabbatini,27,21,
38,T39,T39,Ryan Armour,32,20,2.0
39,T39,T39,Dominic Bozzelli,20,20,
40,T39,T39,Keegan Bradley,27,20,
41,T39,T39,Brian Gay,30,20,1.0
42,T39,T39,Mackenzie Hughes,28,20,3.0
43,T39,T39,George McNeill,10,20,
44,T39,T39,Kevin Tway,31,20,2.0
45,T39,T39,Aaron Wise,29,20,
46,T39,T39,Xinjun Zhang,28,20,2.0
