,YTD_Par_or_Better_Streak_RANK THIS WEEK,YTD_Par_or_Better_Streak_RANK LAST WEEK,YTD_Par_or_Better_Streak_PLAYER NAME,YTD_Par_or_Better_Streak_NUMBER OF ROUNDS
60,T59,T59,Corey Conners,11
61,T59,T59,Chris Couch,11
62,T59,T59,Tyler Duncan,11
63,T59,T59,Harris English,11
64,T59,T59,Brice Garnett,11
65,T59,T59,Brian Gay,11
66,T59,T59,Bill Haas,11
67,T59,T59,Beau Hossler,11
68,T59,T59,Zach Johnson,11
69,T59,T59,Tom Lovelady,11
70,T59,T59,Rob Oppenheim,11
71,T59,T59,Scott Piercy,11
72,T59,T59,Seamus Power,11
73,T59,T59,Rory Sabbatini,11
74,T59,T59,Scott Stallings,11
75,T59,T59,Kyle Stanley,11
76,T59,T59,Steve Stricker,11
77,T59,T59,Vaughn Taylor,11
78,T59,T59,Nick Taylor,11
79,T59,T59,Johnson Wagner,11
80,T81,T81,Patrick Cantlay,10
81,T81,T81,Alex Cejka,10
82,T81,T81,Ben Crane,10
83,T81,T81,Paul Dunne,10
84,T81,T81,Daisuke Kataoka,10
85,T81,T81,Chris Kirk,10
86,T81,T81,Matt Kuchar,10
87,T81,T81,Shane Lowry,10
88,T81,T81,Hideki Matsuyama,10
89,T81,T81,Troy Merritt,10
90,T81,T81,Francesco Molinari,10
91,T81,T81,Trey Mullinax,10
92,T81,T81,Joaquin Niemann,10
93,T81,T81,Sean O'Hair,10
94,T81,T81,C.T. Pan,10
95,T81,T81,Sam Ryder,10
96,T81,T81,Adam Scott,10
97,T81,T81,Brandt Snedeker,10
98,T81,T81,Bubba Watson,10
99,T81,T81,Richy Werenski,10
100,T81,T81,Steve Wheatcroft,10
101,T81,T81,Tiger Woods,10
102,T103,T103,Ryan Armour,9
103,T103,T103,Ryan Blaum,9
104,T103,T103,Bronson Burgoon,9
105,T103,T103,Jason Dufner,9
106,T103,T103,Martin Flores,9
107,T103,T103,Lucas Glover,9
108,T103,T103,Lanto Griffin,9
109,T103,T103,James Hahn,9
110,T103,T103,David Hearn,9
111,T103,T103,Russell Henley,9
112,T103,T103,Tom Hoge,9
113,T103,T103,Nicholas Lindheim,9
114,T103,T103,Graeme McDowell,9
115,T103,T103,Alex Noren,9
116,T103,T103,Cameron Percy,9
117,T103,T103,Pat Perez,9
118,T103,T103,John Peterson,9
119,T103,T103,J.T. Poston,9
120,T103,T103,Cameron Smith,9
121,T103,T103,Brendan Steele,9
122,T103,T103,Chris Stroud,9
123,T103,T103,Kyle Thompson,9
124,T103,T103,Tyrone Van Aswegen,9
125,T103,T103,Jhonattan Vegas,9
126,T103,T103,Nick Watney,9
127,T103,T103,Tim Wilkinson,9
128,T103,T103,Aaron Wise,9
129,T130,T130,Ricky Barnes,8
130,T130,T130,Scott Brown,8
131,T130,T130,Paul Casey,8
132,T130,T130,Kevin Chappell,8
133,T130,T130,Austin Cook,8
134,T130,T130,Matthew Fitzpatrick,8
135,T130,T130,Branden Grace,8
136,T130,T130,Cody Gribble,8
137,T130,T130,Seungsu Han,8
138,T130,T130,Kelly Kraft,8
139,T130,T130,Martin Laird,8
140,T130,T130,Nate Lashley,8
141,T130,T130,David Lingmerth,8
142,T130,T130,Steve Marino,8
143,T130,T130,Keith Mitchell,8
144,T130,T130,Grayson Murray,8
145,T130,T130,John Oda,8
146,T130,T130,Eddie Pepperell,8
147,T130,T130,"Ted Potter, Jr.",8
148,T130,T130,Andrew Putnam,8
149,T130,T130,Andres Romero,8
150,T130,T130,Ollie Schniederjans,8
151,T130,T130,Charl Schwartzel,8
152,T130,T130,Hudson Swafford,8
153,T130,T130,Josh Teater,8
154,T130,T130,Xinjun Zhang,8
155,T156,T156,Zac Blair,7
156,T156,T156,Jason Bohn,7
157,T156,T156,Dominic Bozzelli,7
158,T156,T156,Wesley Bryan,7
159,T156,T156,Will Cannon,7
160,T156,T156,Cameron Davis,7
161,T156,T156,Matt Every,7
162,T156,T156,Derek Fathauer,7
163,T156,T156,Tommy Fleetwood,7
164,T156,T156,Ryan Fox,7
165,T156,T156,Talor Gooch,7
166,T156,T156,Retief Goosen,7
167,T156,T156,Nick Hardy,7
168,T156,T156,Charley Hoffman,7
169,T156,T156,Mackenzie Hughes,7
170,T156,T156,Stephan Jaeger,7
171,T156,T156,Sung Kang,7
172,T156,T156,Whee Kim,7
173,T156,T156,Si Woo Kim,7
174,T156,T156,Anirban Lahiri,7
175,T156,T156,Andrew Landry,7
176,T156,T156,Marc Leishman,7
177,T156,T156,David Lipsky,7
178,T156,T156,Peter Lonard,7
179,T156,T156,Jamie Lovemark,7
180,T156,T156,Denny McCarthy,7
181,T156,T156,Parker McLachlin,7
182,T156,T156,Maverick McNealy,7
183,T156,T156,Ryan Moore,7
184,T156,T156,Ryan Palmer,7
185,T156,T156,D.A. Points,7
186,T156,T156,Ian Poulter,7
187,T156,T156,Adam Schenk,7
188,T156,T156,Conrad Shindler,7
189,T156,T156,Ben Silverman,7
190,T156,T156,Julian Suri,7
191,T156,T156,Michael Thompson,7
192,T156,T156,Gary Woodland,7
193,T194,T194,Abraham Ancer,6
194,T194,T194,Stuart Appleby,6
195,T194,T194,Eric Axley,6
196,T194,T194,Aaron Baddeley,6
197,T194,T194,Jonathan Byrd,6
198,T194,T194,Chad Campbell,6
199,T194,T194,Roberto Díaz,6
200,T194,T194,Brian Davis,6
201,T194,T194,Oscar Fraustro,6
202,T194,T194,Jim Furyk,6
203,T194,T194,Tommy Gainey,6
204,T194,T194,Robert Garrigus,6
205,T194,T194,Bobby Gates,6
206,T194,T194,Matt Jones,6
207,T194,T194,Chan Kim,6
208,T194,T194,George McNeill,6
209,T194,T194,John Merrick,6
210,T194,T194,Dylan Meyer,6
211,T194,T194,Henrik Norlander,6
212,T194,T194,Jonathan Randolph,6
213,T194,T194,Patrick Rodgers,6
214,T194,T194,Robert Streb,6
215,T194,T194,Cameron Tringale,6
216,T194,T194,Dawie van der Walt,6
217,T194,T194,Charlie Wi,6
218,T219,T219,Matt Atkins,5
219,T219,T219,Jonas Blixt,5
220,T219,T219,Sam Burns,5
221,T219,T219,Greg Chalmers,5
222,T219,T219,K.J. Choi,5
223,T219,T219,Graham DeLaet,5
224,T219,T219,Sergio Garcia,5
225,T219,T219,Brandon Hagy,5
226,T219,T219,Tyrrell Hatton,5
227,T219,T219,Morgan Hoffmann,5
228,T219,T219,Billy Hurley III,5
229,T219,T219,Jerry Kelly,5
230,T219,T219,Hyung-Sung Kim,5
231,T219,T219,Michael Kim,5
232,T219,T219,Davis Love III,5
233,T219,T219,Geoff Ogilvy,5
234,T219,T219,Thorbjørn Olesen,5
235,T219,T219,Rod Pampling,5
236,T219,T219,D.J. Trahan,5
237,T219,T219,Camilo Villegas,5
238,T219,T219,Chris Wilson,5
239,T240,T240,Arjun Atwal,4
240,T240,T240,Sangmoon Bae,4
241,T240,T240,Craig Barlow,4
242,T240,T240,Adam Bland,4
243,T240,T240,Michael Bradley,4
244,T240,T240,George Cunningham,4
245,T240,T240,Ken Duke,4
246,T240,T240,Ernie Els,4
247,T240,T240,Dylan Frittelli,4
248,T240,T240,Doug Ghim,4
249,T240,T240,Tim Herron,4
250,T240,T240,Vince India,4
251,T240,T240,Smylie Kaufman,4
252,T240,T240,WC Liang,4
253,T240,T240,Prayad Marksaeng,4
254,T240,T240,A.J. McInerney,4
255,T240,T240,Collin Morikawa,4
256,T240,T240,Sebastián Muñoz,4
257,T240,T240,Louis Oosthuizen,4
258,T240,T240,Wade Ormsby,4
259,T240,T240,Thomas Pieters,4
260,T240,T240,Santiago Rivas,4
261,T240,T240,John Senden,4
262,T240,T240,Heath Slocum,4
263,T240,T240,Matthew Southgate,4
264,T240,T240,Brandon Stone,4
265,T240,T240,Scott Strohmeyer,4
266,T240,T240,Daniel Summerhays,4
267,T240,T240,Ethan Tracy,4
268,T240,T240,John VanDerLaan,4
269,T240,T240,T.J. Vogel,4
270,T240,T240,Mike Weir,4
271,T240,T240,Bernd Wiesberger,4
272,T240,T240,Mark Wilson,4
273,T240,T240,Zach Wright,4
274,T240,T240,Norman Xiong,4
275,T240,T240,Ryan Yip,4
276,T240,T240,Andrew Yun,4
277,T240,T240,Will Zalatoris,4
278,T279,T279,Ashun Wu,3
279,T279,T279,Kris Blanks,3
280,T279,T279,Ryan Brehm,3
281,T279,T279,Jorge Campillo,3
282,T279,T279,SSP Chawrasia,3
283,T279,T279,Wyndham Clark,3
284,T279,T279,Sean Crocker,3
285,T279,T279,Brendon de Jonge,3
286,T279,T279,Luke Donald,3
287,T279,T279,Zecheng Dou,3
288,T279,T279,Bob Estes,3
289,T279,T279,Ross Fisher,3
290,T279,T279,Paul Goydos,3
291,T279,T279,Padraig Harrington,3
292,T279,T279,Jim Herman,3
293,T279,T279,Jazz Janewattananond,3
294,T279,T279,Lee Janzen,3
295,T279,T279,Alex Kang,3
296,T279,T279,Masahiro Kawamura,3
297,T279,T279,Martin Kaymer,3
298,T279,T279,Ben Kern,3
299,T279,T279,Phachara Khongwatmai,3
300,T279,T279,Colt Knost,3
301,T279,T279,Satoshi Kodaira,3
302,T279,T279,Rick Lamb,3
303,T279,T279,Bernhard Langer,3
304,T279,T279,Richard Lee,3
305,T279,T279,Spencer Levin,3
306,T279,T279,Alexander Levy,3
307,T279,T279,HaoTong Li,3
308,T279,T279,Zander Lombard,3
309,T279,T279,Dru Love,3
310,T279,T279,Tyler McCumber,3
311,T279,T279,Chip McDaniel,3
312,T279,T279,Shaun Micheel,3
313,T279,T279,Taylor Moore,3
314,T279,T279,Cooper Musselman,3
315,T279,T279,Carlos Ortiz,3
316,T279,T279,Juvic Pagunsan,3
317,T279,T279,Doc Redman,3
318,T279,T279,John Rollins,3
319,T279,T279,Erik van Rooyen,3
320,T279,T279,Shubhankar Sharma,3
321,T279,T279,Greyson Sigg,3
322,T279,T279,David Skinns,3
323,T279,T279,Jordan L Smith,3
324,T279,T279,Braden Thornberry,3
325,T279,T279,Omar Uresti,3
326,T279,T279,Duffy Waldorf,3
327,T279,T279,Matt Wallace,3
328,T279,T279,Tom Whitney,3
329,T279,T279,Danny Willett,3
330,T279,T279,Fabrizio Zanotti,3
331,T332,T332,Frank Adams III,2
332,T332,T332,Tyson Alexander,2
333,T332,T332,Steve Allan,2
334,T332,T332,Robert Allenby,2
335,T332,T332,Charlie Beljan,2
336,T332,T332,"David Berganio, Jr.",2
337,T332,T332,Jay Don Blake,2
338,T332,T332,Steven Bowditch,2
339,T332,T332,Grady Brame Jr.,2
340,T332,T332,Olin Browne,2
341,T332,T332,Ángel Cabrera,2
342,T332,T332,Cameron Champ,2
343,T332,T332,Danny Chia,2
344,T332,T332,Jinho Choi,2
345,T332,T332,Daniel Chopra,2
346,T332,T332,Fred Couples,2
347,T332,T332,Joshua Creel,2
348,T332,T332,Chris Crisologo,2
349,T332,T332,Jon Curran,2
350,T332,T332,John Daly,2
351,T332,T332,Mickey DeMorat,2
352,T332,T332,Jared du Toit,2
353,T332,T332,Rhys Enoch,2
354,T332,T332,Derek Ernst,2
355,T332,T332,Kevin Foley,2
356,T332,T332,Nicholas Fung,2
357,T332,T332,Jason Gore,2
358,T332,T332,Gavin Kyle Green,2
359,T332,T332,Dudley Hart,2
360,T332,T332,Scott Hend,2
361,T332,T332,Lucas Herbert,2
362,T332,T332,Grant Hirschman,2
363,T332,T332,Ryan Hogue,2
364,T332,T332,Wes Homan,2
365,T332,T332,Sam Horsfield,2
366,T332,T332,Yuta Ikeda,2
367,T332,T332,Shugo Imahira,2
368,T332,T332,Poom Saksansin,2
369,T332,T332,Grover Justice,2
370,T332,T332,K.T. Kim,2
371,T332,T332,Marcus Kinhult,2
372,T332,T332,Jim Knous,2
373,T332,T332,Greg Kraft,2
374,T332,T332,Neal Lancaster,2
375,T332,T332,Tom Lewis,2
376,T332,T332,Michael Lorenzo-Vera,2
377,T332,T332,Curtis Luck,2
378,T332,T332,Joost Luiten,2
379,T332,T332,Troy Matteson,2
380,T332,T332,Sean McCarty,2
381,T332,T332,Yusaku Miyazato,2
382,T332,T332,Shaun Norris,2
383,T332,T332,Augusto Núñez,2
384,T332,T332,Adrian Otaegui,2
385,T332,T332,Charles Reiter,2
386,T332,T332,José de Jesús Rodríguez,2
387,T332,T332,Julio Santos,2
388,T332,T332,Joey Savoie,2
389,T332,T332,Scottie Scheffler,2
390,T332,T332,Chase Seiffert,2
391,T332,T332,Vijay Singh,2
392,T332,T332,Roger Sloan,2
393,T332,T332,Jimmy Stanger,2
394,T332,T332,Adam Svensson,2
395,T332,T332,Hideto Tanihara,2
396,T332,T332,Nicholas Thompson,2
397,T332,T332,Marc Turnesa,2
398,T332,T332,Lee Westwood,2
399,T332,T332,Chris Wood,2
