,Consecutive_Sand_Saves_RANK THIS WEEK,Consecutive_Sand_Saves_RANK LAST WEEK,Consecutive_Sand_Saves_PLAYER NAME,Consecutive_Sand_Saves_EVENTS,Consecutive_Sand_Saves_STREAK,Consecutive_Sand_Saves_CURRENT STREAK,Consecutive_Sand_Saves_ROUND,Consecutive_Sand_Saves_HOLE,Consecutive_Sand_Saves_YEAR/TOURN#
51,T44,T44,Bryson DeChambeau,26,7,,2,12,2018160
52,T44,T44,Bill Haas,25,7,2.0,4,7,2018360
53,T44,T44,Charley Hoffman,25,7,,1,17,2018330
54,T44,T44,Tom Hoge,31,7,,2,9,2018380
55,T44,T44,Beau Hossler,28,7,,1,4,2018150
56,T44,T44,Zach Johnson,25,7,1.0,1,11,2018420
57,T44,T44,Si Woo Kim,31,7,,2,14,2018360
58,T44,T44,Chris Kirk,29,7,1.0,2,2,2018270
59,T44,T44,Patton Kizzire,29,7,2.0,3,3,2018490
60,T44,T44,Jason Kokrak,29,7,2.0,4,11,2018280
61,T44,T44,Anirban Lahiri,24,7,,3,6,2018140
62,T44,T44,Danny Lee,30,7,2.0,4,16,2018250
63,T44,T44,David Lingmerth,26,7,,1,2,2018270
64,T44,T44,David Lipsky,3,7,1.0,1,11,2018020
65,T44,T44,Luke List,29,7,2.0,3,1,2018170
66,T44,T44,Jamie Lovemark,26,7,1.0,3,2,2018030
67,T44,T44,Hideki Matsuyama,21,7,1.0,3,5,2018220
68,T44,T44,Rory McIlroy,18,7,2.0,1,8,2018420
69,T44,T44,Troy Merritt,27,7,1.0,4,14,2018170
70,T44,T44,Sean O'Hair,22,7,1.0,2,15,2018080
71,T44,T44,D.A. Points,25,7,,1,8,2018430
72,T44,T44,"Ted Potter, Jr.",28,7,,2,2,2018220
73,T44,T44,Ian Poulter,20,7,,1,10,2018310
74,T44,T44,Doc Redman,6,7,,2,17,2018260
75,T44,T44,Charl Schwartzel,20,7,,2,9,2018300
76,T44,T44,Vijay Singh,10,7,,3,15,2018390
77,T44,T44,Jordan Spieth,23,7,,2,3,2018210
78,T44,T44,Henrik Stenson,16,7,4.0,2,18,2018210
79,T44,T44,Hudson Swafford,22,7,,2,17,2018130
80,T44,T44,Justin Thomas,23,7,,4,17,2018170
81,T44,T44,Harold Varner III,27,7,,2,4,2018300
82,T44,T44,Johnson Wagner,21,7,1.0,4,9,2018400
83,T84,T84,Ryan Armour,32,6,1.0,2,16,2018460
84,T84,T84,Blayne Barber,22,6,5.0,4,16,2018150
85,T84,T84,Daniel Berger,23,6,,3,4,2018200
86,T84,T84,Scott Brown,32,6,2.0,1,17,2018270
87,T84,T84,K.J. Choi,14,6,,2,4,2018230
88,T84,T84,Stewart Cink,25,6,,2,17,2018430
89,T84,T84,Corey Conners,28,6,1.0,3,18,2018120
90,T84,T84,Zecheng Dou,23,6,1.0,2,10,2018350
91,T84,T84,Ken Duke,15,6,,2,18,2018160
92,T84,T84,Harris English,31,6,1.0,2,6,2018400
93,T84,T84,Matt Every,30,6,,1,4,2018210
94,T84,T84,Derek Fathauer,28,6,,1,15,2018350
95,T84,T84,Matthew Fitzpatrick,13,6,,4,9,2018310
96,T84,T84,Dylan Frittelli,11,6,1.0,4,18,2018180
97,T84,T84,Lucas Glover,18,6,2.0,4,10,2018020
98,T84,T84,Emiliano Grillo,25,6,,3,4,2018330
99,T84,T84,James Hahn,26,6,,4,15,2018380
100,T84,T84,Brian Harman,25,6,,2,5,2018490
101,T84,T84,Padraig Harrington,16,6,3.0,4,6,2018370
102,T84,T84,Russell Henley,23,6,,1,16,2018330
103,T84,T84,Morgan Hoffmann,9,6,,2,16,2018120
104,T84,T84,J.B. Holmes,24,6,,3,15,2018180
105,T84,T84,Billy Horschel,27,6,5.0,2,7,2018480
106,T84,T84,John Huh,29,6,,2,4,2018340
107,T84,T84,Matt Jones,23,6,,2,9,2018060
108,T84,T84,Sung Kang,29,6,,2,3,2018070
109,T84,T84,Daisuke Kataoka,2,6,6.0,3,17,2018120
110,T84,T84,Matt Kuchar,24,6,,1,12,2018480
111,T84,T84,Marc Leishman,25,6,2.0,1,15,2018270
112,T84,T84,Davis Love III,12,6,,1,16,2018080
113,T84,T84,Shane Lowry,19,6,2.0,1,3,2018430
114,T84,T84,Ben Martin,20,6,1.0,2,16,2018310
115,T84,T84,Graeme McDowell,20,6,1.0,2,1,2018280
116,T84,T84,Keith Mitchell,29,6,,4,8,2018160
117,T84,T84,Francesco Molinari,20,6,,3,14,2018450
118,T84,T84,Grayson Murray,22,6,,2,11,2018160
119,T84,T84,Joaquin Niemann,13,6,,3,14,2018400
120,T84,T84,Geoff Ogilvy,18,6,1.0,3,9,2018130
121,T84,T84,Carl Pettersson,10,6,6.0,2,18,2018400
122,T84,T84,Andrew Putnam,28,6,,4,16,2018330
123,T84,T84,Chez Reavie,28,6,1.0,4,16,2018480
124,T84,T84,Patrick Reed,26,6,5.0,1,14,2018490
125,T84,T84,Patrick Rodgers,30,6,,1,2,2018220
126,T84,T84,Rory Sabbatini,27,6,2.0,1,16,2018430
127,T84,T84,Scottie Scheffler,3,6,1.0,1,2,2018350
128,T84,T84,Ollie Schniederjans,27,6,3.0,2,11,2018360
129,T84,T84,Adam Scott,21,6,,4,2,2018310
130,T84,T84,Shubhankar Sharma,11,6,1.0,2,8,2018200
131,T84,T84,Conrad Shindler,20,6,,2,1,2018330
132,T84,T84,Ben Silverman,28,6,1.0,4,11,2018060
133,T84,T84,Cameron Smith,24,6,4.0,1,4,2018150
134,T84,T84,Kevin Streelman,27,6,2.0,4,16,2018250
135,T84,T84,Kevin Tway,31,6,2.0,1,12,2018020
136,T84,T84,Ryan Vermeer,1,6,,1,14,2018460
137,T84,T84,Jimmy Walker,23,6,,3,2,2018430
138,T84,T84,Gary Woodland,27,6,,2,3,2018120
139,T84,T84,Tiger Woods,18,6,,1,9,2018510
140,T84,T84,Xinjun Zhang,28,6,,2,8,2018280
141,T142,T142,Stuart Appleby,12,5,5.0,4,9,2018400
142,T142,T142,Arjun Atwal,6,5,2.0,2,5,2018230
143,T142,T142,Ricky Barnes,22,5,,3,16,2018430
144,T142,T142,Dominic Bozzelli,20,5,3.0,2,14,2018250
145,T142,T142,Bronson Burgoon,24,5,2.0,2,4,2018180
146,T142,T142,Sam Burns,11,5,1.0,1,18,2018340
147,T142,T142,Jonathan Byrd,24,5,2.0,3,14,2018070
148,T142,T142,Paul Casey,20,5,,2,17,2018360
149,T142,T142,Bud Cauley,17,5,,1,14,2018010
150,T142,T142,Kevin Chappell,23,5,,2,3,2018270
151,T142,T142,Joel Dahmen,28,5,,3,3,2018430
152,T142,T142,Brendon de Jonge,14,5,1.0,2,13,2018040
153,T142,T142,Jason Dufner,22,5,,4,13,2018470
154,T142,T142,Paul Dunne,8,5,2.0,3,18,2018230
155,T142,T142,Derek Ernst,3,5,2.0,2,5,2018040
156,T142,T142,Ryan Fox,4,5,,3,8,2018420
157,T142,T142,Jim Furyk,15,5,1.0,1,17,2018210
158,T142,T142,Sergio Garcia,15,5,2.0,1,10,2018180
159,T142,T142,Brian Gay,30,5,4.0,2,16,2018130
160,T142,T142,Fabián Gómez,28,5,,4,4,2018380
161,T142,T142,Talor Gooch,27,5,,1,9,2018170
162,T142,T142,Retief Goosen,20,5,,1,6,2018070
163,T142,T142,Branden Grace,18,5,,1,5,2018020
164,T142,T142,Chesson Hadley,30,5,,4,13,2018080
165,T142,T142,Brandon Hagy,3,5,,1,15,2018040
166,T142,T142,David Hearn,21,5,,2,4,2018410
167,T142,T142,Tim Herron,12,5,1.0,3,6,2018040
168,T142,T142,Charles Howell III,28,5,,1,17,2018460
169,T142,T142,Billy Hurley III,27,5,1.0,2,17,2018350
170,T142,T142,Stephan Jaeger,26,5,4.0,1,11,2018040
171,T142,T142,Dustin Johnson,20,5,,2,16,2018350
172,T142,T142,Martin Kaymer,11,5,2.0,1,16,2018170
173,T142,T142,Russell Knox,27,5,1.0,2,13,2018270
174,T142,T142,Brooks Koepka,17,5,5.0,2,5,2018510
175,T142,T142,Kelly Kraft,31,5,1.0,4,4,2018340
176,T142,T142,Martin Laird,22,5,,1,4,2018370
177,T142,T142,Andrew Landry,27,5,1.0,2,4,2018170
178,T142,T142,Nate Lashley,17,5,,3,13,2018320
179,T142,T142,Nicholas Lindheim,26,5,1.0,2,1,2018300
180,T142,T142,Dan McCarthy,1,5,5.0,1,15,2018080
181,T142,T142,William McGirt,26,5,1.0,2,11,2018250
182,T142,T142,George McNeill,10,5,1.0,3,9,2018160
183,T142,T142,Trey Mullinax,24,5,,2,4,2018330
184,T142,T142,Shaun Norris,1,5,2.0,1,7,2018420
185,T142,T142,Ryan Palmer,22,5,1.0,1,14,2018140
186,T142,T142,Rod Pampling,20,5,1.0,4,7,2018270
187,T142,T142,Pat Perez,23,5,,4,15,2018330
188,T142,T142,John Peterson,10,5,2.0,4,18,2018300
189,T142,T142,J.T. Poston,22,5,,4,18,2018380
190,T142,T142,Sam Ryder,26,5,,1,17,2018390
191,T142,T142,Xander Schauffele,27,5,,2,5,2018420
192,T142,T142,David Skinns,2,5,2.0,1,14,2018040
193,T142,T142,Brandt Snedeker,25,5,,3,2,2018360
194,T142,T142,Young-han Song,1,5,,2,12,2018030
195,T142,T142,J.J. Spaun,27,5,,2,17,2018140
196,T142,T142,Steve Stricker,12,5,,1,8,2018350
197,T142,T142,Scott Strohmeyer,3,5,,1,3,2018060
198,T142,T142,Chris Stroud,27,5,2.0,3,9,2018180
199,T142,T142,Brian Stuard,32,5,,2,6,2018360
200,T142,T142,Kyle Thompson,22,5,1.0,1,16,2018350
201,T142,T142,Michael Thompson,19,5,5.0,2,15,2018430
202,T142,T142,Braden Thornberry,3,5,,1,18,2018080
203,T142,T142,T.J. Vogel,8,5,2.0,2,11,2018300
204,T142,T142,Matt Wallace,3,5,,1,17,2018360
205,T142,T142,Nick Watney,26,5,1.0,3,8,2018250
206,T142,T142,Bubba Watson,24,5,,2,2,2018260
207,T142,T142,Charlie Wi,6,5,5.0,2,2,2018400
208,T142,T142,Bernd Wiesberger,5,5,1.0,1,9,2018200
209,T142,T142,Mark Wilson,11,5,,1,16,2018070
210,T142,T142,Aaron Wise,29,5,1.0,2,14,2018330
211,T142,T142,Casey Wittenberg,1,5,,1,16,2018350
212,T142,T142,Fabrizio Zanotti,3,5,,3,17,2018050
213,T214,T214,Frank Adams III,2,4,1.0,1,10,2018410
214,T214,T214,Steve Allan,2,4,,2,16,2018010
215,T214,T214,Kiradech Aphibarnrat,14,4,,2,15,2018340
216,T214,T214,Eric Axley,7,4,,1,12,2018320
217,T214,T214,Charlie Beljan,9,4,2.0,3,4,2018150
218,T214,T214,Mark Calcavecchia,1,4,4.0,1,8,2018420
219,T214,T214,Jorge Campillo,3,4,,2,1,2018460
220,T214,T214,SSP Chawrasia,2,4,,4,11,2018020
221,T214,T214,Chris Couch,5,4,1.0,2,9,2018210
222,T214,T214,Fred Couples,1,4,4.0,1,12,2018260
223,T214,T214,George Cunningham,1,4,,3,17,2018430
224,T214,T214,Jon Curran,15,4,2.0,2,8,2018130
225,T214,T214,John Daly,7,4,,2,14,2018010
226,T214,T214,Brian Davis,12,4,,1,18,2018390
227,T214,T214,Graham DeLaet,3,4,,2,1,2018020
228,T214,T214,James Driscoll,2,4,4.0,2,8,2018370
229,T214,T214,David Duval,5,4,2.0,1,18,2018160
230,T214,T214,Ernie Els,15,4,2.0,4,18,2018210
231,T214,T214,Broc Everett,1,4,,1,12,2018400
232,T214,T214,Tony Finau,28,4,,3,8,2018340
233,T214,T214,Ross Fisher,13,4,,3,11,2018360
234,T214,T214,Tommy Fleetwood,19,4,1.0,2,7,2018220
235,T214,T214,Martin Flores,29,4,,1,14,2018330
236,T214,T214,Oscar Fraustro,1,4,,1,5,2018070
237,T214,T214,Tommy Gainey,10,4,4.0,1,12,2018410
238,T214,T214,Brice Garnett,30,4,,2,2,2018480
239,T214,T214,Robert Garrigus,27,4,,2,3,2018250
240,T214,T214,Bobby Gates,1,4,,1,9,2018250
241,T214,T214,Doug Ghim,7,4,1.0,2,10,2018260
242,T214,T214,Gavin Kyle Green,5,4,4.0,3,6,2018420
243,T214,T214,Cody Gribble,25,4,1.0,1,1,2018180
244,T214,T214,Lanto Griffin,26,4,,2,6,2018360
245,T214,T214,Nick Hardy,3,4,,2,18,2018370
246,T214,T214,Tyrrell Hatton,16,4,2.0,3,3,2018460
247,T214,T214,J.J. Henry,28,4,,2,13,2018130
248,T214,T214,Mackenzie Hughes,28,4,,1,17,2018300
249,T214,T214,Yuta Ikeda,8,4,,2,13,2018340
250,T214,T214,Michael Kim,27,4,1.0,4,7,2018400
251,T214,T214,Kevin Kisner,25,4,2.0,3,12,2018450
252,T214,T214,Alexander Levy,6,4,,2,11,2018360
253,T214,T214,Andrew Loupe,6,4,,2,8,2018130
254,T214,T214,Dru Love,7,4,,2,14,2018230
255,T214,T214,Hunter Mahan,21,4,1.0,2,12,2018130
256,T214,T214,Denny McCarthy,22,4,3.0,4,2,2018390
257,T214,T214,Parker McLachlin,11,4,3.0,4,9,2018400
258,T214,T214,Maverick McNealy,7,4,,1,8,2018330
259,T214,T214,John Merrick,11,4,,1,3,2018320
260,T214,T214,Ryan Moore,22,4,1.0,2,17,2018220
261,T214,T214,Seung-Yul Noh,1,4,1.0,1,7,2018030
262,T214,T214,Alex Noren,18,4,,3,8,2018450
263,T214,T214,Thorbjørn Olesen,5,4,,1,6,2018460
264,T214,T214,Wade Ormsby,2,4,3.0,4,11,2018200
265,T214,T214,C.T. Pan,30,4,3.0,3,9,2018470
266,T214,T214,Sung Joon Park,1,4,4.0,2,3,2018360
267,T214,T214,Martin Piller,28,4,2.0,2,16,2018300
268,T214,T214,Haydn Porteous,1,4,4.0,1,15,2018050
269,T214,T214,Dicky Pride,11,4,4.0,2,17,2018410
270,T214,T214,Jon Rahm,20,4,,2,2,2018500
271,T214,T214,Jonathan Randolph,25,4,1.0,4,7,2018410
272,T214,T214,Kyle Stanley,26,4,,2,16,2018300
273,T214,T214,Brett Stegmaier,21,4,,4,3,2018230
274,T214,T214,Robert Streb,29,4,2.0,1,4,2018120
275,T214,T214,Andy Sullivan,2,4,,1,17,2018420
276,T214,T214,Hideto Tanihara,2,4,1.0,4,15,2018050
277,T214,T214,Ethan Tracy,23,4,,1,12,2018390
278,T214,T214,Tyrone Van Aswegen,31,4,1.0,3,2,2018330
279,T214,T214,Jhonattan Vegas,27,4,1.0,3,10,2018450
280,T214,T214,Paul Waring,1,4,4.0,1,2,2018360
281,T214,T214,Richy Werenski,32,4,,2,17,2018160
282,T214,T214,Norman Xiong,6,4,4.0,1,6,2018430
283,T214,T214,Andrew Yun,22,4,,1,2,2018410
284,T285,T285,Ashun Wu,1,3,1.0,1,6,2018050
285,T285,T285,Cameron Beckman,6,3,,1,12,2018400
286,T285,T285,Jason Bohn,9,3,2.0,2,15,2018400
287,T285,T285,Steven Bowditch,8,3,2.0,1,11,2018040
288,T285,T285,Jinho Choi,1,3,3.0,3,14,2018030
289,T285,T285,Minchel Choi,1,3,3.0,1,14,2018420
290,T285,T285,Daniel Chopra,6,3,2.0,1,17,2018350
291,T285,T285,George Coetzee,1,3,1.0,1,17,2018420
292,T285,T285,Cameron Davis,4,3,,1,16,2018340
293,T285,T285,Andrew Dodt,1,3,,2,12,2018050
294,T285,T285,Andrew Dorn,1,3,,4,14,2018340
295,T285,T285,Tyler Duncan,31,3,1.0,3,5,2018430
296,T285,T285,Bob Estes,8,3,,1,7,2018300
297,T285,T285,Sam Fidone,1,3,,1,17,2018430
298,T285,T285,Jason Gore,7,3,1.0,2,16,2018130
299,T285,T285,Calum Hill,1,3,3.0,3,17,2018360
300,T285,T285,Sam Horsfield,1,3,2.0,2,17,2018220
301,T285,T285,Franklin Huang,1,3,2.0,2,2,2018360
302,T285,T285,Shugo Imahira,3,3,3.0,1,6,2018460
303,T285,T285,Vince India,2,3,1.0,4,5,2018230
304,T285,T285,Jazz Janewattananond,2,3,,2,13,2018020
305,T285,T285,Smylie Kaufman,22,3,,1,4,2018330
306,T285,T285,Phachara Khongwatmai,2,3,1.0,2,8,2018020
307,T285,T285,K.T. Kim,1,3,2.0,3,10,2018030
308,T285,T285,Colt Knost,10,3,,1,13,2018160
309,T285,T285,Satoshi Kodaira,18,3,2.0,1,14,2018320
310,T285,T285,Rick Lamb,10,3,2.0,1,15,2018280
311,T285,T285,Richard Lee,1,3,,1,2,2018020
312,T285,T285,Kyoung-Hoon Lee,1,3,,2,13,2018030
313,T285,T285,HaoTong Li,12,3,,2,15,2018020
314,T285,T285,Yanwei Liu,1,3,,1,5,2018050
315,T285,T285,Michael Lorenzo-Vera,2,3,1.0,2,18,2018460
316,T285,T285,Sandy Lyle,2,3,,2,15,2018260
317,T285,T285,Jack Maguire,2,3,,2,3,2018140
318,T285,T285,Steve Marino,6,3,,4,15,2018280
319,T285,T285,Troy Matteson,7,3,,1,3,2018350
320,T285,T285,Scott McCarron,1,3,3.0,2,2,2018310
321,T285,T285,James Morrison,1,3,1.0,1,2,2018360
322,T285,T285,Sebastián Muñoz,2,3,1.0,1,15,2018360
323,T285,T285,Tyler Ota,1,3,,1,1,2018120
324,T285,T285,Matthieu Pavon,1,3,3.0,3,2,2018360
325,T285,T285,Ted Purdy,2,3,3.0,2,14,2018410
326,T285,T285,Andres Romero,6,3,,4,5,2018400
327,T285,T285,John Senden,7,3,2.0,4,3,2018400
328,T285,T285,Hiram Silfa,1,3,,1,4,2018230
329,T285,T285,Brian Smock,1,3,,1,2,2018460
330,T285,T285,Brandon Stone,5,3,1.0,2,9,2018420
331,T285,T285,Ty Strafaci,2,3,,2,7,2018210
332,T285,T285,Julian Suri,10,3,,1,3,2018340
333,T285,T285,Brendon Todd,6,3,2.0,1,4,2018400
334,T285,T285,Ryuko Tokimatsu,3,3,,1,4,2018450
335,T285,T285,Omar Uresti,10,3,3.0,2,10,2018460
336,T285,T285,Sebastián Vázquez,1,3,,2,3,2018360
337,T285,T285,Tom Whitney,3,3,,1,5,2018060
338,T285,T285,Tim Wilkinson,3,3,,1,7,2018360
339,T285,T285,Cameron Wilson,1,3,1.0,2,11,2018360
340,T285,T285,Y.E. Yang,1,3,,2,4,2018460
341,T342,T342,Shota Akiyoshi,2,2,2.0,2,8,2018420
342,T342,T342,Derek Barron,1,2,,2,14,2018140
343,T342,T342,Zach Bauchou,1,2,,1,9,2018430
344,T342,T342,Rich Beem,1,2,,1,3,2018460
345,T342,T342,Jay Don Blake,1,2,,3,7,2018410
346,T342,T342,Adam Bland,1,2,2.0,3,18,2018200
347,T342,T342,Kris Blanks,6,2,1.0,4,7,2018400
348,T342,T342,Michael Block,4,2,1.0,1,1,2018140
349,T342,T342,David Bradshaw,1,2,2.0,2,6,2018390
350,T342,T342,Grady Brame Jr.,1,2,,2,14,2018040
351,T342,T342,Mark Brooks,1,2,1.0,2,3,2018130
352,T342,T342,Russell Budd,1,2,,2,1,2018430
353,T342,T342,Dean Burmester,2,2,,2,17,2018200
354,T342,T342,Roberto Castro,1,2,2.0,2,6,2018360
355,T342,T342,Cameron Champ,6,2,2.0,2,6,2018430
356,T342,T342,Darren Clarke,1,2,,1,6,2018420
357,T342,T342,Javier Colomo,1,2,2.0,1,14,2018070
358,T342,T342,Austin Connelly,1,2,1.0,1,18,2018430
359,T342,T342,Joshua Creel,1,2,1.0,1,2,2018280
360,T342,T342,Glen Day,1,2,2.0,2,3,2018270
361,T342,T342,Mickey DeMorat,2,2,,1,5,2018470
362,T342,T342,Jesse Droemer,1,2,,1,15,2018280
363,T342,T342,Jared du Toit,1,2,,2,2,2018430
364,T342,T342,Harry Ellis,3,2,,2,7,2018260
365,T342,T342,Ryan Evans,1,2,,2,16,2018360
366,T342,T342,Todd Fanning,1,2,,1,7,2018430
367,T342,T342,Andrew Filbert,2,2,2.0,1,9,2018230
368,T342,T342,Nicholas Fung,1,2,,1,18,2018020
369,T342,T342,Luis Gagne,1,2,,1,3,2018360
370,T342,T342,David Gazzolo,1,2,,2,6,2018360
371,T342,T342,Oliver Goss,1,2,2.0,1,12,2018320
372,T342,T342,Jeff Gove,1,2,2.0,3,12,2018130
373,T342,T342,Paul Goydos,1,2,,4,1,2018220
374,T342,T342,Will Grimmer,1,2,,2,17,2018360
375,T342,T342,Ashley Hall,1,2,,3,16,2018050
376,T342,T342,Todd Hamilton,1,2,,1,5,2018420
377,T342,T342,Seungsu Han,3,2,1.0,3,16,2018250
378,T342,T342,Jaysen Hansen,1,2,,2,9,2018460
379,T342,T342,Scott Hend,2,2,,1,12,2018020
380,T342,T342,Lucas Herbert,2,2,,2,13,2018420
381,T342,T342,Jim Herman,9,2,,2,9,2018160
382,T342,T342,Ryan Hogue,1,2,2.0,4,11,2018060
383,T342,T342,Nicolai Hojgaard,1,2,,2,8,2018420
384,T342,T342,Jung-gon Hwang,1,2,1.0,2,14,2018030
385,T342,T342,Steven Ihm,1,2,,1,6,2018320
386,T342,T342,Sungjae Im,2,2,1.0,3,10,2018460
387,T342,T342,Peter Jacobsen,1,2,1.0,2,11,2018160
388,T342,T342,Andrew Johnston,2,2,1.0,1,17,2018360
389,T342,T342,Stewart Jolly,1,2,2.0,2,5,2018470
390,T342,T342,Jerry Kelly,3,2,,4,13,2018120
391,T342,T342,Ben Kern,1,2,2.0,1,9,2018460
392,T342,T342,Kurt Kitayama,1,2,2.0,1,9,2018010
393,T342,T342,Jim Knous,1,2,2.0,4,15,2018060
394,T342,T342,Masanori Kobayashi,1,2,2.0,1,6,2018420
395,T342,T342,Bernhard Langer,2,2,2.0,4,8,2018420
396,T342,T342,Richard Lee,2,2,1.0,2,11,2018150
397,T342,T342,Hyungjoon Lee,1,2,,1,18,2018030
398,T342,T342,Donny Lee,1,2,,1,10,2018220
399,T342,T342,Tom Lehman,1,2,,1,11,2018420
400,T342,T342,Tom Lewis,2,2,2.0,3,6,2018420
401,T342,T342,WC Liang,2,2,,4,4,2018050
402,T342,T342,Curtis Luck,1,2,,3,14,2018220
403,T342,T342,Ryan Lumsden,1,2,,1,16,2018360
404,T342,T342,Jeff Maggert,1,2,2.0,2,12,2018270
405,T342,T342,Haraldur Magnus,1,2,,1,15,2018420
406,T342,T342,John Mallinger,1,2,,1,3,2018140
407,T342,T342,Prayad Marksaeng,1,2,2.0,3,3,2018020
408,T342,T342,Len Mattiace,2,2,1.0,1,10,2018230
409,T342,T342,Sean McCarty,2,2,1.0,3,15,2018400
410,T342,T342,A.J. McInerney,4,2,,1,17,2018220
411,T342,T342,Dylan Meyer,8,2,1.0,4,5,2018400
412,T342,T342,Shaun Micheel,4,2,2.0,2,16,2018460
413,T342,T342,Yusaku Miyazato,7,2,2.0,1,10,2018460
414,T342,T342,Larry Mize,1,2,2.0,1,18,2018260
415,T342,T342,Taylor Moore,2,2,1.0,1,3,2018040
416,T342,T342,Collin Morikawa,1,2,,1,17,2018220
417,T342,T342,Jesse Mueller,2,2,,1,3,2018060
418,T342,T342,Henrik Norlander,1,2,2.0,4,10,2018080
419,T342,T342,Andrew Novak,2,2,2.0,4,4,2018180
420,T342,T342,Augusto Núñez,1,2,1.0,1,10,2018230
421,T342,T342,John Oda,7,2,,4,9,2018120
422,T342,T342,Adrian Otaegui,1,2,,3,18,2018460
423,T342,T342,Juvic Pagunsan,1,2,1.0,3,10,2018020
424,T342,T342,Chris Paisley,4,2,,2,1,2018280
425,T342,T342,Sanghyun Park,1,2,,2,9,2018420
426,T342,T342,Eddie Pepperell,2,2,,1,18,2018420
427,T342,T342,Mito Pereira,1,2,,1,1,2018300
428,T342,T342,Kenny Perry,2,2,2.0,2,14,2018360
429,T342,T342,Vinnie Poncino,1,2,,1,10,2018170
430,T342,T342,Chad Proehl,1,2,,1,3,2018400
431,T342,T342,Michael Putnam,1,2,2.0,2,17,2018360
432,T342,T342,Richie Ramsay,2,2,,3,1,2018050
433,T342,T342,Jovan Rebula,1,2,,2,9,2018420
434,T342,T342,Curtis Reed,1,2,,1,18,2018280
435,T342,T342,Charles Reiter,1,2,,1,10,2018130
436,T342,T342,Ryan Ruffels,3,2,,2,8,2018300
437,T342,T342,Brett Rumford,2,2,,1,8,2018200
