,Best_YTD_1-Putt_or_Better_Streak_RANK THIS WEEK,Best_YTD_1-Putt_or_Better_Streak_RANK LAST WEEK,Best_YTD_1-Putt_or_Better_Streak_PLAYER NAME,Best_YTD_1-Putt_or_Better_Streak_EVENTS,Best_YTD_1-Putt_or_Better_Streak_VALUE
0,T1,T1,Ben Martin,20,14
1,T1,T1,Henrik Stenson,16,14
2,3,3,J.B. Holmes,24,13
3,4,4,Xander Schauffele,27,12
4,T5,T5,Abraham Ancer,30,11
5,T5,T5,Cody Gribble,25,11
6,T5,T5,Adam Hadwin,25,11
7,T5,T5,Francesco Molinari,20,11
8,T5,T5,Patrick Rodgers,30,11
9,T10,T10,Jonas Blixt,23,10
10,T10,T10,Bud Cauley,17,10
11,T10,T10,Greg Chalmers,20,10
12,T10,T10,Luke Donald,9,10
13,T10,T10,Derek Fathauer,28,10
14,T10,T10,Martin Flores,29,10
15,T10,T10,Si Woo Kim,31,10
16,T10,T10,Kevin Na,26,10
17,T10,T10,Charl Schwartzel,20,10
18,T10,T10,Webb Simpson,26,10
19,T10,T10,Cameron Smith,24,10
20,T10,T10,Bubba Watson,24,10
21,T22,T22,Byeong Hun An,24,9
22,T22,T22,Chad Campbell,28,9
23,T22,T22,Austin Cook,29,9
24,T22,T22,Brendon de Jonge,14,9
25,T22,T22,Jason Dufner,22,9
26,T22,T22,Sergio Garcia,15,9
27,T22,T22,Branden Grace,18,9
28,T22,T22,Bill Haas,25,9
29,T22,T22,Beau Hossler,28,9
30,T22,T22,Daisuke Kataoka,2,9
31,T22,T22,Phachara Khongwatmai,2,9
32,T22,T22,Whee Kim,30,9
33,T22,T22,Russell Knox,27,9
34,T22,T22,Martin Laird,22,9
35,T22,T22,Denny McCarthy,22,9
36,T22,T22,Rory McIlroy,18,9
37,T22,T22,A.J. McInerney,4,9
38,T22,T22,Rob Oppenheim,26,9
39,T22,T22,Rod Pampling,20,9
40,T22,T22,Cameron Percy,16,9
41,T22,T22,Scott Piercy,26,9
42,T22,T22,Patrick Reed,26,9
43,T22,T22,Steve Scott,1,9
44,T22,T22,Brendan Steele,22,9
45,T22,T22,Kevin Streelman,27,9
46,T22,T22,Scott Strohmeyer,3,9
47,T22,T22,Vaughn Taylor,25,9
48,T22,T22,Jhonattan Vegas,27,9
49,T22,T22,Richy Werenski,32,9
50,T22,T22,Gary Woodland,27,9
51,T52,T52,Stuart Appleby,12,8
52,T52,T52,Ricky Barnes,22,8
53,T52,T52,Cameron Beckman,6,8
54,T52,T52,Ryan Blaum,28,8
55,T52,T52,Steven Bowditch,8,8
56,T52,T52,Wesley Bryan,23,8
57,T52,T52,Rafa Cabrera Bello,20,8
58,T52,T52,Daniel Chopra,6,8
59,T52,T52,Stewart Cink,25,8
60,T52,T52,Ben Crane,21,8
61,T52,T52,Jon Curran,15,8
62,T52,T52,Joel Dahmen,28,8
63,T52,T52,Jason Day,20,8
64,T52,T52,Bryson DeChambeau,26,8
65,T52,T52,Harris English,31,8
66,T52,T52,Matthew Fitzpatrick,13,8
67,T52,T52,Robert Garrigus,27,8
68,T52,T52,Talor Gooch,27,8
69,T52,T52,Emiliano Grillo,25,8
70,T52,T52,Brandon Harkins,30,8
71,T52,T52,Russell Henley,23,8
72,T52,T52,Charles Howell III,28,8
73,T52,T52,Mackenzie Hughes,28,8
74,T52,T52,Billy Hurley III,27,8
75,T52,T52,Lee Janzen,1,8
76,T52,T52,Zach Johnson,25,8
77,T52,T52,Michael Kim,27,8
78,T52,T52,Chris Kirk,29,8
79,T52,T52,Brooks Koepka,17,8
80,T52,T52,Jason Kokrak,29,8
81,T52,T52,Matt Kuchar,24,8
82,T52,T52,Marc Leishman,25,8
83,T52,T52,Jamie Lovemark,26,8
84,T52,T52,Hunter Mahan,21,8
85,T52,T52,Peter Malnati,28,8
86,T52,T52,Hideki Matsuyama,21,8
87,T52,T52,Nyasha Mauchaza,2,8
88,T52,T52,William McGirt,26,8
89,T52,T52,Maverick McNealy,7,8
90,T52,T52,Trey Mullinax,24,8
91,T52,T52,Grayson Murray,22,8
92,T52,T52,Alex Noren,18,8
93,T52,T52,Sean O'Hair,22,8
94,T52,T52,Louis Oosthuizen,17,8
95,T52,T52,Martin Piller,28,8
96,T52,T52,Seamus Power,28,8
97,T52,T52,Jonathan Randolph,25,8
98,T52,T52,Ben Silverman,28,8
99,T52,T52,Jordan Spieth,23,8
100,T52,T52,Shawn Stefani,25,8
101,T52,T52,Daniel Summerhays,19,8
102,T52,T52,Justin Thomas,23,8
103,T52,T52,Ethan Tracy,23,8
104,T52,T52,Peter Uihlein,26,8
105,T52,T52,Steve Wheatcroft,20,8
106,T52,T52,Tiger Woods,18,8
107,T108,T108,Jaco Ahlers,1,7
108,T108,T108,Kiradech Aphibarnrat,14,7
109,T108,T108,Arjun Atwal,6,7
110,T108,T108,Aaron Baddeley,27,7
111,T108,T108,Sangmoon Bae,17,7
112,T108,T108,Blayne Barber,22,7
113,T108,T108,Daniel Berger,23,7
114,T108,T108,Zac Blair,20,7
115,T108,T108,Bronson Burgoon,24,7
116,T108,T108,Kevin Chappell,23,7
117,T108,T108,K.J. Choi,14,7
118,T108,T108,Wyndham Clark,3,7
119,T108,T108,Nicolas Colsaerts,1,7
120,T108,T108,Corey Conners,28,7
121,T108,T108,Fred Couples,1,7
122,T108,T108,Roberto Díaz,25,7
123,T108,T108,Ken Duke,15,7
124,T108,T108,Tyler Duncan,31,7
125,T108,T108,Bob Estes,8,7
126,T108,T108,Matt Every,30,7
127,T108,T108,Sam Fidone,1,7
128,T108,T108,Rickie Fowler,20,7
129,T108,T108,Brice Garnett,30,7
130,T108,T108,Bobby Gates,1,7
131,T108,T108,Brian Gay,30,7
132,T108,T108,Fabián Gómez,28,7
133,T108,T108,Lanto Griffin,26,7
134,T108,T108,Chesson Hadley,30,7
135,T108,T108,Brian Harman,25,7
136,T108,T108,Tyrrell Hatton,16,7
137,T108,T108,Charley Hoffman,25,7
138,T108,T108,Billy Horschel,27,7
139,T108,T108,John Huh,29,7
140,T108,T108,Vince India,2,7
141,T108,T108,Dustin Johnson,20,7
142,T108,T108,Matt Jones,23,7
143,T108,T108,Sung Kang,29,7
144,T108,T108,Patton Kizzire,29,7
145,T108,T108,Satoshi Kodaira,18,7
146,T108,T108,Kelly Kraft,31,7
147,T108,T108,Anirban Lahiri,24,7
148,T108,T108,Andrew Landry,27,7
149,T108,T108,Danny Lee,30,7
150,T108,T108,Jack Maguire,2,7
151,T108,T108,Graeme McDowell,20,7
152,T108,T108,Parker McLachlin,11,7
153,T108,T108,Dylan Meyer,8,7
154,T108,T108,Phil Mickelson,24,7
155,T108,T108,Keith Mitchell,29,7
156,T108,T108,Ryan Moore,22,7
157,T108,T108,C.T. Pan,30,7
158,T108,T108,John Peterson,10,7
159,T108,T108,D.A. Points,25,7
160,T108,T108,J.T. Poston,22,7
161,T108,T108,Andrew Putnam,28,7
162,T108,T108,Chez Reavie,28,7
163,T108,T108,Andres Romero,6,7
164,T108,T108,Sam Ryder,26,7
165,T108,T108,Rory Sabbatini,27,7
166,T108,T108,Sam Saunders,26,7
167,T108,T108,Ollie Schniederjans,27,7
168,T108,T108,David Skinns,2,7
169,T108,T108,J.J. Spaun,27,7
170,T108,T108,Scott Stallings,30,7
171,T108,T108,Brett Stegmaier,21,7
172,T108,T108,Nick Taylor,30,7
173,T108,T108,Omar Uresti,10,7
174,T108,T108,Harold Varner III,27,7
175,T108,T108,Jimmy Walker,23,7
176,T108,T108,Nick Watney,26,7
177,T108,T108,Mike Weir,6,7
178,T108,T108,Aaron Wise,29,7
179,T108,T108,Casey Wittenberg,1,7
180,T181,T181,Ryan Armour,32,6
181,T181,T181,Matt Atkins,21,6
182,T181,T181,Eric Axley,7,6
183,T181,T181,Alexander Björk,3,6
184,T181,T181,Dominic Bozzelli,20,6
185,T181,T181,Keegan Bradley,27,6
186,T181,T181,David Bradshaw,1,6
187,T181,T181,Scott Brown,32,6
188,T181,T181,Sam Burns,11,6
189,T181,T181,Jonathan Byrd,24,6
190,T181,T181,Jorge Campillo,3,6
191,T181,T181,Patrick Cantlay,23,6
192,T181,T181,Paul Casey,20,6
193,T181,T181,Alex Cejka,24,6
194,T181,T181,Will Claxton,5,6
195,T181,T181,Austin Connelly,1,6
196,T181,T181,Cameron Davis,4,6
197,T181,T181,Paul Dunne,8,6
198,T181,T181,Ernie Els,15,6
199,T181,T181,Tony Finau,28,6
200,T181,T181,Tommy Fleetwood,19,6
201,T181,T181,Jim Furyk,15,6
202,T181,T181,Tommy Gainey,10,6
203,T181,T181,Lucas Glover,18,6
204,T181,T181,Retief Goosen,20,6
205,T181,T181,Gavin Kyle Green,5,6
206,T181,T181,Will Grimmer,1,6
207,T181,T181,Jhared Hack,1,6
208,T181,T181,James Hahn,26,6
209,T181,T181,Nick Hardy,3,6
210,T181,T181,Padraig Harrington,16,6
211,T181,T181,David Hearn,21,6
212,T181,T181,Jim Herman,9,6
213,T181,T181,Tim Herron,12,6
214,T181,T181,Tom Hoge,31,6
215,T181,T181,Stephan Jaeger,26,6
216,T181,T181,Jerry Kelly,3,6
217,T181,T181,Ben Kern,1,6
218,T181,T181,Kevin Kisner,25,6
219,T181,T181,Rick Lamb,10,6
220,T181,T181,Nate Lashley,17,6
221,T181,T181,Richard Lee,2,6
222,T181,T181,HaoTong Li,12,6
223,T181,T181,Nicholas Lindheim,26,6
224,T181,T181,David Lingmerth,26,6
225,T181,T181,Luke List,29,6
226,T181,T181,Davis Love III,12,6
227,T181,T181,Dru Love,7,6
228,T181,T181,Tom Lovelady,28,6
229,T181,T181,Shane Lowry,19,6
230,T181,T181,Sandy Lyle,2,6
231,T181,T181,Steve Marino,6,6
232,T181,T181,Troy Merritt,27,6
233,T181,T181,Shaun Micheel,4,6
234,T181,T181,James Morrison,1,6
235,T181,T181,Joaquin Niemann,13,6
236,T181,T181,Geoff Ogilvy,18,6
237,T181,T181,Wade Ormsby,2,6
238,T181,T181,Carlos Ortiz,1,6
239,T181,T181,Juvic Pagunsan,1,6
