,YTD_Sub-Par_Rounds_Streak_RANK THIS WEEK,YTD_Sub-Par_Rounds_Streak_RANK LAST WEEK,YTD_Sub-Par_Rounds_Streak_PLAYER NAME,YTD_Sub-Par_Rounds_Streak_VALUE
0,1,1,Henrik Stenson,18
1,2,2,Chez Reavie,17
2,T3,T3,Tony Finau,16
3,T3,T3,Jimmy Walker,16
4,5,5,Kevin Streelman,15
5,6,6,Danny Lee,14
6,T7,T7,Jason Day,13
7,T7,T7,J.B. Holmes,13
8,T9,T9,Billy Horschel,12
9,T9,T9,Jason Kokrak,12
10,T9,T9,Justin Thomas,12
11,T12,T12,Adam Hadwin,11
12,T12,T12,Brandon Harkins,11
13,T12,T12,Brian Harman,11
14,T12,T12,Beau Hossler,11
15,T12,T12,Patton Kizzire,11
16,T12,T12,Ben Martin,11
17,T12,T12,Rory McIlroy,11
18,T12,T12,Patrick Reed,11
19,T12,T12,Justin Rose,11
20,T12,T12,Johnson Wagner,11
21,T22,T22,Daniel Berger,10
22,T22,T22,Keegan Bradley,10
23,T22,T22,Joel Dahmen,10
24,T22,T22,J.J. Henry,10
25,T22,T22,Kevin Kisner,10
26,T22,T22,Brooks Koepka,10
27,T22,T22,Tom Lovelady,10
28,T22,T22,Troy Merritt,10
29,T22,T22,Jon Rahm,10
30,T22,T22,Sam Ryder,10
31,T22,T22,Rory Sabbatini,10
32,T22,T22,Peter Uihlein,10
33,T22,T22,Richy Werenski,10
34,T35,T35,Byeong Hun An,9
35,T35,T35,Kiradech Aphibarnrat,9
36,T35,T35,Blayne Barber,9
37,T35,T35,Alex Cejka,9
38,T35,T35,Stewart Cink,9
39,T35,T35,Bryson DeChambeau,9
40,T35,T35,Jason Dufner,9
41,T35,T35,James Hahn,9
42,T35,T35,Russell Henley,9
43,T35,T35,Charles Howell III,9
44,T35,T35,Russell Knox,9
45,T35,T35,Luke List,9
46,T35,T35,Hunter Mahan,9
47,T35,T35,William McGirt,9
48,T35,T35,Francesco Molinari,9
49,T35,T35,John Peterson,9
50,T35,T35,Seamus Power,9
51,T35,T35,Cameron Smith,9
52,T35,T35,J.J. Spaun,9
53,T35,T35,Shawn Stefani,9
54,T35,T35,Vaughn Taylor,9
55,T35,T35,Kevin Tway,9
56,T35,T35,Jhonattan Vegas,9
57,T58,T58,Ricky Barnes,8
58,T58,T58,Ryan Blaum,8
59,T58,T58,Rafa Cabrera Bello,8
60,T58,T58,Paul Casey,8
61,T58,T58,Bud Cauley,8
62,T58,T58,Kevin Chappell,8
63,T58,T58,Paul Dunne,8
64,T58,T58,Rickie Fowler,8
65,T58,T58,Brice Garnett,8
66,T58,T58,Brian Gay,8
67,T58,T58,Fabián Gómez,8
68,T58,T58,Branden Grace,8
69,T58,T58,Nate Lashley,8
70,T58,T58,Peter Malnati,8
71,T58,T58,Phil Mickelson,8
72,T58,T58,Keith Mitchell,8
73,T58,T58,Pat Perez,8
74,T58,T58,Scott Piercy,8
75,T58,T58,J.T. Poston,8
76,T58,T58,Andrew Putnam,8
77,T58,T58,Webb Simpson,8
78,T58,T58,Nick Taylor,8
79,T58,T58,Aaron Wise,8
80,T81,T81,Ryan Armour,7
81,T81,T81,Zac Blair,7
82,T81,T81,Jason Bohn,7
83,T81,T81,Patrick Cantlay,7
84,T81,T81,Ben Crane,7
85,T81,T81,Tyler Duncan,7
86,T81,T81,Harris English,7
87,T81,T81,Martin Flores,7
88,T81,T81,Emiliano Grillo,7
