,Consecutive_Cuts_RANK THIS WEEK,Consecutive_Cuts_RANK LAST WEEK,Consecutive_Cuts_PLAYER NAME,Consecutive_Cuts_TOTAL,Consecutive_Cuts_START TOURNAMENT ID
0,1,1,Chris Kirk,12,2018310
1,2,2,Gary Woodland,11,2018340
2,T3,T3,Patrick Cantlay,10,2018340
3,T3,T3,Tony Finau,10,2018360
4,T3,T3,Tommy Fleetwood,10,2018310
5,T6,T6,Byeong Hun An,9,2018360
6,T6,T6,Keegan Bradley,9,2018370
7,T6,T6,Rafa Cabrera Bello,9,2018310
8,T6,T6,Rickie Fowler,9,2018330
9,T6,T6,Webb Simpson,9,2018390
10,T11,T11,Austin Cook,8,2018390
11,T11,T11,Lanto Griffin,8,2018370
12,T11,T11,Marc Leishman,8,2018380
13,T11,T11,Louis Oosthuizen,8,2018330
14,T11,T11,C.T. Pan,8,2018380
15,T11,T11,Julian Suri,8,2018160
16,T11,T11,Kevin Tway,8,2018370
17,T11,T11,Lee Westwood,8,2017250
18,T11,T11,Tiger Woods,8,2018380
19,T20,T20,SSP Chawrasia,7,2008140
20,T20,T20,Tyrrell Hatton,7,2018360
21,T20,T20,Dustin Johnson,7,2018430
22,T20,T20,Hideki Matsuyama,7,2018450
23,T20,T20,Rory McIlroy,7,2018370
24,T20,T20,Andrew Putnam,7,2018400
25,T20,T20,Cameron Smith,7,2018420
26,T20,T20,Jordan Spieth,7,2018370
27,T20,T20,Johnson Wagner,7,2018380
28,T29,T29,Danny Chia,6,2010310
29,T29,T29,Ross Fisher,6,2018300
30,T29,T29,Brian Gay,6,2018410
31,T29,T29,K.T. Kim,6,2017040
32,T29,T29,Brooks Koepka,6,2018450
33,T29,T29,Jason Kokrak,6,2018430
34,T29,T29,Joaquin Niemann,6,2018380
35,T29,T29,Pat Perez,6,2018420
36,T29,T29,Adam Scott,6,2018420
37,T29,T29,Doug Tewell,6,1999230
38,T29,T29,Justin Thomas,6,2018450
39,T29,T29,Harold Varner III,6,2018380
40,T41,T41,Ricky Barnes,5,2018400
41,T41,T41,Andrew Dodt,5,2015430
42,T41,T41,Ryan Fox,5,2017450
43,T41,T41,Gavin Kyle Green,5,2018020
44,T41,T41,Emiliano Grillo,5,2018450
45,T41,T41,Brian Harman,5,2018450
46,T41,T41,Kevin Kisner,5,2018450
47,T41,T41,Andrew Landry,5,2018450
48,T41,T41,Steve LeBrun,5,2013290
49,T41,T41,Danny Lee,5,2018410
50,T41,T41,Wayne Levi,5,2001300
51,T41,T41,"Ted Potter, Jr.",5,2018450
52,T41,T41,Tag Ridings,5,2017390
53,T41,T41,Sam Ryder,5,2018400
54,T41,T41,Brandt Snedeker,5,2018430
55,T41,T41,J.J. Spaun,5,2018440
56,T41,T41,Richard Sterne,5,2016400
57,T41,T41,Brandon Stone,5,2018050
58,T59,T59,Steven Alker,4,2017400
59,T59,T59,Ryan Armour,4,2018470
60,T59,T59,Ashun Wu,4,2015060
61,T59,T59,Dean Burmester,4,2016210
62,T59,T59,Paul Casey,4,2018480
63,T59,T59,Bryson DeChambeau,4,2018480
64,T59,T59,Graham DeLaet,4,2017480
65,T59,T59,Marcus Fraser,4,2016420
66,T59,T59,Jim Furyk,4,2018390
67,T59,T59,Seungsu Han,4,2010300
68,T59,T59,Nick Hardy,4,2017390
