,YTD_Rounds_in_60s_Streak_RANK THIS WEEK,YTD_Rounds_in_60s_Streak_RANK LAST WEEK,YTD_Rounds_in_60s_Streak_PLAYER NAME,YTD_Rounds_in_60s_Streak_BEST STREAK
0,1,1,Tony Finau,16
1,2,2,Danny Lee,13
2,T3,T3,Billy Horschel,12
3,T3,T3,Justin Thomas,12
4,T5,T5,Brooks Koepka,10
5,T5,T5,Richy Werenski,10
6,T7,T7,Russell Henley,9
7,T7,T7,Ben Martin,9
8,T7,T7,Cameron Smith,9
9,T10,T10,Rafa Cabrera Bello,8
10,T10,T10,Stewart Cink,8
11,T10,T10,Joel Dahmen,8
12,T10,T10,J.B. Holmes,8
13,T10,T10,Russell Knox,8
14,T10,T10,J.T. Poston,8
15,T10,T10,Justin Rose,8
16,T10,T10,Webb Simpson,8
17,T18,T18,Ryan Armour,7
18,T18,T18,Daniel Berger,7
19,T18,T18,Tyler Duncan,7
20,T18,T18,Brian Gay,7
21,T18,T18,Brandon Harkins,7
22,T18,T18,Brian Harman,7
23,T18,T18,Mackenzie Hughes,7
24,T18,T18,Dustin Johnson,7
25,T18,T18,Hideki Matsuyama,7
26,T18,T18,Rory McIlroy,7
27,T18,T18,Troy Merritt,7
28,T18,T18,Phil Mickelson,7
29,T18,T18,Joaquin Niemann,7
30,T18,T18,C.T. Pan,7
31,T18,T18,Scott Piercy,7
32,T18,T18,Jon Rahm,7
33,T18,T18,Sam Ryder,7
34,T18,T18,Brandt Snedeker,7
35,T18,T18,Kevin Streelman,7
36,T18,T18,Harold Varner III,7
37,T18,T18,Steve Wheatcroft,7
38,T18,T18,Gary Woodland,7
39,T40,T40,Abraham Ancer,6
40,T40,T40,Blayne Barber,6
41,T40,T40,Ricky Barnes,6
42,T40,T40,Paul Casey,6
43,T40,T40,Alex Cejka,6
44,T40,T40,Corey Conners,6
45,T40,T40,Jason Day,6
46,T40,T40,Jason Dufner,6
47,T40,T40,James Hahn,6
48,T40,T40,Beau Hossler,6
49,T40,T40,Chris Kirk,6
50,T40,T40,Jason Kokrak,6
51,T40,T40,Shane Lowry,6
52,T40,T40,Hunter Mahan,6
53,T40,T40,Keith Mitchell,6
54,T40,T40,Francesco Molinari,6
55,T40,T40,Cameron Percy,6
56,T40,T40,John Peterson,6
57,T40,T40,Chez Reavie,6
58,T40,T40,Patrick Rodgers,6
59,T40,T40,Shawn Stefani,6
60,T40,T40,Kevin Tway,6
61,T40,T40,Bubba Watson,6
62,T63,T63,Byeong Hun An,5
63,T63,T63,Ryan Blaum,5
64,T63,T63,Jason Bohn,5
65,T63,T63,Scott Brown,5
66,T63,T63,Bronson Burgoon,5
67,T63,T63,Jonathan Byrd,5
68,T63,T63,Patrick Cantlay,5
69,T63,T63,Bud Cauley,5
70,T63,T63,K.J. Choi,5
71,T63,T63,Austin Cook,5
72,T63,T63,Ben Crane,5
73,T63,T63,Tommy Fleetwood,5
74,T63,T63,Rickie Fowler,5
75,T63,T63,Lucas Glover,5
76,T63,T63,Fabián Gómez,5
77,T63,T63,Talor Gooch,5
78,T63,T63,Branden Grace,5
79,T63,T63,Emiliano Grillo,5
80,T63,T63,Chesson Hadley,5
81,T63,T63,J.J. Henry,5
82,T63,T63,Tom Hoge,5
83,T63,T63,Charles Howell III,5
84,T63,T63,John Huh,5
85,T63,T63,Zach Johnson,5
86,T63,T63,Matt Jones,5
87,T63,T63,Anirban Lahiri,5
88,T63,T63,Martin Laird,5
89,T63,T63,David Lingmerth,5
90,T63,T63,Tom Lovelady,5
91,T63,T63,Denny McCarthy,5
92,T63,T63,William McGirt,5
93,T63,T63,Kevin Na,5
94,T63,T63,John Oda,5
95,T63,T63,Pat Perez,5
96,T63,T63,"Ted Potter, Jr.",5
97,T63,T63,Andrew Putnam,5
98,T63,T63,Xander Schauffele,5
99,T63,T63,Ollie Schniederjans,5
100,T63,T63,Adam Scott,5
101,T63,T63,Jordan Spieth,5
102,T63,T63,Henrik Stenson,5
103,T63,T63,Chris Stroud,5
104,T63,T63,Brian Stuard,5
105,T63,T63,Vaughn Taylor,5
106,T63,T63,Jhonattan Vegas,5
107,T63,T63,Jimmy Walker,5
108,T63,T63,Aaron Wise,5
109,T63,T63,Tiger Woods,5
110,T111,T111,Jonas Blixt,4
111,T111,T111,Keegan Bradley,4
112,T111,T111,Kevin Chappell,4
113,T111,T111,Roberto Díaz,4
114,T111,T111,Bryson DeChambeau,4
115,T111,T111,Harris English,4
116,T111,T111,Derek Fathauer,4
117,T111,T111,Jim Furyk,4
118,T111,T111,Brice Garnett,4
119,T111,T111,Doug Ghim,4
120,T111,T111,Lanto Griffin,4
121,T111,T111,Bill Haas,4
122,T111,T111,Adam Hadwin,4
123,T111,T111,Tyrrell Hatton,4
124,T111,T111,David Hearn,4
125,T111,T111,Charley Hoffman,4
126,T111,T111,Billy Hurley III,4
127,T111,T111,Daisuke Kataoka,4
128,T111,T111,Jerry Kelly,4
129,T111,T111,Whee Kim,4
130,T111,T111,Si Woo Kim,4
131,T111,T111,Michael Kim,4
132,T111,T111,Kevin Kisner,4
133,T111,T111,Patton Kizzire,4
134,T111,T111,Matt Kuchar,4
135,T111,T111,Andrew Landry,4
136,T111,T111,Nate Lashley,4
137,T111,T111,Marc Leishman,4
138,T111,T111,Luke List,4
139,T111,T111,Jamie Lovemark,4
140,T111,T111,Peter Malnati,4
141,T111,T111,Dylan Meyer,4
142,T111,T111,Ryan Palmer,4
143,T111,T111,D.A. Points,4
144,T111,T111,Ian Poulter,4
145,T111,T111,Seamus Power,4
146,T111,T111,Jonathan Randolph,4
147,T111,T111,Patrick Reed,4
148,T111,T111,Andres Romero,4
149,T111,T111,Rory Sabbatini,4
150,T111,T111,Ben Silverman,4
151,T111,T111,J.J. Spaun,4
152,T111,T111,Kyle Stanley,4
153,T111,T111,Brendan Steele,4
154,T111,T111,Brett Stegmaier,4
155,T111,T111,Robert Streb,4
156,T111,T111,Nick Taylor,4
157,T111,T111,Michael Thompson,4
158,T111,T111,T.J. Vogel,4
159,T111,T111,Johnson Wagner,4
160,T111,T111,Nick Watney,4
161,T162,T162,Sangmoon Bae,3
162,T162,T162,Zac Blair,3
163,T162,T162,Dominic Bozzelli,3
164,T162,T162,Wesley Bryan,3
165,T162,T162,Chad Campbell,3
166,T162,T162,Greg Chalmers,3
167,T162,T162,Brendon de Jonge,3
168,T162,T162,Graham DeLaet,3
169,T162,T162,Ross Fisher,3
170,T162,T162,Matthew Fitzpatrick,3
171,T162,T162,Martin Flores,3
172,T162,T162,Dylan Frittelli,3
173,T162,T162,Sergio Garcia,3
174,T162,T162,Robert Garrigus,3
175,T162,T162,Cody Gribble,3
176,T162,T162,Stephan Jaeger,3
177,T162,T162,Sung Kang,3
178,T162,T162,Kelly Kraft,3
179,T162,T162,Nicholas Lindheim,3
180,T162,T162,Davis Love III,3
181,T162,T162,Steve Marino,3
182,T162,T162,Parker McLachlin,3
183,T162,T162,Ryan Moore,3
184,T162,T162,Trey Mullinax,3
185,T162,T162,Grayson Murray,3
186,T162,T162,Alex Noren,3
187,T162,T162,Henrik Norlander,3
188,T162,T162,Sean O'Hair,3
189,T162,T162,Thorbjørn Olesen,3
190,T162,T162,Louis Oosthuizen,3
191,T162,T162,Rob Oppenheim,3
192,T162,T162,Martin Piller,3
193,T162,T162,Sam Saunders,3
194,T162,T162,Adam Schenk,3
195,T162,T162,Charl Schwartzel,3
196,T162,T162,John Senden,3
197,T162,T162,Shubhankar Sharma,3
198,T162,T162,Conrad Shindler,3
199,T162,T162,Heath Slocum,3
200,T162,T162,Scott Stallings,3
201,T162,T162,Steve Stricker,3
202,T162,T162,Julian Suri,3
203,T162,T162,Hudson Swafford,3
204,T162,T162,Josh Teater,3
205,T162,T162,Kyle Thompson,3
206,T162,T162,Ethan Tracy,3
207,T162,T162,Peter Uihlein,3
208,T162,T162,Tyrone Van Aswegen,3
209,T162,T162,Matt Wallace,3
210,T162,T162,Charlie Wi,3
211,T162,T162,Xinjun Zhang,3
212,T213,T213,Kiradech Aphibarnrat,2
213,T213,T213,Stuart Appleby,2
214,T213,T213,Matt Atkins,2
215,T213,T213,Eric Axley,2
216,T213,T213,Aaron Baddeley,2
217,T213,T213,Charlie Beljan,2
218,T213,T213,Sam Burns,2
219,T213,T213,Jorge Campillo,2
220,T213,T213,Chris Crisologo,2
221,T213,T213,Jon Curran,2
222,T213,T213,Brian Davis,2
223,T213,T213,Mickey DeMorat,2
224,T213,T213,Ken Duke,2
225,T213,T213,Paul Dunne,2
226,T213,T213,Derek Ernst,2
227,T213,T213,Matt Every,2
228,T213,T213,Ryan Fox,2
229,T213,T213,Oscar Fraustro,2
230,T213,T213,Tommy Gainey,2
231,T213,T213,Retief Goosen,2
232,T213,T213,Brandon Hagy,2
233,T213,T213,Seungsu Han,2
234,T213,T213,Nick Hardy,2
235,T213,T213,Padraig Harrington,2
236,T213,T213,Lucas Herbert,2
237,T213,T213,Jim Herman,2
238,T213,T213,Tim Herron,2
239,T213,T213,Grant Hirschman,2
240,T213,T213,Yuta Ikeda,2
241,T213,T213,Jazz Janewattananond,2
242,T213,T213,Lee Janzen,2
243,T213,T213,Smylie Kaufman,2
244,T213,T213,Martin Kaymer,2
245,T213,T213,Ben Kern,2
246,T213,T213,Phachara Khongwatmai,2
247,T213,T213,Colt Knost,2
248,T213,T213,Satoshi Kodaira,2
249,T213,T213,Rick Lamb,2
250,T213,T213,Neal Lancaster,2
251,T213,T213,HaoTong Li,2
252,T213,T213,Graeme McDowell,2
253,T213,T213,A.J. McInerney,2
254,T213,T213,Maverick McNealy,2
255,T213,T213,George McNeill,2
256,T213,T213,Cooper Musselman,2
257,T213,T213,Shaun Norris,2
258,T213,T213,Geoff Ogilvy,2
259,T213,T213,Wade Ormsby,2
260,T213,T213,Adrian Otaegui,2
261,T213,T213,Rod Pampling,2
262,T213,T213,Eddie Pepperell,2
263,T213,T213,Thomas Pieters,2
264,T213,T213,Dicky Pride,2
265,T213,T213,Doc Redman,2
266,T213,T213,Scottie Scheffler,2
267,T213,T213,Chase Seiffert,2
268,T213,T213,Greyson Sigg,2
269,T213,T213,Vijay Singh,2
270,T213,T213,Roger Sloan,2
271,T213,T213,Brandon Stone,2
272,T213,T213,Scott Strohmeyer,2
273,T213,T213,Braden Thornberry,2
274,T213,T213,D.J. Trahan,2
275,T213,T213,Dawie van der Walt,2
276,T213,T213,Mike Weir,2
277,T213,T213,Tom Whitney,2
278,T213,T213,Mark Wilson,2
279,T213,T213,Norman Xiong,2
280,T213,T213,Will Zalatoris,2
