,Consecutive_BirdiesEagles_streak_RANK THIS WEEK,Consecutive_BirdiesEagles_streak_RANK LAST WEEK,Consecutive_BirdiesEagles_streak_PLAYER NAME,Consecutive_BirdiesEagles_streak_EVENTS,Consecutive_BirdiesEagles_streak_NUMBER OF HOLES
0,T1,T1,Anirban Lahiri,24,6
1,T1,T1,Andrew Landry,27,6
2,T1,T1,Jonathan Randolph,25,6
3,T1,T1,Brendan Steele,22,6
4,T1,T1,Peter Uihlein,26,6
5,T6,T6,Ryan Blaum,28,5
6,T6,T6,Keegan Bradley,27,5
7,T6,T6,Paul Casey,20,5
8,T6,T6,Whee Kim,30,5
9,T6,T6,Hideki Matsuyama,21,5
10,T6,T6,Francesco Molinari,20,5
11,T6,T6,Kevin Na,26,5
12,T6,T6,Justin Thomas,23,5
13,T14,T14,Ryan Armour,32,4
14,T14,T14,Austin Cook,29,4
15,T14,T14,Tyler Duncan,31,4
16,T14,T14,Tommy Fleetwood,19,4
17,T14,T14,Oscar Fraustro,1,4
18,T14,T14,Branden Grace,18,4
19,T14,T14,Emiliano Grillo,25,4
20,T14,T14,J.B. Holmes,24,4
21,T14,T14,Alex Kang,2,4
22,T14,T14,Kevin Kisner,25,4
23,T14,T14,Brooks Koepka,17,4
24,T14,T14,Danny Lee,30,4
25,T14,T14,Marc Leishman,25,4
26,T14,T14,Steve Marino,6,4
27,T14,T14,William McGirt,26,4
28,T14,T14,Troy Merritt,27,4
29,T14,T14,Webb Simpson,26,4
30,T14,T14,Steve Stricker,12,4
31,T14,T14,Xinjun Zhang,28,4
32,T33,T33,Byeong Hun An,24,3
33,T33,T33,Matt Atkins,21,3
34,T33,T33,Blayne Barber,22,3
35,T33,T33,Ricky Barnes,22,3
36,T33,T33,Daniel Berger,23,3
37,T33,T33,Sam Burns,11,3
38,T33,T33,Rafa Cabrera Bello,20,3
39,T33,T33,Chad Campbell,28,3
40,T33,T33,Patrick Cantlay,23,3
41,T33,T33,Alex Cejka,24,3
42,T33,T33,Stewart Cink,25,3
43,T33,T33,Roberto Díaz,25,3
44,T33,T33,Joel Dahmen,28,3
45,T33,T33,Bryson DeChambeau,26,3
46,T33,T33,Luke Donald,9,3
47,T33,T33,Derek Fathauer,28,3
48,T33,T33,Brice Garnett,30,3
49,T33,T33,Brian Gay,30,3
50,T33,T33,Fabián Gómez,28,3
51,T33,T33,Talor Gooch,27,3
52,T33,T33,Lanto Griffin,26,3
53,T33,T33,Chesson Hadley,30,3
54,T33,T33,Jim Herman,9,3
55,T33,T33,Ryan Hogue,1,3
56,T33,T33,Beau Hossler,28,3
57,T33,T33,Charles Howell III,28,3
58,T33,T33,John Huh,29,3
59,T33,T33,Dustin Johnson,20,3
60,T33,T33,Chris Kirk,29,3
61,T33,T33,Russell Knox,27,3
62,T33,T33,Satoshi Kodaira,18,3
63,T33,T33,Jason Kokrak,29,3
64,T33,T33,Kelly Kraft,31,3
65,T33,T33,Matt Kuchar,24,3
66,T33,T33,HaoTong Li,12,3
67,T33,T33,Tom Lovelady,28,3
68,T33,T33,Peter Malnati,28,3
69,T33,T33,Ryan Moore,22,3
70,T33,T33,Trey Mullinax,24,3
71,T33,T33,Grayson Murray,22,3
72,T33,T33,Joaquin Niemann,13,3
73,T33,T33,Sean O'Hair,22,3
74,T33,T33,Rob Oppenheim,26,3
75,T33,T33,Ryan Palmer,22,3
76,T33,T33,C.T. Pan,30,3
77,T33,T33,Andrew Putnam,28,3
78,T33,T33,Jon Rahm,20,3
79,T33,T33,Doc Redman,6,3
80,T33,T33,Sam Ryder,26,3
81,T33,T33,Rory Sabbatini,27,3
82,T33,T33,Adam Schenk,28,3
83,T33,T33,Adam Scott,21,3
84,T33,T33,Conrad Shindler,20,3
85,T33,T33,Ben Silverman,28,3
